"status","release_decision","candidate_basis","current_exists","toy_id","item_id","name","item_expansion_id","source_type_enum","flags","source_text"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","287","119178","Black Whirlwind","5","0","0","|cFFFFD200Drop:|r Soul-Twister Torek|n|cFFFFD200Zone:|r Shadowmoon Valley"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","289","108743","Deceptia's Smoldering Boots","5","0","0","|cFFFFD200Treasure: |rDeceptia's Smoldering Boots |n|cFFFFD200Zone: |rTalador"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","293","115468","Permanent Frost Essence","5","2","4","|cFFFFD200Vendor: |rBeska Redtusk|n|cFFFFD200Zone: |rWarspear|n|cFFFFD200Faction: |rFrostwolf Orcs - Honored|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","294","115503","Blazing Diamond Pendant","5","1","0","|cFFFFD200Quest: |rDiamonds Are Forever|n|cFFFFD200Zone: |rFrostfire Ridge"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","295","117550","Angry Beehive","5","0","0","|cFFFFD200Treasure: |rSwamplighter Hive|n|cFFFFD200Zone: |rShadowmoon Valley"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","296","117569","Giant Deathweb Egg","5","0","0","|cFFFFD200Treasure: |rCurious Deathweb Egg|n|cFFFFD200Zone: |rTalador"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","297","117573","Wayfarer's Bonfire","5","0","0","|cFFFFD200Given By: |rSoulare of Andorhal"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","298","118221","Petrification Stone","5","0","0","|cFFFFD200Drop: |rFossilwood the Petrified|n|cFFFFD200Zone: |rGorgrond"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","299","118244","Iron Buccaneer's Hat","5","0","0","|cFFFFD200Drop: |rCaptain Ironbeard|n|cFFFFD200Zone: |rNagrand"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","301","119145","Firefury Totem","5","1","0","|cFFFFD200Quest: |rFury of Frostfire|n|cFFFFD200Zone: |rFrostfire Ridge"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","302","119160","Tickle Totem","5","2","4","|cFFFFD200Vendor: |rKil'rip|n|cFFFFD200Zone: |rTrading Post|n|cFFFFD200Faction: |rLaughing Skull Orcs - Honored|n|cFFFFD200Cost: |r1250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","305","119182","Soul Evacuation Crystal","5","2","4","|cFFFFD200Vendor:|r  Maaria|n|cFFFFD200Zone:|r Trading Post|n|cFFFFD200Faction:|r Sha'tari Defense - Honored"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","307","119217","Alliance Flag of Victory","5","0","0","|cFFFFD200Garrison Building:|r Gladiator's Sanctum|n"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","308","119218","Horde Flag of Victory","5","0","0","|cFFFFD200Garrison Building:|r Gladiator's Sanctum|n|n"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","309","119219","Warlord's Flag of Victory","5","0","0","|cFFFFD200Treasure: |rTreasure of the Highmaul|n|cFFFFD200Zone: |rThe Coliseum"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","312","119421","Sha'tari Defender's Medallion","5","2","4","|cFFFFD200Vendor:|r  Maaria|n|cFFFFD200Zone:|r Trading Post|n|cFFFFD200Faction:|r Sha'tari Defense - Revered"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","319","109739","Star Chart","5","0","0","|cFFFFD200Treasure: |rAstrologer's Box|n|cFFFFD200Zone: |rShadowmoon Valley"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","320","116122","Burning Legion Missive","5","0","0","|cFFFFD200Drop:|r The Burning Front|n|cFFFFD200Zone:|r Talador|n"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","322","119212","Winning Hand","5","2","0","|cFFFFD200Vendor: |rBenjamin Brode|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","324","119210","Hearthstone Board","5","2","0","|cFFFFD200Vendor: |rBenjamin Brode|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","325","118222","Spirit of Bashiok","5","0","0","|cFFFFD200Drop: |rBashiok|n|cFFFFD200Zone: |rGorgrond"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","327","120276","Outrider's Bridle Chain","5","0","0","|cFFFFD200Drop: |rWarleader Tome|n|cFFFFD200Zone: |rNagrand"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","328","108735","Arena Master's War Horn","5","0","0","|cFFFFD200Treasure: |rArena Master's War Horn|n|cFFFFD200Zone: |rFrostfire Ridge"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","329","113670","Mournful Moan of Murmur","5","0","0","|cFFFFD200Drop: |rEcho of Murmur|n|cFFFFD200Zone: |rTalador"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","330","113631","Hypnosis Goggles","5","0","0","|cFFFFD200Drop: |rHypnocroak|n|cFFFFD200Zone: |rShadowmoon Valley"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","331","113375","Vindicator's Armor Polish Kit","5","0","0","|cFFFFD200Treasure: |rVindicator's Cache|n|cFFFFD200Zone: |rShadowmoon Valley"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","332","118716","Goren Garb","5","0","0","|cFFFFD200Treasure: |rWarm Goren Egg|n|cFFFFD200Zone: |rGorgrond"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","333","114227","Bubble Wand","5","0","0","|cFFFFD200Drop: |rSulfurious|n|cFFFFD200Zone: |rGorgrond"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","338","118937","Gamon's Braid","5","0","0","|cFFFFD200Garrison Building: |rInn"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","339","118938","Manastorm's Duplicator","5","0","0","|cFFFFD200Garrison Building: |rInn"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","340","119003","Void Totem","5","0","0","|cFFFFD200Garrison Building: |rInn"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","341","119039","Lilian's Warning Sign","5","0","0","|cFFFFD200Garrison Building: |rInn"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","342","119083","Fruit Basket","5","0","0","|cFFFFD200Garrison Building: |rInn"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","351","119134","Sargerei Disguise","5","1","0","|cFFFFD200Quest:|r Socrethar's Fury|n"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","357","119092","Moroes' Famous Polish","5","0","0","|cFFFFD200Garrison Building: |rInn"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","360","108745","Personal Hologram","5","3","0","|cFFFFD200Profession: |rEngineering"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","361","122293","Trans-Dimensional Bird Whistle","5","5","0","|cFFFFD200Achievement: |rWhat A Strange, Interdimensional Trip It's Been|n|cFFFFD200Category: |rDungeons & Raids"
"wod_acquisition_confirmed","include_wod","att_wod_acquisition","True","366","122283","Rukhmar's Sacred Memory","5","-1","6","|cFFFFD200Vendor:|r Dawn-Seeker Krisek|n|cFFFFD200Faction:|r Order of the Awakened - Revered|n|cFFFFD200Cost:|r 50,000 Apexis Crystals"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","375","122700","Portable Audiophone","5","5","0","|cFFFFD200Achievement: |rAzeroth's Top Twenty Tunes|n|cFFFFD200Category: |rGarrisons"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","376","119163","Soul Inhaler","5","0","0","|cFFFFD200Drop: |rTor'goroth|n|cFFFFD200Zone: |rFrostfire Ridge"
"wod_acquisition_confirmed","include_wod","blizzard_guide","True","379","123851","Photo B.O.M.B.","5","0","0","|cFFFFD200Drop:|r Blingtron 5000 Gift Package|n"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","389","127670","Accursed Tome of the Sargerei","5","0","0","|cFFFFD200Treasure: |rTome of Secrets|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","390","127668","Jewel of Hellfire","5","0","0","|cFFFFD200Treasure: |rJewel of Hellfire|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","391","119001","Mystery Keg","5","1","0","|cFFFFD200Quest: |rCleaning House|n|cFFFFD200Zone: |rSpires of Arak|n|n|cFFFFD200Quest: |rNot In Your Army|n|cFFFFD200Zone: |rSpires of Arak"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","392","127695","Spirit Wand","5","2","0","|cFFFFD200Vendor:|r Tiffy Trapspring, Giada Goldleash|n|cFFFFD200Zone: |rGarrison"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","393","127696","Magic Pet Mirror","5","2","0","|cFFFFD200Vendor:|r Tiffy Trapspring, Giada Goldleash|n|cFFFFD200Zone: |rGarrison"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","394","127707","Indestructible Bone","5","2","0","|cFFFFD200Vendor:|r Tiffy Trapspring, Giada Goldleash|n|cFFFFD200Zone: |rGarrison"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","395","127766","The Perfect Blossom","5","0","0","|cFFFFD200Treasure: |rThe Perfect Blossom|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","396","127394","Podling Camouflage","5","-1","0","|cFFFFD200Treasure: |rStrange Green Fruit|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","398","127859","Dazzling Rod","5","0","0","|cFFFFD200Treasure: |rDazzling Rod|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","399","127864","Personal Spotlight","5","2","0","|cFFFFD200Vendor: |rTrader Araanda|n|cFFFFD200Zone: |rLunarfall|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Darakk|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","400","127659","Ghostly Iron Buccaneer's Hat","5","0","0","|cFFFFD200Drop: |rCaptain Ironbeard|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","401","127652","Felflame Campfire","5","0","0","|cFFFFD200Drop: |rBramblefell|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","402","127666","Vial of Red Goo","5","0","0","|cFFFFD200Drop: |rRemnant of the Blood Moon|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","403","128310","Burning Blade","5","0","0","|cFFFFD200Garrison Mission:|r Burning Blademasters"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","405","128328","Skoller's Bag of Squirrel Treats","5","4","0","|cFFFFD200NPC: |rSkoller|n|cFFFFD200Zone:|r Tanaan Jungle|n"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","408","128471","Frostwolf Grunt's Battlegear","5","2","4","|cFFFFD200Vendor: |rShadow Hunter Denjai|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rVol'jin's Headhunters - Revered|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","409","128462","Karabor Councilor's Attire","5","2","4","|cFFFFD200Vendor: |rVindicator Krethos|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rHand of the Prophet - Revered|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_acquisition_confirmed","include_wod","att_wod_acquisition","True","413","108634","Crashin' Thrashin' Mortar Controller","5","0","0","|cFFFFD200Drop: |rSmashum Grabb|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","415","108633","Crashin' Thrashin' Cannon Controller","5","0","0","|cFFFFD200Drop: |rGondar|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","att_wod_acquisition","True","417","108631","Crashin' Thrashin' Roller Controller","5","0","0","|cFFFFD200Drop: |rDrakum|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","425","122117","Cursed Feather of Ikzan","5","0","0","|cFFFFD200Drop: |rHigh Priest Ikzan|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","428","127709","Throbbing Blood Orb","5","0","0","|cFFFFD200Treasure: |rLooted Bleeding Hollow Treasure|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","449","119093","Aviana's Feather","5","0","0","|cFFFFD200Quest:|r Aviana's Request|n|cFFFFD200Zone:|r Garrison Inn|n"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","458","113540","Ba'ruun's Bountiful Bloom","5","0","0","|cFFFFD200Drop:|r Ba'ruun|n|cFFFFD200Zone:|r Shadowmoon Valley|n|n"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","459","116120","Tasty Talador Lunch","5","0","0","|cFFFFD200Treasure: |rForeman's Lunchbox|n|cFFFFD200Zone: |rTalador"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","460","118935","Ever-Blooming Frond","5","-1","0","|cFFFFD200Quest:|r Cenarion Concerns|n|cFFFFD200Zone:|r Garrison Inn"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","461","128223","Bottomless Stygana Mushroom Brew","5","-1","0","|cFFFFD200Treasure: |rBleeding Hollow Mushroom Stash|n|cFFFFD200Zone: |rTanaan"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","466","115506","Treessassin's Guise","5","0","0","|cFFFFD200Quest:|r Legacy of the Ancients|n|cFFFFD200Zone:|r Garrison Lumbermill "
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","469","113543","Spirit of Shinri","5","-1","0","|cFFFFD200Drop: |rShinri|n|cFFFFD200Zone: |rShadowmoon Valley"
"wod_acquisition_confirmed","include_wod","att_wod_acquisition","True","475","111821","Blingtron 5000","0","3","2","|cFFFFD200Profession: |rEngineering"
"wod_acquisition_confirmed","include_wod","att_wod_acquisition","True","479","112059","Wormhole Centrifuge","5","3","2","|cFFFFD200Profession: |rEngineering"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","492","122298","Bodyguard Miniaturization Device","5","2","0","|cFFFFD200Vendor:|r Jonathan Stephens|n|cFFFFD200Vendor:|r Moz'def|n|cFFFFD200Zone:|r Garrison|n"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","493","113542","Whispers of Rai'Vosh","5","0","0","|cFFFFD200Drop: |rRai'vosh|n|cFFFFD200Zone: |rShadowmoon Valley"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","494","118224","Ogre Brewing Kit","5","0","0","|cFFFFD200Drop: |rStomper Kreego|n|cFFFFD200Zone: |rGorgrond"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","495","116113","Breath of Talador","5","0","0","|cFFFFD200Drop: |rGlimmerwing|n|cFFFFD200Zone: |rTalador"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","496","119180","Goren ""Log"" Roller","5","0","0","|cFFFFD200Drop: |rGibblette the Cowardly|n|cFFFFD200Zone: |rFrostfire Ridge"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","499","127655","Sassy Imp","5","0","0","|cFFFFD200Drop: |rImp-Master Valessa|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","500","127669","Skull of the Mad Chief","5","0","0","|cFFFFD200Treasure: |rSkull of the Mad Chief|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","542","115472","Permanent Time Bubble","5","2","4","|cFFFFD200Vendor: |rVindicator Nuurem|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Faction: |rCouncil of Exarchs - Honored|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_acquisition_confirmed","include_wod","blizzard_guide_and_att_wod","True","573","109167","Findle's Loot-A-Rang","5","3","0","|cFFFFD200Profession: |rEngineering"
