"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","npc_id","completion_quest_id","selection_decision"
"9728","Grand Treasure Hunter","86","41927","","26914","27","36389",,"36389","include_wod"
"9728","Grand Treasure Hunter","87","41928","","26915","27","36390",,"36390","include_wod"
"9728","Grand Treasure Hunter","88","41929","","26916","27","36392",,"36392","include_wod"
"9728","Grand Treasure Hunter","89","41930","","26917","27","36657",,"36657","include_wod"
"9728","Grand Treasure Hunter","90","41931","","26918","27","36243",,"36243","include_wod"
"9728","Grand Treasure Hunter","91","41932","","26919","27","36244",,"36244","include_wod"
"9728","Grand Treasure Hunter","92","41933","","26920","27","36245",,"36245","include_wod"
"9728","Grand Treasure Hunter","93","41934","","26921","27","36246",,"36246","include_wod"
"9728","Grand Treasure Hunter","94","41935","","26922","27","36247",,"36247","include_wod"
"9728","Grand Treasure Hunter","95","41936","","26923","27","36340",,"36340","include_wod"
"9728","Grand Treasure Hunter","96","41937","","26924","27","36354",,"36354","include_wod"
"9728","Grand Treasure Hunter","97","41938","","26925","27","36355",,"36355","include_wod"
"9728","Grand Treasure Hunter","98","41939","","26926","27","36356",,"36356","include_wod"
"9728","Grand Treasure Hunter","99","41940","","26927","27","36359",,"36359","include_wod"
"9728","Grand Treasure Hunter","100","41941","","26928","27","36360",,"36360","include_wod"
"9728","Grand Treasure Hunter","101","41942","","26929","27","36361",,"36361","include_wod"
"9728","Grand Treasure Hunter","102","41943","","26930","27","36362",,"36362","include_wod"
"9728","Grand Treasure Hunter","103","41944","","26931","27","36363",,"36363","include_wod"
"9728","Grand Treasure Hunter","104","41945","","26932","27","36364",,"36364","include_wod"
"9728","Grand Treasure Hunter","105","41946","","26933","27","36365",,"36365","include_wod"
"9728","Grand Treasure Hunter","106","41947","","26934","27","36366",,"36366","include_wod"
"9728","Grand Treasure Hunter","107","41948","","26935","27","36367",,"36367","include_wod"
"9728","Grand Treasure Hunter","108","41949","","26936","27","36386",,"36386","include_wod"
"9728","Grand Treasure Hunter","109","41950","","26937","27","36395",,"36395","include_wod"
"9728","Grand Treasure Hunter","110","41951","","26938","27","36397",,"36397","include_wod"
"9728","Grand Treasure Hunter","111","41952","","26939","27","36398",,"36398","include_wod"
"9728","Grand Treasure Hunter","112","41953","","26940","27","36399",,"36399","include_wod"
"9728","Grand Treasure Hunter","113","41954","","26941","27","36400",,"36400","include_wod"
"9728","Grand Treasure Hunter","114","41955","","26942","27","36401",,"36401","include_wod"
"9728","Grand Treasure Hunter","115","41956","","26943","27","36402",,"36402","include_wod"
"9728","Grand Treasure Hunter","116","41957","","26944","27","36403",,"36403","include_wod"
"9728","Grand Treasure Hunter","117","41958","","26945","27","36405",,"36405","include_wod"
"9728","Grand Treasure Hunter","118","41959","","26946","27","36406",,"36406","include_wod"
"9728","Grand Treasure Hunter","119","41960","","26947","27","36407",,"36407","include_wod"
"9728","Grand Treasure Hunter","120","41961","","26948","27","36410",,"36410","include_wod"
"9728","Grand Treasure Hunter","121","41962","","26949","27","36411",,"36411","include_wod"
"9728","Grand Treasure Hunter","122","41963","","26950","27","36416",,"36416","include_wod"
"9728","Grand Treasure Hunter","123","41964","","26951","27","36418",,"36418","include_wod"
"9728","Grand Treasure Hunter","124","41965","","26952","27","36420",,"36420","include_wod"
"9728","Grand Treasure Hunter","125","41966","","26953","27","36421",,"36421","include_wod"
"9728","Grand Treasure Hunter","126","41967","","26954","27","36422",,"36422","include_wod"
"9728","Grand Treasure Hunter","127","41968","","26955","27","36433",,"36433","include_wod"
"9728","Grand Treasure Hunter","128","41969","","26956","27","36444",,"36444","include_wod"
"9728","Grand Treasure Hunter","129","41970","","26957","27","36445",,"36445","include_wod"
"9728","Grand Treasure Hunter","130","41971","","26958","27","36446",,"36446","include_wod"
"9728","Grand Treasure Hunter","131","41972","","26959","27","36447",,"36447","include_wod"
"9728","Grand Treasure Hunter","132","41973","","26960","27","36450",,"36450","include_wod"
"9728","Grand Treasure Hunter","133","41974","","26961","27","36451",,"36451","include_wod"
"9728","Grand Treasure Hunter","134","41975","","26962","27","36453",,"36453","include_wod"
"9728","Grand Treasure Hunter","135","41976","","26963","27","36454",,"36454","include_wod"
"9728","Grand Treasure Hunter","136","41977","","26964","27","36455",,"36455","include_wod"
"9728","Grand Treasure Hunter","137","41978","","26965","27","36456",,"36456","include_wod"
"9728","Grand Treasure Hunter","138","41979","","26966","27","36458",,"36458","include_wod"
"9728","Grand Treasure Hunter","139","41980","","26967","27","36459",,"36459","include_wod"
"9728","Grand Treasure Hunter","140","41981","","26968","27","36462",,"36462","include_wod"
"9728","Grand Treasure Hunter","141","41982","","26886","27","33933",,"33933","include_wod"
"9728","Grand Treasure Hunter","142","41983","","26887","27","34232",,"34232","include_wod"
"9728","Grand Treasure Hunter","143","41984","","26888","27","34233",,"34233","include_wod"
"9728","Grand Treasure Hunter","144","41985","","26889","27","34235",,"34235","include_wod"
"9728","Grand Treasure Hunter","145","41986","","26890","27","34236",,"34236","include_wod"
"9728","Grand Treasure Hunter","146","41987","","26891","27","34238",,"34238","include_wod"
"9728","Grand Treasure Hunter","147","41988","","26892","27","34239",,"34239","include_wod"
"9728","Grand Treasure Hunter","148","41989","","26893","27","34248",,"34248","include_wod"
"9728","Grand Treasure Hunter","149","41990","","26894","27","34249",,"34249","include_wod"
"9728","Grand Treasure Hunter","150","41991","","26895","27","34250",,"34250","include_wod"
"9728","Grand Treasure Hunter","151","41992","","26896","27","34251",,"34251","include_wod"
"9728","Grand Treasure Hunter","152","41993","","26897","27","34252",,"34252","include_wod"
"9728","Grand Treasure Hunter","153","41994","","26898","27","34253",,"34253","include_wod"
"9728","Grand Treasure Hunter","154","41995","","26899","27","34254",,"34254","include_wod"
"9728","Grand Treasure Hunter","155","41996","","26900","27","34255",,"34255","include_wod"
"9728","Grand Treasure Hunter","156","41997","","26901","27","34256",,"34256","include_wod"
"9728","Grand Treasure Hunter","157","41998","","26902","27","34257",,"34257","include_wod"
"9728","Grand Treasure Hunter","158","41999","","26903","27","34258",,"34258","include_wod"
"9728","Grand Treasure Hunter","159","42000","","26904","27","34259",,"34259","include_wod"
"9728","Grand Treasure Hunter","160","42001","","26905","27","34260",,"34260","include_wod"
"9728","Grand Treasure Hunter","161","42002","","26906","27","34261",,"34261","include_wod"
"9728","Grand Treasure Hunter","162","42003","","26907","27","34263",,"34263","include_wod"
"9728","Grand Treasure Hunter","163","42004","","26908","27","34276",,"34276","include_wod"
"9728","Grand Treasure Hunter","164","42005","","26909","27","34290",,"34290","include_wod"
"9728","Grand Treasure Hunter","165","42006","","26910","27","34471",,"34471","include_wod"
"9728","Grand Treasure Hunter","166","42007","","26911","27","36829",,"36829","include_wod"
"9728","Grand Treasure Hunter","167","42008","","27025","27","34760",,"34760","include_wod"
"9728","Grand Treasure Hunter","168","42009","","27026","27","35597",,"35597","include_wod"
"9728","Grand Treasure Hunter","169","42010","","27027","27","35576",,"35576","include_wod"
"9728","Grand Treasure Hunter","170","42011","","27028","27","35577",,"35577","include_wod"
"9728","Grand Treasure Hunter","171","42012","","27029","27","35579",,"35579","include_wod"
"9728","Grand Treasure Hunter","172","42013","","27030","27","35583",,"35583","include_wod"
"9728","Grand Treasure Hunter","173","42014","","27031","27","35590",,"35590","include_wod"
"9728","Grand Treasure Hunter","174","42015","","27032","27","35591",,"35591","include_wod"
"9728","Grand Treasure Hunter","175","42016","","27033","27","35593",,"35593","include_wod"
"9728","Grand Treasure Hunter","176","42017","","27034","27","35616",,"35616","include_wod"
"9728","Grand Treasure Hunter","177","42018","","27035","27","35622",,"35622","include_wod"
"9728","Grand Treasure Hunter","178","42019","","27036","27","35643",,"35643","include_wod"
"9728","Grand Treasure Hunter","179","42020","","27037","27","35646",,"35646","include_wod"
"9728","Grand Treasure Hunter","180","42021","","27038","27","35648",,"35648","include_wod"
"9728","Grand Treasure Hunter","181","42022","","27039","27","35660",,"35660","include_wod"
"9728","Grand Treasure Hunter","182","42023","","27040","27","35661",,"35661","include_wod"
"9728","Grand Treasure Hunter","183","42024","","27041","27","35662",,"35662","include_wod"
"9728","Grand Treasure Hunter","184","42025","","27042","27","35673",,"35673","include_wod"
"9728","Grand Treasure Hunter","185","42026","","27043","27","35678",,"35678","include_wod"
"9728","Grand Treasure Hunter","186","42027","","27044","27","35682",,"35682","include_wod"
"9728","Grand Treasure Hunter","187","42028","","27045","27","35692",,"35692","include_wod"
"9728","Grand Treasure Hunter","188","42029","","27046","27","35694",,"35694","include_wod"
"9728","Grand Treasure Hunter","189","42030","","27047","27","35695",,"35695","include_wod"
"9728","Grand Treasure Hunter","190","42031","","27048","27","35696",,"35696","include_wod"
"9728","Grand Treasure Hunter","191","42032","","27049","27","35759",,"35759","include_wod"
"9728","Grand Treasure Hunter","192","42033","","27050","27","35765",,"35765","include_wod"
"9728","Grand Treasure Hunter","193","42034","","27051","27","35951",,"35951","include_wod"
"9728","Grand Treasure Hunter","194","42035","","27052","27","35953",,"35953","include_wod"
"9728","Grand Treasure Hunter","195","42036","","27053","27","35954",,"35954","include_wod"
"9728","Grand Treasure Hunter","196","42037","","27054","27","35955",,"35955","include_wod"
"9728","Grand Treasure Hunter","197","42038","","27055","27","35969",,"35969","include_wod"
"9728","Grand Treasure Hunter","198","42039","","27056","27","35976",,"35976","include_wod"
"9728","Grand Treasure Hunter","199","42040","","27057","27","35986",,"35986","include_wod"
"9728","Grand Treasure Hunter","200","42041","","27058","27","35987",,"35987","include_wod"
"9728","Grand Treasure Hunter","201","42042","","27059","27","35999",,"35999","include_wod"
"9728","Grand Treasure Hunter","202","42043","","27060","27","36002",,"36002","include_wod"
"9728","Grand Treasure Hunter","203","42044","","27061","27","36008",,"36008","include_wod"
"9728","Grand Treasure Hunter","204","42045","","27062","27","36011",,"36011","include_wod"
"9728","Grand Treasure Hunter","205","42046","","27063","27","36020",,"36020","include_wod"
"9728","Grand Treasure Hunter","206","42047","","27064","27","36021",,"36021","include_wod"
"9728","Grand Treasure Hunter","207","42048","","27065","27","36035",,"36035","include_wod"
"9728","Grand Treasure Hunter","208","42049","","27066","27","36036",,"36036","include_wod"
"9728","Grand Treasure Hunter","209","42050","","27067","27","36039",,"36039","include_wod"
"9728","Grand Treasure Hunter","210","42051","","27068","27","36046",,"36046","include_wod"
"9728","Grand Treasure Hunter","211","42052","","27069","27","36049",,"36049","include_wod"
"9728","Grand Treasure Hunter","212","42053","","27070","27","36050",,"36050","include_wod"
"9728","Grand Treasure Hunter","213","42054","","27071","27","36051",,"36051","include_wod"
"9728","Grand Treasure Hunter","214","42055","","27072","27","36052",,"36052","include_wod"
"9728","Grand Treasure Hunter","215","42056","","27073","27","36071",,"36071","include_wod"
"9728","Grand Treasure Hunter","216","42057","","27074","27","36073",,"36073","include_wod"
"9728","Grand Treasure Hunter","217","42058","","27075","27","36074",,"36074","include_wod"
"9728","Grand Treasure Hunter","218","42059","","27076","27","36077",,"36077","include_wod"
"9728","Grand Treasure Hunter","219","42060","","27077","27","36082",,"36082","include_wod"
"9728","Grand Treasure Hunter","220","42061","","27078","27","36088",,"36088","include_wod"
"9728","Grand Treasure Hunter","221","42062","","27079","27","36099",,"36099","include_wod"
"9728","Grand Treasure Hunter","222","42063","","27080","27","36102",,"36102","include_wod"
"9728","Grand Treasure Hunter","223","42064","","27081","27","36109",,"36109","include_wod"
"9728","Grand Treasure Hunter","224","42065","","27082","27","36115",,"36115","include_wod"
"9728","Grand Treasure Hunter","225","42066","","27083","27","36116",,"36116","include_wod"
"9728","Grand Treasure Hunter","226","42067","","27084","27","36174",,"36174","include_wod"
"9728","Grand Treasure Hunter","227","42068","","27085","27","36846",,"36846","include_wod"
"9728","Grand Treasure Hunter","228","42069","","27086","27","36857",,"36857","include_wod"
"9728","Grand Treasure Hunter","229","42070","","27087","27","34940",,"34940","include_wod"
"9728","Grand Treasure Hunter","230","42071","","27088","27","35056",,"35056","include_wod"
"9728","Grand Treasure Hunter","231","42072","","25576","27","35701",,"35701","include_wod"
"9728","Grand Treasure Hunter","232","42073","","27089","27","35709",,"35709","include_wod"
"9728","Grand Treasure Hunter","233","42074","","25577","27","35952",,"35952","include_wod"
"9728","Grand Treasure Hunter","234","42075","","25578","27","35965",,"35965","include_wod"
"9728","Grand Treasure Hunter","235","42076","","25579","27","35966",,"35966","include_wod"
"9728","Grand Treasure Hunter","236","42077","","25580","27","35967",,"35967","include_wod"
"9728","Grand Treasure Hunter","237","42078","","25581","27","35968",,"35968","include_wod"
"9728","Grand Treasure Hunter","238","42079","","25582","27","35971",,"35971","include_wod"
"9728","Grand Treasure Hunter","239","42080","","25583","27","35975",,"35975","include_wod"
"9728","Grand Treasure Hunter","240","42081","","25584","27","35979",,"35979","include_wod"
"9728","Grand Treasure Hunter","241","42082","","25585","27","35980",,"35980","include_wod"
"9728","Grand Treasure Hunter","242","42083","","25586","27","35981",,"35981","include_wod"
"9728","Grand Treasure Hunter","243","42084","","25587","27","35982",,"35982","include_wod"
"9728","Grand Treasure Hunter","244","42085","","25588","27","35984",,"35984","include_wod"
"9728","Grand Treasure Hunter","245","42086","","25589","27","36001",,"36001","include_wod"
"9728","Grand Treasure Hunter","246","42087","","25590","27","36003",,"36003","include_wod"
"9728","Grand Treasure Hunter","247","42088","","25591","27","36015",,"36015","include_wod"
"9728","Grand Treasure Hunter","248","42089","","25592","27","36019",,"36019","include_wod"
"9728","Grand Treasure Hunter","249","42090","","27090","27","36118",,"36118","include_wod"
"9728","Grand Treasure Hunter","250","42091","","27091","27","36170",,"36170","include_wod"
"9728","Grand Treasure Hunter","251","42092","","27092","27","36203",,"36203","include_wod"
"9728","Grand Treasure Hunter","252","42093","","25593","27","36430",,"36430","include_wod"
"9728","Grand Treasure Hunter","253","42094","","27093","27","36506",,"36506","include_wod"
"9728","Grand Treasure Hunter","254","42095","","27094","27","36596",,"36596","include_wod"
"9728","Grand Treasure Hunter","255","42096","","27095","27","36521",,"36521","include_wod"
"9728","Grand Treasure Hunter","256","42097","","27096","27","36604",,"36604","include_wod"
"9728","Grand Treasure Hunter","257","42098","","27097","27","36605",,"36605","include_wod"
"9728","Grand Treasure Hunter","258","42099","","27098","27","36610",,"36610","include_wod"
"9728","Grand Treasure Hunter","259","42100","","27099","27","36618",,"36618","include_wod"
"9728","Grand Treasure Hunter","260","42101","","27100","27","36621",,"36621","include_wod"
"9728","Grand Treasure Hunter","261","42102","","27101","27","36625",,"36625","include_wod"
"9728","Grand Treasure Hunter","262","42103","","27102","27","36628",,"36628","include_wod"
"9728","Grand Treasure Hunter","263","42104","","27103","27","36631",,"36631","include_wod"
"9728","Grand Treasure Hunter","264","42105","","27104","27","36634",,"36634","include_wod"
"9728","Grand Treasure Hunter","265","42106","","27105","27","36651",,"36651","include_wod"
"9728","Grand Treasure Hunter","266","42107","","27106","27","36654",,"36654","include_wod"
"9728","Grand Treasure Hunter","267","42108","","27107","27","36658",,"36658","include_wod"
"9728","Grand Treasure Hunter","268","42109","","27108","27","36710",,"36710","include_wod"
"9728","Grand Treasure Hunter","269","42110","","27109","27","36713",,"36713","include_wod"
"9728","Grand Treasure Hunter","270","42111","","27110","27","36714",,"36714","include_wod"
"9728","Grand Treasure Hunter","271","42112","","27111","27","36715",,"36715","include_wod"
"9728","Grand Treasure Hunter","272","42113","","27112","27","36716",,"36716","include_wod"
"9728","Grand Treasure Hunter","273","42114","","27113","27","36717",,"36717","include_wod"
"9728","Grand Treasure Hunter","274","42115","","27114","27","36718",,"36718","include_wod"
"9728","Grand Treasure Hunter","275","42116","","27115","27","36720",,"36720","include_wod"
"9728","Grand Treasure Hunter","276","42117","","27116","27","36721",,"36721","include_wod"
"9728","Grand Treasure Hunter","277","42118","","27117","27","36722",,"36722","include_wod"
"9728","Grand Treasure Hunter","278","42119","","27118","27","36723",,"36723","include_wod"
"9728","Grand Treasure Hunter","279","42120","","27119","27","36726",,"36726","include_wod"
"9728","Grand Treasure Hunter","280","42121","","27120","27","36727",,"36727","include_wod"
"9728","Grand Treasure Hunter","281","42122","","27121","27","36728",,"36728","include_wod"
"9728","Grand Treasure Hunter","282","42123","","27122","27","36729",,"36729","include_wod"
"9728","Grand Treasure Hunter","283","42124","","27123","27","36730",,"36730","include_wod"
"9728","Grand Treasure Hunter","284","42125","","27124","27","36731",,"36731","include_wod"
"9728","Grand Treasure Hunter","285","42126","","27125","27","36732",,"36732","include_wod"
"9728","Grand Treasure Hunter","286","42127","","27126","27","36733",,"36733","include_wod"
"9728","Grand Treasure Hunter","287","42128","","27127","27","36734",,"36734","include_wod"
"9728","Grand Treasure Hunter","288","42129","","27128","27","36735",,"36735","include_wod"
"9728","Grand Treasure Hunter","289","42130","","27129","27","36736",,"36736","include_wod"
"9728","Grand Treasure Hunter","290","42131","","27130","27","36737",,"36737","include_wod"
"9728","Grand Treasure Hunter","291","42132","","27131","27","36738",,"36738","include_wod"
"9728","Grand Treasure Hunter","292","42133","","27132","27","36739",,"36739","include_wod"
"9728","Grand Treasure Hunter","293","42134","","27133","27","36740",,"36740","include_wod"
"9728","Grand Treasure Hunter","294","42135","","27134","27","36781",,"36781","include_wod"
"9728","Grand Treasure Hunter","295","42136","","27135","27","36782",,"36782","include_wod"
"9728","Grand Treasure Hunter","296","42137","","27136","27","36783",,"36783","include_wod"
"9728","Grand Treasure Hunter","297","42138","","27137","27","36784",,"36784","include_wod"
"9728","Grand Treasure Hunter","298","42139","","27138","27","36787",,"36787","include_wod"
"9728","Grand Treasure Hunter","299","42140","","27139","27","36789",,"36789","include_wod"
"9728","Grand Treasure Hunter","300","42141","","27140","27","36509",,"36509","include_wod"
"9728","Grand Treasure Hunter","301","42142","","24462","27","33501",,"33501","include_wod"
"9728","Grand Treasure Hunter","302","42143","","27141","27","33926",,"33926","include_wod"
"9728","Grand Treasure Hunter","303","42144","","26825","27","34641",,"34641","include_wod"
"9728","Grand Treasure Hunter","304","42145","","27142","27","34649",,"34649","include_wod"
"9728","Grand Treasure Hunter","305","42146","","27143","27","33041",,"33041","include_wod"
"9728","Grand Treasure Hunter","306","45756","","29007","27","35677",,"35677","include_wod"
"9728","Grand Treasure Hunter","307","45757","","29004","27","36374",,"36374","include_wod"
"9728","Grand Treasure Hunter","308","45758","","29005","27","36375",,"36375","include_wod"
"9728","Grand Treasure Hunter","309","45759","","29006","27","36377",,"36377","include_wod"
"10262","Jungle Treasure Master","0","44950","","28675","27","39075",,"39075","include_wod"
"10262","Jungle Treasure Master","1","44949","","28676","27","38863",,"38863","include_wod"
"10262","Jungle Treasure Master","2","44961","","28677","27","38822",,"38822","include_wod"
"10262","Jungle Treasure Master","3","44936","","28678","27","38821",,"38821","include_wod"
"10262","Jungle Treasure Master","4","44971","","28679","27","38814",,"38814","include_wod"
"10262","Jungle Treasure Master","5","44951","","28680","27","38809",,"38809","include_wod"
"10262","Jungle Treasure Master","6","44947","","28681","27","38788",,"38788","include_wod"
"10262","Jungle Treasure Master","7","44966","","28682","27","38779",,"38779","include_wod"
"10262","Jungle Treasure Master","8","44941","","28683","27","38776",,"38776","include_wod"
"10262","Jungle Treasure Master","9","44964","","28684","27","38773",,"38773","include_wod"
"10262","Jungle Treasure Master","10","44948","","28685","27","38771",,"38771","include_wod"
"10262","Jungle Treasure Master","11","44938","","28686","27","38762",,"38762","include_wod"
"10262","Jungle Treasure Master","12","44967","","28687","27","38761",,"38761","include_wod"
"10262","Jungle Treasure Master","13","44959","","28688","27","38760",,"38760","include_wod"
"10262","Jungle Treasure Master","14","44956","","28689","27","38758",,"38758","include_wod"
"10262","Jungle Treasure Master","15","44946","","28690","27","38742",,"38742","include_wod"
"10262","Jungle Treasure Master","16","44968","","28691","27","38741",,"38741","include_wod"
"10262","Jungle Treasure Master","17","44934","","28692","27","38740",,"38740","include_wod"
"10262","Jungle Treasure Master","18","44953","","28693","27","38739",,"38739","include_wod"
"10262","Jungle Treasure Master","19","44939","","28694","27","38735",,"38735","include_wod"
"10262","Jungle Treasure Master","20","44969","","28695","27","38732",,"38732","include_wod"
"10262","Jungle Treasure Master","21","44958","","28696","27","38731",,"38731","include_wod"
