"status","release_decision","current_exists","official_guide_match","species_id","name","creature_id","summon_spell_id","item_ids","item_expansion_ids","pet_type_enum","flags","source_type_enum","source_text"
"wod_boundary_confirmed","include_wod","True","False","1518","Stout Alemental","85994","171758","116756","0","6","2","6","|cFFFFD200World Event:|r Brewfest|n|cFFFFD200Vendor: |rBelbi Quikswitch|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r200|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t|n|n|cFFFFD200Vendor: |rBliz Fixwidget|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r200|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t"
"wod_boundary_confirmed","include_wod","True","False","1521","Cursed Birman","86061","171912","116801","0","3","2","6","|cFFFFD200World Event:|r Hallow's End|n|cFFFFD200Vendor: |rWoim|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r150|TINTERFACE\ICONS\achievement_halloween_candy_01:0|t|n|n|cFFFFD200Vendor: |rPippi|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r150|TINTERFACE\ICONS\achievement_halloween_candy_01:0|t"
"wod_boundary_confirmed","include_wod","True","False","1523","Widget the Departed","86067","171915","116804","0","3","2","6","|cFFFFD200World Event:|r Hallow's End|n|cFFFFD200Vendor: |rWoim|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r150|TINTERFACE\ICONS\achievement_halloween_candy_01:0|t|n|n|cFFFFD200Vendor: |rPippi|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r150|TINTERFACE\ICONS\achievement_halloween_candy_01:0|t"
"wod_boundary_confirmed","include_wod","True","False","1524","Netherspawn, Spawn of Netherspawn","86081","170269","116815","0","5","2","0","|cFFFFD200Drop:|r Netherspawn|n|cFFFFD200Zone:|r Nagrand|n"
"wod_boundary_confirmed","include_wod","True","False","1530","Frostwolf Ghostpup","86422","170274","117380","0","3","2","3","|cFFFFD200Profession:|r Archaeology"
"wod_boundary_confirmed","include_wod","True","False","1531","Ancient Nest Guardian","86420","172632","117354","0","9","2","3","|cFFFFD200Profession:|r Archaeology"
"wod_boundary_confirmed","include_wod","True","False","1532","Ikky","86447","170270","119466","0","2","2","1","|cFFFFD200Quest:|r Ikky's Egg|n|cFFFFD200Zone:|r Spires of Arak"
"wod_boundary_confirmed","include_wod","True","False","1533","Lanticore Spawnling","86532","172998","117528","0","1","2","0","|cFFFFD200Drop:|r The Lanticore|n|cFFFFD200Zone:|r Upper Black Rock Spire"
"wod_boundary_confirmed","include_wod","True","True","1536","Zangar Spore","86715","173532","118101","0","2","2","0","|cFFFFD200Drop:|r Fel-Touched Pet Supplies|n|cFFFFD200Zone:|r Tanaan Jungle|n"
"wod_boundary_confirmed","include_wod","True","False","1537","Crimson Spore","86716","173542","118106","0","2","2","0","|cFFFFD200Drop:|r Strange Spore|n|cFFFFD200Zone:|r Gorgrond|n"
"wod_boundary_confirmed","include_wod","True","False","1538","Umbrafen Spore","86717","173543","118104","0","2","2","0","|cFFFFD200Drop:|r Strange Spore|n|cFFFFD200Zone:|r Shadowmoon Valley|n"
"wod_boundary_confirmed","include_wod","True","True","1539","Seaborne Spore","86718","173544","118105","0","2","2","0","|cFFFFD200Drop:|r Fel-Touched Pet Supplies|n|cFFFFD200Zone:|r Tanaan Jungle|n"
"wod_boundary_confirmed","include_wod","True","False","1540","Brilliant Spore","86719","173547","118107","0","2","2","0","|cFFFFD200Drop:|r Rotcap|n|cFFFFD200Zone:|r Spires of Arak"
"wod_boundary_confirmed","include_wod","True","False","1541","Hydraling","86879","170273","118207","0","8","2","0","|cFFFFD200Drop:|r Vasha's Egg|n|cFFFFD200Zone:|r Spires of Arak"
"wod_boundary_confirmed","include_wod","True","True","1542","Frostwolf Pup","87111","170281","119141","0","7","2","2","|cFFFFD200Vendor:|r Beska Redtusk|n|cFFFFD200Faction:|r Frostwolf|n|n"
"wod_boundary_confirmed","include_wod","True","True","1543","Pygmy Cow","87257","177216","120309","0","4","18","0","|cFFFFD200Drop:|r Garrisons, Barn, Level 3"
"wod_boundary_confirmed","include_wod","True","False","1544","Hatespark the Tiny","87669","170268","118574","0","6","2","0","|cFFFFD200Drop:|r Ragnaros the Firelord|n|cFFFFD200Zone:|r Molten Core (Anniversary Edition)"
"wod_boundary_confirmed","include_wod","True","True","1545","Firewing","87704","170291","118578","0","2","2","1","|cFFFFD200Quest:|r Mastering the Menagerie"
"wod_boundary_confirmed","include_wod","True","False","1546","Stormwing","87705","170289","118577","0","2","82","5","|cFFFFD200Achievement:|r So. Many. Pets."
"wod_boundary_confirmed","include_wod","True","False","1563","Bronze Whelpling","7546","10699","118675","0","1","2","0","|cFFFFD200Drop: |rIron Horde|n|cFFFFD200Zone: |rBlasted Lands"
"wod_boundary_confirmed","include_wod","True","False","1564","Doom Bloom","88103","170272","118709","0","6","2","0","|cFFFFD200Drop:|r Mandrakor|n|cFFFFD200Location:|r Gorgrond|n"
"wod_boundary_confirmed","include_wod","True","False","1565","Mechanical Scorpid","88134","170288","118741","0","9","2","3","|cFFFFD200Profession: |rEngineering"
"wod_boundary_confirmed","include_wod","True","True","1566","Everbloom Peachick","88222","176137","118921","0","2","2","1","|cFFFFD200Quest:|r For The Birds"
"wod_boundary_confirmed","include_wod","True","True","1567","Sentinel's Companion","88225","176140","118923","0","2","2","1","|cFFFFD200Quest:|r The Huntresses"
"wod_boundary_confirmed","include_wod","True","True","1568","Puddle Terror","88300","170279","119467","0","8","2","1","|cFFFFD200Quest:|r Mastering the Menagerie"
"wod_boundary_confirmed","include_wod","True","False","1569","Soul of the Forge","84853","170276","119328","0","6","2","3","|cFFFFD200Profession:|r Blacksmithing"
"wod_boundary_confirmed","include_wod","True","True","1570","Sunfire Kaliri","88367","177227","119468","0","2","2","1","|cFFFFD200Quest:|r Mastering the Menagerie"
"wod_boundary_confirmed","include_wod","True","True","1571","Albino River Calf","85281","170287","119148","0","7","2","2","|cFFFFD200Vendor: |rKwilax Fuseshiv|n|cFFFFD200Faction: |rSteamwheedle Preservation Society - Revered|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_boundary_confirmed","include_wod","True","True","1574","Son of Sethe","88401","170277","119112;119143","0","3","66","2","|cFFFFD200Vendor: |rRavenspeaker Skeega|n|cFFFFD200Zone: |rWarspear|n|cFFFFD200Faction: |rArakkoa Outcasts - Revered|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rShadow-Sage Brakoss|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Faction: |rArakkoa Outcasts - Revered|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_boundary_confirmed","include_wod","True","False","1575","Sky Fry","88452","170271","119150","0","2","2","2","|cFFFFD200Vendor:|r Reputation Vendor|n|cFFFFD200Reputation:|r Sha'tari Defense"
"wod_boundary_confirmed","include_wod","True","False","1576","Eye of Observation","88490","170275","119170","0","5","2","0","|cFFFFD200Drop:|r Oromo the Observer|n|cFFFFD200Zone:|r Talador"
"wod_boundary_confirmed","include_wod","True","True","1577","Bloodthorn Hatchling","88514","187384","127704","0","7","2","2","|cFFFFD200Vendor: |rTiffy Trapspring, Giada Goldleash|n|cFFFFD200Zone: |rGarrison"
"wod_boundary_confirmed","include_wod","True","True","1588","Dusty Sporewing","88415","187383","127703","0","2","2","2","|cFFFFD200Vendor: |rTiffy Trapspring, Giada Goldleash|n|cFFFFD200Zone: |rGarrison"
"wod_boundary_confirmed","include_wod","True","False","1596","Veilwatcher Hatchling","88573","170283","120050","0","2","2","2","|cFFFFD200Vendor:|r Vesharr|n|cFFFFD200Zone:|r Spires of Arak|n|cFFFFD200Cost:|r 1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_boundary_confirmed","include_wod","True","False","1597","Kaliri Hatchling","88574","177215","120051","0","2","2","2","|cFFFFD200Vendor:|r Vesharr|n|cFFFFD200Zone:|r Spires of Arak|n|cFFFFD200Cost:|r 10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_boundary_confirmed","include_wod","True","True","1598","Glowing Sporebat","88575","187376","127701","0","2","2050","2","|cFFFFD200Vendor: |rTiffy Trapspring, Giada Goldleash|n|cFFFFD200Zone: |rGarrison"
"wod_boundary_confirmed","include_wod","True","True","1600","Bone Serpent","88577","177238","122532","0","3","2","4","|cFFFFD200Pet Battle:|r Erris the Collector, Kura Thunderhoof"
"wod_boundary_confirmed","include_wod","True","False","1601","Servant of Demidos","88692","170278","119431","0","5","2","0","|cFFFFD200Drop:|r Demidos|n|cFFFFD200Zone:|r Shadowmoon Valley"
"wod_boundary_confirmed","include_wod","True","False","1604","Nethaera's Light","88814","177220","","","5","210","0","|cFFFFD200Zone:|r Dalaran|n"
"wod_boundary_confirmed","include_wod","True","False","1605","Trunks","88830","177233","120121","0","5","82","5","|cFFFFD200Achievement:|r An Awfully Big Adventure"
"wod_boundary_confirmed","include_wod","True","False","1636","Race MiniZep","90345","179954","122125","0","9","82","5","|cFFFFD200Achievement: |rBig Rocketeer: Gold|n|cFFFFD200Category: |rDarkmoon Faire"
"wod_boundary_confirmed","include_wod","True","True","1655","Slithershock Elver","91407","177223","122534","0","8","2","4","|cFFFFD200Pet Battle:|r Erris the Collector, Kura Thunderhoof|n"
"wod_boundary_confirmed","include_wod","True","True","1656","Young Talbuk","91408","177218","122533","0","7","2","4","|cFFFFD200Pet Battle:|r Erris the Collector, Kura Thunderhoof|n"
"wod_boundary_confirmed","include_wod","True","True","1660","Fel Pup","91823","184480","129205","0","7","82","1","|cFFFFD200Quest:|r A Fel Puppy Of My Own|n|cFFFFD200Zone:|r Tanaan Jungle|n|n"
"wod_boundary_confirmed","include_wod","True","True","1661","Lost Netherpup","93142","184481","127705","0","7","2","2","|cFFFFD200Vendor: |rTiffy Trapspring, Giada Goldleash|n|cFFFFD200Zone: |rGarrison"
"wod_boundary_confirmed","include_wod","True","True","1662","Cinder Pup","93143","184482","127748","0","7","2","0","|cFFFFD200Garrison Mission:|r Fiery Friends|n"
"wod_boundary_confirmed","include_wod","True","True","1663","Periwinkle Calf","93352","187555","127754","0","7","2","0","|cFFFFD200Drop:|r Fel-Touched Pet Supplies|n|cFFFFD200Zone:|r Tanaan Jungle|n"
"wod_boundary_confirmed","include_wod","True","True","1664","Nightmare Bell","93483","185055","127753","0","5","2","4","|cFFFFD200Drop:|r Fel-Touched Pet Supplies|n|cFFFFD200Zone:|r Tanaan Jungle|n"
"wod_boundary_confirmed","include_wod","True","False","1665","Ghostshell Crab","93808","185591","126926","0","8","2","2","|cFFFFD200Vendor: |rGalissa Sundew|n|cFFFFD200Zone: |rDarkmoon Island"
"wod_boundary_confirmed","include_wod","True","False","1666","Blorp","93814","185601","126925","0","8","146","2","|cFFFFD200Vendor: |rGalissa Sundew|n|cFFFFD200Zone: |rDarkmoon Island"
"wod_boundary_confirmed","include_wod","True","True","1672","Corrupted Nest Guardian","94623","187532","127749","0","9","2","0","|cFFFFD200Drop:|r Shadow-Lord Iskar|n|cFFFFD200Zone:|r Hellfire Citadel|n"
"wod_boundary_confirmed","include_wod","True","True","1687","Left Shark","94867","188084","127856","0","8","2","0","|cFFFFD200Garrison Mission:|r Orphaned Aquatic Animal Rescue|n"
"wod_boundary_confirmed","include_wod","True","True","1688","Crusher","94927","188235","127868","0","0","2","2","|cFFFFD200Vendor: |rTrader Araanda|n|cFFFFD200Zone: |rLunarfall|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Darakk|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_boundary_confirmed","include_wod","True","True","1690","Shard of Cyrukh","95572","189357","128309","0","6","2","0","|cFFFFD200Treasure: |rForgotten Shard of the Cipher|n|cFFFFD200Zone: |rTanaan Jungle"
"wod_boundary_confirmed","include_wod","True","True","1692","Savage Cub","96126","190682","128477","0","7","2","2","|cFFFFD200Vendor: |rZ'tenga the Walker|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rThe Saberstalkers - Revered|n|cFFFFD200Cost: |r1500|TInterface\ICONS\INV_misc_blacksaberonfang.blp:0|t"
"wod_boundary_confirmed","include_wod","True","True","1693","Blazing Firehawk","96123","190681","128478","0","2","2","2","|cFFFFD200Vendor: |rDawn-Seeker Krisek|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rOrder of the Awakened - Exalted"
