"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","npc_id","completion_quest_id","selection_decision"
"10070","Jungle Stalker","13","44255","Painmistress Selora","28342","0","92274","92274",,"include_wod"
"10070","Jungle Stalker","14","44256","Grand Warlock Nethekurse","28343","0","91695","91695",,"include_wod"
"10070","Jungle Stalker","15","44257","Steelsnout","28344","0","92887","92887",,"include_wod"
"10070","Jungle Stalker","16","44258","Magwia","28345","0","93002","93002",,"include_wod"
"10070","Jungle Stalker","17","44259","Commander Krag'goth","28346","0","91232","91232",,"include_wod"
"10070","Jungle Stalker","18","44260","Tho'gar Gorefist","28347","0","91243","91243",,"include_wod"
"10070","Jungle Stalker","19","44261","Grannok","28348","0","93057","93057",,"include_wod"
"10070","Jungle Stalker","20","44262","Szirek the Twisted","28349","0","93001","93001",,"include_wod"
"10070","Jungle Stalker","21","44263","The Iron Houndmaster","28350","0","92977","92977",,"include_wod"
"10070","Jungle Stalker","22","44264","Bilkor the Thrower","28351","0","90884","90884",,"include_wod"
"10070","Jungle Stalker","23","44265","Rogond the Tracker","28352","0","90885","90885",,"include_wod"
"10070","Jungle Stalker","24","44266","Dorg the Bloody","28353","0","90887","90887",,"include_wod"
"10070","Jungle Stalker","25","44267","Drivnul","28354","0","90888","90888",,"include_wod"
"10070","Jungle Stalker","26","44268","Bloodhunter Zulk","28355","0","90936","90936",,"include_wod"
"10070","Jungle Stalker","27","44269","Relgor","28356","0","92197","92197",,"include_wod"
"10070","Jungle Stalker","28","44270","Broodlord Ixkor","28357","0","92429","92429",,"include_wod"
"10070","Jungle Stalker","29","44271","Soulslicer","28358","0","92495","92495",,"include_wod"
"10070","Jungle Stalker","30","44272","Gloomtalon","28359","0","92508","92508",,"include_wod"
"10070","Jungle Stalker","31","44273","Krell the Serene","28360","0","92517","92517",,"include_wod"
"10070","Jungle Stalker","32","44274","The Blackfang","28361","0","92465","92465",,"include_wod"
"10070","Jungle Stalker","33","44275","Thromma the Gutslicer","28362","0","92574","92574",,"include_wod"
"10070","Jungle Stalker","34","44276","Belgork","28363","0","92552","92552",,"include_wod"
"10070","Jungle Stalker","35","44277","Sylissa","28364","0","92606","92606",,"include_wod"
"10070","Jungle Stalker","36","44278","Rendrak","28365","0","92627","92627",,"include_wod"
"10070","Jungle Stalker","37","44279","The Night Haunter","28366","0","92636","92636",,"include_wod"
"10070","Jungle Stalker","38","44280","The Goreclaw","28367","0","92694","92694",,"include_wod"
"10070","Jungle Stalker","39","44281","Gorabosh","28368","0","92941","92941",,"include_wod"
"10070","Jungle Stalker","40","44282","Driss Vile","28369","0","93028","93028",,"include_wod"
"10070","Jungle Stalker","41","44283","(The Real) Captain Ironbeard","28370","0","93076","93076",,"include_wod"
"10070","Jungle Stalker","42","44284","Glub'glok","28371","0","93125","93125",,"include_wod"
"10070","Jungle Stalker","43","44285","Felbore","28372","0","93168","93168",,"include_wod"
"10070","Jungle Stalker","44","44286","Akrrilo","28373","0","92766","92766",,"include_wod"
"10070","Jungle Stalker","45","44287","Rendarr","28374","0","92817","92817",,"include_wod"
"10070","Jungle Stalker","46","44288","Eyepiercer","28375","0","92819","92819",,"include_wod"
"10070","Jungle Stalker","47","44289","Bleeding Hollow Horror","28376","0","92657","92657",,"include_wod"
"10070","Jungle Stalker","48","44290","Kris'kar the Unredeemed","28377","0","93279","93279",,"include_wod"
"10070","Jungle Stalker","49","44296","Executor Riloth","28380","0","91727","91727",,"include_wod"
"10070","Jungle Stalker","50","44988","Argosh the Destroyer","28722","0","91871","91871",,"include_wod"
"10070","Jungle Stalker","51","44989","Zoug the Heavy","28723","0","90122","90122",,"include_wod"
"10070","Jungle Stalker","52","44990","Harbormaster Korak","28724","0","90094","90094",,"include_wod"
"10070","Jungle Stalker","53","44991","Shadowthrash","28725","0","93236","93236",,"include_wod"
"10070","Jungle Stalker","54","44992","Felsmith Damorka","28726","0","92647","92647",,"include_wod"
"10070","Jungle Stalker","55","44993","Putre'thar","28727","0","91009","91009",,"include_wod"
"10070","Jungle Stalker","56","44994","Xanzith the Everlasting","28728","0","92408","92408",,"include_wod"
"10070","Jungle Stalker","57","44995","Overlord Ma'gruth","28729","0","92411","92411",,"include_wod"
"10070","Jungle Stalker","58","44996","Captain Grok'mar","28730","0","93264","93264",,"include_wod"
"10070","Jungle Stalker","59","44997","Commander Org'mok","28731","0","89675","89675",,"include_wod"
