"status","current_exists","decor_id","item_id","name","catalog_scope","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","acquisition_source_url"
"acquisition_cataclysm_confirmed","True","4447","248621","Stormwind Arched Trellis","global_acquisition_match","cataclysm","quest","3 Stormwind Arched Trellis Nature › Misc Nature Ending the Invasion! (Elwynn Forest, Blackrock Depths, Northshire) Captain Lancy Revshon (Stormwind City) 285","","26390","49877","","","https://housing.wowdb.com/decor/4447/stormwind-arched-trellis-4447/"
"acquisition_cataclysm_confirmed","True","4814","248797","City Wanderer's Candleholder","global_acquisition_match","cataclysm","quest","1 City Wanderer's Candleholder Lighting › Small Lights ""I TAKE Candle!"" (Westfall) Captain Lancy Revshon (Stormwind City)","","26229","49877","","","https://housing.wowdb.com/decor/4814/city-wanderers-candleholder-4814/"
"acquisition_cataclysm_confirmed","True","4819","248801","Stormwind Weapon Rack","global_acquisition_match","cataclysm","quest","1 Stormwind Weapon Rack Furnishings › Storage The Dawning of a New Day (Westfall) Captain Lancy Revshon (Stormwind City) 95","","26297","49877","","","https://housing.wowdb.com/decor/4819/stormwind-weapon-rack-4819/"
"acquisition_cataclysm_confirmed","True","5342","249143","Smoke Sconce","cataclysm_theme","cataclysm","crafted","1 Smoke Sconce Lighting › Wall Lights Crafting: Jewelcrafting Profession: Cataclysm Jewelcrafting (60)","","","","1261305","","https://housing.wowdb.com/decor/5342/smoke-sconce-5342/"
"acquisition_cataclysm_confirmed","True","11131","256331","Shadowforge Lamppost","global_acquisition_match","cataclysm","quest","3 Shadowforge Lamppost Lighting › Large Lights Return to Ariok (Burning Steppes) Return to Keeshan (Burning Steppes) +1 more source","","28183","","","","https://housing.wowdb.com/decor/11131/shadowforge-lamppost-11131/"
"acquisition_cataclysm_confirmed","True","11296","256896","Smoke Lamppost","cataclysm_theme","cataclysm","achievement","5 Smoke Lamppost Lighting › Large Lights Battle for Gilneas Victory Joruh (Orgrimmar) 450 Honor +1 more source","5245","","254606","","1792","https://housing.wowdb.com/decor/11296/smoke-lamppost-11296/"
"acquisition_cataclysm_confirmed","True","11301","256903","Gilnean Banded Crate","cataclysm_theme","cataclysm","quest","1 Gilnean Banded Crate Furnishings › Storage The Shredders of Irontree (Felwood)","","28337","","","","https://housing.wowdb.com/decor/11301/gilnean-banded-crate-11301/"
"acquisition_cataclysm_confirmed","True","11305","256905","Small Gilnean Table","cataclysm_theme","cataclysm","quest","1 Small Gilnean Table Furnishings › Tables and Desks Morbent's Bane (Duskwood) Wilkinson (Duskwood) 175","","26754","44114","","","https://housing.wowdb.com/decor/11305/small-gilnean-table-11305/"
"acquisition_cataclysm_confirmed","True","11377","257042","Gilnean Pitchfork","cataclysm_theme","cataclysm","crafted","1 Gilnean Pitchfork Accents › Misc Accents Crafting: Blacksmithing Profession: Cataclysm Blacksmithing (60)","","","","1261256","","https://housing.wowdb.com/decor/11377/gilnean-pitchfork-11377/"
"acquisition_cataclysm_confirmed","True","11433","257095","Twilight Fire Canister","global_acquisition_match","cataclysm","crafted","1 Twilight Fire Canister Accents › Ornamental Crafting: Enchanting Profession: Cataclysm Enchanting (60)","","","","1262318","","https://housing.wowdb.com/decor/11433/twilight-fire-canister-11433/"
"acquisition_cataclysm_confirmed","True","11492","257402","""Unity of Thorns"" Tapestry","cataclysm_theme","cataclysm","crafted","1 ""Unity of Thorns"" Tapestry Accents › Wall Hangings Crafting: Tailoring Profession: Cataclysm Tailoring (60)","","","","1262370","","https://housing.wowdb.com/decor/11492/unity-of-thorns-tapestry-11492/"
"acquisition_cataclysm_confirmed","True","11494","257404","Pyrewood Glass Bottle","cataclysm_theme","cataclysm","crafted","1 Pyrewood Glass Bottle Accents › Ornamental Crafting: Enchanting Profession: Cataclysm Enchanting (60)","","","","1262331","","https://housing.wowdb.com/decor/11494/pyrewood-glass-bottle-11494/"
"acquisition_cataclysm_confirmed","True","11496","257406","Smoke Lamp","cataclysm_theme","cataclysm","crafted","1 Smoke Lamp Lighting › Wall Lights Crafting: Jewelcrafting Profession: Cataclysm Jewelcrafting (60)","","","","1262357","","https://housing.wowdb.com/decor/11496/smoke-lamp-11496/"
"acquisition_cataclysm_confirmed","True","11497","257409","Standing Smoke Lamp","cataclysm_theme","cataclysm","crafted","1 Standing Smoke Lamp Lighting › Large Lights Crafting: Blacksmithing Profession: Cataclysm Blacksmithing (60)","","","","1262308","","https://housing.wowdb.com/decor/11497/standing-smoke-lamp-11497/"
"acquisition_cataclysm_confirmed","True","11498","257412","Stoppered Gilnean Barrel","cataclysm_theme","cataclysm","quest","1 Stoppered Gilnean Barrel Furnishings › Storage Pyrewood's Fall (Silverpine Forest) Edwin Harly (Silverpine Forest) 142 50","","27550","2140","","","https://housing.wowdb.com/decor/11498/stoppered-gilnean-barrel-11498/"
"acquisition_cataclysm_confirmed","True","11718","257689","Small Gilnean Windmill","cataclysm_theme","cataclysm","crafted","5 Small Gilnean Windmill Structural › Large Structures Crafting: Engineering Profession: Cataclysm Engineering (60)","","","","1262340","","https://housing.wowdb.com/decor/11718/small-gilnean-windmill-11718/"
"acquisition_cataclysm_confirmed","True","11723","257694","Gilnean Green Potion","cataclysm_theme","cataclysm","crafted","1 Gilnean Green Potion Accents › Ornamental Crafting: Alchemy Profession: Cataclysm Alchemy (60)","","","","1269506","","https://housing.wowdb.com/decor/11723/gilnean-green-potion-11723/"
"acquisition_cataclysm_confirmed","True","11724","257695","Gilnean Postbox","cataclysm_theme","cataclysm","crafted","1 Gilnean Postbox Functional › Utility Crafting: Inscription Profession: Cataclysm Inscription (60)","","","","1269540","","https://housing.wowdb.com/decor/11724/gilnean-postbox-11724/"
"acquisition_cataclysm_confirmed","True","11725","257696","Gilnean Map","cataclysm_theme","cataclysm","crafted","1 Gilnean Map Accents › Wall Hangings Crafting: Inscription Profession: Cataclysm Inscription (60)","","","","1269534","","https://housing.wowdb.com/decor/11725/gilnean-map-11725/"
"acquisition_cataclysm_confirmed","True","11779","257806","Scaled Twilight Mosaic","cataclysm_theme","cataclysm","crafted","1 Scaled Twilight Mosaic Accents › Floor Crafting: Leatherworking Profession: Cataclysm Leatherworking (60)","","","","1269550","","https://housing.wowdb.com/decor/11779/scaled-twilight-mosaic-11779/"
"acquisition_cataclysm_confirmed","True","16013","264677","Rolled Scarab Rug","cataclysm_theme","cataclysm","crafted","3 Rolled Scarab Rug Accents › Floor Crafting: Leatherworking Profession: Cataclysm Leatherworking (60)","","","","1272588","","https://housing.wowdb.com/decor/16013/rolled-scarab-rug-16013/"
"acquisition_cataclysm_confirmed","True","16089","264712","Gilnean Spare Saddle","cataclysm_theme","cataclysm","crafted","1 Gilnean Spare Saddle Accents › Misc Accents Crafting: Leatherworking Profession: Cataclysm Leatherworking (60)","","","","1272580","","https://housing.wowdb.com/decor/16089/gilnean-spare-saddle-16089/"
