"status","release_decision","unavailable","availability_note","current_exists","official_guide_match","mount_id","name","source_spell_id","source_type_enum","flags","source_text"
"mop_boundary_confirmed","include_mop","False",,"True","True","460","Grand Expedition Yak","122708","2","0","|cFFFFD200Vendor: |rUncle Bigpocket|n|cFFFFD200Zone: |rKun-Lai Summit|n|cFFFFD200Cost: |r120000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","463","Amber Scorpion","123886","2","0","|cFFFFD200Vendor: |rAmbersmith Zikk|n|cFFFFD200Zone: |rDread Wastes|n|cFFFFD200Faction: |rThe Klaxxi - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","464","Azure Cloud Serpent","123992","1","128","|cFFFFD200Quest: |rRiding the Skies|n|cFFFFD200Zone: |rThe Jade Forest"
"mop_boundary_confirmed","include_mop","False",,"True","True","465","Golden Cloud Serpent","123993","1","128","|cFFFFD200Quest: |rRiding the Skies|n|cFFFFD200Zone: |rThe Jade Forest"
"mop_boundary_confirmed","include_mop","False",,"True","False","466","Thundering Jade Cloud Serpent","124408","2","128","|cFFFFD200Vendor: |rShay Pressler (Alliance)|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGoram (Horde)|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","False","469","Depleted-Kyparium Rocket","126507","3","0","|cFFFFD200Profession: |rEngineering"
"mop_boundary_confirmed","include_mop","False",,"True","False","470","Geosynchronous World Spinner","126508","3","0","|cFFFFD200Profession: |rEngineering"
"mop_boundary_confirmed","include_mop","False",,"True","True","471","Onyx Cloud Serpent","127154","1","128","|cFFFFD200Quest:|r Surprise Attack!|n|cFFFFD200Location:|r Townlong Steppes|n"
"mop_boundary_confirmed","include_mop","False",,"True","False","472","Crimson Cloud Serpent","127156","5","128","|cFFFFD200Achievement: |rGlory of the Pandaria Hero|n|cFFFFD200Category: |rDungeons & Raids"
"mop_boundary_confirmed","include_mop","False",,"True","True","473","Heavenly Onyx Cloud Serpent","127158","0","128","|cFFFFD200Drop:|r Sha of Anger|n|cFFFFD200Location:|r Kun-Lai Summit"
"mop_boundary_confirmed","include_mop","False",,"True","True","474","Heavenly Crimson Cloud Serpent","127161","5","128","|cFFFFD200Achievement: |rGlory of the Pandaria Raider|n|cFFFFD200Category: |rDungeons & Raids"
"mop_boundary_confirmed","include_mop","False",,"True","True","475","Heavenly Golden Cloud Serpent","127164","2","128","|cFFFFD200Vendor: |rMistweaver Ku|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Faction: |rEmperor Shaohao - Exalted"
"mop_boundary_confirmed","include_mop","False",,"True","True","476","Yu'lei, Daughter of Jade","127165","2","128","|cFFFFD200Vendor: |rMistweaver Xia
|cFFFFD200Zone: |rTimeless Isle
|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\Icons\pvecurrency-justice.BLP:0|t|h"
"mop_boundary_confirmed","include_mop","False",,"True","True","477","Heavenly Azure Cloud Serpent","127169","5","0","|cFFFFD200Achievement: |rLord of the Reins|n|cFFFFD200Category: |rMounts"
"mop_boundary_confirmed","include_mop","False",,"True","True","478","Astral Cloud Serpent","127170","0","128","|cFFFFD200Drop:|r Cache of Pure Energy"
"mop_boundary_confirmed","include_mop","False",,"True","True","479","Azure Riding Crane","127174","2","0","|cFFFFD200Vendor: |rJaluu the Generous|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rGolden Lotus - Exalted|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","480","Golden Riding Crane","127176","2","0","|cFFFFD200Vendor: |rJaluu the Generous|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rGolden Lotus - Exalted|n|cFFFFD200Cost: |r2500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","481","Regal Riding Crane","127177","2","0","|cFFFFD200Vendor: |rJaluu the Generous|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rGolden Lotus - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","486","Grey Riding Yak","127216","2","0","|cFFFFD200Vendor: |rUncle Bigpocket|n|cFFFFD200Zone: |rKun-Lai Summit|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","487","Blonde Riding Yak","127220","2","0","|cFFFFD200Vendor: |rUncle Bigpocket|n|cFFFFD200Zone: |rKun-Lai Summit|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","492","Black Dragon Turtle","127286","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","493","Blue Dragon Turtle","127287","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","494","Brown Dragon Turtle","127288","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","495","Purple Dragon Turtle","127289","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","496","Red Dragon Turtle","127290","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","497","Great Green Dragon Turtle","127293","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","498","Great Black Dragon Turtle","127295","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","499","Great Blue Dragon Turtle","127302","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","500","Great Brown Dragon Turtle","127308","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","501","Great Purple Dragon Turtle","127310","2","0","|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","True","Pandaria Challenge Mode phoenix; reward window ended","True","False","503","Crimson Pandaren Phoenix","129552","2","128","|cFFFFD200Vendor: |rKai Featherfall|n|cFFFFD200Location: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","504","Thundering August Cloud Serpent","129918","2","128","|cFFFFD200Vendor: |rSage Whiteheart (Alliance)|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe August Celestials - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rSage Lotusbloom (Horde)|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe August Celestials - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","505","Green Shado-Pan Riding Tiger","129932","2","0","|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","506","Blue Shado-Pan Riding Tiger","129934","2","0","|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Exalted|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","507","Red Shado-Pan Riding Tiger","129935","2","0","|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Exalted|n|cFFFFD200Cost: |r2500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","508","Brown Riding Goat","130086","2","0","|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","509","Red Flying Cloud","130092","2","1024","|cFFFFD200Vendor: |rTan Shin Tiao|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe Lorewalkers - Exalted|n|cFFFFD200Cost: |r600|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","510","White Riding Goat","130137","2","0","|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r3250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r3250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","511","Black Riding Goat","130138","2","0","|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","515","Son of Galleon","130965","0","0","|cFFFFD200Drop:|r Galleon|n|cFFFFD200Location:|r Valley of the Four Winds|n"
"mop_boundary_confirmed","include_mop","False",,"True","False","516","Pandaren Kite","130985","5","1156","|cFFFFD200Achievement: |rPandaren Ambassador|n|cFFFFD200Category: |rPandaria"
"mop_boundary_confirmed","include_mop","False",,"True","True","517","Thundering Ruby Cloud Serpent","132036","0","128","|cFFFFD200Drop: |rAlani|n|cFFFFD200Zone: |rVale of Eternal Blossoms"
"mop_boundary_confirmed","include_mop","True","Pandaria Challenge Mode phoenix; reward window ended","True","False","518","Ashen Pandaren Phoenix","132117","2","128","|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t"
"mop_boundary_confirmed","include_mop","True","Pandaria Challenge Mode phoenix; reward window ended","True","False","519","Emerald Pandaren Phoenix","132118","2","128","|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t"
"mop_boundary_confirmed","include_mop","True","Pandaria Challenge Mode phoenix; reward window ended","True","False","520","Violet Pandaren Phoenix","132119","2","128","|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","521","Jade Pandaren Kite","133023","5","1152","|cFFFFD200Achievement: |rWe're Going to Need More Saddles|n|cFFFFD200Category: |rGeneral"
"mop_boundary_confirmed","include_mop","False",,"True","False","522","Sky Golem","134359","3","0","|cFFFFD200Profession: |rEngineering"
"mop_boundary_confirmed","include_mop","False",,"True","False","526","Grand Armored Gryphon","135416","2","132","|cFFFFD200Vendor: |rAgent Malley|n|cFFFFD200Zone: |rKrasarang Wilds|n|cFFFFD200Faction: |rOperation: Shieldwall - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","False","527","Grand Armored Wyvern","135418","2","132","|cFFFFD200Vendor: |rTuskripper Grukna|n|cFFFFD200Zone: |rKrasarang Wilds|n|cFFFFD200Faction: |rDominance Offensive - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","False","528","Grand Gryphon","136163","1","132","|cFFFFD200Quest: |rThe Silence|n|cFFFFD200Zone: |rKun-Lai Summit"
"mop_boundary_confirmed","include_mop","False",,"True","True","529","Grand Wyvern","136164","1","132","|cFFFFD200Quest: |rBreath of Darkest Shadow|n|cFFFFD200Zone: |rKun-Lai Summit"
"mop_boundary_confirmed","include_mop","False",,"True","True","530","Armored Skyscreamer","136400","5","128","|cFFFFD200Achievement: |rGlory of the Thundering Raider|n|cFFFFD200Category: |rDungeons & Raids"
"mop_boundary_confirmed","include_mop","False",,"True","True","531","Spawn of Horridon","136471","0","0","|cFFFFD200Drop: |rHorridon|n|cFFFFD200Zone: |rThrone of Thunder"
"mop_boundary_confirmed","include_mop","False",,"True","True","533","Cobalt Primordial Direhorn","138423","0","0","|cFFFFD200Drop:|r Oondasta|n|cFFFFD200Location:|r Isle of Giants"
"mop_boundary_confirmed","include_mop","False",,"True","True","534","Amber Primordial Direhorn","138424","0","0","|cFFFFD200Drop: |rZandalari Warbringer|n|cFFFFD200Zone: |rDread Wastes, Kun-Lai Summit, Townlong Steppes, Valley of the Four Winds"
"mop_boundary_confirmed","include_mop","False",,"True","True","535","Slate Primordial Direhorn","138425","0","0","|cFFFFD200Drop: |rZandalari Warbringer|n|cFFFFD200Zone: |rDread Wastes, Krasarang Wilds, Kun-Lai Summit, Townlong Steppes, Valley of the Four Winds"
"mop_boundary_confirmed","include_mop","False",,"True","False","536","Jade Primordial Direhorn","138426","0","0","|cFFFFD200Drop: |rZandalari Warbringer|n|cFFFFD200Zone: |rDread Wastes, Kun-Lai Summit, Townlong Steppes, Valley of the Four Winds"
"mop_boundary_confirmed","include_mop","False",,"True","True","537","Bone-White Primal Raptor","138640","1","0","|cFFFFD200Quest: |rA Mountain of Giant Dinosaur Bones|n|cFFFFD200Zone: |rIsle of Giants"
"mop_boundary_confirmed","include_mop","False",,"True","False","538","Red Primal Raptor","138641","0","0","|cFFFFD200Drop:|r Cracked Primal Egg"
"mop_boundary_confirmed","include_mop","False",,"True","False","539","Black Primal Raptor","138642","0","0","|cFFFFD200Drop:|r Cracked Primal Egg"
"mop_boundary_confirmed","include_mop","False",,"True","False","540","Green Primal Raptor","138643","0","0","|cFFFFD200Drop:|r Cracked Primal Egg"
"mop_boundary_confirmed","include_mop","True","Malevolent Gladiator season reward; season ended","True","False","541","Malevolent Gladiator's Cloud Serpent","139407","5","192","|cFFFFD200Legacy|r"
"mop_boundary_confirmed","include_mop","False",,"True","True","542","Thundering Cobalt Cloud Serpent","139442","0","128","|cFFFFD200Drop:|r Nalak|n|cFFFFD200Location:|r Isle of Thunder|n"
"mop_boundary_confirmed","include_mop","False",,"True","True","543","Clutch of Ji-Kun","139448","0","128","|cFFFFD200Drop: |rJi-Kun|n|cFFFFD200Zone: |rThrone of Thunder"
"mop_boundary_confirmed","include_mop","False",,"True","False","545","Golden Primal Direhorn","140249","2","4","|cFFFFD200Vendor: |rHiren Loresong|n|cFFFFD200Zone: |rIsle of Thunder|n|cFFFFD200Faction: |rKirin Tor Offensive - Exalted|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","546","Crimson Primal Direhorn","140250","2","4","|cFFFFD200Vendor: |rVasarin Redmorn|n|cFFFFD200Zone: |rIsle of Thunder|n|cFFFFD200Faction: |rSunreaver Onslaught - Exalted|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","False","548","Armored Red Dragonhawk","142266","5","132","|cFFFFD200Achievement: |rMount Parade|n|cFFFFD200Category: |rGeneral"
"mop_boundary_confirmed","include_mop","False",,"True","False","549","Armored Blue Dragonhawk","142478","5","132","|cFFFFD200Achievement: |rMount Parade|n|cFFFFD200Category: |rGeneral"
"mop_boundary_confirmed","include_mop","True","Pandaria Brawler's Guild rank reward; Brawler's Guild is unavailable","True","False","550","Brawler's Burly Mushan Beast","142641","2","0","|cFFFFD200Vendor: |rPaul North|n|cFFFFD200Zone: |rBrawl'gar Arena|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","False","554","Vicious Warsaber","146615","2","4","|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","False","555","Vicious Skeletal Warhorse","146622","2","4","|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","False","557","Spawn of Galakras","148392","5","128","|cFFFFD200Achievement: |rGlory of the Orgrimmar Raider|n|cFFFFD200Category: |rDungeons & Raids"
"mop_boundary_confirmed","include_mop","True","Ahead of the Curve: Garrosh Hellscream reward; removed with Warlords launch","True","False","558","Kor'kron War Wolf","148396","5","0","|cFFFFD200Achievement: |rAhead of the Curve: Garrosh Hellscream (10/25 player)|n|cFFFFD200Category: |rFeats of Strength"
"mop_boundary_confirmed","include_mop","False",,"True","False","559","Kor'kron Juggernaut","148417","0","0","|cFFFFD200Drop: |rGarrosh Hellscream|n|cFFFFD200Location:|r Siege of Orgrimmar"
"mop_boundary_confirmed","include_mop","False",,"True","True","560","Ashhide Mushan Beast","148428","2","0","|cFFFFD200Vendor: |rSpeaker Gulan|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Cost: |r500|TINTERFACE\ICONS\TimelessCoin-Bloody.blp:0|t"
"mop_boundary_confirmed","include_mop","False",,"True","True","561","Thundering Onyx Cloud Serpent","148476","0","128","|cFFFFD200Drop:|r Huolon|n|cFFFFD200Location:|r Timeless Isle"
"mop_boundary_confirmed","include_mop","True","Tyrannical Gladiator season reward; season ended","True","False","562","Tyrannical Gladiator's Cloud Serpent","148618","5","192","|cFFFFD200Legacy|r"
"mop_boundary_confirmed","include_mop","True","Grievous Gladiator season reward; season ended","True","False","563","Grievous Gladiator's Cloud Serpent","148619","2","192","|cFFFFD200Legacy|r"
"mop_boundary_confirmed","include_mop","True","Prideful Gladiator season reward; season ended","True","False","564","Prideful Gladiator's Cloud Serpent","148620","5","192","|cFFFFD200Legacy|r"
