"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","npc_id","completion_quest_id","object_id","selection_decision"
"7439","Glorious!","25","27422","Norlaxx","21073","0","50344","50344",,,"include_mop"
"7439","Glorious!","26","27423","Karr the Darkener","21074","0","50347","50347",,,"include_mop"
"7439","Glorious!","27","27424","Kang the Soul Thief","21075","0","50349","50349",,,"include_mop"
"7439","Glorious!","28","27425","Morgrinn Crackfang","21076","0","50350","50350",,,"include_mop"
"7439","Glorious!","29","27426","Jonn-Dar","21077","0","50351","50351",,,"include_mop"
"7439","Glorious!","30","27427","Qu'nas","21078","0","50352","50352",,,"include_mop"
"7439","Glorious!","31","27428","Havak","21079","0","50354","50354",,,"include_mop"
"7439","Glorious!","32","27429","Kah'tir","21080","0","50355","50355",,,"include_mop"
"7439","Glorious!","33","27430","Krol the Blade","21081","0","50356","50356",,,"include_mop"
"7439","Glorious!","34","27431","Urgolax","21082","0","50359","50359",,,"include_mop"
"7439","Glorious!","35","27432","Urobi the Walker","21083","0","50808","50808",,,"include_mop"
"7439","Glorious!","36","27433","Nasra Spothide","21084","0","50811","50811",,,"include_mop"
"7439","Glorious!","37","27434","Ruun Ghostpaw","21085","0","50816","50816",,,"include_mop"
"7439","Glorious!","38","27435","Ahone the Wanderer","21086","0","50817","50817",,,"include_mop"
"7439","Glorious!","39","27436","Yul Wildpaw","21087","0","50820","50820",,,"include_mop"
"7439","Glorious!","40","27437","Ai-Li Skymirror","21088","0","50821","50821",,,"include_mop"
"7439","Glorious!","41","27438","Ai-Ran the Shifting Cloud","21089","0","50822","50822",,,"include_mop"
"7439","Glorious!","42","29389","Sarnak","21090","0","50782","50782",,,"include_mop"
"7439","Glorious!","43","29390","Salyin Warscout","21091","0","50783","50783",,,"include_mop"
"7439","Glorious!","44","29391","Arness the Scale","21092","0","50787","50787",,,"include_mop"
"7439","Glorious!","45","29392","Nessos the Oracle","21093","0","50789","50789",,,"include_mop"
"7439","Glorious!","46","29393","Siltriss the Sharpener","21094","0","50791","50791",,,"include_mop"
"7439","Glorious!","47","29394","Omnis Grinlok","21095","0","50805","50805",,,"include_mop"
"7439","Glorious!","48","29395","Moldo One-Eye","21096","0","50806","50806",,,"include_mop"
"7439","Glorious!","49","27439","Ferdinand","21097","0","51078","51078",,,"include_mop"
"7439","Glorious!","50","27440","Blackhoof","21098","0","51059","51059",,,"include_mop"
"7439","Glorious!","51","27441","Go-Kan","21099","0","50331","50331",,,"include_mop"
"7439","Glorious!","52","27442","Korda Torros","21100","0","50332","50332",,,"include_mop"
"7439","Glorious!","53","27443","Lon the Bull","21101","0","50333","50333",,,"include_mop"
"7439","Glorious!","54","27444","Dak the Breaker","21102","0","50334","50334",,,"include_mop"
"7439","Glorious!","55","27445","Yorik Sharpeye","21103","0","50336","50336",,,"include_mop"
"7932","I'm In Your Base, Killing Your Dudes","0/0","31184","","22455","0","68321","68321",,,"include_mop"
"7932","I'm In Your Base, Killing Your Dudes","0/1","31185","","22456","0","68318","68318",,,"include_mop"
"7932","I'm In Your Base, Killing Your Dudes","1/0","31187","","22457","0","68320","68320",,,"include_mop"
"7932","I'm In Your Base, Killing Your Dudes","1/1","31188","","22458","0","68317","68317",,,"include_mop"
"7932","I'm In Your Base, Killing Your Dudes","2/0","31190","","22459","0","68322","68322",,,"include_mop"
"7932","I'm In Your Base, Killing Your Dudes","2/1","31191","","22460","0","68319","68319",,,"include_mop"
"8103","Champions of Lei Shen","0","31966","Haywire Sunreaver Construct","22820","0","50358","50358",,,"include_mop"
"8103","Champions of Lei Shen","1","31967","Mumta","22821","0","69664","69664",,,"include_mop"
"8103","Champions of Lei Shen","2","31968","Ku'lai the Skyclaw","22822","0","69996","69996",,,"include_mop"
"8103","Champions of Lei Shen","3","31969","Progenitus","22823","0","69997","69997",,,"include_mop"
"8103","Champions of Lei Shen","4","31970","Goda","22824","0","69998","69998",,,"include_mop"
"8103","Champions of Lei Shen","5","31971","God-Hulk Ramuk","22825","0","69999","69999",,,"include_mop"
"8103","Champions of Lei Shen","6","31972","Al'tabim the All-Seeing","22826","0","70000","70000",,,"include_mop"
"8103","Champions of Lei Shen","7","31973","Backbreaker Uru","22827","0","70001","70001",,,"include_mop"
"8103","Champions of Lei Shen","8","31974","Lu-Ban","22828","0","70002","70002",,,"include_mop"
"8103","Champions of Lei Shen","9","31975","Molthor","22829","0","70003","70003",,,"include_mop"
"8714","Timeless Champion","0","34117","Emerald Gander","23967","0","73158","73158",,,"include_mop"
"8714","Timeless Champion","1","34118","Ironfur Steelhorn","23968","0","73160","73160",,,"include_mop"
"8714","Timeless Champion","2","34119","Great Turtle Furyshell","23969","0","73161","73161",,,"include_mop"
"8714","Timeless Champion","3","34120","Gu'chi the Swarmbringer","23970","0","72909","72909",,,"include_mop"
"8714","Timeless Champion","4","34121","Zesqua","23971","0","72245","72245",,,"include_mop"
"8714","Timeless Champion","5","34122","Zhu-Gon the Sour","23972","0","71919","71919",,,"include_mop"
"8714","Timeless Champion","6","34123","Karkanos","23973","0","72193","72193",,,"include_mop"
"8714","Timeless Champion","7","34124","Chelon","23974","0","72045","72045",,,"include_mop"
"8714","Timeless Champion","8","34125","Spelurk","23975","0","71864","71864",,,"include_mop"
"8714","Timeless Champion","9","34126","Cranegnasher","23976","0","73854","73854",,,"include_mop"
"8714","Timeless Champion","10","34127","Rattleskew","23977","0","72048","72048",,,"include_mop"
"8714","Timeless Champion","11","34128","Spirit of Jadefire","23978","0","72769","72769",,,"include_mop"
"8714","Timeless Champion","12","34129","Leafmender","23979","0","73277","73277",,,"include_mop"
"8714","Timeless Champion","13","34136","Bufo","23986","0","72775","72775",,,"include_mop"
"8714","Timeless Champion","14","34132","Garnia","23982","0","73282","73282",,,"include_mop"
"8714","Timeless Champion","15","34133","Tsavo'ka","23983","0","72808","72808",,,"include_mop"
"8714","Timeless Champion","16","34135","Monstrous Spineclaw","23985","0","73166","73166",,,"include_mop"
"8714","Timeless Champion","17","34139","Imperial Python","23989","0","73163","73163",,,"include_mop"
"8714","Timeless Champion","18","34409","Stinkbraid","24144","0","73704","73704",,,"include_mop"
"8714","Timeless Champion","19","34130","Rock Moss","23980","0","73157","73157",,,"include_mop"
"8714","Timeless Champion","20","34142","Watcher Osu","23992","0","73170","73170",,,"include_mop"
"8714","Timeless Champion","21","34144","Jakur of Ordon","23994","0","73169","73169",,,"include_mop"
"8714","Timeless Champion","22","34146","Champion of the Black Flame","23996","0","73171","73171",,,"include_mop"
"8714","Timeless Champion","23","34131","Cinderfall","23981","0","73175","73175",,,"include_mop"
"8714","Timeless Champion","24","34143","Urdur the Cauterizer","23993","0","73173","73173",,,"include_mop"
"8714","Timeless Champion","25","34145","Flintlord Gairan","23995","0","73172","73172",,,"include_mop"
"8714","Timeless Champion","26","34134","Huolon","23984","0","73167","73167",,,"include_mop"
"8714","Timeless Champion","27","34138","Golganarr","23988","0","72970","72970",,,"include_mop"
"8714","Timeless Champion","28","34140","Evermaw","23990","0","73279","73279",,,"include_mop"
"8714","Timeless Champion","29","34137","Dread Ship Vazuvius","23987","0","73281","73281",,,"include_mop"
"8714","Timeless Champion","30/0","34387","","24139","0","73174","73174",,,"include_mop"
"8714","Timeless Champion","30/1","34388","","23991","0","73666","73666",,,"include_mop"
