"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","npc_ids","object_ids","entity_mapping","selection_decision"
"11262","Adventurer of Val'sharah","2","53831","Theryssia","33275","0","92423","92423",,"criteria_creature_asset","include_legion"
"11262","Adventurer of Val'sharah","3","53832","Darkshade, Saber Matriarch","33276","0","92965","92965",,"criteria_creature_asset","include_legion"
"11262","Adventurer of Val'sharah","4","53833","Ironbranch","33277","0","93030","93030",,"criteria_creature_asset","include_legion"
"11262","Adventurer of Val'sharah","5","53834","Thondrax","33278","0","93205","93205",,"criteria_creature_asset","include_legion"
"11262","Adventurer of Val'sharah","6","53835","Elindya Featherlight","33279","27","38887","92334",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","7","53836","Antydas Nightcaller","33280","27","38900",,"242350","att_quest_object_provider","include_legion"
"11262","Adventurer of Val'sharah","8","53837","Haunted Manor","33281","27","39121","94414",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","9","53838","Purging the River","33282","27","39130","94485",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","10","53840","Grelda the Hag","33284","27","40126","95123",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","11","53841","Old Bear Trap","33285","27","39357","95221",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","12","53842","Perrexx the Corruptor","33286","27","39596","95318",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","13","53843","Wraithtalon","33287","27","39856","97504",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","14","53844","Dreadbog","33288","27","39858","97517",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","15","53845","Lyrath Moonfeather","33289","27","40079","98241",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","16","53846","Undergrell Attack","33290","27","43176","109708",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","17","53847","Bahagar","33291","27","43446","110562",,"att_quest_npc_provider","include_legion"
"11262","Adventurer of Val'sharah","18","53848","Unguarded Thistleleaf Treasure","34537","27","38466",,"241128","att_quest_object_provider","include_legion"
"11262","Adventurer of Val'sharah","19","53849","Marius & Tehd versus a Satyr","32406","27","44070","93679",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","0","53851","Glimar Ironfist","33293","27","38333","91529",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","1","53852","Stormwing Matriarch","33294","27","38423","91795",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","2","53853","Fathnyr","33295","27","38425","91803",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","3","53854","Bladesquall","33296","27","38431","91874",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","4","53855","Thane's Mead Hall","33297","27","38424","91892",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","5","53856","Fenri","33298","27","38461","92040",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","6","53857","Whitewater Typhoon","33299","27","38472","92152",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","7","53858","Worg Pack","33300","27","38626","92599",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","8/0","53860","Worgen Stalkers","33301","27","38627","92152",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","8/1","53861","Forsaken Deathsquad","33302","27","38630","91803",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","9","53862","Helmouth Raiders","33303","27","38642","92685",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","10","53863","Ivory Sentinel","33304","27","39031","92751",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","11","53864","The Nameless King","33305","27","38685","92763",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","12","53865","Lost Ettin","33306","27","38774","93166",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","13","53866","Mordvigbjorn","33307","27","38837","93371",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","14","53867","Urgev the Flayer","33308","27","38847","93401",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","15","53868","Isel the Hammer","33309","27","39120","94413",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","16","53869","Soulthirster","33310","27","39870","97630",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","17","53870","Egyl the Enduring","33311","27","40068","98188",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","18","53871","Tarben","33312","27","40081","98268",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","19","53872","Kottr Vondyr","33313","27","40109","98421",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","20","53873","Grrvrgull the Conquerer","33314","27","40113","98503",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","21","53874","Hannval the Butcher","33315","27","42591","107926",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","22","53875","Roteye","33316","27","43342","110363",,"att_quest_npc_provider","include_legion"
"11263","Adventurer of Stormheim","23","53933","Marius & Tehd versus an Inquisitor","32404","27","37908","90139",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","0","53898","Sekhan","33338","27","40681","101077",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","1","53890","The Beastly Boxer","33330","27","39872",,"244628","att_quest_object_provider","include_legion"
"11264","Adventurer of Highmountain","2","53891","Crab Rider Grmlrml","33331","27","39994","97933",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","3","53886","Crawshuk the Hungry","33326","27","39806","97345",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","4","53880","Gurbog da Basher","33320","27","40347","96590",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","5","53885","Hartli the Snatcher","33325","27","39802","97326",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","6","53878","Skywhisker Taskmaster","33318","27","39465","95872",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","7","53900","Unethical Adventurers","33340","27","40423",,"240353","att_quest_object_provider","include_legion"
"11264","Adventurer of Highmountain","8","53883","The Exiled Shaman","33323","27","39782","97203",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","9","53884","Beastmaster Pao'lek","33324","27","39784",,"244473","att_quest_object_provider","include_legion"
"11264","Adventurer of Highmountain","10","53879","Majestic Elderhorn","33319","27","39646","96410",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","11","53888","Bristlemaul","33328","27","40405","97449",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","12","53889","Scout Harefoot","33329","27","39866","97579",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","13","53937","Bodash the Hoarder","33375","27","40084","98299",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","14","53894","Totally Safe Treasure Chest","33334","27","39766",,"244446","att_quest_object_provider","include_legion"
"11264","Adventurer of Highmountain","15","53896","Amateur Hunters","33336","27","40413",,"245479","att_quest_object_provider","include_legion"
"11264","Adventurer of Highmountain","16","53881","Mellok, Son of Torok","33321","27","40242","96621",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","17","53897","Devouring Darkness","33337","27","40414","100495",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","18","53892","Luggut the Eggeater","33332","27","40406","98024",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","19","53882","Shara Felbreath","33322","27","39762","97093",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","20","53893","Captured Survivor","33333","27","40096","98311",,"att_quest_npc_provider","include_legion"
"11264","Adventurer of Highmountain","21","53895","Slumbering Bear","33335","27","40175","98890",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","0","53902","Garvrulg","33341","27","40897","99610",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","1","53903","Elfbane","33342","27","41319","99792",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","2","53904","Cora'kar","33343","27","41135","100864",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","3","53905","Rok'nash","33344","27","40680","103183",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","4","53906","Har'kess the Insatiable","33345","27","41136","103214",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","5","53907","Hertha Grimdottir","33346","27","43993","103223",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","6","53908","Reef Lord Raj'his","33347","27","44003","103575",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","7","53909","Shadowquil","33348","27","43996","103841",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","8","53910","Rauren","33349","27","43484","105547",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","9","53911","Artificer Lothaire","33350","27","43717","106351",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","10","53912","Pinchshank","33351","27","43968","107846",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","11","53913","Shal'an","33352","27","42831","109054",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","12","53914","Magister Phaedris","33353","27","43348","109954",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","13","53915","Mal'Dreth the Corrupter","33354","27","43351","110024",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","14","53916","Myonix","33355","27","43358","110340",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","15","53917","Seigemaster Aedrin","33356","27","43369","110438",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","16","53918","Oreth the Vile","33357","27","43449","110577",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","17","53919","Arcanist Lylandre","33358","27","43481","110656",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","18","53920","Cadraeus","33359","27","43495","110726",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","19","53921","Tideclaw","33360","27","43542","110824",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","20","53922","Gorgroth","33361","27","43992","110832",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","21","53923","Apothecary Faldren","33362","27","43580","110870",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","22","53924","Guardian Thor'el","33363","27","43597","110944",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","23","53925","Randril","33364","27","43603","111007",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","24","53926","Anax","33365","27","43954","111197",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","25","53927","Matron Hagatha","33366","27","43718","111329",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","26","53928","Ambassador D'vwinn","33367","27","43794","111649",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","27","53929","Degren","33368","27","43792","111651",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","28","53930","Miasu","33369","27","43793","111653",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","29","53931","Maia the White","33370","27","44072","112497",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","30","53932","Mar'tura","33371","27","44124","112802",,"att_quest_npc_provider","include_legion"
"11265","Adventurer of Suramar","31","53938","Lieutenant Strathmar","33376","27","40905","102303",,"att_quest_npc_provider","include_legion"
"12078","Commander of Argus","0","61349","Mother Rosula","37665","0","127705","127705",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","1","61350","Worldsplitter Skuul","37605","0","127118","127118",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","2","61351","Chief Alchemist Munculus","37606","0","127376","127376",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","3","61353","Shadowcaster Voruun","37654","0","122838","122838",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","4","61354","Talestra the Vile","37655","0","123689","123689",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","5","61355","Gar'zoth","37656","0","122999","122999",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","6","61356","Blistermaw","37657","0","122958","122958",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","7","61357","Mistress Il'thendra","37658","0","122947","122947",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","8","61358","Siegemaster Voraan","37659","0","120393","120393",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","9","61359","The Many-Faced Devourer","37660","0","127581","127581",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","10","61360","Squadron Commander Vishax","37662","0","127700","127700",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","11","61361","Doomcaster Suprax","37663","0","127703","127703",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","12","61363","Rezira the Seer","37664","0","127706","127706",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","13","61364","Tereck the Selector","37653","0","124804","124804",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","14","61365","Vagath the Betrayed","37652","0","125388","125388",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","15","61366","Tar Spitter","37651","0","125479","125479",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","16","61367","Imp Mother Laglath","37650","0","125820","125820",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","17","61368","Vrax'thul","37649","0","126199","126199",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","18","61369","Ven'orn","37648","0","126115","126115",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","19","61370","Puscilla","37647","0","126040","126040",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","20","61371","Khazaduum","37646","0","125824","125824",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","21","61372","Naroua","37645","0","126419","126419",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","22","61373","Commander Sathrenael","37644","0","122912","122912",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","23","61374","Commander Vecaya","37643","0","122911","122911",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","24","61375","Commander Endaxis","37642","0","124775","124775",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","25","61376","Sister Subversia","37641","0","123464","123464",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","26","61377","Soultwisted Monstrosity","37640","0","126815","126815",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","27","61378","Wrangler Kravos","37639","0","126852","126852",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","28","61379","Kaara the Pale","37638","0","126860","126860",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","29","61380","Baruut the Bloodthirsty","37637","0","126862","126862",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","30","61381","Feasel the Muffin Thief","37636","0","126864","126864",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","31","61382","Vigilant Thanos","37635","0","126865","126865",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","32","61383","Vigilant Kuro","37634","0","126866","126866",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","33","61384","Venomtail Skyfin","37633","0","126867","126867",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","34","61385","Turek the Lucid","37632","0","126868","126868",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","35","61386","Captain Faruq","37631","0","126869","126869",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","36","61387","Umbraliss","37630","0","126885","126885",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","37","61388","Ataxon","37629","0","126887","126887",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","38","61389","Sorolis the Ill-Fated","37628","0","126889","126889",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","39","61390","Herald of Chaos","37627","0","126896","126896",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","40","61391","Sabuul","37626","0","126898","126898",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","41","61392","Jed'hin Champion Vorusk","37625","0","126899","126899",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","42","61393","Overseer Y'Beda","37624","0","124440","124440",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","43","61394","Overseer Y'Sorna","37623","0","125497","125497",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","44","61395","Overseer Y'Morna","37622","0","125498","125498",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","45","61396","Instructor Tarahna","37621","0","126900","126900",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","46","61397","Zul'tan the Numerous","37620","0","126908","126908",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","47","61398","Commander Xethgar","37619","0","126910","126910",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","48","61399","Skreeg the Devourer","37618","0","126912","126912",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","49","61400","Slithon the Last","37617","0","126913","126913",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","50","61401","Wrath-Lord Yarez","37616","0","126338","126338",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","51","61402","Houndmaster Kerrax","37615","0","127288","127288",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","52","61403","Void Warden Valsuran","37614","0","127300","127300",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","53","61404","Watcher Aival","37613","0","127291","127291",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","54","61405","Lieutenant Xakaar","37612","0","126254","126254",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","55","61406","Admiral Rel'var","37611","0","127090","127090",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","56","61407","Commander Texlaz","37610","0","127084","127084",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","57","61408","All-Seer Xanarian","37609","0","127096","127096",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","58","61409","Inquisitor Vethroz","37608","0","126946","126946",,"criteria_creature_asset","include_legion"
"12078","Commander of Argus","59","61410","Varga","37607","0","126208","126208",,"criteria_creature_asset","include_legion"
