"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","npc_ids","object_ids","entity_mapping","selection_decision"
"11256","Treasures of Azsuna","34","53781","","33233","27","42291",,,,"include_legion"
"11256","Treasures of Azsuna","35","53782","","33234","27","42290",,,,"include_legion"
"11256","Treasures of Azsuna","36","53783","","33235","27","42292",,,,"include_legion"
"11256","Treasures of Azsuna","37","53784","","33236","27","42293",,,,"include_legion"
"11256","Treasures of Azsuna","38","53785","","33237","27","42294",,,,"include_legion"
"11256","Treasures of Azsuna","39","53786","","33238","27","42295",,,,"include_legion"
"11256","Treasures of Azsuna","40","53787","","33239","27","42297",,,,"include_legion"
"11256","Treasures of Azsuna","41","53788","","33240","27","42338",,,,"include_legion"
"11256","Treasures of Azsuna","42","53789","","33241","27","42339",,,,"include_legion"
"11256","Treasures of Azsuna","43","53790","","33242","27","44102",,,,"include_legion"
"11256","Treasures of Azsuna","44","53791","","33243","27","44103",,,,"include_legion"
"11256","Treasures of Azsuna","45","53792","","33244","27","44104",,,,"include_legion"
"11256","Treasures of Azsuna","46","53793","","33245","27","44105",,,,"include_legion"
"11256","Treasures of Azsuna","47","53794","","33246","27","44405",,,,"include_legion"
"11256","Treasures of Azsuna","48","53795","","33247","68","256790",,,,"include_legion"
"11257","Treasures of Highmountain","0","53802","","33252","27","42453",,,,"include_legion"
"11257","Treasures of Highmountain","1","53803","","33253","27","44352",,,,"include_legion"
"11257","Treasures of Highmountain","2","54078","","33514","27","40472",,,,"include_legion"
"11257","Treasures of Highmountain","3","54079","","33515","27","40477",,,,"include_legion"
"11257","Treasures of Highmountain","4","54080","","33516","27","40494",,,,"include_legion"
"11257","Treasures of Highmountain","5","54081","","33517","27","40612",,,,"include_legion"
"11257","Treasures of Highmountain","6","54082","","33518","27","40474",,,,"include_legion"
"11257","Treasures of Highmountain","7","54083","","33519","27","40508",,,,"include_legion"
"11257","Treasures of Highmountain","8","54084","","33520","27","40491",,,,"include_legion"
"11257","Treasures of Highmountain","9","54085","","33521","27","40487",,,,"include_legion"
"11257","Treasures of Highmountain","10","54086","","33522","27","39503",,,,"include_legion"
"11257","Treasures of Highmountain","11","54087","","33523","27","40473",,,,"include_legion"
"11257","Treasures of Highmountain","12","54088","","33524","27","40506",,,,"include_legion"
"11257","Treasures of Highmountain","13","54089","","33525","27","40475",,,,"include_legion"
"11257","Treasures of Highmountain","14","54090","","33526","27","40476",,,,"include_legion"
"11257","Treasures of Highmountain","15","54091","","33527","27","40478",,,,"include_legion"
"11257","Treasures of Highmountain","16","54092","","33528","27","40479",,,,"include_legion"
"11257","Treasures of Highmountain","17","54093","","33529","27","40484",,,,"include_legion"
"11257","Treasures of Highmountain","18","54094","","33530","27","40488",,,,"include_legion"
"11257","Treasures of Highmountain","19","54095","","33531","27","39531",,,,"include_legion"
"11257","Treasures of Highmountain","20","54096","","33532","27","39824",,,,"include_legion"
"11257","Treasures of Highmountain","21","54097","","33533","27","40509",,,,"include_legion"
"11257","Treasures of Highmountain","22","54098","","33534","27","40510",,,,"include_legion"
"11257","Treasures of Highmountain","23","54099","","33535","27","40493",,,,"include_legion"
"11257","Treasures of Highmountain","24","54100","","33536","27","40496",,,,"include_legion"
"11257","Treasures of Highmountain","25","54101","","33537","27","40610",,,,"include_legion"
"11257","Treasures of Highmountain","26","54102","","33538","27","44280",,,,"include_legion"
"11257","Treasures of Highmountain","27","54103","","33539","27","39466",,,,"include_legion"
"11257","Treasures of Highmountain","28","54104","","33540","27","39494",,,,"include_legion"
"11257","Treasures of Highmountain","29","54105","","33541","27","40471",,,,"include_legion"
"11257","Treasures of Highmountain","30","54106","","33542","27","40507",,,,"include_legion"
"11257","Treasures of Highmountain","31","54107","","33543","27","40483",,,,"include_legion"
"11257","Treasures of Highmountain","32","54108","","33544","27","40499",,,,"include_legion"
"11257","Treasures of Highmountain","33","54109","","33545","27","39812",,,,"include_legion"
"11257","Treasures of Highmountain","34","54110","","33546","27","39507",,,,"include_legion"
"11257","Treasures of Highmountain","35","54111","","33547","27","40480",,,,"include_legion"
"11257","Treasures of Highmountain","36","54112","","33548","27","40481",,,,"include_legion"
"11257","Treasures of Highmountain","37","54113","","33549","27","40482",,,,"include_legion"
"11257","Treasures of Highmountain","38","54114","","33550","27","40497",,,,"include_legion"
"11257","Treasures of Highmountain","39","54115","","33551","27","40505",,,,"include_legion"
"11257","Treasures of Highmountain","40","54116","","33552","27","40489",,,,"include_legion"
"11257","Treasures of Highmountain","41","54117","","33553","27","40498",,,,"include_legion"
"11257","Treasures of Highmountain","42","54118","","33554","27","40500",,,,"include_legion"
"11257","Treasures of Highmountain","43","54119","","33555","27","44279",,,,"include_legion"
"11257","Treasures of Highmountain","44","62480","","38228","68","257290",,,,"include_legion"
"11258","Treasures of Val'sharah","0","53805","","33254","27","38369",,,,"include_legion"
"11258","Treasures of Val'sharah","1","53940","","33378","27","38392",,,,"include_legion"
"11258","Treasures of Val'sharah","2","53941","","33379","27","38783",,,,"include_legion"
"11258","Treasures of Val'sharah","3","53942","","33380","27","39069",,,,"include_legion"
"11258","Treasures of Val'sharah","4","53943","","33381","27","39088",,,,"include_legion"
"11258","Treasures of Val'sharah","5","53944","","33382","27","39089",,,,"include_legion"
"11258","Treasures of Val'sharah","6","53945","","33383","27","44136",,,,"include_legion"
"11258","Treasures of Val'sharah","7","53946","","33384","27","38359",,,,"include_legion"
"11258","Treasures of Val'sharah","8","53947","","33292","27","38390",,,,"include_legion"
"11258","Treasures of Val'sharah","9","53948","","33385","27","38886",,,,"include_legion"
"11258","Treasures of Val'sharah","10","53949","","33386","27","38781",,,,"include_legion"
"11258","Treasures of Val'sharah","11","53950","","33387","27","39110",,,,"include_legion"
"11258","Treasures of Val'sharah","12","53951","","33388","27","39071",,,,"include_legion"
"11258","Treasures of Val'sharah","13","53952","","33389","27","39083",,,,"include_legion"
"11258","Treasures of Val'sharah","14","53953","","33390","27","39085",,,,"include_legion"
"11258","Treasures of Val'sharah","15","53954","","33391","27","39097",,,,"include_legion"
"11258","Treasures of Val'sharah","16","53955","","33392","27","39100",,,,"include_legion"
"11258","Treasures of Val'sharah","17","53956","","33393","27","44135",,,,"include_legion"
"11258","Treasures of Val'sharah","18","53957","","33394","27","38355",,,,"include_legion"
"11258","Treasures of Val'sharah","19","53958","","33395","27","38363",,,,"include_legion"
"11258","Treasures of Val'sharah","20","53959","","33396","27","38391",,,,"include_legion"
"11258","Treasures of Val'sharah","21","53960","","33397","27","39111",,,,"include_legion"
"11258","Treasures of Val'sharah","22","53961","","33398","27","38861",,,,"include_legion"
"11258","Treasures of Val'sharah","23","53962","","33399","27","39112",,,,"include_legion"
"11258","Treasures of Val'sharah","24","53963","","33400","27","39114",,,,"include_legion"
"11258","Treasures of Val'sharah","25","53964","","33401","27","38895",,,,"include_legion"
"11258","Treasures of Val'sharah","26","53965","","33402","27","44139",,,,"include_legion"
"11258","Treasures of Val'sharah","27","53966","","33403","27","39104",,,,"include_legion"
"11258","Treasures of Val'sharah","28","53967","","33404","27","39072",,,,"include_legion"
"11258","Treasures of Val'sharah","29","53968","","33405","27","39086",,,,"include_legion"
"11258","Treasures of Val'sharah","30","53969","","33406","27","39094",,,,"include_legion"
"11258","Treasures of Val'sharah","31","53970","","33407","27","39098",,,,"include_legion"
"11258","Treasures of Val'sharah","32","53971","","33408","27","39079",,,,"include_legion"
"11258","Treasures of Val'sharah","33","53972","","33409","27","38943",,,,"include_legion"
"11258","Treasures of Val'sharah","34","53973","","33410","27","39108",,,,"include_legion"
"11258","Treasures of Val'sharah","35","53974","","33411","27","38864",,,,"include_legion"
"11258","Treasures of Val'sharah","36","53975","","33412","27","38893",,,,"include_legion"
"11258","Treasures of Val'sharah","37","53976","","33413","27","40272",,,,"include_legion"
"11258","Treasures of Val'sharah","38","53977","","33414","27","38366",,,,"include_legion"
"11258","Treasures of Val'sharah","39","53978","","33415","27","38387",,,,"include_legion"
"11258","Treasures of Val'sharah","40","53979","","33416","27","38393",,,,"include_legion"
"11258","Treasures of Val'sharah","41","53980","","33417","27","39105",,,,"include_legion"
"11258","Treasures of Val'sharah","42","53981","","33418","27","39106",,,,"include_legion"
"11258","Treasures of Val'sharah","43","53982","","33419","27","39109",,,,"include_legion"
"11258","Treasures of Val'sharah","44","53983","","33420","27","39070",,,,"include_legion"
"11258","Treasures of Val'sharah","45","53984","","33421","27","39074",,,,"include_legion"
"11258","Treasures of Val'sharah","46","53985","","33422","27","39081",,,,"include_legion"
"11258","Treasures of Val'sharah","47","53986","","33423","27","39099",,,,"include_legion"
"11258","Treasures of Val'sharah","48","53987","","33424","27","39101",,,,"include_legion"
"11258","Treasures of Val'sharah","49","53988","","33425","27","39077",,,,"include_legion"
"11258","Treasures of Val'sharah","50","53989","","33426","27","38371",,,,"include_legion"
"11258","Treasures of Val'sharah","51","53990","","33427","27","38277",,,,"include_legion"
"11258","Treasures of Val'sharah","52","53991","","33428","27","38782",,,,"include_legion"
"11258","Treasures of Val'sharah","53","53992","","33429","27","39073",,,,"include_legion"
"11258","Treasures of Val'sharah","54","53993","","33430","27","39080",,,,"include_legion"
"11258","Treasures of Val'sharah","55","53994","","33431","27","39084",,,,"include_legion"
"11258","Treasures of Val'sharah","56","53995","","33432","27","39093",,,,"include_legion"
"11258","Treasures of Val'sharah","57","53996","","33433","27","39102",,,,"include_legion"
"11258","Treasures of Val'sharah","58","53997","","33434","27","40273",,,,"include_legion"
"11258","Treasures of Val'sharah","59","53998","","33435","27","38386",,,,"include_legion"
"11258","Treasures of Val'sharah","60","53999","","33436","27","38388",,,,"include_legion"
"11258","Treasures of Val'sharah","61","54000","","33437","27","38389",,,,"include_legion"
"11258","Treasures of Val'sharah","62","54001","","33438","27","39103",,,,"include_legion"
"11258","Treasures of Val'sharah","63","54002","","33439","27","39087",,,,"include_legion"
"11258","Treasures of Val'sharah","64","54003","","33440","27","39095",,,,"include_legion"
"11258","Treasures of Val'sharah","65","54004","","33441","27","39113",,,,"include_legion"
"11258","Treasures of Val'sharah","66","54005","","33442","27","44138",,,,"include_legion"
"11258","Treasures of Val'sharah","67","54006","","33443","68","255963",,,,"include_legion"
"11259","Treasures of Stormheim","0","53807","","33255","27","38511",,,,"include_legion"
"11259","Treasures of Stormheim","1","54007","","33443","68","255963",,,,"include_legion"
"11259","Treasures of Stormheim","2","54008","","33444","27","38516",,,,"include_legion"
"11259","Treasures of Stormheim","3","54009","","33449","27","38680",,,,"include_legion"
"11259","Treasures of Stormheim","4","54010","","33446","27","43305",,,,"include_legion"
"11259","Treasures of Stormheim","5","54011","","33447","27","42628",,,,"include_legion"
"11259","Treasures of Stormheim","6","54012","","33448","27","43246",,,,"include_legion"
"11259","Treasures of Stormheim","7","54013","","33445","27","43190",,,,"include_legion"
"11259","Treasures of Stormheim","8","54014","","33450","27","38483",,,,"include_legion"
"11259","Treasures of Stormheim","9","54015","","33451","27","38485",,,,"include_legion"
"11259","Treasures of Stormheim","10","54016","","33452","27","38478",,,,"include_legion"
"11259","Treasures of Stormheim","11","54017","","33453","27","38480",,,,"include_legion"
"11259","Treasures of Stormheim","12","54018","","33454","27","38681",,,,"include_legion"
"11259","Treasures of Stormheim","13","54019","","33455","27","40083",,,,"include_legion"
"11259","Treasures of Stormheim","14","54020","","33456","27","42629",,,,"include_legion"
"11259","Treasures of Stormheim","15","54021","","33457","27","42632",,,,"include_legion"
"11259","Treasures of Stormheim","16","54022","","33458","27","43188",,,,"include_legion"
"11259","Treasures of Stormheim","17","54023","","33459","27","43196",,,,"include_legion"
"11259","Treasures of Stormheim","18","54024","","33460","27","43208",,,,"include_legion"
"11259","Treasures of Stormheim","19","54025","","33461","27","38474",,,,"include_legion"
"11259","Treasures of Stormheim","20","54026","","33462","27","38475",,,,"include_legion"
"11259","Treasures of Stormheim","21","54027","","33463","27","38637",,,,"include_legion"
"11259","Treasures of Stormheim","22","54028","","33464","27","38744",,,,"include_legion"
"11259","Treasures of Stormheim","23","54029","","33465","27","40108",,,,"include_legion"
"11259","Treasures of Stormheim","24","54030","","33460","27","43208",,,,"include_legion"
"11259","Treasures of Stormheim","25","54031","","33466","27","43239",,,,"include_legion"
"11259","Treasures of Stormheim","26","54032","","33467","27","38495",,,,"include_legion"
"11259","Treasures of Stormheim","27","54033","","33468","27","38510",,,,"include_legion"
"11259","Treasures of Stormheim","28","54034","","33469","27","38383",,,,"include_legion"
"11259","Treasures of Stormheim","29","54035","","33470","27","38487",,,,"include_legion"
"11259","Treasures of Stormheim","30","54036","","33471","27","38489",,,,"include_legion"
"11259","Treasures of Stormheim","31","54037","","33472","27","38490",,,,"include_legion"
"11259","Treasures of Stormheim","32","54038","","33473","27","43302",,,,"include_legion"
"11259","Treasures of Stormheim","33","54039","","33474","27","43304",,,,"include_legion"
"11259","Treasures of Stormheim","34","54040","","33475","27","38486",,,,"include_legion"
"11259","Treasures of Stormheim","35","54041","","33476","27","38476",,,,"include_legion"
"11259","Treasures of Stormheim","36","54042","","33477","27","40082",,,,"include_legion"
"11259","Treasures of Stormheim","37","54043","","33478","27","40066",,,,"include_legion"
"11259","Treasures of Stormheim","38","54044","","33479","27","40099",,,,"include_legion"
"11259","Treasures of Stormheim","39","54045","","33480","27","43187",,,,"include_legion"
"11259","Treasures of Stormheim","40","54046","","33481","27","43306",,,,"include_legion"
"11259","Treasures of Stormheim","41","54047","","33482","27","38494",,,,"include_legion"
"11259","Treasures of Stormheim","42","54048","","33483","27","38498",,,,"include_legion"
"11259","Treasures of Stormheim","43","54049","","33484","27","38509",,,,"include_legion"
"11259","Treasures of Stormheim","44","54050","","33485","27","38529",,,,"include_legion"
"11259","Treasures of Stormheim","45","54051","","33486","27","38677",,,,"include_legion"
"11259","Treasures of Stormheim","46","54052","","33487","27","38488",,,,"include_legion"
"11259","Treasures of Stormheim","47","54053","","33488","27","43255",,,,"include_legion"
"11259","Treasures of Stormheim","48","54054","","33489","27","40091",,,,"include_legion"
"11259","Treasures of Stormheim","49","54055","","33490","27","40095",,,,"include_legion"
"11259","Treasures of Stormheim","50","54056","","33491","27","43207",,,,"include_legion"
"11259","Treasures of Stormheim","51","54057","","33492","27","43194",,,,"include_legion"
"11259","Treasures of Stormheim","52","54058","","33493","27","43195",,,,"include_legion"
"11259","Treasures of Stormheim","53","54059","","33494","27","38503",,,,"include_legion"
"11259","Treasures of Stormheim","54","54060","","33495","27","38481",,,,"include_legion"
"11259","Treasures of Stormheim","55","54061","","33496","27","40085",,,,"include_legion"
"11259","Treasures of Stormheim","56","54062","","33497","27","40086",,,,"include_legion"
"11259","Treasures of Stormheim","57","54063","","33498","27","40088",,,,"include_legion"
"11259","Treasures of Stormheim","58","54064","","33499","27","40089",,,,"include_legion"
"11259","Treasures of Stormheim","59","54065","","33500","27","40093",,,,"include_legion"
"11259","Treasures of Stormheim","60","54066","","33501","27","40094",,,,"include_legion"
"11259","Treasures of Stormheim","61","54067","","33502","27","43308",,,,"include_legion"
"11259","Treasures of Stormheim","62","54068","","33503","27","43205",,,,"include_legion"
"11259","Treasures of Stormheim","63","54069","","33504","27","43189",,,,"include_legion"
"11259","Treasures of Stormheim","64","54070","","33505","27","43191",,,,"include_legion"
"11259","Treasures of Stormheim","65","54071","","33507","27","38215",,,,"include_legion"
"11259","Treasures of Stormheim","66","54072","","33508","27","38477",,,,"include_legion"
"11259","Treasures of Stormheim","67","54073","","33509","27","38738",,,,"include_legion"
"11259","Treasures of Stormheim","68","54074","","33510","27","40090",,,,"include_legion"
"11259","Treasures of Stormheim","69","54075","","33511","27","43307",,,,"include_legion"
"11259","Treasures of Stormheim","70","54076","","33512","27","43238",,,,"include_legion"
"11259","Treasures of Stormheim","71","54077","","33513","27","43240",,,,"include_legion"
"11260","Treasures of Suramar","0","53809","","33256","27","43830",,,,"include_legion"
"11260","Treasures of Suramar","1","54120","","33556","68","257291",,,,"include_legion"
"11260","Treasures of Suramar","2","54121","","33557","27","41048",,,,"include_legion"
"11260","Treasures of Suramar","3","54122","","33558","27","41050",,,,"include_legion"
"11260","Treasures of Suramar","4","54123","","33559","27","43850",,,,"include_legion"
"11260","Treasures of Suramar","5","54124","","33560","27","43873",,,,"include_legion"
"11260","Treasures of Suramar","6","54125","","33561","27","43834",,,,"include_legion"
"11260","Treasures of Suramar","7","54126","","33562","27","43838",,,,"include_legion"
"11260","Treasures of Suramar","8","54127","","33563","27","44179",,,,"include_legion"
"11260","Treasures of Suramar","9","54128","","33564","27","40767",,,,"include_legion"
"11260","Treasures of Suramar","10","54129","","33565","27","44323",,,,"include_legion"
"11260","Treasures of Suramar","11","54130","","33566","27","44324",,,,"include_legion"
"11260","Treasures of Suramar","12","54131","","33567","27","44325",,,,"include_legion"
"11260","Treasures of Suramar","13","54132","","33568","27","43847",,,,"include_legion"
"11260","Treasures of Suramar","14","54133","","33569","27","43856",,,,"include_legion"
"11260","Treasures of Suramar","15","54134","","33570","27","43857",,,,"include_legion"
"11260","Treasures of Suramar","16","54135","","33571","27","43867",,,,"include_legion"
"11260","Treasures of Suramar","17","54136","","33572","27","43875",,,,"include_legion"
"11260","Treasures of Suramar","18","54137","","33573","27","43876",,,,"include_legion"
"11260","Treasures of Suramar","19","54138","","33574","27","43839",,,,"include_legion"
"11260","Treasures of Suramar","20","54139","","33575","27","43843",,,,"include_legion"
"11260","Treasures of Suramar","21","54140","","33576","27","43844",,,,"include_legion"
"11260","Treasures of Suramar","22","54141","","33577","27","41681",,,,"include_legion"
"11260","Treasures of Suramar","23","54142","","33578","27","41682",,,,"include_legion"
"11260","Treasures of Suramar","24","54143","","33579","27","42827",,,,"include_legion"
"11260","Treasures of Suramar","25","54144","","33580","27","43855",,,,"include_legion"
"11260","Treasures of Suramar","26","54145","","33581","27","43865",,,,"include_legion"
"11260","Treasures of Suramar","27","54146","","33582","27","43872",,,,"include_legion"
"11260","Treasures of Suramar","28","54147","","33583","27","43874",,,,"include_legion"
"11260","Treasures of Suramar","29","54148","","33584","27","43741",,,,"include_legion"
"11260","Treasures of Suramar","30","54149","","33585","27","43835",,,,"include_legion"
"11260","Treasures of Suramar","31","54150","","33586","27","40902",,,,"include_legion"
"11260","Treasures of Suramar","32","54151","","33587","27","43848",,,,"include_legion"
"11260","Treasures of Suramar","33","54152","","33588","27","43849",,,,"include_legion"
"11260","Treasures of Suramar","34","54153","","33589","27","40692",,,,"include_legion"
"11260","Treasures of Suramar","35","54154","","33590","27","41051",,,,"include_legion"
"11260","Treasures of Suramar","36","54155","","33591","27","43853",,,,"include_legion"
"11260","Treasures of Suramar","37","54156","","33592","27","43854",,,,"include_legion"
"11260","Treasures of Suramar","38","54157","","33593","27","43863",,,,"include_legion"
"11260","Treasures of Suramar","39","54158","","33594","27","43869",,,,"include_legion"
"11260","Treasures of Suramar","40","54159","","33595","27","43871",,,,"include_legion"
"11260","Treasures of Suramar","41","54160","","33596","27","43833",,,,"include_legion"
"11260","Treasures of Suramar","42","54161","","33597","27","41049",,,,"include_legion"
"11260","Treasures of Suramar","43","54162","","33598","27","43858",,,,"include_legion"
"11260","Treasures of Suramar","44","54163","","33599","27","43860",,,,"include_legion"
"11260","Treasures of Suramar","45","54164","","33600","27","43866",,,,"include_legion"
"11260","Treasures of Suramar","46","54165","","33601","27","43845",,,,"include_legion"
"11260","Treasures of Suramar","47","54166","","33602","27","43846",,,,"include_legion"
"11260","Treasures of Suramar","48","54167","","33603","27","43864",,,,"include_legion"
"11260","Treasures of Suramar","49","54168","","33604","27","43868",,,,"include_legion"
"11260","Treasures of Suramar","50","54169","","33605","27","43870",,,,"include_legion"
"11260","Treasures of Suramar","51","54170","","33606","27","43831",,,,"include_legion"
"11260","Treasures of Suramar","52","54171","","33607","27","43840",,,,"include_legion"
"11260","Treasures of Suramar","53","54172","","33608","27","43842",,,,"include_legion"
"11260","Treasures of Suramar","54","54173","","33609","27","43416",,,,"include_legion"
"11260","Treasures of Suramar","55","54174","","33610","27","43859",,,,"include_legion"
"11260","Treasures of Suramar","56","54175","","33611","27","43861",,,,"include_legion"
"11260","Treasures of Suramar","57","54176","","33612","27","43862",,,,"include_legion"
"12074","Shoot First, Loot Later","0","61266","Krokul Emergency Cache","37592","27","48884",,,,"include_legion"
"12074","Shoot First, Loot Later","1","61267","Legion Tower Chest","37593","27","48885",,,,"include_legion"
"12074","Shoot First, Loot Later","2","61268","Lost Krokul Chest","37594","27","48886",,,,"include_legion"
"12074","Shoot First, Loot Later","3","61269","Eredar Treasure Cache","37595","27","48743",,,,"include_legion"
"12074","Shoot First, Loot Later","4","61270","Chest of Ill-Gotten Gains","37596","27","48744",,,,"include_legion"
"12074","Shoot First, Loot Later","5","61271","Student's Surprising Surplus","37597","27","48745",,,,"include_legion"
"12074","Shoot First, Loot Later","6","61272","Void-Tinged Chest","37598","27","48747",,,,"include_legion"
"12074","Shoot First, Loot Later","7","61273","Augari Secret Stash","37599","27","48748",,,,"include_legion"
"12074","Shoot First, Loot Later","8","61274","Desperate Eredar's Cache","37600","27","48749",,,,"include_legion"
"12074","Shoot First, Loot Later","9","61275","Shattered House Chest","37601","27","48750",,,,"include_legion"
"12074","Shoot First, Loot Later","10","61276","Doomseeker's Treasure","37602","27","48751",,,,"include_legion"
"12074","Shoot First, Loot Later","11","61528","Forgotten Legion Supplies","37695","27","49017",,,,"include_legion"
"12074","Shoot First, Loot Later","12","61529","Ancient Legion War Cache","37696","27","49018",,,,"include_legion"
"12074","Shoot First, Loot Later","13","61530","Fel-Bound Chest","37697","27","49019",,,,"include_legion"
"12074","Shoot First, Loot Later","14","61531","Legion Treasure Hoard","37698","27","49020",,,,"include_legion"
"12074","Shoot First, Loot Later","15","61532","Timeworn Fel Chest","37699","27","49021",,,,"include_legion"
"12074","Shoot First, Loot Later","16","61848","Augari-Runed Chest","37955","27","49129",,,,"include_legion"
"12074","Shoot First, Loot Later","17","61849","Secret Augari Chest","37956","27","49151",,,,"include_legion"
"12074","Shoot First, Loot Later","18","61850","Augari Goods","37957","27","49153",,,,"include_legion"
"12074","Shoot First, Loot Later","19","61851","Long-Lost Augari Treasure","37958","27","49154",,,,"include_legion"
"12074","Shoot First, Loot Later","20","61852","Precious Augari Keepsakes","37959","27","49156",,,,"include_legion"
"12074","Shoot First, Loot Later","21","61853","Missing Augari Chest","37960","27","49159",,,,"include_legion"
