"achievement_id","achievement","tree_id","criterion","completion_quest_id","npc_id","object_id","mapping"
"11264","Adventurer of Highmountain","53894","Totally Safe Treasure Chest","39766",,"244446","att_quest_object_provider"
"11264","Adventurer of Highmountain","53895","Slumbering Bear","40175","98890",,"att_quest_npc_provider"
"11264","Adventurer of Highmountain","53896","Amateur Hunters","40413",,"245479","att_quest_object_provider"
"11264","Adventurer of Highmountain","53897","Devouring Darkness","40414","100495",,"att_quest_npc_provider"
"11264","Adventurer of Highmountain","53898","Sekhan","40681","101077",,"att_quest_npc_provider"
"11264","Adventurer of Highmountain","53900","Unethical Adventurers","40423",,"240353","att_quest_object_provider"
"11264","Adventurer of Highmountain","53937","Bodash the Hoarder","40084","98299",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53902","Garvrulg","40897","99610",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53903","Elfbane","41319","99792",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53904","Cora'kar","41135","100864",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53905","Rok'nash","40680","103183",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53906","Har'kess the Insatiable","41136","103214",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53907","Hertha Grimdottir","43993","103223",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53908","Reef Lord Raj'his","44003","103575",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53909","Shadowquil","43996","103841",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53910","Rauren","43484","105547",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53911","Artificer Lothaire","43717","106351",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53912","Pinchshank","43968","107846",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53913","Shal'an","42831","109054",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53914","Magister Phaedris","43348","109954",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53915","Mal'Dreth the Corrupter","43351","110024",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53916","Myonix","43358","110340",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53917","Seigemaster Aedrin","43369","110438",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53918","Oreth the Vile","43449","110577",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53919","Arcanist Lylandre","43481","110656",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53920","Cadraeus","43495","110726",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53921","Tideclaw","43542","110824",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53922","Gorgroth","43992","110832",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53923","Apothecary Faldren","43580","110870",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53924","Guardian Thor'el","43597","110944",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53925","Randril","43603","111007",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53926","Anax","43954","111197",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53927","Matron Hagatha","43718","111329",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53928","Ambassador D'vwinn","43794","111649",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53929","Degren","43792","111651",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53930","Miasu","43793","111653",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53931","Maia the White","44072","112497",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53932","Mar'tura","44124","112802",,"att_quest_npc_provider"
"11265","Adventurer of Suramar","53938","Lieutenant Strathmar","40905","102303",,"att_quest_npc_provider"
