"status","release_decision","acquisition_expansion","unavailable","availability_note","current_exists","classic_source_tree_match","att_patch_match","species_id","name","creature_id","summon_spell_id","pet_type_enum","flags","source_type_enum","source_text","original_item_ids","att_nyi"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","True","50","Green Wing Macaw","7387","10683","2","2","0","|cFFFFD200Drop: |rDefias Pirate|n|cFFFFD200Zone: |rThe Deadmines","8492","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","51","Senegal","7389","10684","2","2","2","|cFFFFD200Vendor: |rNarkk, Harry No-Hooks|n|cFFFFD200Zone: |rThe Cape of Stranglethorn|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendor: |rDealer Rashaad|n|cFFFFD200Zone: |rNetherstorm|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","8495","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","52","Ancona Chicken","7394","10685","2","2","2","|cFFFFD200Vendor: |r""Plucky"" Johnson|n|cFFFFD200Zone: |rThousand Needles|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","11023","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","55","Undercity Cockroach","7395","10688","4","2","2","|cFFFFD200Vendor: |rDealer Rashaad|n|cFFFFD200Zone: |rNetherstorm|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendor: |rJeremiah Payson|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","10393","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","56","Dark Whelpling","7543","10695","1","2","0","|cFFFFD200Drop: |rWhelplings|n|cFFFFD200Zone: |rWetlands, Dustwallow Marsh, Badlands, Burning Steppes","10822","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","58","Crimson Whelpling","7544","10697","1","2","0","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Zone: |rWetlands","8499","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","59","Emerald Whelpling","7545","10698","1","2","0","|cFFFFD200Drop: |rNoxious Whelp|n|cFFFFD200Zone: |rFeralas","8498","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","True","64","Wood Frog","7550","10703","8","2","2","|cFFFFD200Vendor: |rFlik|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","11027","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","True","65","Tree Frog","7549","10704","8","2","2","|cFFFFD200Vendor: |rFlik|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","11026","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","67","Hawk Owl","7555","10706","2","2","2","|cFFFFD200Vendor: |rShylenai|n|cFFFFD200Zone: |rTeldrassil|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","8501","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","68","Great Horned Owl","7553","10707","2","2","2","|cFFFFD200Vendor: |rShylenai|n|cFFFFD200Zone: |rTeldrassil|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","8500","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","70","Brown Prairie Dog","14421","10709","4","2","2","|cFFFFD200Vendor: |rHalpa, Naleen|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","10394","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","72","Snowshoe Rabbit","7560","10711","4","2","2","|cFFFFD200Vendor: |rYarlyn Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","8497","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","75","Black Kingsnake","7565","10714","7","2","2","|cFFFFD200Vendor: |rXan'tish|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","10360","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","77","Brown Snake","7562","10716","7","2","2","|cFFFFD200Vendor: |rXan'tish|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","10361","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","78","Crimson Snake","7567","10717","7","2","2","|cFFFFD200Vendor: |rDealer Rashaad|n|cFFFFD200Zone: |rNetherstorm|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendor: |rXan'tish|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t","10392","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","83","Mechanical Chicken","8376","12243","9","18","1","|cFFFFD200Quest:|r An OOX of Your Own|n|cFFFFD200Zone:|r Booty Bay|n","10398","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","84","Westfall Chicken","30379","13548","2","18","1","|cFFFFD200Quest: |rCLUCK!|n|cFFFFD200Zone: |rWestfall","11110","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","True","85","Pet Bombling","9656","15048","9","2","3","|cFFFFD200Profession: |rEngineering","11825","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","True","86","Lil' Smoky","9657","15049","9","2","3","|cFFFFD200Profession: |rEngineering","11826","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","87","Sprite Darter Hatchling","9662","15067","1","2","0","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Zone: |rFeralas","11474","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","True","89","Worg Pup","10259","15999","7","2050","0","|cFFFFD200Drop: |rQuartermaster Zigris|n|cFFFFD200Zone: |rLower Blackrock Spire","12264","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","True","90","Smolderweb Hatchling","10598","16450","7","2","0","|cFFFFD200Drop: |rMother Smolderweb|n|cFFFFD200Zone: |rLower Blackrock Spire","12529","False"
"exclude_policy_external","exclude_policy_external","","False","","True","False","True","92","Panda Cub","11325","17707","7","82","7","|cFFFFD200Promotion:|r World of Warcraft Collector's Edition","13583","False"
"exclude_policy_external","exclude_policy_external","","False","","True","False","True","93","Mini Diablo","11326","17708","5","82","7","|cFFFFD200Promotion:|r World of Warcraft Collectors Edition","13584","False"
"exclude_policy_external","exclude_policy_external","","False","","True","False","True","94","Zergling","11327","17709","4","131154","7","|cFFFFD200Promotion:|r World of Warcraft Collectors Edition","13582","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","True","95","Lifelike Toad","12419","19772","9","2","3","|cFFFFD200Profession: |rEngineering","15996","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","106","Jubling","14878","23811","8","18","6","|cFFFFD200World Event:|r Darkmoon Faire","19450","False"
"exclude_policy_external","exclude_policy_external","","False","","True","False","True","107","Murky","15186","24696","0","16466","7","|cFFFFD200Promotion:|r BlizzCon 2005","20371","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","114","Disgusting Oozeling","15429","25162","5","131074","0","|cFFFFD200Drop:|r World Drop|n|cFFFFD200Creature:|r Oozes, Slimes and Worms","20769","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","True","116","Tranquil Mechanical Yeti","15699","26010","9","2","3","|cFFFFD200Profession: |rEngineering","21277","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","117","Tiny Snowman","15710","26045","6","2","6","|cFFFFD200World Event:|r Feast of Winter Veil|n","21309","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","118","Winter Reindeer","15706","26529","4","2","6","|cFFFFD200World Event:|r Feast of Winter Veil","21308","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","119","Father Winter's Helper","15698","26533","0","131074","6","|cFFFFD200World Event:|r Feast of Winter Veil","21301","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","120","Winter's Little Helper","15705","26541","0","131074","6","|cFFFFD200World Event:|r Feast of Winter Veil","21305","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","122","Peddlefeet","16085","27570","0","2","6","|cFFFFD200World Event:|r Love is in the Air|n|cFFFFD200Vendor: |rLovely Merchant|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\INV_ValentinesCard01:0|t|n","22235","False"
"exclude_policy_external","exclude_policy_external","","False","","True","False","True","124","Poley","16456","28505","7","16466","7","|cFFFFD200Promotion:|r iCoke","22781","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","125","Speedy","16547","28738","8","2","6","|cFFFFD200World Event:|r Children's Week","23002","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","126","Mr. Wiggles","16548","28739","4","2","6","|cFFFFD200World Event:|r Children's Week","23007","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","127","Whiskers the Rat","16549","28740","4","2","6","|cFFFFD200World Event:|r Children's Week","23015","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","128","Spirit of Summer","16701","28871","6","2","6","|cFFFFD200World Event:|r Midsummer Fire Festival|n|cFFFFD200Vendor: |rMidsummer Merchant|n|cFFFFD200Cost: |r350|TINTERFACE\ICONS\INV_SummerFest_FireFlower:0|t","23083","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","233","Deviate Hatchling","35395","67414","7","2","0","|cFFFFD200Drop: |rDeviate Guardian, Deviate Ravager|n|cFFFFD200Zone: |rWailing Caverns","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","239","Razzashi Hatchling","35394","67420","7","2","0","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Zone: |rNorthern Stranglethorn, The Cape of Stranglethorn","","False"
"exclude_cross_expansion","exclude_cross_expansion","cataclysm","False","","True","True","False","266","Fossilized Hatchling","45340","84752","3","2","3","|cFFFFD200Profession: |rArchaeology","","False"
"exclude_cross_expansion","exclude_cross_expansion","cataclysm","False","","True","True","False","277","Clockwork Gnome","48609","90523","9","2","3","|cFFFFD200Profession: |rArchaeology","","False"
"exclude_cross_expansion","exclude_cross_expansion","cataclysm","False","","True","True","False","309","Pterrordax Hatchling","53225","98571","2","2","3","|cFFFFD200Profession: |rArchaeology","","False"
"exclude_cross_expansion","exclude_cross_expansion","cataclysm","False","","True","True","False","310","Voodoo Figurine","53232","98587","3","2","3","|cFFFFD200Profession: |rArchaeology","","False"
"exclude_policy_external","exclude_policy_external","","False","","True","False","True","757","Tiny Green Dragon","14755","23531","1","16466","7","|cFFFFD200Promotion:|r iCoke China","19055","False"
"exclude_policy_external","exclude_policy_external","","False","","True","False","True","758","Tiny Red Dragon","14756","23530","1","16466","7","|cFFFFD200Promotion:|r iCoke China","19054","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","False","True","1073","Terky","16445","28487","0","82","0","|cFFFFD200Drop:|r White Murloc Egg","22780","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1145","Mr. Bigglesworth","68655","135256","3","82","5","|cFFFFD200Achievement: |rRaiding with Leashes|n|cFFFFD200Category: |rCollect","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1147","Harbinger of Flame","68665","135258","0","2","0","|cFFFFD200Drop: |rSulfuron Harbinger|n|cFFFFD200Zone: |rMolten Core","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1149","Corefire Imp","68664","135259","0","2","0","|cFFFFD200Drop: |rMagmadar|n|cFFFFD200Zone: |rMolten Core","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1150","Ashstone Core","68666","135259","6","2","0","|cFFFFD200Drop: |rGolemagg the Incinerator|n|cFFFFD200Zone: |rMolten Core|n","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1151","Untamed Hatchling","68661","135263","1","2","0","|cFFFFD200Drop: |rRazorgore the Untamed|n|cFFFFD200Zone: |rBlackwing Lair","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1152","Chrominius","68662","135264","1","2","0","|cFFFFD200Drop: |rChromaggus|n|cFFFFD200Zone: |rBlackwing Lair","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1153","Death Talon Whelpguard","68663","135265","1","2","0","|cFFFFD200Drop: |rBroodlord Lashlayer|n|cFFFFD200Zone: |rBlackwing Lair","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1154","Viscidus Globule","68660","135266","5","2","0","|cFFFFD200Drop: |rViscidus|n|cFFFFD200Zone: |rAhn'Qiraj","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1155","Anubisath Idol","68659","135267","0","2","0","|cFFFFD200Drop: |rEmperor Vek'lor|n|cFFFFD200Zone: |rAhn'Qiraj","","False"
"classic_acquisition_confirmed","include_classic","classic","False","","True","True","False","1156","Mini Mindslayer","68658","135268","5","2","0","|cFFFFD200Drop: |rThe Prophet Skeram|n|cFFFFD200Zone: |rAhn'Qiraj","","False"
