"status","release_decision","acquisition_expansion","unavailable","availability_note","current_exists","official_guide_match","tbc_source_tree_match","att_patch_match","species_id","name","creature_id","summon_spell_id","pet_type_enum","flags","source_type_enum","source_text","source_patches","original_item_ids","att_nyi"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","465","Ravager Hatchling","62051","0","7","26","4","|cFFFFD200Pet Battle: |rBloodmyst Isle","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","514","Flayer Youngling","62555","0","0","26","4","|cFFFFD200Pet Battle: |rHellfire Peninsula","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","515","Sporeling Sprout","62564","0","0","26","4","|cFFFFD200Pet Battle: |rZangarmarsh","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","517","Warpstalker Hatchling","62583","0","7","26","4","|cFFFFD200Pet Battle: |rTerokkar Forest","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","521","Fledgling Nether Ray","62627","0","2","26","4","|cFFFFD200Pet Battle: |rNetherstorm","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","528","Scalded Basilisk Hatchling","62628","0","7","26","4","|cFFFFD200Pet Battle: |rBlade's Edge Mountains","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","628","Infected Fawn","61827","0","3","26","4","|cFFFFD200Pet Battle: |rBloodmyst Isle, Eastern Plaguelands, Silverpine Forest","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","637","Skittering Cavern Crawler","62638","0","7","26","4","|cFFFFD200Pet Battle: |rBlade's Edge Mountains","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","638","Nether Roach","62625","0","4","26","4","|cFFFFD200Pet Battle: |rNetherstorm","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","False","False","1164","Cogblade Raptor","68841","0","9","26","4","|cFFFFD200Pet Battle:|r Blade's Edge Mountains|n","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1226","Lil' Bad Wolf","71014","141433","0","2","0","|cFFFFD200Drop: |rThe Big Bad Wolf|n|cFFFFD200Zone: |rKarazhan","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","False","True","False","1227","Menagerie Custodian","71015","141434","9","2","0","|cFFFFD200Drop: |rThe Curator|n|cFFFFD200Zone: |rKarazhan","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","False","True","False","1228","Netherspace Abyssal","71016","141435","5","2","0","|cFFFFD200Drop: |rPrince Malchezaar|n|cFFFFD200Zone: |rKarazhan","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","False","True","False","1229","Fiendish Imp","71033","141451","0","2","0","|cFFFFD200Drop: |rTerestian Illhoof|n|cFFFFD200Zone: |rKarazhan","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1230","Tideskipper","71017","141436","8","2","0","|cFFFFD200Drop: |rMorogrim Tidewalker|n|cFFFFD200Zone: |rSerpentshrine Cavern","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1231","Tainted Waveling","71018","141437","6","2","0","|cFFFFD200Drop: |rHydross the Unstable|n|cFFFFD200Zone: |rSerpentshrine Cavern","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1232","Coilfang Stalker","71019","141446","5","131074","0","|cFFFFD200Drop: |rLady Vashj|n|cFFFFD200Zone: |rSerpentshrine Cavern","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1233","Pocket Reaver","71020","141447","9","2","0","|cFFFFD200Drop: |rVoid Reaver|n|cFFFFD200Zone: |rTempest Keep|n|n","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1234","Lesser Voidcaller","71021","141448","5","131074","0","|cFFFFD200Drop: |rHigh Astromancer Solarian|n|cFFFFD200Zone: |rTempest Keep|n","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1235","Phoenix Hawk Hatchling","71022","141449","1","2","0","|cFFFFD200Drop: |rAl'ar|n|cFFFFD200Zone: |rTempest Keep|n","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","False","True","False","1236","Tito","71023","141450","7","82","5","|cFFFFD200Achievement: |rRaiding with Leashes II: Attunement Edition|n|cFFFFD200Category: |rCollect","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","False","True","False","1622","Grotesque","90200","179811","3","2","0","|cFFFFD200Drop: |rAzgalor|n|cFFFFD200Zone: |rHyjal Summit","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1623","Leviathan Hatchling","90201","179830","8","2","0","|cFFFFD200Drop: |rHigh Warlord Naj'entus|n|cFFFFD200Zone: |rBlack Temple","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1624","Abyssius","90202","179831","5","2","0","|cFFFFD200Drop: |rSupremus|n|cFFFFD200Zone: |rBlack Temple","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1625","Fragment of Anger","90203","179832","3","2","0","|cFFFFD200Drop: |rReliquary of the Lost|n|cFFFFD200Zone: |rBlack Temple","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1626","Fragment of Suffering","90204","179833","3","131074","0","|cFFFFD200Drop: |rReliquary of the Lost|n|cFFFFD200Zone: |rBlack Temple","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1627","Fragment of Desire","90205","179834","3","131074","0","|cFFFFD200Drop: |rReliquary of the Lost|n|cFFFFD200Zone: |rBlack Temple","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1628","Sister of Temptation","90206","179835","0","133122","0","|cFFFFD200Drop: |rMother Shahraz|n|cFFFFD200Zone: |rBlack Temple","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","False","True","False","1629","Stinkrot","90207","179836","3","131074","0","|cFFFFD200Drop: |rAnetheron|n|cFFFFD200Zone: |rHyjal Summit","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","False","True","False","1631","Hyjal Wisp","90208","179837","5","2","0","|cFFFFD200Drop: |rArchimonde|n|cFFFFD200Zone: |rHyjal Summit","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1632","Sunblade Micro-Defender","90212","179838","9","131074","0","|cFFFFD200Drop: |rBrutallus|n|cFFFFD200Zone: |rSunwell Plateau","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1633","Chaos Pup","90213","179839","5","2","0","|cFFFFD200Drop: |rM'uru|n|cFFFFD200Zone: |rSunwell Plateau","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","True","True","False","1634","Wretched Servant","90214","179840","0","2","0","|cFFFFD200Drop: |rEredar Twins|n|cFFFFD200Zone: |rSunwell Plateau","","","False"
"tbc_acquisition_confirmed","include_tbc","the_burning_crusade","False","","True","False","True","False","1635","K'ute","90215","179841","5","210","5","|cFFFFD200Achievement: |rRaiding with Leashes III: Drinkin' From the Sunwell|n|cFFFFD200Category: |rCollect","","","False"
