"status","acquisition_expansion","catalog_theme_expansion","decor_id","item_id","decor_name","catalog_name","category","source_text","achievement_ids","quest_ids","npc_ids","spell_ids","currency_ids","classification_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"needs_acquisition_expansion",,,"379","245358","Small Fruit Platter",,,,,,,,,,,"Small Fruit Platter","-3","3","1","1","1"
"needs_acquisition_expansion",,,"383","235677","Wrought Iron Floor Lamp",,,,,,,,,,,"Wrought Iron Floor Lamp","-3","3","1","1","3"
"internal_dnt",,,"387","245373","[DNT] Sturdy Wooden Table - DO NOT USE",,,,,,,,,,,,,"192","1","1","3"
"needs_acquisition_expansion",,,"388","245383","""Sunrise Canyon"" Painting",,,,,,,,,,,"""Sunrise Canyon"" Painting","-3","3","2","1","1"
"needs_acquisition_expansion",,,"389","245356","Goldshire Window",,,,,,,,,,,"Goldshire Window","-3","3","2","1","3"
"needs_acquisition_expansion",,,"390","245376","Tall Sturdy Wooden Bookcase",,,,,,,,,,,"Tall Sturdy Wooden Bookcase","-3","3","1","1","3"
"needs_acquisition_expansion",,,"399","245410","Abandoned Bookcase",,,,,,,,,,,,,"192","1","1","5"
"needs_acquisition_expansion",,,"478","245354","Wooden Coffin Lid",,,,,,,,,,,"Wooden Coffin Lid","-3","3","1","1","3"
"needs_acquisition_expansion",,,"479","245365","Empty Stormwind Market Stand",,,,,,,,,,,"Empty Stormwind Market Stand","-3","3","1","1","3"
"needs_acquisition_expansion",,,"480","245366","Stormwind Bean Seller's Stand",,,,,,,,,,,"Stormwind Bean Seller's Stand","-3","3","1","1","3"
"needs_acquisition_expansion",,,"481","245368","Stormwind Spice Merchant's Stand",,,,,,,,,,,"Stormwind Spice Merchant's Stand","-3","3","1","1","5"
"needs_acquisition_expansion",,,"482","245357","Gryphon Roost",,,,,,,,,,,"Gryphon Roost","-3","3","1","1","5"
"needs_acquisition_expansion",,,"483","245352","Sturdy Wooden Coffin",,,,,,,,,,,"Sturdy Wooden Coffin","-3","3","1","1","3"
"needs_acquisition_expansion",,,"484","245353","Open Wooden Coffin",,,,,,,,,,,"Open Wooden Coffin","-3","3","1","1","3"
"needs_acquisition_expansion",,,"485","245377","Open-Air Sturdy Tent",,,,,,,,,,,"Open-Air Sturdy Tent","-3","3","1","1","5"
"needs_acquisition_expansion",,,"486","245378","Sturdy Sheltering Tent",,,,,,,,,,,"Sturdy Sheltering Tent","-3","3","1","1","5"
"needs_acquisition_expansion",,,"487","245360","Small Stonework Fountain",,,,,,,,,,,"Small Stonework Fountain","-3","3","1","1","5"
"needs_acquisition_expansion",,,"488","245359","Large Stonework Fountain",,,,,,,,,,,"Large Stonework Fountain","-3","3","1","1","5"
"needs_acquisition_expansion",,,"489","245379","Sturdy Roofed Wagon",,,,,,,,,,,"Sturdy Roofed Wagon","-3","3","1","1","5"
"needs_acquisition_expansion",,,"490","245380","Sturdy Open Wagon",,,,,,,,,,,"Sturdy Open Wagon","-3","3","1","1","5"
"needs_acquisition_expansion",,,"491","245382","Sturdy Covered Wagon",,,,,,,,,,,"Sturdy Covered Wagon","-3","3","1","1","5"
"needs_acquisition_expansion",,,"492","245385","Well-Built Well",,,,,,,,,,,"Well-Built Well","-3","3","1","1","5"
"needs_acquisition_expansion",,,"493","245386","Sturdy Wooden Wheelbarrow",,,,,,,,,,,"Sturdy Wooden Wheelbarrow","-3","3","1","1","3"
"needs_acquisition_expansion",,,"494","235523","Sturdy Wooden Chair",,,,,,,,,,,"Sturdy Wooden Chair","-3","259","1","1","1"
"needs_acquisition_expansion",,,"495","245336","Sturdy Wooden Bed",,,,,,,,,,,"Sturdy Wooden Bed","-3","3","1","1","3"
"needs_acquisition_expansion",,,"496","245372","Covered Wooden Table",,,,,,,,,,,"Covered Wooden Table","-3","3","1","1","3"
"needs_acquisition_expansion",,,"497","245374","Sturdy Wooden Table",,,,,,,,,,,"Sturdy Wooden Table","-3","3","1","1","3"
"needs_acquisition_expansion",,,"498","235633","Circular Woolen Rug",,,,,,,,,,,"Circular Woolen Rug","-3","3","4","1","3"
"internal_dnt",,,"508","245350","[DNT] Chair for Testing Decor Limits - do not use",,,,,,,,,,,,,"192","1","1","2490"
"needs_acquisition_expansion",,,"518","245507","Studded Wooden Chair",,,,,,,,,,,,,"128","1","1","3"
"needs_acquisition_expansion",,,"519","245430","Orcish Wooden Bench",,,,,,,,,,,,,"131","1","1","3"
"needs_acquisition_expansion",,,"520","245369","Gift of Gilneas",,,,,,,,,,,"Gift of Gilneas","-3","3","1","1","1"
"needs_acquisition_expansion",,,"521","245371","Charming Laurel Tree",,,,,,,,,,,"Charming Laurel Tree","-3","3","1","1","5"
"needs_acquisition_expansion",,,"522","236653","Orgrimmar Interior Narrow Wall",,,,,,,,,,,"Orgrimmar Interior Narrow Wall","-3","3","1","2","3"
"needs_acquisition_expansion",,,"523","236654","Orgrimmar Interior Doorway",,,,,,,,,,,"Orgrimmar Interior Doorway","-3","3","1","2","3"
"needs_acquisition_expansion",,,"524","236655","Orgrimmar Interior Wall",,,,,,,,,,,"Orgrimmar Interior Wall","-3","3","1","2","3"
"needs_acquisition_expansion",,,"525","236666","Orgrimmar Round Interior Pillar",,,,,,,,,,,"Orgrimmar Round Interior Pillar","-3","3","1","2","3"
"needs_acquisition_expansion",,,"526","236667","Orgrimmar Square Interior Pillar",,,,,,,,,,,"Orgrimmar Square Interior Pillar","-3","3","1","2","3"
"needs_acquisition_expansion",,,"527","236675","Stormwind Interior Pillar",,,,,,,,,,,"Stormwind Interior Pillar","-3","3","1","2","3"
"needs_acquisition_expansion",,,"528","236676","Stormwind Interior Narrow Wall",,,,,,,,,,,"Stormwind Interior Narrow Wall","-3","3","1","2","3"
"needs_acquisition_expansion",,,"529","236677","Stormwind Interior Wall",,,,,,,,,,,"Stormwind Interior Wall","-3","3","1","2","3"
"needs_acquisition_expansion",,,"530","236678","Stormwind Interior Doorway",,,,,,,,,,,"Stormwind Interior Doorway","-3","3","1","2","3"
"needs_acquisition_expansion",,,"533","245392","Sturdy Wooden Interior Pillar",,,,,,,,,,,"Sturdy Wooden Interior Pillar","-3","3","1","2","3"
"needs_acquisition_expansion",,,"534","245393","Plain Interior Wall",,,,,,,,,,,"Plain Interior Wall","-3","3","1","2","3"
"needs_acquisition_expansion",,,"535","245394","Plain Interior Doorway",,,,,,,,,,,"Plain Interior Doorway","-3","3","1","2","3"
"needs_acquisition_expansion",,,"536","245395","Plain Interior Narrow Wall",,,,,,,,,,,"Plain Interior Narrow Wall","-3","3","1","2","3"
"catalog_hidden_unobtainable","","dragonflight","562","245292","Winter Veil Tree","Winter Veil Tree","Nature › Large Foliage","","","","","","","No acquisition source; current HouseDecor flags include HiddenInCatalog","https://housing.wowdb.com/decor/562/winter-veil-tree-562/",,,"192","1","1","5"
"needs_acquisition_expansion",,,"582","245298","Wild Violet Bellflowers",,,,,,,,,,,"Wild Violet Bellflowers","-3","3","1","1","1"
"needs_acquisition_expansion",,,"584","245299","Reaching Violet Bellflowers",,,,,,,,,,,"Reaching Violet Bellflowers","-3","3","1","1","1"
"needs_acquisition_expansion",,,"586","245300","Arched Violet Bellflowers",,,,,,,,,,,"Arched Violet Bellflowers","-3","3","1","1","1"
"needs_acquisition_expansion",,,"592","245301","Algari Lettuce Plant",,,,,,,,,,,,,"131","1","1","1"
"internal_dnt",,,"669","253418","[DNT] 12PH_Opulent_INE01_Partition_Pillar.wmo - DO NOT USE - unfinished",,,,,,,,,,,,,"131","1","2","100"
"internal_dnt",,,"670","253419","[DNT] 12PH_Opulent_INE01_Partition_W_L.wmo  - DO NOT USE - unfinished",,,,,,,,,,,,,"131","1","2","100"
"internal_dnt",,,"671","253421","[DNT] 12PH_Opulent_INE01_Partition_W_S.wmo - DO NOT USE - unfinished",,,,,,,,,,,,,"131","1","2","100"
"internal_dnt",,,"672","253423","[DNT] 12PH_Opulent_INE01_Partition_W_L_Arch.wmo - DO NOT USE - unfinished",,,,,,,,,,,,,"131","1","2","100"
"needs_acquisition_expansion",,,"673","238857","Moon-Blessed Storage Crate",,,,,,,,,,,"Moon-Blessed Storage Crate","-3","3","1","1","1"
"needs_acquisition_expansion",,,"674","245449","Ancient Elven Highback Chair",,,,,,,,,,,"Ancient Elven Highback Chair","-3","3","1","1","1"
"needs_acquisition_expansion",,,"675","238859","Cenarion Privacy Screen",,,,,,,,,,,"Cenarion Privacy Screen","-3","3","1","1","3"
"needs_acquisition_expansion",,,"676","238860","Deluxe Val'sharah Bed",,,,,,,,,,,"Deluxe Val'sharah Bed","-3","3","1","1","3"
"needs_acquisition_expansion",,,"677","238861","Cenarion Rectangular Rug",,,,,,,,,,,"Cenarion Rectangular Rug","-3","3","4","1","5"
"internal_dnt",,,"678","238862","[DNT] Cenarion Round Rug - do not use - new asset",,,,,,,,,,,,,"192","4","1","3"
"needs_acquisition_expansion",,,"679","238863","Kaldorei Desk",,,,,,,,,,,"Kaldorei Desk","-3","3","1","1","3"
"acquisition_midnight_confirmed","midnight","dragonflight","714","245284","Silvermoon Wooden Chair","Silvermoon Wooden Chair","Furnishings › Seating","Dethelin (Silvermoon City) 3000 Resonance Crystals Materialist Ophinell (Twilight Highlands) 50 Twilight's Blade Insignia","","","249196;250982","","2815;3319","Displayed acquisition source is a Midnight zone, housing vendor, quest, or currency","https://housing.wowdb.com/decor/714/silvermoon-wooden-chair-714/","Silvermoon Wooden Chair","-3","3","1","1","1"
"catalog_hidden_unobtainable","","dragonflight","715","245279","Small Silvermoon Bookcase","Small Silvermoon Bookcase","Furnishings › Storage","","","","","","","No acquisition source; current HouseDecor flags include HiddenInCatalog","https://housing.wowdb.com/decor/715/small-silvermoon-bookcase-715/",,,"131","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","716","245285","Reliquary Storage Crate","Reliquary Storage Crate","Furnishings › Storage","Cataloger Jakes (Dragonscale Basecamp) 100 Dragon Isles Supplies Rae'ana (Dragonscale Basecamp) 100 Dragon Isles Supplies","","","188265;189226","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/716/reliquary-storage-crate-716/","Reliquary Storage Crate","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","717","245287","Long Sin'dorei Rug","Long Sin'dorei Rug","Accents › Floor","Cataloger Jakes (Dragonscale Basecamp) 250 Dragon Isles Supplies Rae'ana (Dragonscale Basecamp) 250 Dragon Isles Supplies","","","188265;189226","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/717/long-sindorei-rug-717/","Long Sin'dorei Rug","-3","3","4","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","718","245288","Circular Sin'dorei Rug","Circular Sin'dorei Rug","Accents › Floor","Cataloger Jakes (Dragonscale Basecamp) 250 Dragon Isles Supplies Rae'ana (Dragonscale Basecamp) 250 Dragon Isles Supplies","","","188265;189226","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/718/circular-sindorei-rug-718/","Circular Sin'dorei Rug","-3","3","4","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","720","238975","Reliquary Telescope","Reliquary Telescope","Accents › Misc Accents","Cataloger Jakes (Dragonscale Basecamp) 750 Dragon Isles Supplies Rae'ana (Dragonscale Basecamp) 750 Dragon Isles Supplies","","","188265;189226","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/720/reliquary-telescope-720/","Reliquary Telescope","-3","3","1","1","1"
"needs_acquisition_expansion",,,"721","245400","Ceiling Cobweb",,,,,,,,,,,"Ceiling Cobweb","-3","3","1","1","1"
"needs_acquisition_expansion",,,"722","245401","Tented Cobweb",,,,,,,,,,,"Tented Cobweb","-3","3","1","1","1"
"needs_acquisition_expansion",,,"723","245402","Small Dangling Cobweb",,,,,,,,,,,"Small Dangling Cobweb","-3","3","3","1","1"
"needs_acquisition_expansion",,,"724","245403","Large Dangling Cobweb",,,,,,,,,,,"Large Dangling Cobweb","-3","3","3","1","1"
"needs_acquisition_expansion",,,"725","245404","Pillar Cobweb",,,,,,,,,,,"Pillar Cobweb","-3","3","1","1","1"
"needs_acquisition_expansion",,,"726","239075","Wrought Iron Chandelier",,,,,,,,,,,"Wrought Iron Chandelier","-3","3","3","1","1"
"internal_dnt",,,"744","245351","[DNT] Chair - do not use",,,,,,,,,,,,,"192","1","1","3"
"needs_acquisition_expansion",,,"749","245428","Hungry Human's Platter",,,,,,,,,,,"Hungry Human's Platter","5","3","1","1","1"
"needs_acquisition_expansion",,,"750","245429","Tirisgarde Book Tempest",,,,,,,,,,,"Tirisgarde Book Tempest","-3","3","1","1","3"
"needs_acquisition_expansion",,,"751","239162","Wooden Mug",,,,,,,,,,,"Wooden Mug","-3","3","1","1","1"
"needs_acquisition_expansion",,,"752","245448","""Night on the Jeweled Estate"" Painting",,,,,,,,,,,"""Night on the Jeweled Estate"" Painting","-3","3","2","1","1"
"needs_acquisition_expansion",,,"753","245447","""The Final Study"" Painting",,,,,,,,,,,,,"131","2","1","1"
"needs_acquisition_expansion",,,"754","245446","""The Fallen Archmage"" Painting",,,,,,,,,,,,,"131","2","1","1"
"needs_acquisition_expansion",,,"755","245484","Boralus-Style Lobster Platter",,,,,,,,,,,"Boralus-Style Lobster Platter","7","3","1","1","1"
"needs_acquisition_expansion",,,"756","245501","Venthyr Tome of Unforgiven Sins",,,,,,,,,,,"Venthyr Tome of Unforgiven Sins","-3","3","1","1","1"
"catalog_hidden_unobtainable","","dragonflight","757","245277","""Aspects in the Clouds"" Painting","""Aspects in the Clouds"" Painting","Accents › Wall Hangings","","","","","","","No acquisition source; current HouseDecor flags include HiddenInCatalog","https://housing.wowdb.com/decor/757/aspects-in-the-clouds-painting-757/",,,"131","2","1","1"
"catalog_hidden_unobtainable","","dragonflight","758","245278","""Water Falls Home"" Painting","""Water Falls Home"" Painting","Accents › Wall Hangings","","","","","","","No acquisition source; current HouseDecor flags include HiddenInCatalog","https://housing.wowdb.com/decor/758/water-falls-home-painting-758/",,,"131","2","1","1"
"needs_acquisition_expansion",,,"759","239170","Dornic Mine and Cheese Platter",,,,,,,,,,,"Dornic Mine and Cheese Platter","10","3","1","1","1"
"needs_acquisition_expansion",,,"760","245295","Literature of Dornogal",,,,,,,,,,,"Literature of Dornogal","-3","3","1","1","1"
"needs_acquisition_expansion",,,"761","245296","Literature of Taelloch",,,,,,,,,,,"Literature of Taelloch","-3","3","1","1","1"
"needs_acquisition_expansion",,,"762","245297","Literature of Gundargaz",,,,,,,,,,,"Literature of Gundargaz","-3","3","1","1","1"
"needs_acquisition_expansion",,,"763","245293","Collection of Arathi Scripture",,,,,,,,,,,"Collection of Arathi Scripture","-3","3","1","1","1"
"needs_acquisition_expansion",,,"764","245294","Councilward's Jeweled Goblet",,,,,,,,,,,"Councilward's Jeweled Goblet","-3","3","1","1","1"
"needs_acquisition_expansion",,,"765","245326","Kaheti Predator's Assortment",,,,,,,,,,,"Kaheti Predator's Assortment","10","3","1","1","1"
"needs_acquisition_expansion",,,"766","239177","Open Tome of Twilight Nihilism",,,,,,,,,,,"Open Tome of Twilight Nihilism","-3","3","1","1","1"
"needs_acquisition_expansion",,,"767","245332","Tome of Silvermoon Intrigue",,,,,,,,,,,"Tome of Silvermoon Intrigue","-3","3","1","1","1"
"needs_acquisition_expansion",,,"768","239179","Tome of Twilight Nihilism",,,,,,,,,,,"Tome of Twilight Nihilism","-3","3","1","1","1"
"needs_acquisition_expansion",,,"769","245331","""Edge of Val'sharah"" Painting",,,,,,,,,,,,,"131","2","1","1"
"needs_acquisition_expansion",,,"770","245367","Stormwind Produce Seller's Stand",,,,,,,,,,,"Stormwind Produce Seller's Stand","-3","3","1","1","5"
"needs_acquisition_expansion",,,"771","245329","Small Poppy Cluster",,,,,,,,,,,"Small Poppy Cluster","-3","3","1","1","1"
"needs_acquisition_expansion",,,"772","245327","Creeping Corner Ivy",,,,,,,,,,,"Creeping Corner Ivy","-3","3","1","1","1"
"needs_acquisition_expansion",,,"773","245328","Small Boxwood Bush",,,,,,,,,,,"Small Boxwood Bush","-3","3","1","1","1"
"needs_acquisition_expansion",,,"825","245306","Cozy Four-Pipe Bed",,,,,,,,,,,"Cozy Four-Pipe Bed","-3","3","1","1","5"
"internal_dnt",,,"826","245304","[DNT] Relaxing Goblin Beach Chair with Cup Gripper - DO NOT USE - new asset",,,,,,,,,,,,,"192","1","1","3"
"needs_acquisition_expansion",,,"827","245303","Rocket-Unpowered Rocket",,,,,,,,,,,"Rocket-Unpowered Rocket","-3","3","1","1","3"
"needs_acquisition_expansion",,,"828","239213","Well-Lit Incontinental Loveseat",,,,,,,,,,,"Well-Lit Incontinental Loveseat","-3","3","1","1","3"
"needs_acquisition_expansion",,,"829","239214","Well-Lit Incontinental Couch",,,,,,,,,,,"Well-Lit Incontinental Couch","10","3","1","1","3"
"needs_acquisition_expansion",,,"837","245467","Lordaeron Banded Crate",,,,,,,,,,,"Lordaeron Banded Crate","-3","3","1","1","1"
"needs_acquisition_expansion",,,"838","245463","Lordaeron Banded Barrel",,,,,,,,,,,"Lordaeron Banded Barrel","-3","3","1","1","1"
"needs_acquisition_expansion",,,"839","245464","Inert Blight Canister",,,,,,,,,,,"Inert Blight Canister","-3","3","1","1","1"
"needs_acquisition_expansion",,,"840","245462","Banshee Queen's Banner",,,,,,,,,,,"Banshee Queen's Banner","-3","3","2","1","5"
"internal_dnt",,,"848","253425","[DNT] 12PH_Opulent_IBE01_Partition_W_L.wmo - DO NOT USE - duplicate",,,,,,,,,,,,,"192","1","2","100"
"needs_acquisition_expansion",,,"854","245502","Brill Coffin",,,,,,,,,,,"Brill Coffin","0","3","1","1","3"
"needs_acquisition_expansion",,,"855","245517","Gilnean Cauldron",,,,,,,,,,,"Gilnean Cauldron","3","35","1","1","1"
"internal_dnt",,,"856","245519","[DNT] Gilnean Problem Solver - Do Not Use - Updated Asset Available",,,,,,,,,,,,,"192","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight",,"857","245520","Gilnean Celebration Keg","Gilnean Celebration Keg",,"Reclamation of Gilneas; Marie Allen (Stormglen Village, Gilneas) 150; Samantha Buckley (Ruins of Gilneas) 150","19719","","211065;216888","","","The reward and vendor unlock require the Reclamation of Gilneas storyline added in Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/857/gilnean-celebration-keg-857/","Gilnean Celebration Keg","-3","3","1","1","1"
"needs_acquisition_expansion",,,"858","245518","Worgen's Chicken Coop",,,,,,,,,,,"Worgen's Chicken Coop","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight",,"859","245516","Gilnean Bench","Gilnean Bench",,"Marie Allen (Stormglen Village, Gilneas) 75; Samantha Buckley (Ruins of Gilneas) 75; requires Reclamation of Gilneas","19719","","211065;216888","","","The post-Reclamation vendor inventory belongs to Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/859/gilnean-bench-859/","Gilnean Bench","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight",,"860","245515","Gilnean Wooden Bed","Gilnean Wooden Bed",,"Marie Allen (Stormglen Village, Gilneas) 75; Samantha Buckley (Ruins of Gilneas) 75; requires Reclamation of Gilneas","19719","","211065;216888","","","The post-Reclamation vendor inventory belongs to Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/860/gilnean-wooden-bed-860/","Gilnean Wooden Bed","-3","3","1","1","3"
"needs_acquisition_expansion",,,"861","245468","Open Lordaeron Banded Crate",,,,,,,,,,,,,"131","1","1","1"
"needs_acquisition_expansion",,,"862","245473","Forsaken Studded Table",,,,,,,,,,,"Forsaken Studded Table","-3","3","1","1","5"
"needs_acquisition_expansion",,,"863","245465","Tirisfal Wooden Chair",,,,,,,,,,,"Tirisfal Wooden Chair","-3","3","1","1","1"
"needs_acquisition_expansion",,,"864","245466","Forsaken Spiked Chair",,,,,,,,,,,"Forsaken Spiked Chair","-3","3","1","1","3"
"needs_acquisition_expansion",,,"865","239606","Forsaken Round Rug",,,,,,,,,,,"Forsaken Round Rug","-3","3","4","1","3"
"catalog_hidden_unobtainable","","dragonflight","866","245397","Studious Sin'dorei Desk","Studious Sin'dorei Desk","Furnishings › Tables and Desks","","","","","","","No acquisition source; current HouseDecor flags include HiddenInCatalog","https://housing.wowdb.com/decor/866/studious-sindorei-desk-866/",,,"131","1","1","3"
"internal_dnt",,,"916","253427","[DNT] 12PH_Opulent_IBE01_Partition_W_S.wmo - DO NOT USE - duplicate",,,,,,,,,,,,,"192","1","2","100"
"needs_acquisition_expansion",,,"922","245503","Brill Coffin Lid",,,,,,,,,,,"Brill Coffin Lid","0","3","1","1","3"
"needs_acquisition_expansion",,,"923","245504","Lordaeron Fence",,,,,,,,,,,"Lordaeron Fence","-3","3","1","1","1"
"needs_acquisition_expansion",,,"924","245505","Lordaeron Fencepost",,,,,,,,,,,"Lordaeron Fencepost","-3","3","1","1","1"
"needs_acquisition_expansion",,,"925","241043","Elodor Barrel",,,,,,,,,,,"Elodor Barrel","-3","3","1","1","1"
"needs_acquisition_expansion",,,"926","241044","Argussian Crate",,,,,,,,,,,"Argussian Crate","-3","3","1","1","1"
"needs_acquisition_expansion",,,"927","245423","Spherical Draenic Topiary",,,,,,,,,,,"Spherical Draenic Topiary","-3","3","1","1","3"
"needs_acquisition_expansion",,,"928","245425","Hanging Draenethyst Light",,,,,,,,,,,"Hanging Draenethyst Light","-3","3","3","1","1"
"needs_acquisition_expansion",,,"929","245421","Karabor Bed",,,,,,,,,,,"Karabor Bed","5","3","1","1","5"
"needs_acquisition_expansion",,,"930","245422","Draenic Bookcase",,,,,,,,,,,"Draenic Bookcase","-3","3","1","1","3"
"needs_acquisition_expansion",,,"931","245424","Draenic Storage Chest",,,,,,,,,,,"Draenic Storage Chest","-3","3","1","1","3"
"needs_acquisition_expansion",,,"932","245474","Forsaken War Planning Table",,,,,,,,,,,"Forsaken War Planning Table","-3","3","1","1","5"
"needs_acquisition_expansion",,,"933","245483","Lordaeron Spiked Weapon Rack",,,,,,,,,,,"Lordaeron Spiked Weapon Rack","-3","3","1","1","3"
"needs_acquisition_expansion",,,"934","245469","Lordaeron Lantern",,,,,,,,,,,"Lordaeron Lantern","-3","3","1","1","1"
"needs_acquisition_expansion",,,"935","245475","Forsaken Long Table",,,,,,,,,,,"Forsaken Long Table","-3","3","1","1","5"
"needs_acquisition_expansion",,,"936","245470","Lordaeron Hanging Lantern",,,,,,,,,,,"Lordaeron Hanging Lantern","-3","3","2","1","1"
"needs_acquisition_expansion",,,"937","245476","Large Forsaken War Tent",,,,,,,,,,,"Large Forsaken War Tent","-3","3","1","1","5"
"needs_acquisition_expansion",,,"938","245477","Small Forsaken War Tent",,,,,,,,,,,"Small Forsaken War Tent","-3","3","1","1","5"
"needs_acquisition_expansion",,,"939","245471","Blightfire Lantern",,,,,,,,,,,"Blightfire Lantern","-3","3","1","1","1"
"needs_acquisition_expansion",,,"940","245472","Blightfire Hanging Lantern",,,,,,,,,,,"Blightfire Hanging Lantern","-3","3","2","1","1"
"needs_acquisition_expansion",,,"941","245478","Lordaeron Sconce",,,,,,,,,,,"Lordaeron Sconce","-3","3","2","1","1"
"needs_acquisition_expansion",,,"942","245479","Blightfire Sconce",,,,,,,,,,,"Blightfire Sconce","-3","3","2","1","1"
"needs_acquisition_expansion",,,"943","245482","Undercity Spiked Chest",,,,,,,,,,,"Undercity Spiked Chest","-3","3","1","1","1"
"needs_acquisition_expansion",,,"944","241062","Lordaeron Rectangular Rug",,,,,,,,,,,"Lordaeron Rectangular Rug","-3","3","4","1","3"
"needs_acquisition_expansion",,,"945","245480","Lordaeron Torch",,,,,,,,,,,"Lordaeron Torch","-3","3","1","1","3"
"needs_acquisition_expansion",,,"946","245481","Blightfire Torch",,,,,,,,,,,"Blightfire Torch","-3","3","1","1","3"
"needs_acquisition_expansion",,,"947","245411","Dark Ship's Lantern",,,,,,,,,,,"Dark Ship's Lantern","-3","3","1","1","1"
"needs_acquisition_expansion",,,"948","241066","Forsaken Spiked Brazier",,,,,,,,,,,"Forsaken Spiked Brazier","-3","3","1","1","3"
"needs_acquisition_expansion",,,"949","241067","Large Forsaken Spiked Brazier",,,,,,,,,,,"Large Forsaken Spiked Brazier","-3","3","1","1","3"
"needs_acquisition_expansion",,,"984","241617","Elegant Padded Chair",,,,,,,,,,,"Elegant Padded Chair","-3","3","1","1","1"
"needs_acquisition_expansion",,,"985","241618","Elegant Padded Footstool",,,,,,,,,,,"Elegant Padded Footstool","-3","3","1","1","1"
"needs_acquisition_expansion",,,"986","253437","Elegant Covered Bench",,,,,,,,,,,"Elegant Covered Bench","-3","3","1","1","3"
"needs_acquisition_expansion",,,"987","241620","Elegant Wooden Dresser",,,,,,,,,,,"Elegant Wooden Dresser","-3","3","1","1","3"
"needs_acquisition_expansion",,,"988","241621","Small Elegant End Table",,,,,,,,,,,"Small Elegant End Table","-3","3","1","1","3"
