"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","npc_ids"
"16678","Adventurer of The Azure Span","14","139791","Gruffy","56111","0","193251","193251"
"16678","Adventurer of The Azure Span","15","139792","Grumbletrunk","56112","0","193269","193269"
"16678","Adventurer of The Azure Span","16","139794","Trilvarus Loreweaver","56114","0","193196","193196"
"16678","Adventurer of The Azure Span","17","139795","Fisherman Tinnak","56115","0","193691","193691"
"16678","Adventurer of The Azure Span","18","139796","Snufflegust","56116","0","193706","193706"
"16678","Adventurer of The Azure Span","19","139797","Skald the Impaler","56117","0","193708","193708"
"16678","Adventurer of The Azure Span","20","139798","Seereel, the Spring","56118","0","193710","193710"
"16678","Adventurer of The Azure Span","21","139799","Moth'go Deeploom","56119","0","193735","193735"
"16678","Adventurer of The Azure Span","22","139800","Swog'ranka","56120","0","193634","193634"
"16678","Adventurer of The Azure Span","23","139802","Bisquius","55381","0","197557","197557"
"16678","Adventurer of The Azure Span","24","139803","Blightfur","56122","0","193178","193178"
"16678","Adventurer of The Azure Span","25","139805","Spellwrought Snowman","56124","0","193238","193238"
"16678","Adventurer of The Azure Span","26","139806","Snarglebone","56125","0","197344","197344"
"16678","Adventurer of The Azure Span","27","139807","Blisterhide","56126","0","197353","197353"
"16678","Adventurer of The Azure Span","28","139808","Gnarls","56127","0","197354","197354"
"16678","Adventurer of The Azure Span","29","139809","High Shaman Rotknuckle","56128","0","197356","197356"
"16678","Adventurer of The Azure Span","30","139810","Ravenous Tundra Bear","56129","0","197371","197371"
"16678","Adventurer of The Azure Span","31","139811","Astray Splasher","56130","0","197411","197411"
"16679","Adventurer of Thaldraszus","0","139820","Razk'vex the Untamed","56133","0","193143","193143"
"16679","Adventurer of Thaldraszus","1","139821","Innumerable Ruination","56135","0","193126","193126"
"16679","Adventurer of Thaldraszus","2","139822","Blightpaw the Depraved","56136","0","193128","193128"
"16679","Adventurer of Thaldraszus","3","139823","Pleasant Alpha","56137","0","193130","193130"
"16679","Adventurer of Thaldraszus","4","139824","Goremaul the Gluttonous","56138","0","193125","193125"
"16679","Adventurer of Thaldraszus","5","139825","Phenran","56140","0","193688","193688"
"16679","Adventurer of Thaldraszus","6","139826","Matriarch Remalla","56141","0","193246","193246"
"16679","Adventurer of Thaldraszus","7","139827","Phleep","56142","0","193210","193210"
"16679","Adventurer of Thaldraszus","8","139828","Tempestrian","56144","0","193258","193258"
"16679","Adventurer of Thaldraszus","9","139829","Treasure-Mad Trambladd","56146","0","193146","193146"
"16679","Adventurer of Thaldraszus","10","139830","Eldoren the Reborn","56147","0","193234","193234"
"16679","Adventurer of Thaldraszus","11","139831","Riverwalker Tamopo","56148","0","193240","193240"
"16679","Adventurer of Thaldraszus","12","139832","Broodweaver Araznae","56149","0","193220","193220"
"16679","Adventurer of Thaldraszus","13","139833","Sandana the Tempest","56150","0","193176","193176"
"16679","Adventurer of Thaldraszus","14","139834","Rokmur","56151","0","193666","193666"
"16679","Adventurer of Thaldraszus","15","139835","Woolfang","56152","0","193161","193161"
"16679","Adventurer of Thaldraszus","16","139836","The Weeping Vilomah","56153","0","183984","183984"
"16679","Adventurer of Thaldraszus","17","139837","Craggravated Elemental","56154","0","193663","193663"
"16679","Adventurer of Thaldraszus","18","139838","The Great Shellkhan","56155","0","191305","191305"
"16679","Adventurer of Thaldraszus","19","139839","Corrupted Proto-Dragon","56156","0","193658","193658"
"16679","Adventurer of Thaldraszus","20","139840","Lord Epochbrgl","56157","0","193241","193241"
"16679","Adventurer of Thaldraszus","21","139841","Ancient Protector","56158","0","193664","193664"
"17524","Adventurer of the Forbidden Reach","0","143673","Vraken the Hunter","58458","0","200584","200584"
"17524","Adventurer of the Forbidden Reach","1","143674","Gahz'raxes","58459","0","200537","200537"
"17524","Adventurer of the Forbidden Reach","2","143675","Ishyra","58460","0","200579","200579"
"17524","Adventurer of the Forbidden Reach","3","143676","Reisa the Drowned","58461","0","200600","200600"
"17524","Adventurer of the Forbidden Reach","4","143677","Duzalgor","58462","0","200610","200610"
"17524","Adventurer of the Forbidden Reach","5","143678","Bonesifter Marwak","58463","0","200681","200681"
"17524","Adventurer of the Forbidden Reach","6","143679","Galakhad","58464","0","200717","200717"
"17524","Adventurer of the Forbidden Reach","7","143680","Grugoth the Hullcrusher","58465","0","200721","200721"
"17524","Adventurer of the Forbidden Reach","8","143681","Lady Shaz'ra","58466","0","200885","200885"
"17524","Adventurer of the Forbidden Reach","9","143682","Veltrax","58467","0","200904","200904"
"17524","Adventurer of the Forbidden Reach","10","143683","Mad-Eye Carrey","58468","0","201181","201181"
"17524","Adventurer of the Forbidden Reach","11","143684","Wyrmslayer Angvardi","58469","0","201013","201013"
"17524","Adventurer of the Forbidden Reach","12","143685","Warden Entrix","58470","0","200960","200960"
"17524","Adventurer of the Forbidden Reach","13","143686","Ookbeard","58471","0","200956","200956"
"17524","Adventurer of the Forbidden Reach","14","143687","Pyrachniss","58472","0","200978","200978"
"17524","Adventurer of the Forbidden Reach","15","143688","Volcanakk","58473","0","200911","200911"
"17524","Adventurer of the Forbidden Reach","16","143689","Tectonus","58474","0","200619","200619"
"17524","Adventurer of the Forbidden Reach","17","143690","Sir Pinchalot","58475","0","200620","200620"
"17524","Adventurer of the Forbidden Reach","18","143691","Manathema","58476","0","200621","200621"
"17524","Adventurer of the Forbidden Reach","19","143692","Snarfang","58477","0","200622","200622"
"17524","Adventurer of the Forbidden Reach","20","143693","Gareed","58478","0","200722","200722"
"17524","Adventurer of the Forbidden Reach","21","143694","Faunos","58479","0","200725","200725"
"17524","Adventurer of the Forbidden Reach","22","143695","Tidesmith Zarviss","58480","0","200730","200730"
"17524","Adventurer of the Forbidden Reach","23","143696","Arcantrix","58481","0","200737","200737"
"17524","Adventurer of the Forbidden Reach","24","143697","Kangalo","58482","0","200738","200738"
"17524","Adventurer of the Forbidden Reach","25","143698","Fimbol","58483","0","200739","200739"
"17524","Adventurer of the Forbidden Reach","26","143699","Agni Blazehoof","58484","0","200740","200740"
"17524","Adventurer of the Forbidden Reach","27","143700","Luttrok","58485","0","200742","200742"
"17524","Adventurer of the Forbidden Reach","28","143701","Amephyst","58486","0","200743","200743"
"17524","Adventurer of the Forbidden Reach","29","144278","Loot Specialist","58830","0","203353","203353"
"17783","Adventurer of Zaralek Cavern","0","144860","Alcanon","59188","0","203515","203515"
"17783","Adventurer of Zaralek Cavern","1","144861","Aquifon","59185","0","203468","203468"
"17783","Adventurer of Zaralek Cavern","2","144862","Brullo the Strong","59202","68","398828","203621"
"17783","Adventurer of Zaralek Cavern","3","144863","Colossian","59212","0","204093","204093"
"17783","Adventurer of Zaralek Cavern","4","144864","Emberdusk","59209","0","203664","203664"
"17783","Adventurer of Zaralek Cavern","5","144865","Flowfy","59207","0","203660","203660"
"17783","Adventurer of Zaralek Cavern","6","144866","General Zskorro","59190","0","203592","203592"
"17783","Adventurer of Zaralek Cavern","7","144867","Goopal","59186","0","203477","203477"
"17783","Adventurer of Zaralek Cavern","8","144869","Invoq","59200","0","203627","203627"
"17783","Adventurer of Zaralek Cavern","9","144870","Dinn","59206","0","203646","203646"
"17783","Adventurer of Zaralek Cavern","10","144871","Karokta","59199","0","203625","203625"
"17783","Adventurer of Zaralek Cavern","11","144872","Kapraku","59184","0","203466","203466"
"17783","Adventurer of Zaralek Cavern","12","144873","Klakatak","59198","0","203618","203618"
"17783","Adventurer of Zaralek Cavern","13","144874","Kob'rok","59183","0","203462","203462"
"17783","Adventurer of Zaralek Cavern","14","144877","Magtembo","59203","0","200111","200111"
"17783","Adventurer of Zaralek Cavern","15","144878","Professor Gastrinax","59189","0","203521","203521"
"17783","Adventurer of Zaralek Cavern","16","144880","Skornak","59205","0","203643","203643"
"17783","Adventurer of Zaralek Cavern","17","144881","Spinmarrow","59187","0","203480","203480"
"17783","Adventurer of Zaralek Cavern","18","144882","Subterrax","59208","0","203662","203662"
"17783","Adventurer of Zaralek Cavern","19","144883","Underlight Queen","59191","0","203593","203593"
"17783","Adventurer of Zaralek Cavern","20","144884","Viridian King","59210","0","201029","201029"
"19316","Adventurer of the Emerald Dream","0","151262","Nuoberon","62929","0","209113","209113"
"19316","Adventurer of the Emerald Dream","1","151263","Firebrand Fystia","62930","0","209893","209893"
"19316","Adventurer of the Emerald Dream","2","151264","Reefbreaker Moruud","62931","0","209898","209898"
"19316","Adventurer of the Emerald Dream","3","151265","Greedy Gessie","62932","0","209936","209936"
"19316","Adventurer of the Emerald Dream","4","151266","Envoy of Winter","62933","0","209929","209929"
"19316","Adventurer of the Emerald Dream","5","151267","Talthonei Ashwhisper","62934","0","209902","209902"
"19316","Adventurer of the Emerald Dream","6","151268","Splinterlimb","62935","0","209365","209365"
"19316","Adventurer of the Emerald Dream","7","151269","Ignit the Firebranded","62936","0","209620","209620"
"19316","Adventurer of the Emerald Dream","8","151270","Crabtankerous","62937","0","209909","209909"
"19316","Adventurer of the Emerald Dream","9","151271","Fruitface","62938","0","209913","209913"
"19316","Adventurer of the Emerald Dream","10","151272","The Apostle","62939","0","209911","209911"
"19316","Adventurer of the Emerald Dream","11","151273","Isaqa","62940","0","209919","209919"
"19316","Adventurer of the Emerald Dream","12","151274","Surging Lasher","62941","0","210111","210111"
"19316","Adventurer of the Emerald Dream","13","151275","Moragh the Slothful","62942","0","210045","210045"
"19316","Adventurer of the Emerald Dream","14","151276","Keen-Eyed Cian","62943","0","210046","210046"
"19316","Adventurer of the Emerald Dream","15","151277","Somnambulant Ori","62944","0","210047","210047"
"19316","Adventurer of the Emerald Dream","16","151278","Bloodstripe Great Ray","62945","0","210050","210050"
"19316","Adventurer of the Emerald Dream","17","151279","Matriarch Keevah","62946","0","210051","210051"
"19316","Adventurer of the Emerald Dream","18","151280","Moltenbinder's Disciple","62947","0","208658","208658"
"19316","Adventurer of the Emerald Dream","19","151281","Molten Leadspike","62948","0","210064","210064"
"19316","Adventurer of the Emerald Dream","20","151282","Mosa Umbramane","62949","0","210070","210070"
"19316","Adventurer of the Emerald Dream","21","151283","Henri Snufftail","62950","0","210075","210075"
"19316","Adventurer of the Emerald Dream","22","151284","Ristar the Rabid","62951","0","210161","210161"
"19316","Adventurer of the Emerald Dream","23","153296","Voracious Mikanji","64492","0","210508","210508"
