"status","release_decision","current_exists","mount_id","name","source_spell_id","item_ids","item_expansion_ids","source_type_enum","flags","source_text"
"guide_confirmed","include_dragonflight","True","1553","Liberated Slyvern","359622","201440","9","0","0","|cFFFFD200Drop: |rBreezebiter|n|cFFFFD200Zone: |rThe Azure Span"
"guide_confirmed","include_dragonflight","True","1563","Highland Drake","360954","194106;194705","9","5","512","|cFFFFD200Achievement:|r Dragon Isles: Highland Drake|n"
"snapshot_candidate","exclude_policy_external","True","1573","Magenta Cloud Serpent","366647","189978","-3","11","192","|cFFFFD200Trading Post|r"
"snapshot_candidate","exclude_policy_external","True","1574","Crusty Crawler","366789","190168","-3","11","64","|cFFFFD200Trading Post|r"
"snapshot_candidate","exclude_policy_external","True","1575","Quawks","366790","190169","-3","11","64","|cFFFFD200Trading Post|r"
"snapshot_candidate","exclude_policy_external","True","1577","Ash'adar, Harbinger of Dawn","366962","190231","-3","11","64","|cFFFFD200Trading Post / Shop|r"
"snapshot_candidate","exclude_policy_external","True","1579","Coral-Stalker Waveray","367620","190539","-3","11","64","|cFFFFD200Trading Post|r"
"snapshot_candidate","exclude_policy_external","True","1582","Savage Green Battle Turtle","367826","190613","-3","11","240","|cFFFFD200Trading Post|r"
"snapshot_candidate","exclude_policy_external","True","1583","Armored Siege Kodo","367875","190636","-3","11","64","|cFFFFD200Trading Post / Shop|r"
"snapshot_candidate","exclude_policy_external","True","1586","Armored Golden Pterrordax","368126","190767","-3","11","192","|cFFFFD200Trading Post|r"
"guide_confirmed","include_dragonflight","True","1588","Winding Slitherdrake","368893","204361;211486","9","5","512","|cFFFFD200Achievement:|r A Serpentine Discovery"
"guide_confirmed","include_dragonflight","True","1589","Renewed Proto-Drake","368896","194034","9","5","512","|cFFFFD200Achievement:|r Dragon Isles: A New Friend"
"guide_confirmed","include_dragonflight","True","1590","Windborne Velocidrake","368899","194549","9","5","512","|cFFFFD200Achievement:|r Dragon Isles: Windborne Velocidrake"
"guide_confirmed","include_dragonflight","True","1591","Cliffside Wylderdrake","368901","194521","9","5","512","|cFFFFD200Achievement:|r Dragon Isles: Cliffside Wylderdrake"
"snapshot_candidate","exclude_policy_external","True","1595","Cerulean Marsh Hopper","369480","191094","","11","64","|cFFFFD200Trading Post|r"
"guide_confirmed","include_dragonflight","True","1603","Subterranean Magmammoth","371176","191838","9","2","0","|cFFFFD200Vendor: |rSacratros|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r100|Hitem:204727|h|TInterface\ICONS\INV_Misc_CuriousCoin.BLP:0|t|h"
"db2_dragonflight_signal","include_dragonflight","True","1605","Dragon Isles Drake Model Test","371571","","","5","576","|cFFFFD200Achievement:|r Dragon Isles Drake|n"
"snapshot_candidate","exclude_policy_external","True","1607","Swift Spectral Drake","372995","","","5","64","|cFFFFD200Legacy|r"
"racial_ability_not_collectible","exclude_unobtainable_or_internal","True","1608","Soar","430833","","","-1","8130",""
"guide_confirmed","include_dragonflight","True","1612","Loyal Magmammoth","373859","192601","9","2","0","|cFFFFD200Vendor: |rYries Lightfingers|n|cFFFFD200Zone: |rThe Waking Shores"
"snapshot_candidate","include_dragonflight","True","1614","Stormtouched Bruffalon","373967","","","5","0","|cFFFFD200Achievement:|r Across the Isles|n|cFFFFD200Category:|r Exploration"
"guide_confirmed","include_dragonflight","True","1615","Tamed Skitterfly","374032","192761","9","2","0","|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 25|n|cFFFFD200Vendor:|r Granpap Whiskers|n|cFFFFD200Location:|r Dragonscale Basecamp"
"guide_confirmed","include_dragonflight","True","1616","Azure Skitterfly","374034","192762","9","2","0","|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 25|n|cFFFFD200Vendor:|r Granpap Whiskers|n|cFFFFD200Location:|r Dragonscale Basecamp|n|cFFFFD200Cost:|r 5|Hitem:201401|h|TInterface\ICONS\INV_Icon_Feather05d.BLP:0|t|h 20|Hitem:193053|h|TInterface\ICONS\INV_Feather_11.blp:0|t|h 750|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1617","Verdant Skitterfly","374048","192764","9","0","0","|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 25|n|cFFFFD200Treasure:|r Expedition Scout's Pack"
"item_expansion_confirmed","include_dragonflight","True","1618","Bestowed Sandskimmer","374071","192765","9","5","0","|cFFFFD200Achievement:|r Closing Time|n|cFFFFD200Category:|r Exploration"
"guide_confirmed","include_dragonflight","True","1619","Ancient Salamanther","374090","192772","9","0","0","|cFFFFD200Drop:|r The Forbidden Reach|n"
"item_expansion_confirmed","include_dragonflight","True","1621","Coralscale Salamanther","374097","192774","9","5","0","|cFFFFD200Achievement:|r Into the Storm|n|cFFFFD200Category:|r Exploration"
"guide_confirmed","include_dragonflight","True","1622","Stormhide Salamanther","374098","192775","9","2","0","|cFFFFD200Vendor:|r Mythressa|n|cFFFFD200Cost:|r 2000|Hcurrency:2118|h|TInterface\ICONS\INV_Misc_Powder_Thorium.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1623","Seething Slug","374138","192779","9","0","0","|cFFFFD200Treasure: |rSeething Cache|n|cFFFFD200Zone: |rZaralek Cavern"
"guide_confirmed","include_dragonflight","True","1626","Shellack","374155","192784","9","5","0","|cFFFFD200Achievement:|r Glory of the Dragonflight Hero|n"
"item_expansion_confirmed","include_dragonflight","True","1627","Gooey Snailemental","374157","192785","9","0","0","|cFFFFD200Drop:|r The Forbidden Reach|n"
"guide_confirmed","include_dragonflight","True","1629","Scrappy Worldsnail","374162","192786","9","2","0","|cFFFFD200Vendor: |rDealer Vexil|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Cost: |r1000|Hitem:202173|h|TInterface\ICONS\Creatureportrait_Twilightshammer_lava_magicball.blp:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1633","Bestowed Trawling Mammoth","374172","192788","9","5","0","|cFFFFD200Achievement:|r Army of the Fed|n|cFFFFD200Category:|r Exploration"
"guide_confirmed","include_dragonflight","True","1634","Mossy Mammoth","374194","192790","9","0","0","|cFFFFD200Drop:|r Zskera Vaults|n"
"guide_confirmed","include_dragonflight","True","1635","Plainswalker Bearer","374196","192791","9","6","0","|cFFFFD200World Event:|r Centaur Hunts (first hunt of each week)"
"item_expansion_confirmed","include_dragonflight","True","1638","Explorer's Stonehide Packbeast","374204","192796","9","2","0","|cFFFFD200Vendor: |rProvisioner Aristta|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r20000|Hcurrency:2657|h|TInterface\ICONS\INV_7_0Raid_Trinket_05A.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1639","Lizi, Thunderspine Tramper","374247","192799","9","1","0","|cFFFFD200Quest: |rTo Tame A Thunderspine|n|cFFFFD200Zone: |rOhn'ahran Plains"
"guide_confirmed","include_dragonflight","True","1644","Raging Magmammoth","374275","192806","9","5","0","|cFFFFD200Achievement: |rGlory of the Vault Raider|n|cFFFFD200Category: |rDungeons & Raids"
"guide_confirmed","include_dragonflight","True","1645","Renewed Magmammoth","374278","192807","9","0","0","|cFFFFD200Drop:|r Dreamsurges"
"item_expansion_confirmed","include_dragonflight","True","1651","Bestowed Ottuk Vanguard","376898","211862","9","0","0","|cFFFFD200Achievement:|r Flight Club|n|cFFFFD200Category:|r Exploration"
"guide_confirmed","include_dragonflight","True","1653","Brown War Ottuk","376910","201426","9","2","0","|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 30|n|cFFFFD200Vendor:|r Tatto|n|cFFFFD200Location:|r Iskaara|n|cFFFFD200Cost:|r 5|Hitem:201403|h|TInterface\ICONS\Achievement_Reputation_Tuskarr.blp:0|t|h 5|Hitem:201400|h|TInterface\ICONS\TRADE_ARCHAEOLOGY_SHARK JAWS.BLP:0|t|h 1000|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1654","Otterworldly Ottuk Carrier","376912","198654","9","5","0","|cFFFFD200Achievement: |rThanks for the Carry!|n|cFFFFD200Category: |rMounts|n"
"guide_confirmed","include_dragonflight","True","1655","Yellow War Ottuk","376913","201425","9","2","0","|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 30|n|cFFFFD200Vendor:|r Tatto|n|cFFFFD200Location:|r Iskaara|n|cFFFFD200Cost:|r 5|Hitem:201403|h|TInterface\ICONS\Achievement_Reputation_Tuskarr.blp:0|t|h 5|Hitem:201400|h|TInterface\ICONS\TRADE_ARCHAEOLOGY_SHARK JAWS.BLP:0|t|h 1000|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1656","Otto","376873","198870","9","1","0","|cFFFFD200Quest:|r The Way to an Otto's Heart|n"
"guide_confirmed","include_dragonflight","True","1657","Brown Scouting Ottuk","376875","198872","9","2","0","|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 25|n|cFFFFD200Vendor:|r Tatto|n|cFFFFD200Location:|r Iskaara|n|cFFFFD200Cost:|r 2|Hitem:201403|h|TInterface\ICONS\Achievement_Reputation_Tuskarr.blp:0|t|h 2|Hitem:201400|h|TInterface\ICONS\TRADE_ARCHAEOLOGY_SHARK JAWS.BLP:0|t|h 750|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1658","Ivory Trader's Ottuk","376879","198873","9","2","0","|cFFFFD200Vendor: |rTattukiaka|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Cost: |r1|Hitem:193696|h|TInterface\ICONS\INV_10_DungeonJewelry_Primalist_Ring_1_Earth.BLP:0|t|h 1|Hitem:193633|h|TInterface\ICONS\INV_10_DungeonJewelry_Tuskarr_Ring_2_Color4.BLP:0|t|h 1|Hitem:193708|h|TInterface\ICONS\INV_10_DungeonJewelry_Explorer_Ring_1_Color1.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1659","Yellow Scouting Ottuk","376880","200118","9","2","0","|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 25|n|cFFFFD200Vendor:|r Tatto|n|cFFFFD200Location:|r Iskaara|n|cFFFFD200Cost:|r 2|Hitem:201403|h|TInterface\ICONS\Achievement_Reputation_Tuskarr.blp:0|t|h 2|Hitem:201400|h|TInterface\ICONS\TRADE_ARCHAEOLOGY_SHARK JAWS.BLP:0|t|h 750|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1660","Crimson Gladiator's Drake","377071","202086","9","5","64","|cFFFFD200Achievement:|r Gladiator: Dragonflight Season 1|n|cFFFFD200Category:|r Player vs. Player"
"guide_confirmed","exclude_policy_external","True","1662","Telix the Stormhorn","381529","","","7","0","|cFFFFD200Promotion|r |n"
"guide_confirmed","include_dragonflight","True","1664","Guardian Vorquin","384963","198808","9","2","0","|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"guide_confirmed","include_dragonflight","True","1665","Swift Armored Vorquin","385134","198810","9","2","0","|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"guide_confirmed","include_dragonflight","True","1667","Armored Vorquin Leystrider","385131","198809","9","2","0","|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"guide_confirmed","include_dragonflight","True","1668","Majestic Armored Vorquin","385115","198811","9","2","0","|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"item_expansion_confirmed","include_dragonflight","True","1669","Bestowed Ohuna Spotter","385260","198822","9","5","0","|cFFFFD200Achievement:|r Wake Me Up|n|cFFFFD200Category:|r Exploration|n"
"item_expansion_confirmed","include_dragonflight","True","1671","Duskwing Ohuna","385262","198824","9","2","0","|cFFFFD200Vendor: |rCelestine of the Harvest|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Zone: |rOhn'ahran Plains|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r1000|Hitem:207026|h|TInterface\ICONS\INV_Enchant_DustStrange.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1672","Zenet Hatchling","385266","198825","9","0","0","|cFFFFD200Drop:|r Zenet Egg|n|cFFFFD200Zone:|r Ohn'ahran Plains"
"guide_confirmed","include_dragonflight","True","1674","Temperamental Skyclaw","385738","201454","9","2","0","|cFFFFD200Vendor:|r Zon'Wogi|n|cFFFFD200Zone:|r The Azure Span|n|n"
"guide_confirmed","include_dragonflight","True","1681","Hailstorm Armoredon","387231","199412","9","5","0","|cFFFFD200Achievement: |rDragonflight Keystone Master: Season One|n|cFFFFD200Category: |rDungeons"
"guide_confirmed","include_dragonflight","True","1683","Crimson Vorquin","394216","201702","9","2","0","|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"guide_confirmed","include_dragonflight","True","1684","Sapphire Vorquin","394218","201704","9","2","0","|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"guide_confirmed","include_dragonflight","True","1685","Bronze Vorquin","394219","201720","9","2","0","|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"guide_confirmed","include_dragonflight","True","1686","Obsidian Vorquin","394220","201719","9","2","0","|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"guide_confirmed","include_dragonflight","True","1688","Vicious Sabertooth","394737","201789","9","0","4","|cFFFFD200PvP:|r Dragonflight: Season 1|nRated Arena and Rated Battleground Season Reward"
"guide_confirmed","include_dragonflight","True","1689","Vicious Sabertooth","394738","201788","9","0","4","|cFFFFD200PvP:|r Dragonflight: Season 1|nRated Arena and Rated Battleground Season Reward"
"snapshot_candidate","exclude_unobtainable_or_internal","True","1690","Whelpling","395095","","","-1","4160",""
"item_expansion_confirmed","exclude_policy_external","True","1692","Wondrous Wavewhisker","397406","206167","9","9","0","|cFFFFD200In-Game Shop|r|n"
"snapshot_candidate","exclude_policy_external","True","1698","Rocket Shredder 9001","400733","204091","-3","9","192","|cFFFFD200Recruit-a-Friend|r |n"
"item_expansion_confirmed","exclude_policy_external","True","1699","Gleaming Moonbeast","400976","203727","9","11","0","|cFFFFD200Trading Post / Shop|r"
"guide_confirmed","include_dragonflight","True","1725","Inferno Armoredon","406637","204798","9","5","0","|cFFFFD200Achievement: |rDragonflight Keystone Master: Season Two|n|cFFFFD200Category: |rDungeons"
"item_expansion_confirmed","include_dragonflight","True","1727","Tarecgosa's Visage","407555","206162","9","1","1090","|cFFFFD200Quest:|r Rhapsody in Blue"
"guide_confirmed","include_dragonflight","True","1729","Big Slick in the City","408313","205155","9","1","0","|cFFFFD200Quest:|r Snailed It|n|cFFFFD200Zone: |rZaralek Cavern"
"guide_confirmed","include_dragonflight","True","1730","Igneous Shalewing","408627","205197","9","2","0","|cFFFFD200Vendor: |rSaccratros|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r400|Hitem:204727|h|TInterface\ICONS\INV_Misc_CuriousCoin.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1732","Cobalt Shalewing","408647","205203","9","0","0","|cFFFFD200Drop: |rKaroktra|n|cFFFFD200Zone: |rZaralek Cavern"
"snapshot_candidate","include_dragonflight","True","1733","Calescent Shalewing","408648","205206","","5","0","|cFFFFD200Achievement:|r Que Zara(lek), Zara(lek)|n|cFFFFD200Category:|r Quests"
"guide_confirmed","include_dragonflight","True","1734","Shadowflame Shalewing","408649","205205","9","5","0","|cFFFFD200Achievement: |rGlory of the Aberrus Raider"
"guide_confirmed","include_dragonflight","True","1735","Cataloged Shalewing","408651","205204","9","6","0","|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Public Event: |rResearchers Under Fire"
"guide_confirmed","include_dragonflight","True","1736","Boulder Hauler","408653","205209","9","2","0","|cFFFFD200Vendor: |rPonzo|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r85|Hitem:205188|h|TInterface\ICONS\INV_Stone_WeightStone_08.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1737","Sandy Shalewing","408654","205208","","5","0","|cFFFFD200Achievement: |rMaster of Troubled Timeways|n|cFFFFD200Category: |rTimewalking"
"guide_confirmed","include_dragonflight","True","1738","Morsel Sniffer","408655","205207","9","2","0","|cFFFFD200Vendor: |rHarlowe Marl|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r800|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1739","Obsidian Gladiator's Slitherdrake","408977","205233","9","5","64","|cFFFFD200Achievement:|r Gladiator: Dragonflight Season 2|n|cFFFFD200Category:|r Player vs. Player"
"guide_confirmed","include_dragonflight","True","1740","Vicious War Snail","409034","205246","9","0","4","|cFFFFD200PvP:|r Dragonflight: Season 2|nRated Arena and Rated Battleground Season Reward"
"guide_confirmed","include_dragonflight","True","1741","Vicious War Snail","409032","205245","9","0","4","|cFFFFD200PvP:|r Dragonflight: Season 2|nRated Arena and Rated Battleground Season Reward"
"guide_confirmed","exclude_policy_external","True","1742","Felcrystal Scorpion","411565","206027","9","11","64","|cFFFFD200Trading Post|r"
"guide_confirmed","include_dragonflight","True","1744","Grotto Netherwing Drake","412088","206156","9","1","512","|cFFFFD200Quest:|r Dragon Keeping|n|cFFFFD200Zone: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","1771","Highland Drake","413409","","","5","576","|cFFFFD200Achievement:|r Dragon Isles: Highland Drake|n"
"snapshot_candidate","include_dragonflight","True","1772","Scarlet Pterrordax","413825","206566","-3","1","4","|cFFFFD200Quest:|r Time to Fly|n"
"snapshot_candidate","include_dragonflight","True","1773","Harbor Gryphon","413827","206567","7","1","4","|cFFFFD200Quest:|r Time to Fly|n"
"item_expansion_confirmed","include_dragonflight","True","1774","Valiance","413922","206585","9","0","0","|cFFFFD200Discovery:|r Valiance|n|cFFFFD200Location:|r Naxxramas"
"item_expansion_confirmed","include_dragonflight","True","1776","White War Wolf","414316","206673","9","2","0","|cFFFFD200Horde |r|n|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rWarden Krizzik|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h|n|n|cFFFFD200Alliance |r|n|cFFFFD200Item: |rGift of the White War Wolf"
"item_expansion_confirmed","include_dragonflight","True","1777","Ravenous Black Gryphon","414323","206674","9","0","0","|cFFFFD200Alliance |r|n|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rWarden Krizzik|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h|n|n|cFFFFD200Horde |r|n|cFFFFD200Item: |rGift of the Ravenous Black Gryphon"
"item_expansion_confirmed","include_dragonflight","True","1778","Gold-Toed Albatross","414324","206675","9","0","128","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rSorotis|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1779","Felstorm Dragon","414326","206676","9","0","128","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rFalara Nightsong|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1781","Sulfur Hound","414327","206678","9","5","0","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rProvisioner Qorra|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1782","Perfected Juggernaut","414328","206679","9","0","0","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rGill the Drill|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1783","Scourgebound Vanquisher","414334","206680","9","0","128","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rBaron Silver|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"item_expansion_confirmed","exclude_policy_external","True","1784","Royal Swarmer","414986","206976","9","11","192","|cFFFFD200Trading Post|r"
"snapshot_candidate","exclude_policy_external","True","1785","Ancestral Clefthoof","417245","207821","0","11","64","|cFFFFD200Trading Post|r|n"
"guide_confirmed","include_dragonflight","True","1786","Renewed Proto-Drake","417548","","","5","576","|cFFFFD200Achievement:|r Dragon Isles: A New Friend"
"guide_confirmed","include_dragonflight","True","1787","Windborne Velocidrake","417552","","","5","576","|cFFFFD200Achievement:|r Dragon Isles: Windborne Velocidrake"
"guide_confirmed","include_dragonflight","True","1788","Cliffside Wylderdrake","417554","","","5","576","|cFFFFD200Achievement:|r Dragon Isles: Cliffside Wylderdrake"
"guide_confirmed","include_dragonflight","True","1789","Winding Slitherdrake","417556","","","5","576","|cFFFFD200Achievement:|r A Serpentine Discovery"
"snapshot_candidate","exclude_policy_external","True","1792","Algarian Stormrider","417888","","","7","0","|cFFFFD200Promotion:|r The War Within Heroic Edition|n"
"item_expansion_confirmed","include_dragonflight","True","1794","Pattie","418078","208152","9","5","0","|cFFFFD200Achievement: |rWhodunnit?|n|cFFFFD200Event: |rSecrets of Azeroth"
