"status","release_decision","current_exists","toy_id","item_id","name","item_expansion_id","source_type_enum","flags","source_text"
"guide_confirmed","include_dragonflight","True","1238","200631","Happy Tuskarr Palooza","9","5","0","|cFFFFD200Zone: |rBrackenhide Hollow|n|cFFFFD200Achievement: |rThe Vegetarian Diet|n|cFFFFD200Category: |rDragonflight Dungeon"
"guide_confirmed","include_dragonflight","True","1239","200116","Everlasting Horn of Lavaswimming","9","-1","0","|cFFFFD200World Event:|r Siege on Dragonbane Keep"
"guide_confirmed","include_dragonflight","True","1240","200857","Talisman of Sargha","5","-1","0","|cFFFFD200Drop:|r Qalashi djaradin in the Obsidian Citadel"
"guide_confirmed","include_dragonflight","True","1241","200869","Ohn Lite Branded Horn","9","-1","0","|cFFFFD200Zone: |rOhn'ahran Plains"
"guide_confirmed","include_dragonflight","True","1242","200878","Wheeled Floaty Boaty Controller","9","-1","0","|cFFFFD200Zone: |rOhn'ahran Plains"
"guide_confirmed","include_dragonflight","True","1243","200960","Seed of Renewed Souls","9","-1","0","|cFFFFD200Quest: |rShapes Beyond the Veil|n|cFFFFD200Zone: |rArdenweald"
"guide_confirmed","include_dragonflight","True","1244","200999","The Super Shellkhan Gang","9","0","0","|cFFFFD200Drop: |rThe Great Shellkhan|n|cFFFFD200Zone: |rThaldraszus"
"guide_confirmed","include_dragonflight","True","1245","192443","Element-Infused Rocket Helmet","9","3","0","|cFFFFD200Profession:|r Dragon Isles Engineering|n"
"guide_confirmed","include_dragonflight","True","1246","201435","Shuffling Sands","9","2","0","|cFFFFD200Vendor: |rUsodormu|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t"
"guide_confirmed","include_dragonflight","True","1247","199771","Green Dragon Banner","9","2","0","|cFFFFD200Faction:|r Valdrakken Accord|n|cFFFFD200Renown:|r 27|n|cFFFFD200Vendor:|r Unatos|n|cFFFFD200Location:|r Valdrakken|n|n"
"guide_confirmed","include_dragonflight","True","1248","199770","Bronze Dragon Banner","9","2","0","|cFFFFD200Faction:|r Valdrakken Accord|n|cFFFFD200Renown:|r 27|n|cFFFFD200Vendor:|r Unatos|n|cFFFFD200Location:|r Valdrakken|n|n"
"guide_confirmed","include_dragonflight","True","1249","199769","Blue Dragon Banner","9","2","0","|cFFFFD200Faction:|r Valdrakken Accord|n|cFFFFD200Renown:|r 27|n|cFFFFD200Vendor:|r Unatos|n|cFFFFD200Location:|r Valdrakken|n|n"
"guide_confirmed","include_dragonflight","True","1250","199768","Black Dragon Banner","9","2","0","|cFFFFD200Faction:|r Valdrakken Accord|n|cFFFFD200Renown:|r 27|n|cFFFFD200Vendor:|r Unatos|n|cFFFFD200Location:|r Valdrakken|n|n"
"guide_confirmed","include_dragonflight","True","1251","199767","Red Dragon Banner","9","2","0","|cFFFFD200Faction:|r Valdrakken Accord|n|cFFFFD200Renown:|r 27|n|cFFFFD200Vendor:|r Unatos|n|cFFFFD200Location:|r Valdrakken|n|n"
"guide_confirmed","include_dragonflight","True","1252","199902","Wayfinder's Compass","9","-1","0","|cFFFFD200Faction: |rDragonscale Expedition|n|cFFFFD200Renown: |r9|n|cFFFFD200Quest: |rWayfinder's Compass|n|cFFFFD200Location: |rDragonscale Basecamp"
"guide_confirmed","include_dragonflight","True","1253","199899","Iskaara Tug Sled","9","0","0","|cFFFFD200Faction: |rIskaara Tuskarr|n|cFFFFD200Renown: |r26|n|cFFFFD200Vendor: |rKiopo|n|cFFFFD200Zone: |rThe Azure Span"
"guide_confirmed","include_dragonflight","True","1254","199897","Blue-Covered Beanbag","9","2","0","|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 23|n|cFFFFD200Vendor:|r Lontupit|n|cFFFFD200Location:|r Iskaara"
"guide_confirmed","include_dragonflight","True","1255","199896","Rubbery Fish Head","9","2","0","|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 17|n|cFFFFD200Vendor:|r Nunvuq|n|cFFFFD200Location:|r Iskaara"
"guide_confirmed","include_dragonflight","True","1256","199894","Fisherman's Folly","9","2","0","|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 17|n|cFFFFD200Vendor:|r Nunvuq|n|cFFFFD200Location:|r Iskaara"
"guide_confirmed","include_dragonflight","True","1257","199892","Tuskarr Traveling Soup Pot","9","2","0","|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 4|n|cFFFFD200Vendor:|r Lil Ki|n|cFFFFD200Location:|r Iskaara"
"guide_confirmed","include_dragonflight","True","1258","199650","Whale Bone Tea Set","8","2","0","|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 4|n|cFFFFD200Vendor:|r Lil Ki|n|cFFFFD200Location:|r Iskaara"
"guide_confirmed","include_dragonflight","True","1259","199649","Dragon Tea Set","9","2","0","|cFFFFD200Faction:|r Valdrakken Accord|n|cFFFFD200Renown:|r 3|n|cFFFFD200Vendor:|r Erugosa|n|cFFFFD200Location:|r Valdrakken"
"guide_confirmed","include_dragonflight","True","1260","198729","Reliquary Banner","9","2","0","|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 19|n|cFFFFD200Vendor:|r Cataloger Jakes|n|cFFFFD200Location:|r Dragonscale Basecamp"
"guide_confirmed","include_dragonflight","True","1261","198728","Explorer's League Banner","9","2","0","|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 19|n|cFFFFD200Vendor:|r Cataloger Jakes|n|cFFFFD200Location:|r Dragonscale Basecamp"
"guide_confirmed","include_dragonflight","True","1262","198722","Small Triangular Pillow","9","2","0","|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 17|n|cFFFFD200Vendor:|r Rae'ana|n|cFFFFD200Location:|r Dragonscale Basecamp"
"guide_confirmed","include_dragonflight","True","1263","198721","Skinny Reliquary Pillow","9","2","0","|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 17|n|cFFFFD200Vendor:|r Rae'ana|n|cFFFFD200Location:|r Dragonscale Basecamp"
"guide_confirmed","include_dragonflight","True","1264","198720","Soft Purple Pillow","9","2","0","|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 17|n|cFFFFD200Vendor:|r Rae'ana|n|cFFFFD200Location:|r Dragonscale Basecamp"
"guide_confirmed","include_dragonflight","True","1265","194885","Ohuna Perch","9","1","0","|cFFFFD200Faction: |rMaruuk Centaurs|n|cFFFFD200Quest: |rBefriending Wings and Wind|n|cFFFFD200Zone: |rOhn'ahran Plains"
"guide_confirmed","include_dragonflight","True","1266","201815","Cloak of Many Faces","9","1","0","|cFFFFD200Quest:|r Unlocking Our Past|n|cFFFFD200NPC:|r Igys the Believer|n|cFFFFD200Location:|r Obsidian Citadel"
"guide_confirmed","include_dragonflight","True","1267","201927","Gleaming Arcanocrystal","9","0","0","|cFFFFD200Zone:|r The Azure Span"
"item_expansion_confirmed","include_dragonflight","True","1268","201931","Warcraft Rumble Toy: Maiev","9","-1","2","|cFFFFD200Treasure:|r Rumble Coin Bag -> Rumble Prize Box (Warcraft Rumble Machine)"
"guide_confirmed","include_dragonflight","True","1269","201933","Black Dragon's Challenge Dummy","9","0","0","|cFFFFD200Drop:|r Lost Obsidian Cache"
"guide_confirmed","include_dragonflight","True","1270","202019","Golden Dragon Goblet","9","0","0","|cFFFFD200Zone:|r The Waking Shores"
"item_expansion_confirmed","include_dragonflight","True","1271","202020","Chasing Storm","9","2","0","|cFFFFD200Vendor:|r Brendormi|n|cFFFFD200Cost: |r75|Hitem:202039|h|TInterface\ICONS\inv_misc_stormlordsfavor.blp:0|t|h 1200|Hcurrency:2118|h|TInterface\ICONS\INV_Misc_Powder_Thorium.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1272","202022","Yennu's Kite","9","0","0","|cFFFFD200Zone:|r The Waking Shore"
"guide_confirmed","include_dragonflight","True","1273","202021","Breaker's Flag of Victory","9","-1","0","|cFFFFD200Vendor: |rFieldmaster Emberath|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r1500|Hcurrency:2123|h|TInterface\ICONS\INV_10_DungeonJewelry_Titan_Trinket_2_Color2.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1274","202042","Aquatic Shades","9","0","0","|cFFFFD200Drop:|r Immaculate Sac of Swog Treasures"
"guide_confirmed","include_dragonflight","True","1275","200926","Compendium of Love","9","0","0","|cFFFFD200Quest:|r For the Love of Others"
"snapshot_candidate","include_dragonflight","True","1276","202207","Reusable Oversized Bobber","0","5","0","|cFFFFD200Achievement:|r Discombobberlated|n|cFFFFD200Category:|r Fishing"
"item_expansion_confirmed","include_dragonflight","True","1277","202253","Primal Stave of Claw and Fur","9","2","4","|cFFFFD200Vendor: |rKazzi|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Faction: |rWinterpelt Furbolg - Exalted|n|cFFFFD200Cost: |r400|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1278","202283","Reading Glasses","9","2","4","|cFFFFD200Vendor: |rKazzi|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Faction: |rWinterpelt Furbolg - Friendly|n|cFFFFD200Cost: |r100|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1279","202309","Defective Doomsday Device","9","3","0","|cFFFFD200Profession:|r Dragon Isles Engineering|n"
"guide_confirmed","include_dragonflight","True","1280","202711","Lost Compass","9","0","0","|cFFFFD200Zone:|r The Azure Span"
"item_expansion_confirmed","include_dragonflight","True","1281","198173","Atomic Recalibrator","9","3","0","|cFFFFD200Profession:|r Dragon Isles Engineering|n"
"item_expansion_confirmed","include_dragonflight","True","1282","200707","Armoire of Endless Cloaks","9","2","0","|cFFFFD200Vendor: |rAtticus Belle|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Cost: |r20|Hitem:193050|h|TInterface\ICONS\INV_10_Tailoring_ClothCommon_Color2.BLP:0|t|h 100|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h|n|n|cFFFFD200Vendor: |rLorena Belle|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Cost: |r20|Hitem:193050|h|TInterface\ICONS\INV_10_Tailoring_ClothCommon_Color2.BLP:0|t|h 100|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1283","202261","Warcraft Rumble Toy: Sneed","9","-1","2","|cFFFFD200Treasure:|r Rumble Coin Bag -> Rumble Prize Box (Warcraft Rumble Machine)"
"item_expansion_confirmed","include_dragonflight","True","1284","202851","Warcraft Rumble Toy: Night Elf Huntress","9","-1","2","|cFFFFD200Treasure:|r Rumble Coin Bag -> Rumble Prize Box (Warcraft Rumble Machine)"
"item_expansion_confirmed","include_dragonflight","True","1285","202856","Warcraft Rumble Toy: Stonehoof Tauren","9","-1","2","|cFFFFD200Treasure:|r Rumble Coin Bag -> Rumble Prize Box (Warcraft Rumble Machine)"
"item_expansion_confirmed","include_dragonflight","True","1286","202859","Warcraft Rumble Toy: Undead Ghoul","9","-1","2","|cFFFFD200Treasure:|r Rumble Coin Bag -> Rumble Prize Box (Warcraft Rumble Machine)"
"item_expansion_confirmed","include_dragonflight","True","1287","202862","Warcraft Rumble Toy: Murloc","9","-1","2","|cFFFFD200Treasure:|r Rumble Coin Bag -> Rumble Prize Box (Warcraft Rumble Machine)"
"item_expansion_confirmed","include_dragonflight","True","1288","202865","Warcraft Rumble Toy: Whelp Egg","9","-1","2","|cFFFFD200Treasure:|r Rumble Coin Bag -> Rumble Prize Box (Warcraft Rumble Machine)"
"item_expansion_confirmed","exclude_policy_external","True","1289","203716","Thundering Banner of the Aspects","9","-1","2","WoW Esports: Dragonflight Season 1"
"item_expansion_confirmed","include_dragonflight","True","1290","203725","Display of Strength","9","1","4","|cFFFFD200Quest:|r A Final Word|n|cFFFFD200Zone: |rOhn'ahran Plains"
"snapshot_candidate","exclude_cross_expansion","True","1293","140192","Dalaran Hearthstone","6","1","0","|cFFFFD200Quest:|r In the Blink of an Eye|n|cFFFFD200Zone:|r Broken Isles|n|cFFFFD200Zone:|r Dalaran"
"snapshot_candidate","exclude_cross_expansion","True","1294","110560","Garrison Hearthstone","5","1","0","|cFFFFD200Quest: |rEstablish Your Garrison|n|cFFFFD200Zone: |rFrostfire Ridge|n|cFFFFD200Zone: |rFrostwall|n|n|cFFFFD200Quest: |rEstablish Your Garrison|n|cFFFFD200Zone: |rShadowmoon Valley|n|cFFFFD200Zone: |rLunarfall"
"item_expansion_confirmed","include_dragonflight","True","1295","203757","Brazier of Madness","9","10","0","|cFFFFD200Discovery:|r Zul'Gurub|n"
"item_expansion_confirmed","include_dragonflight","True","1300","203734","Snow Blanket","9","2","4","|cFFFFD200Vendor: |rKazzi|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Faction: |rWinterpelt Furbolg - Revered|n|cFFFFD200Cost: |r200|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1301","202360","Dented Can","9","3","0","|cFFFFD200Profession:|r Dragon Isles Engineering|n"
"item_expansion_confirmed","include_dragonflight","True","1302","204220","Hraxian's Unbreakable Will","9","1","4","|cFFFFD200Quest:|r Hraxian's Unbreakable Will|n|cFFFFD200Zone: |rZaralek Cavern|n"
"snapshot_candidate","include_dragonflight","True","1303","204170","Clan Banner","0","1","0","|cFFFFD200Quest: |rAka'magosh|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Zone: |rAlterac Valley"
"item_expansion_confirmed","include_dragonflight","True","1304","204256","Holoviewer: The Scarlet Queen","9","-1","0","|cFFFFD200Treasure: |r Chest|n|cFFFFD200Zone: |rThe Zskera Vaults"
"item_expansion_confirmed","include_dragonflight","True","1305","204257","Holoviewer: The Lady of Dreams","9","-1","0","|cFFFFD200Treasure: |r Chest|n|cFFFFD200Zone: |rThe Zskera Vaults"
"item_expansion_confirmed","include_dragonflight","True","1306","204262","Holoviewer: The Timeless One","9","-1","0","|cFFFFD200Treasure: |r Chest|n|cFFFFD200Zone: |rThe Zskera Vaults"
"item_expansion_confirmed","include_dragonflight","True","1307","199900","Secondhand Survey Tools","9","2","0","|cFFFFD200Vendor: |rEmilia Bellocq|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Cost: |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"item_expansion_confirmed","include_dragonflight","True","1308","203852","Spore-Bound Essence","9","-1","0","Treasure: Overgrown Skeleton|n|cFFFFD200Zone: |rThe Zskera Vaults"
"item_expansion_confirmed","include_dragonflight","True","1309","201930","H.E.L.P.","9","3","0","|cFFFFD200Profession:|r Dragon Isles Engineering|n"
"item_expansion_confirmed","include_dragonflight","True","1310","204389","Stone Breaker","9","-1","4","|cFFFFD200Quest:|r The Patience of Princes|n|cFFFFD200Zone:|r Zaralek Cavern"
"snapshot_candidate","include_dragonflight","True","1311","204675","A Drake's Big Basket of Eggs","-3","2","0","|cFFFFD200World Event:|r Noblegarden"
"item_expansion_confirmed","include_dragonflight","True","1312","204686","Titan Containment Device","9","1","4","|cFFFFD200Quest: |rA Sliver of Silver|n|cFFFFD200Zone: |rTirisfal Glades"
"item_expansion_confirmed","include_dragonflight","True","1313","204687","Obsidian Battle Horn","9","-1","0","|cFFFFD200Treasure: |r Chest|n|cFFFFD200Zone: |rThe Zskera Vaults"
"item_expansion_confirmed","include_dragonflight","True","1314","204818","Mallard Mortar","9","3","0","|cFFFFD200Profession:|r Dragon Isles Engineering|n"
"item_expansion_confirmed","include_dragonflight","True","1315","205045","B.B.F. Fist","9","3","0","|cFFFFD200Profession:|r Dragon Isles Jewelcrafting|n"
"item_expansion_confirmed","include_dragonflight","True","1316","205255","Niffen Diggin' Mitts","9","-1","4","Niffen Renown"
"item_expansion_confirmed","include_dragonflight","True","1317","205418","Blazing Shadowflame Cinder","9","-1","0","|cFFFFD200Treasure:|r Blazing Shadowflame Chest|n|n|cFFFFD200Zone: |rZaralek Cavern"
"item_expansion_confirmed","include_dragonflight","True","1320","205419","Dinn's Drum","9","0","0","|cFFFFD200Drop:|r Dinn|n|cFFFFD200Zone:|r Zaralek Cavern"
"item_expansion_confirmed","include_dragonflight","True","1321","205463","Molten Lava Ball","9","0","0","|cFFFFD200Drop: |rMoltenbinder's Disciple|n|cFFFFD200Zone: |rEmerald Dream"
"item_expansion_confirmed","include_dragonflight","True","1322","205688","Glutinous Glitterscale Glob","9","-1","0","|cFFFFD200World Quest: |rAll That Glitter"
"item_expansion_confirmed","include_dragonflight","True","1323","205796","Molten Lava Pack","9","0","0","|cFFFFD200Drop: |rInvohq|n|cFFFFD200Zone: |rZaralek Cavern"
"item_expansion_confirmed","include_dragonflight","True","1324","205908","Inherited Wisdom of Senegos","9","1","2","|cFFFFD200Quest:|r A Peaceful Farewell|n|cFFFFD200Zone:|r The Azure Span"
"item_expansion_confirmed","include_dragonflight","True","1325","205904","Vibrant Clacking Claw","9","-1","0","|cFFFFD200Achievement:|r Cavern Clawbbering|n|cFFFFD200Category:|r Dragonflight"
"item_expansion_confirmed","include_dragonflight","True","1326","205963","Sniffin' Salts","9","2","0","|cFFFFD200Vendor: |rHarlowe Marl|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r200|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1327","206043","Fyrakk's Frenzy","9","-1","0","|cFFFFD200Drop: |rDisciples of Fyrakk"
"snapshot_candidate","include_dragonflight","True","1328","206038","Flamin' Ring of Flashiness","-3","2","4","|cFFFFD200Vendor: |rMidsummer Merchant|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Zone: |rThunder Bluff|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r500|Hitem:23247|h|TInterface\ICONS\INV_SummerFest_FireFlower.blp:0|t|h|n|n|cFFFFD200Vendor: |rMidsummer Supplier|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Zone: |rTeldrassil|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Zone: |rThe Exodar|n|cFFFFD200Cost: |r500|Hitem:23247|h|TInterface\ICONS\INV_SummerFest_FireFlower.blp:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1329","206195","Path of the Naaru","9","2","2","|cFFFFD200Vendor: |rGaal|n|cFFFFD200Zone: |rKrokuun|n|cFFFFD200Cost: |r90|Hitem:151567|h|TInterface\ICONS\INV_Tailoring_LightweaveCloth.BLP:0|t|h 90|Hitem:151564|h|TInterface\ICONS\INV_Misc_Starmetal.BLP:0|t|h 900|Hcurrency:1508|h|TInterface\ICONS\Oshugun_CrystalFragments.BLP:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1330","206267","Obsidian Legend's Pennant","9","5","2","|cFFFFD200Achievement: |rLegend: Dragonflight Season 2|n|cFFFFD200Category: |rArena"
"snapshot_candidate","include_dragonflight","True","1331","206008","Nightmare Banner","0","6","2","|cFFFFD200Event: |rA Greedy Emissary"
"item_expansion_confirmed","include_dragonflight","True","1332","205936","New Niffen No-Sniffin' Tonic","9","2","0","|cFFFFD200Vendor: |rLoamm Food and Beverage Vendors"
"item_expansion_confirmed","include_dragonflight","True","1333","206343","Crimson Legend's Pennant","9","5","2","|cFFFFD200Achievement: |rLegend: Dragonflight Season 1|n|cFFFFD200Category: |rPlayer vs. Player"
"snapshot_candidate","exclude_policy_external","True","1334","206347","Mannequin Charm","-3","11","2","|cFFFFD200Trading Post|r"
