status,release_decision,unavailable,availability_note,current_exists,mount_id,name,source_spell_id,item_ids,item_expansion_ids,source_type_enum,flags,source_text
present,,,,1,25,Brown Ram,6899,,,2,0,|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,26,Striped Frostsaber,8394,,,2,0,|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,27,Emerald Raptor,8395,,,2,0,|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,28,Skeletal Horse,8980,,,2,64,|cFFFFD200Legacy|r
present,,,,1,31,Spotted Frostsaber,10789,,,2,0,|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n
present,,,,1,32,Tiger,10790,,,5,64,|cFFFFD200Legacy|r
present,,,,1,34,Striped Nightsaber,10793,,,2,0,|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,35,Ivory Raptor,10795,,,2,64,|cFFFFD200Legacy|r
present,,,,1,36,Turquoise Raptor,10796,,,2,0,|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,38,Violet Raptor,10799,,,2,0,|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,39,Red Mechanostrider,10873,,,2,0,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,40,Blue Mechanostrider,10969,,,2,0,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,41,Warhorse,13819,,,1,4,|cFFFFD200Paladin|r|n
present,,,,1,42,White Mechanostrider Mod B,15779,,,2,64,|cFFFFD200Legacy|r
present,,,,1,43,Green Mechanostrider,15780,,,2,64,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,45,Black Nightsaber,16055,,,2,64,|cFFFFD200Legacy|r
present,,,,1,46,Ancient Frostsaber,16056,,,2,64,|cFFFFD200Legacy|r
present,,,,1,50,Red Wolf,16080,,,2,64,|cFFFFD200Legacy|r
present,,,,1,51,Arctic Wolf,16081,,,0,64,|cFFFFD200Legacy|r
present,,,,1,52,Palomino,16082,,,2,64,|cFFFFD200Legacy|r
present,,,,1,53,White Stallion,16083,,,2,64,|cFFFFD200Legacy|r
present,,,,1,54,Mottled Red Raptor,16084,,,2,64,|cFFFFD200Legacy|r
present,,,,1,55,Winterspring Frostsaber,17229,,,1,4,|cFFFFD200Quest: |rThey Grow Up So Fast|n|cFFFFD200Zone: |rWinterspring
present,,,,1,56,Ivory Raptor,17450,,,2,64,|cFFFFD200Legacy|r
present,,,,1,57,Green Mechanostrider,17453,,,2,0,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,58,Unpainted Mechanostrider,17454,,,2,0,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,62,Icy Blue Mechanostrider Mod A,17459,,,2,64,|cFFFFD200Legacy|r
present,,,,1,63,Frost Ram,17460,,,2,64,|cFFFFD200Legacy|r
present,,,,1,64,Black Ram,17461,,,2,64,|cFFFFD200Legacy|r
present,,,,1,65,Red Skeletal Horse,17462,,,2,0,|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,66,Blue Skeletal Horse,17463,,,2,0,|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,67,Brown Skeletal Horse,17464,,,2,0,|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,68,Green Skeletal Warhorse,17465,,,2,0,|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,69,Rivendare's Deathcharger,17481,,,0,0,|cFFFFD200Drop:|r Lord Aurius Rivendare|n|cFFFFD200Location:|r Stratholme
present,,,,1,70,Riding Kodo,18363,,,2,64,|cFFFFD200Legacy|r
present,,,,1,71,Gray Kodo,18989,,,2,0,|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,993,Squawks,254811,,,0,0,|cFFFFD200Drop:|r Island Expeditions|n
present,,,,1,72,Brown Kodo,18990,,,2,0,|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,73,Green Kodo,18991,,,2,64,|cFFFFD200Legacy|r
present,,,,1,74,Teal Kodo,18992,,,2,64,|cFFFFD200Legacy|r
present,,,,1,75,Black War Steed,22717,,,2,0,|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h
present,,,,1,76,Black War Kodo,22718,,,2,0,|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h
present,,,,1,77,Black Battlestrider,22719,,,2,0,|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h
present,,,,1,78,Black War Ram,22720,,,2,0,|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h
present,,,,1,79,Black War Raptor,22721,,,2,0,|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h
present,,,,1,80,Red Skeletal Warhorse,22722,,,2,0,|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h
present,,,,1,81,Black War Tiger,22723,,,2,0,|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h
present,,,,1,82,Black War Wolf,22724,,,2,0,|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h
present,,,,1,83,Dreadsteed,23161,,,1,0,|cFFFFD200Class: |rWarlock
present,,,,1,84,Charger,23214,,,1,4,|cFFFFD200Paladin|r
present,,,,1,85,Swift Mistsaber,23219,,,2,0,|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,87,Swift Frostsaber,23221,,,2,0,|cFFFFD200Vendor:|r Lelanai|n|cFFFFD200Location:|r Darnassus|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,88,Swift Yellow Mechanostrider,23222,,,2,0,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,89,Swift White Mechanostrider,23223,,,2,0,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,90,Swift Green Mechanostrider,23225,,,2,0,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,91,Swift Palomino,23227,,,2,0,|cFFFFD200Vendor: |rKatie Stokx|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,92,Swift White Steed,23228,,,2,0,|cFFFFD200Vendor: |rKatie Stokx|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,93,Swift Brown Steed,23229,,,2,0,|cFFFFD200Vendor: |rKatie Stokx|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,94,Swift Brown Ram,23238,,,2,0,|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,169,Swift Nether Drake,37015,,,5,192,|cFFFFD200Legacy|r
present,,,,1,95,Swift Gray Ram,23239,,,2,0,|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,96,Swift White Ram,23240,,,2,0,|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n
present,,,,1,97,Swift Blue Raptor,23241,,,2,0,|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,98,Swift Olive Raptor,23242,,,2,0,|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,99,Swift Orange Raptor,23243,,,2,0,|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,100,Purple Skeletal Warhorse,23246,,,2,0,|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,101,Great White Kodo,23247,,,2,0,|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,102,Great Gray Kodo,23248,,,2,0,|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,103,Great Brown Kodo,23249,,,2,0,|cFFFFD200Vendor:|r Harb Clawhoof|n|cFFFFD200Location:|r Mulgore|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,104,Swift Brown Wolf,23250,,,2,0,|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,105,Swift Timber Wolf,23251,,,2,0,|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,106,Swift Gray Wolf,23252,,,2,0,|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,107,Swift Stormsaber,23338,,,2,0,|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,108,Frostwolf Howler,23509,,,2,4,|cFFFFD200Vendor: |rJorek Ironside|n|cFFFFD200Zone: |rHillsbrad Foothills|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t|n|n
present,,,,1,109,Stormpike Battle Charger,23510,,,2,4,|cFFFFD200Vendor: |rThanthaldis Snowgleam|n|cFFFFD200Zone: |rHillsbrad Foothills|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t
present,,,,1,110,Swift Razzashi Raptor,24242,,,0,64,|cFFFFD200Drop: |rBloodlord Mandokir|n|cFFFFD200Location: |rZul'Gurub
present,,,,1,111,Swift Zulian Tiger,24252,,,0,64,|cFFFFD200Legacy|r
present,,,,1,116,Black Qiraji Battle Tank,25863,,,0,64,|cFFFFD200Legacy|r
present,,,,1,117,Blue Qiraji Battle Tank,25953,,,0,0,|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj
present,,,,1,118,Red Qiraji Battle Tank,26054,,,0,0,|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj
present,,,,1,119,Yellow Qiraji Battle Tank,26055,,,0,0,|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj
present,,,,1,120,Green Qiraji Battle Tank,26056,,,0,0,|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj
present,,,,1,121,Black Qiraji Battle Tank,26655,,,0,64,|cFFFFD200Legacy|r
present,,,,1,122,Black Qiraji Battle Tank,26656,,,0,64,|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj
present,,,,1,123,Nether Drake,28828,,,2,192,"|cFFFFD200Vendor: |rDrake Dealer Hurlunk|n|cFFFFD200Zone: |rShadowmoon Valley, Outland|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
present,,,,1,125,Riding Turtle,30174,,,8,2192,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay
present,,,,1,129,Golden Gryphon,32235,,,2,132,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,130,Ebon Gryphon,32239,,,2,132,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,131,Snowy Gryphon,32240,,,2,132,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,132,Swift Blue Gryphon,32242,,,2,132,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,133,Tawny Wind Rider,32243,,,2,132,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,134,Blue Wind Rider,32244,,,2,132,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,135,Green Wind Rider,32245,,,0,132,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,136,Swift Red Wind Rider,32246,,,2,132,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,137,Swift Red Gryphon,32289,,,2,132,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,138,Swift Green Gryphon,32290,,,2,132,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,139,Swift Purple Gryphon,32292,,,2,132,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,140,Swift Green Wind Rider,32295,,,2,132,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,141,Swift Yellow Wind Rider,32296,,,2,132,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,142,Swift Purple Wind Rider,32297,,,2,196,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,145,Blue Mechanostrider,33630,,,2,64,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,146,Swift Pink Hawkstrider,33660,,,2,0,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods (Burning Crusade)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,147,Brown Elekk,34406,,,2,0,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,149,Thalassian Charger,34767,,,1,4,|cFFFFD200Paladin|r
present,,,,1,150,Thalassian Warhorse,34769,,,1,4,|cFFFFD200Paladin|r
present,,,,1,196,Spectral Tiger,42776,,,8,64,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay
present,,,,1,151,Dark War Talbuk,34790,,,2,0,"|cFFFFD200Vendor: |rAldraan (Alliance)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r100|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h20|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCoreiel (Horde)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r100|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h20|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h"
present,,,,1,152,Red Hawkstrider,34795,,,2,0,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods (Burning Crusade)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
present,,,,1,153,Cobalt War Talbuk,34896,,,2,0,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
present,,,,1,154,White War Talbuk,34897,,,2,0,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
present,,,,1,155,Silver War Talbuk,34898,,,2,0,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
