status,release_decision,unavailable,availability_note,current_exists,species_id,name,creature_id,summon_spell_id,item_ids,item_expansion_ids,pet_type_enum,flags,source_type_enum,source_text
present,,,,1,4952,,256271,1268696,,,7,10,1,|cFFFFD200Vendor: |rVoid Researcher Anomander|n|cFFFFD200Zone: |rVoidstorm|n|cFFFFD200Cost: |r2500|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h
present,,,,1,4953,,256264,1268686,,,2,210,0,|cFFFFD200Drop:|r Delve's End of Run Rewards
present,,,,1,4954,,256276,1268698,,,6,210,0,|cFFFFD200Drop:|r Delve's End of Run Rewards
present,,,,1,4955,,256272,1268693,,,7,210,2,|cFFFFD200Vendor: |rNaleidea Rivergleam|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r10000|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h
present,,,,1,4956,,256237,1267219,,,6,210,0,|cFFFFD200Drop:|r Delve's End of Run Rewards
present,,,,1,4957,,256282,1268718,,,5,210,0,|cFFFFD200Drop:|r Delve's End of Run Rewards
present,,,,1,4958,,256265,1268687,,,6,210,0,|cFFFFD200Drop:|r Nullaeus
present,,,,1,4959,,256278,1268704,,,7,210,0,|cFFFFD200Drop:|r Delve's End of Run Rewards
present,,,,1,4960,,256238,1267222,,,7,210,0,|cFFFFD200Drop:|r Delve's End of Run Rewards
present,,,,1,4965,,256565,1269356,,,6,82,11,|cFFFFD200Zone: |rNaigtal|n|cFFFFD200Drop: |rSleeper's Grotto
present,,,,1,4966,,256566,1269358,,,6,16466,11,|cFFFFD200Trading Post|r
present,,,,1,4967,,256567,1269361,,,7,82,5,|cFFFFD200Zone: |rNexus-Point Xenas
present,,,,1,4968,,256663,1269535,,,7,16466,7,|cFFFFD200Promotion|r |n
present,,,,1,4969,,256698,1269627,,,7,16466,7,|cFFFFD200Promotion|r
present,,,,1,4971,,256759,1269889,,,7,210,1,"|cFFFFD200Quest: |rThief at Bark
|cFFFFD200Zone: |rEversong Woods"
present,,,,1,4972,,256985,1270553,,,7,210,0,|cFFFFD200Treasure: |rHalf-Digested Viscera|n|cFFFFD200Zone: |rVoidstorm
present,,,,1,4974,,246696,1241794,,,8,210,0,|cFFFFD200Treasure: |rBurbling Paint Pot|n|cFFFFD200Zone: |rEversong Woods
present,,,,1,4975,,257493,1271843,,,0,16466,7,|cFFFFD200Promotion|r|n
present,,,,1,4976,,257546,1271988,,,6,194,2,|cFFFFD200Vendor: |rConstruct E'nui|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r800|Hcurrency:3392|h|TInterface\ICONS\INV_10_ElementalCombinedFoozles_Blood.BLP:0|t|h
present,,,,1,4977,,257616,1272165,,,2,146,1,|cFFFFD200Quest:|r A Quiet Farewell|n|cFFFFD200Zone: |rZul'Aman
present,,,,1,4981,,257695,1272755,,,4,210,0,|cFFFFD200Drop:|r Slayer's Duellum Trove|n|cFFFFD200Zone:|r Masters' Perch
present,,,,1,4982,,257857,1272852,,,7,146,2,|cFFFFD200Vendor: |rApprentice Diell|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r200|Hcurrency:3379|h|TInterface\ICONS\INV_Elemental_Primal_Mana.blp:0|t|h
present,,,,1,4983,,257908,1273131,,,7,18,6,|cFFFFD200Drop:|r Victorious Stormarion Cache|n|cFFFFD200Zone:|r Voidstorm
present,,,,1,4984,,257802,1272858,,,5,210,2,|cFFFFD200Vendor: |rThraxadar|n|cFFFFD200Zone: |rMasters' Perch|n|cFFFFD200Faction: |rSlayer's Duellum - Revered|n|cFFFFD200Cost: |r2500|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h
present,,,,1,4985,,258281,1276430,,,7,2,0,|cFFFFD200Drop: |rDame Bloodshed|n|cFFFFD200Zone: |rEversong Woods
present,,,,1,5003,,259728,1281048,,,1,210,0,|cFFFFD200Treasure: |rRookery Cache|n|cFFFFD200Zone: |rSilvermoon City
present,,,,1,5007,,260149,1282832,,,7,210,1,|cFFFFD200Quest: |rDead End|n|cFFFFD200Zone: |rZul'Aman|n|n
present,,,,1,5011,,260792,1283105,,,7,210,1,|cFFFFD200Quest: |rA Little Kindness|n|cFFFFD200Zone: |rThe Coiled Isle|n|n
present,,,,1,5012,,260899,1284800,,,7,210,5,|cFFFFD200Achievement: |rTreasures of Eversong Woods|n|cFFFFD200Category: |rMidnight
present,,,,1,5017,,261676,1286610,,,2,82,0,|cFFFFD200Ritual Site:|r Broken Throne 
present,,,,1,5019,,261684,1286634,,,7,82,0,|cFFFFD200Ritual Site:|r Broken Throne
present,,,,1,5020,,262066,1287339,,,5,2,0,|cFFFFD200Drop: |rMana-Gorged Greatwyrm|n|cFFFFD200Ritual Site: |rDaggerspine Point
present,,,,1,5021,,262089,1287374,,,8,82,0,|cFFFFD200Ritual Site: |rDaggerspine Point
present,,,,1,5022,,262090,1287376,,,4,82,10,|cFFFFD200Ritual Sites: |rDaggerspine Point
present,,,,1,5023,,262092,1287380,,,7,82,0,|cFFFFD200Ritual Sites: |rRustling Underbrush
present,,,,1,5026,,262210,1287493,,,0,82,5,|cFFFFD200Achievement: |rFamily Battler of Outland|n|cFFFFD200Category: |rBattle|n|n
present,,,,1,5027,,262220,1287534,,,1,82,5,|cFFFFD200Achievement: |rFamily Battler of Cataclysm|n|cFFFFD200Category: |rBattle|n|n
present,,,,1,5028,,262222,1287537,,,7,154,4,|cFFFFD200Zone:|r The Coiled Isle
present,,,,1,5029,,262226,1287600,,,7,154,4,|cFFFFD200Zone:|r The Coiled Isle
present,,,,1,5030,,262246,1287593,,,7,154,4,|cFFFFD200Zone:|r The Coiled Isle
present,,,,1,5031,,262247,1287592,,,7,154,4,|cFFFFD200Pet Battle: |rVaults of Atal'Utek
present,,,,1,5032,,262245,1287594,,,4,154,4,|cFFFFD200Zone:|r The Coiled Isle
present,,,,1,5033,,262244,1287598,,,4,154,4,|cFFFFD200Zone:|r The Coiled Isle
present,,,,1,5034,,262243,1287599,,,8,154,4,|cFFFFD200Zone:|r The Coiled Isle
present,,,,1,5035,,262248,1287603,,,7,154,4,|cFFFFD200Zone:|r The Coiled Isle
present,,,,1,5036,,262422,1287849,,,1,82,2,|cFFFFD200Vendor: |rSergeant Vornin|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Renown: |rRitual Sites Rank 6|n|cFFFFD200Cost:|r 1800(INV_112_RaidTrinkets_VoidPrism.BLP)
present,,,,1,5037,,262427,1287856,,,5,82,2,|cFFFFD200Vendor: |rSergeant Vornin|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Renown: |rRitual Sites Rank 6|n|cFFFFD200Cost:|r 1800(INV_112_RaidTrinkets_VoidPrism.BLP)|n
present,,,,1,5038,,262786,1288378,,,7,2,0,|cFFFFD200Drop: |rWriggling Field Pouch|n|cFFFFD200Hostile Activity: |rZul'Aman
present,,,,1,5039,,262787,1288380,,,7,82,0,|cFFFFD200Vendor: |rSergeant Vornin|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Achievemnent: |rCosmic Exterminator|n|cFFFFD200Cost:|r 1800(INV_112_RaidTrinkets_VoidPrism.BLP)
present,,,,1,5040,,262788,1288381,,,7,2,0,|cFFFFD200Drop: |rWriggling Field Pouch|n|cFFFFD200Hostile Activity: |rEversong Woods
present,,,,1,5041,,262985,1288774,,,1,210,1,|cFFFFD200Quest: |rLike Dragonhawks to a Flame|n|cFFFFD200Zone: |rZul'Aman|n|n
present,,,,1,5042,,263232,1289296,,,2,16466,9,|cFFFFD200In-Game Shop|r
present,,,,1,5052,,263995,1291367,,,2,16466,9,|cFFFFD200In-Game Shop|r|n
present,,,,1,5060,,264163,1291667,,,2,16466,9,|cFFFFD200In-Game Shop|r
present,,,,1,5061,,264280,0,,,4,1056,-1,
present,,,,1,5064,,264863,1293301,,,0,82,7,|cFFFFD200Promotion:|r BlizzCon 2026
present,,,,1,5065,,264933,1293499,,,4,154,10,|cFFFFD200Vendor: |rDepthdiver Tu'nakit|n|cFFFFD200Zone: |rZul'Aman|n|cFFFFD200Cost: |r2400|Hcurrency:3373|h|TInterface\ICONS\Item_enchantedpearl.blp:0|t|h|n|n
present,,,,1,5070,,265786,1295938,,,6,210,2,|cFFFFD200Vendor:|r Second Mate Sluggs
present,,,,1,5071,,266464,1297094,,,7,210,2,|cFFFFD200Vendor: |rSkull of Er'inye|n|cFFFFD200Zone: |rVaults of Atal'Utek|n|cFFFFD200Cost: |r5000|Hcurrency:3448|h|TInterface\ICONS\INV_121_Ulatek_Currency.BLP:0|t|h
present,,,,1,5072,,266469,1297098,,,7,210,2,|cFFFFD200Vendor: |rSkull of Er'inye|n|cFFFFD200Zone: |rVaults of Atal'Utek|n|cFFFFD200Cost: |r5000|Hcurrency:3448|h|TInterface\ICONS\INV_121_Ulatek_Currency.BLP:0|t|h
present,,,,1,5073,,266577,1267050,,,7,82,5,|cFFFFD200Achievement:|r Ultradon Carnage|n|cFFFFD200Vendor: |rKifaan|n|cFFFFD200Zones: |rVal or Naigtal|n|cFFFFD200Cost: |r15|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h
present,,,,1,5074,,266580,1297418,,,6,82,5,|cFFFFD200Achievements:|r Showdown Success: Val and Showdown Success: Naigtal|n|cFFFFD200Vendor: |rKifaan|n|cFFFFD200Zones: |rVal or Naigtal|n|cFFFFD200Cost: |r15|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h
present,,,,1,5076,,266833,1297702,,,9,18,2,|cFFFFD200Vendor: |rConstruct V'anore|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r1200|Hcurrency:3392|h|TInterface\ICONS\INV_10_ElementalCombinedFoozles_Blood.BLP:0|t|h
present,,,,1,5077,,266834,1297703,,,9,32,-1,
present,,,,1,5078,,266835,1297704,,,9,18,2,|cFFFFD200Vendor: |rConstruct V'anore|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r1200|Hcurrency:3392|h|TInterface\ICONS\INV_10_ElementalCombinedFoozles_Blood.BLP:0|t|h
present,,,,1,5092,,267689,1299089,,,7,210,0,|cFFFFD200Drop: |rWriggling Venom-Soaked Satchel|n|cFFFFD200Zone: |rThe Coiled Isle
present,,,,1,5093,,267805,1299255,,,7,210,2,|cFFFFD200Vendor: |rJan'sari the Watchful|n|cFFFFD200Zone: |rThe Coiled Isle|n|cFFFFD200Cost: |r2500|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n
present,,,,1,5114,,268609,1301935,,,7,16466,11,|cFFFFD200Trading Post|r
present,,,,1,5115,,268636,1302008,,,7,16466,11,|cFFFFD200Trading Post|r
present,,,,1,5116,,268671,1302084,,,7,16466,11,|cFFFFD200Trading Post|r
present,,,,1,5117,,268672,1302088,,,7,16466,11,|cFFFFD200Trading Post|r
present,,,,1,5118,,268675,1302094,,,7,16466,11,|cFFFFD200Trading Post|r
present,,,,1,5119,,268676,1302095,,,7,16466,11,|cFFFFD200Trading Post|r
present,,,,1,5125,,269501,1304581,,,5,202,0,|cFFFFD200Drop: |rNek'zali the Soulcoiler|n|cFFFFD200Zone: |rThe Venomous Abyss
present,,,,1,5126,,269712,1305199,,,7,18,0,|cFFFFD200Drop:|r Ral'kala|n
present,,,,1,5129,,270147,1306197,,,7,194,5,|cFFFFD200Zone:|r Altar of Fangs
present,,,,1,5130,,270425,1306694,,,7,210,5,|cFFFFD200Achievement: |rNo Egg Scramble|n|cFFFFD200Category: |rMidnight Raid
present,,,,1,5131,,270857,1307328,,,8,210,5,|cFFFFD200Achievement: |rA Stack of Snacks|n|cFFFFD200Category: |rMidnight
present,,,,1,5132,,271086,1307843,,,7,210,5,|cFFFFD200Achievement: |rThe Coiled Isle Safari
present,,,,1,5133,,271106,1307875,,,7,210,0,|cFFFFD200Treasure: |rUnfortunate Scout's Satchel|n|cFFFFD200Zone: |rThe Coiled Isle
present,,,,1,5134,,271163,1307902,,,5,138,0,|cFFFFD200Discovery: |rOfi's Offerings
present,,,,1,5137,,271772,1309175,,,7,210,0,|cFFFFD200Drop:|r Big Mon|n|cFFFFD200Zone:|r The Coiled Isle|n
present,,,,1,5164,,273775,1313813,,,4,210,10,|cFFFFD200Discovery:|r Silvermoon City|n
present,,,,1,5123,,269373,1304105,,,8,82,7,|cFFFFD200Promotion:|r BlizzCon 2026
present,,,,1,5124,,269374,12243,,,8,82,7,|cFFFFD200Promotion:|r BlizzCon 2026
present,,,,1,5127,,269780,1305392,,,4,16466,7,|cFFFFD200Promotion|r|n
present,,,,1,5080,,266912,1297823,,,1,16466,9,|cFFFFD200Promotion|r|n
present,,,,1,5067,,265748,1295658,,,7,16466,9,|cFFFFD200In-Game Shop|r|n
