"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","npc_id","completion_quest_id","object_id","selection_decision"
"7997","Riches of Pandaria","8","31376","Statue of Xuen","20914","27","31416",,"31416",,"include_mop"
"7997","Riches of Pandaria","9","31377","Lost Adventurer's Belongings","20916","27","31418",,"31418",,"include_mop"
"7997","Riches of Pandaria","10","31378","Rikktik's Tick Remover","20917","27","31419",,"31419",,"include_mop"
"7997","Riches of Pandaria","11","31379","Ancient Mogu Tablet","20918","27","31420",,"31420",,"include_mop"
"7997","Riches of Pandaria","12","31380","Terracotta Head","20920","27","31422",,"31422",,"include_mop"
"7997","Riches of Pandaria","13","31381","Fragment of Dread","20921","27","31423",,"31423",,"include_mop"
"7997","Riches of Pandaria","14","31382","Hardened Sap of Kri'vess","20922","27","31424",,"31424",,"include_mop"
"7997","Riches of Pandaria","15","31383","Amber Encased Moth","20924","27","31426",,"31426",,"include_mop"
"7997","Riches of Pandaria","16","31384","Abandoned Crate of Goods","20925","27","31427",,"31427",,"include_mop"
"7997","Riches of Pandaria","17","31385","Hammer of Folly","20926","27","31428",,"31428",,"include_mop"
"8726","Extreme Treasure Hunter","0","34186","Gleaming Treasure Chest","24018","68","220901",,,"220901","include_mop"
"8726","Extreme Treasure Hunter","1","34187","Rope-Bound Treasure Chest","24019","68","220902",,,"220902","include_mop"
"8726","Extreme Treasure Hunter","2","34188","Mist-Covered Treasure Chest","24020","68","220908",,,"220908","include_mop"
"8727","Where There's Pirates, There's Booty","0","34190","Sunken Treasure","24021","68","220832",,,"220832","include_mop"
"8727","Where There's Pirates, There's Booty","1","34191","Blackguard's Jetsam","24022","68","220986",,,"220986","include_mop"
"8727","Where There's Pirates, There's Booty","2","34192","Gleaming Treasure Satchel","24023","68","221036",,,"221036","include_mop"
"8729","Treasure, Treasure Everywhere","0/0","34255","","24083","68","223204",,,"223204","include_mop"
"8729","Treasure, Treasure Everywhere","0/1","34256","","24084","68","223115",,,"223115","include_mop"
"8729","Treasure, Treasure Everywhere","0/2","34257","","24085","68","223114",,,"223114","include_mop"
"8729","Treasure, Treasure Everywhere","0/3","34258","","24086","68","223113",,,"223113","include_mop"
"8729","Treasure, Treasure Everywhere","0/4","34259","","24087","68","223112",,,"223112","include_mop"
"8729","Treasure, Treasure Everywhere","0/5","34260","","24088","68","223111",,,"223111","include_mop"
"8729","Treasure, Treasure Everywhere","0/6","34261","","24089","68","223110",,,"223110","include_mop"
"8729","Treasure, Treasure Everywhere","0/7","34262","","24090","68","223109",,,"223109","include_mop"
"8729","Treasure, Treasure Everywhere","0/8","34263","","24091","68","223108",,,"223108","include_mop"
"8729","Treasure, Treasure Everywhere","0/9","34264","","24092","68","223107",,,"223107","include_mop"
"8729","Treasure, Treasure Everywhere","0/10","34265","","24093","68","223106",,,"223106","include_mop"
"8729","Treasure, Treasure Everywhere","0/11","34266","","24094","68","223105",,,"223105","include_mop"
"8729","Treasure, Treasure Everywhere","0/12","34267","","24095","68","223104",,,"223104","include_mop"
"8729","Treasure, Treasure Everywhere","0/13","34268","","24096","68","223103",,,"223103","include_mop"
"8729","Treasure, Treasure Everywhere","0/14","34269","","24097","68","223102",,,"223102","include_mop"
"8729","Treasure, Treasure Everywhere","0/15","34270","","24098","68","223101",,,"223101","include_mop"
"8729","Treasure, Treasure Everywhere","0/16","34271","","24099","68","223100",,,"223100","include_mop"
"8729","Treasure, Treasure Everywhere","0/17","34272","","24100","68","223099",,,"223099","include_mop"
"8729","Treasure, Treasure Everywhere","0/18","34273","","24101","68","223098",,,"223098","include_mop"
"8729","Treasure, Treasure Everywhere","0/19","34274","","24102","68","223097",,,"223097","include_mop"
"8729","Treasure, Treasure Everywhere","0/20","34275","","24103","68","223096",,,"223096","include_mop"
"8729","Treasure, Treasure Everywhere","0/21","34276","","24104","68","223095",,,"223095","include_mop"
"8729","Treasure, Treasure Everywhere","0/22","34277","","24105","68","223094",,,"223094","include_mop"
"8729","Treasure, Treasure Everywhere","0/23","34278","","24106","68","223093",,,"223093","include_mop"
"8729","Treasure, Treasure Everywhere","0/24","34279","","24107","68","223092",,,"223092","include_mop"
"8729","Treasure, Treasure Everywhere","0/25","34280","","24108","68","223091",,,"223091","include_mop"
"8729","Treasure, Treasure Everywhere","0/26","34281","","24109","68","223090",,,"223090","include_mop"
"8729","Treasure, Treasure Everywhere","0/27","34282","","24110","68","223089",,,"223089","include_mop"
"8729","Treasure, Treasure Everywhere","0/28","34283","","24111","68","223088",,,"223088","include_mop"
"8729","Treasure, Treasure Everywhere","0/29","34284","","24112","68","223087",,,"223087","include_mop"
"8729","Treasure, Treasure Everywhere","0/30","34285","","24113","68","223086",,,"223086","include_mop"
"8729","Treasure, Treasure Everywhere","0/31","34286","","24114","68","223085",,,"223085","include_mop"
"8729","Treasure, Treasure Everywhere","0/32","34287","","24115","68","223084",,,"223084","include_mop"
"8729","Treasure, Treasure Everywhere","0/33","34288","","24116","68","221670",,,"221670","include_mop"
"8729","Treasure, Treasure Everywhere","1","34289","Skull-Covered Chest","24117","68","221617",,,"221617","include_mop"
"8729","Treasure, Treasure Everywhere","2","34290","Blazing Chest","24118","68","221673",,,"221673","include_mop"
"8729","Treasure, Treasure Everywhere","3/0","34292","","24119","68","223118",,,"223118","include_mop"
"8729","Treasure, Treasure Everywhere","3/1","34293","","24120","68","223117",,,"223117","include_mop"
"8729","Treasure, Treasure Everywhere","3/2","34294","","24121","68","223116",,,"223116","include_mop"
"8729","Treasure, Treasure Everywhere","3/3","34295","","24122","68","221671",,,"221671","include_mop"
"8729","Treasure, Treasure Everywhere","4/0","34297","","24123","68","223119",,,"223119","include_mop"
"8729","Treasure, Treasure Everywhere","4/1","34298","","24124","68","221672",,,"221672","include_mop"
"8784","Timeless Legends","0","34393","Cloudstrike Family Helm","24006","68","222796",,,"222796","include_mop"
"8784","Timeless Legends","1","34394","Flameheart Shawl","24140","68","223537",,,"223537","include_mop"
"8784","Timeless Legends","2","34395","Riverspeaker's Trident","24141","68","223538",,,"223538","include_mop"
"8784","Timeless Legends","3","34396","Snowdrift Tiger Talons","24142","68","223539",,,"223539","include_mop"
