"collectible_type","source_id_type","source_id","final_legion_db2_id","name","in_final_legion_snapshot","source_text","source_url","guide_url"
"mount","spell","171833","639","Pale Thorngrazer","True","Pale Thorngrazer This talbuk subsists completely on a diet of thistles and thorns, making its insides as tough as its outside. Vendor: Crafticus Mindbender Stormshield Faction: Wrynn's Vanguard – Exalted 5,000 Gold + 5,000 Apexis Crystals","https://www.wowhead.com/spell=171833/pale-thorngrazer&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171628","620","Rocktusk Battleboar","True","Rocktusk Battleboar It's not the metal helmet that attracts mates; it's the sweet mohawk. Vendor: Trader Araanda, Trader Darakk Lunarfall, Frostwall 10,000 Gold","https://www.wowhead.com/spell=171628/rocktusk-battleboar&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171824","630","Sapphire Riverbeast","True","Sapphire Riverbeast This animal's color mimics the clear blue of Draenor's river shallows, making it almost invisible to aquatic predators. Drop: Silthide Talador --","https://www.wowhead.com/spell=171824/sapphire-riverbeast&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171624","616","Shadowhide Pearltusk","True","Shadowhide Pearltusk Some of the legends say the draenei first befriended the elekk after one of the beasts saved an injured scout from a pack of vicious podlings. Drop: Invader's Forgotten Treasure Garrison Invasion --","https://www.wowhead.com/spell=171624/shadowhide-pearltusk&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","item","116772","635","Shadowmane Charger","True","Shadowmane Charger Draenei poets have likened this talbuk's coloring to shadows cast by moonlight in an ashen forest. Vendor: Ravenspeaker Skeega/ Shadow-Sage Brakoss Stormshield/Warspear 5,000 Gold + 5,000 Apexis Crystals","https://www.wowhead.com/item=116772/shadowmane-charger&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171843","649","Smoky Direwolf","True","Smoky Direwolf Believed to reside mostly in the north. Hates weddings. Drop: Invader's Forgotten Treasure Garrison Invasion --","https://www.wowhead.com/spell=171843/smoky-direwolf&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","191633","772","Soaring Skyterror","True","Soaring Skyterror The extra-light equipment on this chromatic rylak allows it to swoop and glide through the clouds easily, free from the bounds of the land below. Achievement: Draenor Pathfinder -- --","https://www.wowhead.com/spell=191633/soaring-skyterror&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171828","634","Solar Spirehawk","True","Solar Spirehawk Looking into the eyes of this mystical beast is like peering into the heart of the sun. Goggles are recommended when you're riding. Drop: Rukhmar Spires of Arak","https://www.wowhead.com/spell=171828/solar-spirehawk&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171849","655","Sunhide Gronnling","True","Sunhide Gronnling Loves the sun, hates everything else. Drop: Poundfist Gorgrond --","https://www.wowhead.com/spell=171849/sunhide-gronnling&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171830","636","Swift Breezestrider","True","Swift Breezestrider Draenei have relied on this mount, the swiftest of all talbuk, to relay messengers and their missives safely to their destinations. Drop: Pathrunner Shadowmoon Valley --","https://www.wowhead.com/spell=171830/swift-breezestrider&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171842","648","Swift Frostwolf","True","Swift Frostwolf Amidst the cold heights of Frostfire, the frostwolves hunt anything they can catch. The fastest among them eat well. (Horde Only) Vendor: Beska Redtusk Warspear Faction: Frostwolf Orcs – Exalted 5,000 Gold and 5,000 Apexis Crystals","https://www.wowhead.com/spell=171842/swift-frostwolf&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171617","609","Trained Icehoof","True","Trained Icehoof It wasn't until you owned this mount that you understood how much of the world of Draenor would test you. Clefthoof hair gets in everything! Garrison Stables Garrison --","https://www.wowhead.com/spell=171617/trained-icehoof&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171623","615","Trained Meadowstomper","True","Trained Meadowstomper The draenei perfected elekk husbandry long ago, adorning the creatures with Light-infused crystals to make them more docile. Quest: Garrison Stables Garrison --","https://www.wowhead.com/spell=171623/trained-meadowstomper&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171638","629","Trained Riverwallow","True","Trained Riverwallow Riverwallows are one of the heartiest beasts on Draenor, resulting in their increased stamina and distinctive coloring. Quest: Garrison Stables Garrison --","https://www.wowhead.com/spell=171638/trained-riverwallow&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171637","628","Trained Rocktusk","True","Trained Rocktusk Thoroughly trained in how to snort, trot, and stomp on the faces of its enemies. Quest: Garrison Stables Garrison","https://www.wowhead.com/spell=171637/trained-rocktusk&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171831","637","Trained Silverpelt","True","Trained Silverpelt Prized for its intelligence, this breed of talbuk can be trained to execute defensive kicks and gorings in battle. Garrison Stables Garrison","https://www.wowhead.com/spell=171831/trained-silverpelt&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171841","647","Trained Snarler","True","Trained Snarler Enormously cute as a puppy. Slightly less so now. Quest: Garrison Stables Garrison --","https://www.wowhead.com/spell=171841/trained-snarler&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171619","611","Tundra Icehoof","True","Tundra Icehoof A translucent layer of down hair covers this breed's leathery hide, acting as the perfect insulation for cold environments. Drop: Vengeance, Deathtalon, Terrofist, Doomroller Tanaan Jungle --","https://www.wowhead.com/spell=171619/tundra-icehoof&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","item","121815","682","Voidtalon of the Dark Star","True","Voidtalon of the Dark Star Corrupted by the presence of the Dark Star in Draenor, the Voidtalons resisted being broken by the Shadowmoon Clan and were ultimately destroyed by Ner'zhul. Only a single egg remains, lost in the void. Drop: Voidtalon Egg Nagrand, Shadowmoon Valley, Frostfire Ridge, Gorgrond, Talador --","https://www.wowhead.com/item=121815/voidtalon-of-the-dark-star&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171837","643","Warsong Direfang","True","Warsong Direfang Has a will of iron but is a sweetheart if you give it a clefthoof bone to chew on. Drop: Vengeance, Deathtalon, Terrorfist, Doomroller Tanaan Jungle --","https://www.wowhead.com/spell=171837/warsong-direfang&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171633","624","Wild Goretusk","True","Wild Goretusk If you want a gentle ride, go find a ""tame happytusk"" or something. Vendor: Z'Tenga the Walker Tanaan Jungle Faction: The Saberstalkers - Honored 1000 Blackfang Claws","https://www.wowhead.com/spell=171633/wild-goretusk&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"mount","spell","171616","608","Witherhide Cliffstomper","True","Witherhide Cliffstomper Tiny notches cover the hooves of this variation of clefthoof, allowing it to safely scale mountainous regions in search of food. Vendor: Trader Araanda, Trader Darakk Garrison 20,000 Gold","https://www.wowhead.com/spell=171616/witherhide-cliffstomper&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","77021","1385","Albino Chimaeraling","True","Albino Chimaeraling ""Both heads are equally fearsome on the terrifying chimaera, each capable of its own unique breath attack."" Quest: Mastering the Menagerie Lunarfall, Frostwall --","https://www.wowhead.com/npc=77021/albino-chimaeraling&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","85281","1571","Albino River Calf","True","Albino River Calf ""Their white hide would make them vulnerable to sunburn if it wasn't as thick as plate armor."" Vendor: Mimi Wizzlebub, Gazrix Gearlock Warspear, Stormshield Faction: Steamwheedle Preservation Society – Revered 1,000 Gold","https://www.wowhead.com/npc=85281/albino-river-calf&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","96123","1693","Blazing Firehawk","True","Blazing Firehawk ""Arakkoa sun worship has resulted in the creation of some strange and monstrous minions."" Vendor: Dawn-Seeker Krisek Tanaan Jungle Faction: Order of the Awakened – Exalted 2,000 Apexis Crystals","https://www.wowhead.com/npc=96123/blazing-firehawk&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","85388","1468","Bloodbeak","True","Bloodbeak ""The ancient tribes of Draenor were known to harvest their sharp beaks for crude tools and weapons."" Pet Battle Tanaan Jungle --","https://www.wowhead.com/npc=85388/bloodbeak&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88514","1577","Bloodthorn Hatchling","True","Bloodthorn Hatchling ""Ravagers are favored ogre snacks when they are small and less deadly."" Vendor: Tiffy Trapsring, Giada Goldleash Garrison 50 Shiny Pet Charms","https://www.wowhead.com/npc=88514/bloodthorn-hatchling&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88577","1600","Bone Serpent","True","Bone Serpent ""Young bone serpents will try to burrow into a living creature's skull and devour their brain. So, you may want to wear a night cap."" Pet Battle: Erris the Collector, Kura Thunderhoof Garrison --","https://www.wowhead.com/npc=88577/bone-serpent&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","85014","1458","Bone Wasp","True","Bone Wasp ""One ogre ritual involves cupping a bone wasp in their hands and shaking vigorously. The venom increases strength and invokes vivid imagery."" Vendor: Kil' rip Frostwall Faction: Laughing Skull – Revered 1,000 Gold,","https://www.wowhead.com/npc=85014/bone-wasp&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88422","1586","Cerulean Moth","True","Cerulean Moth ""Delicate and dangerous, brilliant and bold, a beauty worth more than gold."" Pet Battle Tanaan Jungle --","https://www.wowhead.com/npc=88422/cerulean-moth&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","93143","1662","Cinder Pup","True","Cinder Pup ""Found munching on blackened bone in the Black Forge of Blackrock Foundry, this pup really seems to warm up to you quickly."" Garrison Mission: Fiery Friends Garrison --","https://www.wowhead.com/npc=93143/cinder-pup&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","94623","1672","Corrupted Nest Guardian","True","Corrupted Nest Guardian ""There is very little difference between a corrupted nest guardian and an omelette chef."" Drop: Shadow-Lord Iskar Hellfire Citadel","https://www.wowhead.com/npc=94623/corrupted-nest-guardian&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","79039","1396","Crazy Carrot","True","Crazy Carrot ""Left to their own devices, carrots will simply lose their minds."" Vendor: Naron Bloomthistle, Tarnon Lunarfall, Frostwall 1,000 Draenic Seeds","https://www.wowhead.com/npc=79039/crazy-carrot&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","94927","1688","Crusher","True","Crusher ""Found wandering in a small blizzard, this lost goren carries a mining pick to show that he is a jack of all trades."" Vendor: Trader Araanda, Trader Darakk Lunarfall, Frostwall 1,000 Gold","https://www.wowhead.com/npc=94927/crusher&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","84885","1450","Draenei Micro Defender","True","Draenei Micro Defender ""While these tiny mechanical guardians were created to protect domesticated elekks from pests, they also turned out to be really good at giving back massages."" Vendor: Vindicator Nuurum Stormshield Faction: Council of Exarchs - Revered 250 Gold","https://www.wowhead.com/npc=84885/draenei-micro-defender&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88415","1588","Dusty Sporewing","True","Dusty Sporewing ""Their wings emit a fine powder as a defensive mechanism when it is in danger."" Vendor: Tiffy Trapspring, Giada Goldleash Garrison 50 Shiny Pet Charms","https://www.wowhead.com/npc=88415/dusty-sporewing&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88222","1566","Everbloom Peachick","True","Everbloom Peachick ""These tiny creatures seem to favor big, fluffy nests, preferably atop an animal-loving dryad."" Quest: For The Birds The Everbloom --","https://www.wowhead.com/npc=88222/everbloom-peachick&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","62621","519","Fel Flame","True","Fel Flame ""Born from demonic magic, these petulant little entities corrupt everything they touch with foul energies."" Pet Battle Shadowmoon Valley, Tanaan Jungle --","https://www.wowhead.com/npc=62621/fel-flame&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","91823","1660","Fel Pup","True","Fel Pup ""These pops are bundles of fur and teeth until they grow up, at which point they are really just teeth."" Quest: A Fel Puppy of My Own Tanaan Jungle --","https://www.wowhead.com/npc=91823/fel-pup&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88473","1581","Fen Crab","True","Fen Crab ""These crafty crustaceans burrow under the mud to avoid being scooped up by larger predators."" Pet Battle Tanaan Jungle --","https://www.wowhead.com/npc=88473/fen-crab&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","62886","541","Fire-Proof Roach","True","Fire-Proof Roach ""The outer member of the roaches' eggs protect the larva from incineration. It is here in incubation that they gain the ability to resist the fire and heat of the volcanic climate."" Pet Battle Frostfire Ridge, Mount Hyjal --","https://www.wowhead.com/npc=62886/fire-proof-roach&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","87704","1545","Firewing","True","Firewing ""Don't line her cage with paper unless you want a fire."" Quest: Mastering the Menagerie Garrison --","https://www.wowhead.com/npc=87704/firewing&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","83583","1430","Forest Sproutling","True","Forest Sproutling ""From seed to flower, a tiny terror is grown."" Vendor: Kwilax Fuseshiv Warspear, Stormshield Faction: Steamwheedle Preservation Society – Revered 1000 Gold","https://www.wowhead.com/npc=83583/forest-sproutling&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","82715","1427","Frostfur Rat","True","Frostfur Rat ""Annoying and destructive, they can be coaxed with enough cheese to become a tolerable companion."" Pet Battle Frostfire Ridge --","https://www.wowhead.com/npc=82715/frostfur-rat&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88480","1578","Frostshell Pincher","True","Frostshell Pincher ""The frostshell pinchers build up layers of ice to give them the extra protection from larger predators."" Pet Battle Frostfire Ridge --","https://www.wowhead.com/npc=88480/frostshell-pincher&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","87111","1542","Frostwolf Pup","True","Frostwolf Pup ""These pups are bundles of fur and teeth until they grow up, at which point they are really just teeth."" Vendor: Beska Redtusk Warspear Faction: Frostwolf Orcs – Revered","https://www.wowhead.com/npc=87111/frostwolf-pup&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","85387","1471","Fruit Hunter","True","Fruit Hunter ""This anxious avian has a voracious appetite for fruit."" Drop: Wiggling Egg Frostfire Ridge --","https://www.wowhead.com/npc=85387/fruit-hunter&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88575","1598","Glowing Sporebat","True","Glowing Sporebat ""Wild sporebats are vicious creatures, but if tamed at a young age, they can be loyal companions."" Vendor: Tiffy Trapspring, Giada Goldleash Garrison 100 Shiny Pet Charms","https://www.wowhead.com/npc=88575/glowing-sporebat&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","62185","483","Horny Toad","True","Horny Toad ""There are many scholars who question whether it is a toad or not."" Pet Battle Desolace, Tanaan Jungle --","https://www.wowhead.com/npc=62185/horny-toad&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","85003","1457","Icespine Hatchling","True","Icespine Hatchling ""Equipped with extremely sharp claws, these frigid hatchlings dig through thick layers of ice and rock for shelter."" Pet Battle Frostfire Ridge --","https://www.wowhead.com/npc=85003/icespine-hatchling&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88474","1579","Ironclaw Scuttler","True","Ironclaw Scuttler ""With claws that can crush a platemail gauntlet, it's best to handle with care."" Pet Battle Frostfire Ridge --","https://www.wowhead.com/npc=88474/ironclaw-scuttler&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","86445","115","Land Shark","True","Land Shark ""After birth, newborn sharks quickly flee their hungry mothers. Their early independence makes them dangerous even while young."" Profession: Fishing Garrison, Fishing Shack Nat Pagle- Good Friends 50 Nat's Lucky Coin","https://www.wowhead.com/npc=86445/land-shark&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","94867","1687","Left Shark","True","Left Shark ""Who would leave such a cute shark behind? The Iron Horde truly has no soul."" Garrison Mission: Orphaned Aquatic Animal Rescue Garrison --","https://www.wowhead.com/npc=94867/left-shark&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","93142","1661","Lost Netherpup","True","Lost Netherpup ""Rumor has it that some beasts that were touched by the void exist in a space between this world and the next."" Vendor: Tiffy Trapspring, Giada Goldleash Garrison 200 Shiny Pet Charms","https://www.wowhead.com/npc=93142/lost-netherpup&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
