"status","release_decision","current_exists","species_id","name","creature_id","summon_spell_id","item_ids","item_expansion_ids","pet_type_enum","flags","source_type_enum","source_text","audited_release_expansion","audited_source_content_expansion","audit_source_url","inclusion_reason"
"guide_confirmed","include_tww","True","4491","Jump Jump","222575","446438","222972","10","7","2","2","|cFFFFD200Vendor: |rLady Vinazian|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r2250|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h|n|n|cFFFFD200Vendor: |rY'tekhi|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r2250|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4492","Fringe","222576","446440","222973","10","7","2","2","|cFFFFD200Vendor: |rClutchmother Marn'tiq|n|cFFFFD200Zone: |rCity of Threads|n|cFFFFD200Cost: |r2250|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h",,,,"tww_guide_confirmed"
"db2_tww_signal","include_tww","True","4493","Redthroat Skipling","222080","446452","221493","10","8","34","-1","",,,,"tww_db2_signal_triage_approved"
"guide_confirmed","include_tww","True","4495","Skippy","222079","446463","221494","10","8","2","2","|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4496","Wriggle","222078","446464","221496","10","8","2","0","|cFFFFD200Drop:|r Kobyss Delve's Heavy Trunk|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4498","Ebon Ploughworm","222582","446490","","","4","26","4","|cFFFFD200Pet Battle: |rAzj-Kahet, City of Threads, Hallowfall, Shadowvein Extraction Site, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4499","Common Ploughworm","222584","446492","","","4","26","4","|cFFFFD200Pet Battle: |rAzj-Kahet, City of Threads, Hallowfall, Shadowvein Extraction Site, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4500","Lil' Bonechewer","222583","446493","225934","10","4","82","5","|cFFFFD200Achievement: |rWorm Theory|n|cFFFFD200Category: |rWar Within",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4502","Kaheti Bull Worm","222585","446491","","","4","34","2","|cFFFFD200Vendor:|r |n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4506","Violet Sporbit","222590","446498","225337","10","5","2","0","|cFFFFD200Drop:|r Fungarian Delve's Heavy Trunk|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4507","Hemospore","222592","446500","","","5","26","4","|cFFFFD200Pet Battle: |rThe Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4510","Winged Arachnoid","222608","446510","","","2","26","4","|cFFFFD200Pet Battle: |rAzj-Kahet, Hallowfall",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4511","Venomwing","222607","446512","221761","10","2","2","2","|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4512","Sceaduthax","222609","446513","221759","10","2","16386","-1","",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4513","Pillarnest Bonedrinker","222606","446514","221760","10","2","82","0","|cFFFFD200Treasure: |rNest Egg|n|cFFFFD200Zone: |rAzj-Kahet",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4514","Fallowspark Glowfly","222613","446583","","","2","26","4","|cFFFFD200Pet Battle: |rDornogal, Hallowfall, Isle of Dorn, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4515","Azure Flickerfly","222614","446584","","","2","26","4","|cFFFFD200Pet Battle: |rAzj-Kahet, City of Threads, Hallowfall, Shadowvein Extraction Site, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4516","Vibrant Glowfly","222615","446585","228096","0","2","26","4","|cFFFFD200Pet Battle: |rAzj-Kahet, City of Threads, Hallowfall, Shadowvein Extraction Site, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4517","Waxwick","222711","446734","221821","10","6","82","5","|cFFFFD200Achievement:|r Khaz Algar Safari|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4518","Magmashell Crawler","222713","446744","","","6","26","4","|cFFFFD200Pet Battle: |rDornogal, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4519","Burntram","222714","446750","221764","10","6","16386","-1","",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4520","Fathom Incher","222717","446755","222964","10","8","2","1","|cFFFFD200Quest:|r Return to the Sea|n|cFFFFD200Zone: |rHallowfall",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4521","Subterranean Dartswog","222736","446767","","","8","26","4","|cFFFFD200Pet Battle: |rAzj-Kahet, City of Threads, Hallowfall, Isle of Dorn, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4522","Troglofrog","222739","446768","228098","0","8","26","4","|cFFFFD200Pet Battle: |rAzj-Kahet, City of Threads, Deepforge Golemworks, Hallowfall, Isle of Dorn, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4524","Starkstripe Hopper","222764","446791","221811","10","8","2","2","|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4525","Fragrant Stonelamb","222774","446796","","","4","26","4","|cFFFFD200Pet Battle: |rIsle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4526","Sandstone Mosswool","222775","446797","","","4","26","4","|cFFFFD200Pet Battle: |rDornogal, Isle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4527","Lil' Moss Rosy","222782","446798","224450","10","4","82","0","|cFFFFD200Treasure: |rMosswool Flower|n|cFFFFD200Zone: |rIsle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4529","Shale Mosswool","222778","446800","","","4","26","4","|cFFFFD200Pet Battle: |rIsle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4530","Loamy","222779","446801","222965","10","4","2","2","|cFFFFD200Vendor: |rAuditor Balwurz|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r6500|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4533","Meek Bloodlasher","222875","447008","","","6","26","4","|cFFFFD200Pet Battle: |rHallowfall, Isle of Dorn, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4534","Nightfarm Growthling","222880","447009","221546","10","6","18","0","|cFFFFD200Treasure: |rNightfarm Growthling|n|cFFFFD200Zone: |rHallowfall",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4535","Ghostcap Menace","222877","447010","","","6","26","4","|cFFFFD200Pet Battle: |rHallowfall, Isle of Dorn, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4536","Blightbud","222879","447012","221548","10","6","2","0","|cFFFFD200Treasure: |rDislodged Blockage|n|cFFFFD200Zone: |rThe Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4537","Chester","222883","447016","221820","10","0","2","0","|cFFFFD200Drop:|r Delve's Bountiful Coffer and Hidden Trove|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4538","Cobalt Ramolith","223094","447499","","","7","26","4","|cFFFFD200Pet Battle: |rIsle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4539","Granite Ramolith","223093","447501","","","7","26","4","|cFFFFD200Pet Battle: |rIsle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4540","Alabaster Stonecharger","223092","447502","","","7","26","4","|cFFFFD200Pet Battle: |rIsle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4541","Bedrock Stonecharger","223090","447503","","","7","26","4","|cFFFFD200Pet Battle: |rDornogal, Isle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4542","Slim","223138","447900","222980","10","8","82","1","|cFFFFD200Quest:|r Grand, Gutsy Solutions|n|cFFFFD200Zone: |rAzj-Kahet",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4543","Sir Shady Mrrgglton Junior","223135","447902","222974","10","5","2","2","|cFFFFD200Vendor: |rSir Finley Mrrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r10000|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4544","Umbral Amalgam","223136","447903","","","5","26","4","|cFFFFD200Pet Battle: |rHallowfall",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4545","Clay Stonecharger","223087","447933","222979","10","7","16386","-1","",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4546","Sandstone Ramolith","223088","447934","222978","10","7","2","2","|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4570","Cinderwold Sizzlestinger","223351","449511","223625","10","6","2","1","|cFFFFD200Quest:|r Home Is Where the Candle Is|n|cFFFFD200Zone: |rThe Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4571","Pinkskin Burrower","223706","449369","228097","0","7","26","4","|cFFFFD200Pet Battle: |rAzj-Kahet, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4573","Skittish Sniffler","223712","449472","","","7","26","4","|cFFFFD200Pet Battle: |rAzj-Kahet, The Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4574","Snuffling","223715","449473","","","7","10","4","|cFFFFD200Pet Battle: |rThe Ringing Deeps",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4575","Sneef","223718","449475","223624","10","7","2","0","|cFFFFD200Drop:|r Kobold Delve's Heavy Trunk",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4576","Guacamole","223717","449477","223623","10","7","2","2","|cFFFFD200Vendor: |rWaxmonger Squick|n|cFFFFD200Zone: |rThe Ringing Deeps|n|cFFFFD200Cost: |r6500|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4577","Cinderhoney Emberstinger","223698","449513","223626","10","6","26","4","|cFFFFD200Pet Battle: |rIsle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4581","Ruby-Eyed Stagshell","223859","449807","223802","10","7","82","5","|cFFFFD200Achievement: |rA Champion's Tour: The War Within|n|cFFFFD200Category: |rWorld",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4582","Rak-Ush Battleshell","223861","449808","223803;225935","10","7","2","1","|cFFFFD200Quest: |rPermanent Hire|n|cFFFFD200Zone: |rAzj-Kahet",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4586","Brown Leafbug","224090","451193","224101","10","4","2","2","|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",,,,"tww_guide_confirmed"
"snapshot_candidate","include_tww","True","4592","Misty","224915","452706","224406","0","7","82","2","|cFFFFD200Vendor: |rBobadormu|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r2200|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rGrannadormu|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r2200|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h",,,,"tww_era_event_triage_approved"
"snapshot_candidate","include_tww","True","4593","Craggles","224916","452711","224410","0","7","82","2","|cFFFFD200Vendor: |rBobadormu|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r2200|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rGrannadormu|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r2200|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h",,,,"tww_era_event_triage_approved"
"guide_confirmed","include_tww","True","4594","Dalaran Sewer Turtle","225238","453076","224549","10","8","82","10","|cFFFFD200Treasure:|r Dalaran Sewer Turtle|n|cFFFFD200Zone: |rIsle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4596","Faithful Dog","225537","453741","224766","0","7","146","0","|cFFFFD200Treasure:|r Half-Buried Dog Bowl|n|cFFFFD200Zone: |rIsle of Dorn",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4597","Wobbles","225632","453913","224760","10","6","18","2","|cFFFFD200Vendor: |rGnawbles|n|cFFFFD200Zone: |rThe Ringing Deeps|n|cFFFFD200Cost: |r1|Hitem:224642|h|TInterface\ICONS\INV_Jewelcrafting_NobleTopaz_02.blp:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4598","Coppers","225554","453923","224646","10","0","18","2","|cFFFFD200Vendor: |rGnawbles|n|cFFFFD200Zone: |rThe Ringing Deeps|n|cFFFFD200Cost: |r1|Hitem:224642|h|TInterface\ICONS\INV_Jewelcrafting_NobleTopaz_02.blp:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4599","Mind Slurp","226125","455184","225544","10","5","2","0","|cFFFFD200Treasure: |rMemory Cache|n|cFFFFD200Zone: |rAzj-Kahet",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4614","Gizmo the Pure","229779","462942","228740","0","4","90","6","|cFFFFD200World Event:|r WoW's Anniversary|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4628","Tidal Kroling","230394","0","248953","","7","26","4","|cFFFFD200Pet Battle: |rSiren Isle",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4631","Foreman","231469","471902","232855","10","7","82","5","|cFFFFD200Achievement: |rFamily Battler of Undermine|n|cFFFFD200Category: |rBattle",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4632","Eepy","231468","471904","232853","10","7","2","2","|cFFFFD200Vendor: |rLab Assistant Laszly|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r6500|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4633","Scruff","231467","471901","232856","10","7","34","-1","",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4634","Grinner","231465","471903","232854","10","7","34","-1","",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4635","Goggles","231466","471900","232857","10","7","2","6","|cFFFFD200World Event:|r Children's Week|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4636","Mutt","231464","471907","232852","10","7","2","0","|cFFFFD200Drop:|r Shipping and Handling|n|cFFFFD200Zone: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4637","Wavebreaker Mechasaur","231457","471942","232839","10","9","2","2","|cFFFFD200Vendor: |rBoatswain Hardee|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r6500|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4638","Crimson Mechasaur","231455","471939","232842","10","9","2","2","|cFFFFD200Vendor: |rDitty Fuzeboy|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r10|Hitem:234741|h|TInterface\ICONS\INV_Engineering_90_Toolbox_Orange.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4639","Viridian Mechasaur","231456","471944","232838","10","9","2","0","|cFFFFD200Drop:|r Sifted Pile of Scrap|n|cFFFFD200Zone: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4640","Fun-Size Flarendo","231454","471933","232844","10","9","18","2","|cFFFFD200Vendor: |rSnix Longpocket|n|cFFFFD200Zone: |rLiberation of Undermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4641","Rocketfist","231450","471918","232851","10","9","2","2","|cFFFFD200Vendor: |rShredz the Scrapper|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r6500|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4642","Mega-Mecha Gorilla","231451","471935","232843","10","9","18","1","Quest: Mega-Mecha Gorilla|nZone: Undermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4643","Tiny Torq","231448","471945","232806","10","9","18","2","|cFFFFD200Vendor: |rSkitto Screwjack|n|cFFFFD200Zone: |rLiberation of Undermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4644","Professor Punch","231453","471940","232841","10","9","2","2","|cFFFFD200Vendor: |rDitty Fuzeboy|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r8|Hitem:234741|h|TInterface\ICONS\INV_Engineering_90_Toolbox_Orange.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4645","Bilgewater Junkhauler","231458","471925","232845","10","9","2","2","|cFFFFD200Vendor: |rRocco Razzboom|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r6500|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4646","Personal-Use Sapper","231463","471923","232847","10","9","2","0","|cFFFFD200Drop:|r Shipping and Handling|n|cFFFFD200Zone: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4647","Mr. DELVER","231462","471922","232848","10","9","2","0","|cFFFFD200Drop:|r Goblin Delve's Heavy Trunk",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4648","Steamwheedle Flunkie","231461","471924","232846","10","9","2","2","|cFFFFD200Vendor: |rDitty Fuzeboy|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:234741|h|TInterface\ICONS\INV_Engineering_90_Toolbox_Orange.BLP:0|t|h",,,,"tww_guide_confirmed"
