"status","current_exists","present_final_tww","acquisition_expansion","decor_id","item_id","decor_name","catalog_name","category","source_text","achievement_ids","quest_ids","npc_ids","spell_ids","currency_ids","collection_spell_id","catalog_flags","acquisition_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"acquisition_tww_confirmed","True","True","tww","1262","245319","Undermine Fencepost","Undermine Fencepost","Structural › Misc Structural","Smaks Topskimmer (Undermine) 350 Resonance Crystals Stacks Topskimmer (Undermine) 350 Resonance Crystals","","","231409;251911","","2815",,,,,"Undermine Fencepost","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","1263","245318","Undermine Fence","Undermine Fence","Structural › Misc Structural","Smaks Topskimmer (Undermine) 450 Resonance Crystals Stacks Topskimmer (Undermine) 450 Resonance Crystals","","","231409;251911","","2815",,,,,"Undermine Fence","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","1265","245321","Rust-Plated Storage Barrel","Rust-Plated Storage Barrel","Furnishings › Storage","Lab Assistant Laszly (Undermine) 400 Resonance Crystals","","","231408","","2815",,,,,"Rust-Plated Storage Barrel","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","1266","245325","Undermine Market Stall","Undermine Market Stall","Structural › Large Structures","Unsolicited Feedback (Undermine) Stacks Topskimmer (Undermine) 1000 Resonance Crystals","","85711","251911","","2815",,,,,"Undermine Market Stall","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","1267","243321","Cartel Head's Schmancy Desk","Cartel Head's Schmancy Desk","Furnishings › Tables and Desks","Cashing the Check (Undermine) Stacks Topskimmer (Undermine) 1000 Resonance Crystals","","87297","251911","","2815",,,,,"Cartel Head's Schmancy Desk","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","1268","245307","Undermine Bookcase","Undermine Bookcase","Furnishings › Storage","Sitch Lowdown (Undermine) 800 Resonance Crystals","","","231396","","2815",,,,,"Undermine Bookcase","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","1269","245311","Undermine Wall Shelf","Undermine Wall Shelf","Furnishings › Storage","Shredz the Scrapper (Undermine) 600 Resonance Crystals","","","231407","","2815",,,,,"Undermine Wall Shelf","-3","3","2","1","1"
"acquisition_tww_confirmed","True","True","tww","1270","245323","Shredderwheel Storage Chest","Shredderwheel Storage Chest","Furnishings › Storage","Crafting: Blacksmithing Profession: Khaz Algar Blacksmithing (80)","","","","1259681","",,,,,"Shredderwheel Storage Chest","10","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","1271","245324","Rocket-Powered Fountain","Rocket-Powered Fountain","Structural › Large Structures","Sojourner of Undermine Stacks Topskimmer (Undermine) 1500 Resonance Crystals","40894","","251911","","2815",,,,,"Rocket-Powered Fountain","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","1272","245315","Trashfire Barrel","Trashfire Barrel","Lighting › Large Lights","Treasure: Undermine","","","","","",,,,,"Trashfire Barrel","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","1273","243327","Zhevra-Stripe Rug","Zhevra-Stripe Rug","Accents › Floor","Crafting: Leatherworking Profession: Khaz Algar Leatherworking (80)","","","","1260328","",,,,,"Zhevra-Stripe Rug","10","3","4","1","5"
"acquisition_tww_confirmed","True","True","tww","1274","245308","""Elegant"" Lawn Flamingo","""Elegant"" Lawn Flamingo","Accents › Ornamental","Ad-Hoc Wedding Planner (Undermine) Stacks Topskimmer (Undermine) 750 Resonance Crystals","","87008","251911","","2815",,,,,"""Elegant"" Lawn Flamingo","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","1275","245305","Undermine Bean Bag Chair","Undermine Bean Bag Chair","Furnishings › Seating","Crafting: Tailoring Profession: Khaz Algar Tailoring (80)","","","","1260326","",,,,,"Undermine Bean Bag Chair","10","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","1276","245310","Reinforced Goblin Umbrella","Reinforced Goblin Umbrella","Accents › Ornamental","Just a Hunch Stacks Topskimmer (Undermine) 800 Resonance Crystals","","83176","251911","","2815",,,,,"Reinforced Goblin Umbrella","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","1277","245309","Rusty Patchwork Tub","Rusty Patchwork Tub","Furnishings › Misc Furnishings","Blair Bass (Undermine) 15 ""Gold"" Fish","","","226994","","",,,,,"Rusty Patchwork Tub","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","1748","245559","Octagonal Ochre Window","Octagonal Ochre Window","Structural › Windows","Crafting: Jewelcrafting Profession: Khaz Algar Jewelcrafting (80)","","","","1260096","",,,,,"Octagonal Ochre Window","10","3","2","1","3"
"acquisition_tww_confirmed","True","True","tww","1749","245560","Meadery Ochre Window","Meadery Ochre Window","Structural › Windows","Encounter: Goldie Baronbottom (Cinderbrew Meadery)","","","","","",,,,,"Meadery Ochre Window","-3","3","2","1","3"
"acquisition_tww_confirmed","True","True","tww","1750","245561","Ornate Ochre Window","Ornate Ochre Window","Structural › Windows","Auditor Balwurz (Dornogal) 620 Resonance Crystals","","","223728","","2815",,,,,"Ornate Ochre Window","-3","3","2","1","3"
"acquisition_tww_confirmed","True","True","tww","1893","245938","Overgrown Arathi Trellis","Overgrown Arathi Trellis","Nature › Misc Nature","Encounter: Prioress Murrpray (Priory of the Sacred Flame)","","","","","",,,,,"Overgrown Arathi Trellis","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","1984","246066","Schmancy Goblin String Lights","Schmancy Goblin String Lights","Lighting › Ceiling Lights","Crafting: Engineering Profession: Khaz Algar Engineering (80)","","","","1259724","",,,,,"Schmancy Goblin String Lights","10","3","3","1","1"
"acquisition_tww_confirmed","True","True","tww","2470","246707","Decorative Cinder Honeypot","Decorative Cinder Honeypot","Accents › Food and Drink","Cendvin (Isle of Dorn) 100 Sizzling Cinderpollen","","","226205","","",,,,,"Decorative Cinder Honeypot","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","2471","246708","Dornic Sliced Mineloaf","Dornic Sliced Mineloaf","Accents › Food and Drink","Crafting: Cooking Profession: Khaz Algar Cooking (80)","","","","1245995","",,,,,"Dornic Sliced Mineloaf","10","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","2472","246709","Earthen Hospitality Cheese-Like Brick","Earthen Hospitality Cheese-Like Brick","Accents › Food and Drink","Crafting: Cooking Profession: Khaz Algar Cooking (80)","","","","1245994","",,,,,"Earthen Hospitality Cheese-Like Brick","10","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","2532","246866","Kaheti Scribe's Records","Kaheti Scribe's Records","Accents › Ornamental","Smelling History Thripps (City of Threads) 1500 Kej","40542","","218202","","3056",,,,,"Kaheti Scribe's Records","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","2533","246867","Tome of Earthen Directives","Tome of Earthen Directives","Accents › Ornamental","Slate of the Union Jorid (Dornogal) 750 Resonance Crystals","41186","","219318","","2815",,,,,"Tome of Earthen Directives","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","3890","247750","Deephaul Crystal","Deephaul Crystal","Accents › Ornamental","Sprinting in the Ravine Joruh (Orgrimmar) 2500 Honor +1 more source","40612","","254606","","1792",,,,,"Deephaul Crystal","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","3891","247751","Deactivated K'areshi Warp Cannon","Deactivated K'areshi Warp Cannon","Structural › Large Structures","Om'sirik (K'aresh) 2000 Resonance Crystals","","","235252","","2815",,,,,"Deactivated K'areshi Warp Cannon","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","4560","248758","Relaxing Goblin Beach Chair with Cup Gripper","Relaxing Goblin Beach Chair with Cup Gripper","Furnishings › Seating","Boatswain Hardee (Undermine) 900 Resonance Crystals","","","231405","","2815",,,,,"Relaxing Goblin Beach Chair with Cup Gripper","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","9167","252755","Dornogal Framed Rug","Dornogal Framed Rug","Accents › Floor","Crafting: Tailoring Profession: Khaz Algar Tailoring (80)","","","","1260215","",,,,,"Dornogal Framed Rug","10","3","4","1","5"
"acquisition_tww_confirmed","True","True","tww","9168","252756","Stonelight Countertop","Stonelight Countertop","Furnishings › Tables and Desks","Bad Business (Dornogal) Garnett (Dornogal) 800 Resonance Crystals","","79530","252910","","2815",,,,,"Stonelight Countertop","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9169","252757","Boulder Springs Recliner","Boulder Springs Recliner","Furnishings › Seating","Sojourner of Isle of Dorn Garnett (Dornogal) 900 Resonance Crystals","20595","","252910","","2815",,,,,"Boulder Springs Recliner","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","9170","252758","Boulder Springs Hot Tub","Boulder Springs Hot Tub","Furnishings › Misc Furnishings","Crafting: Alchemy Profession: Khaz Algar Alchemy (80)","","","","1259673","",,,,,"Boulder Springs Hot Tub","10","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9178","253020","Earthen Etched Throne","Earthen Etched Throne","Furnishings › Seating","Into the Machine (The Ringing Deeps) Chert (The Ringing Deeps) 500 Resonance Crystals","","78761","252887","","2815",,,,,"Earthen Etched Throne","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","9179","253021","Freywold Bench","Freywold Bench","Furnishings › Seating","Heart of a Hero (Isle of Dorn) Cinnabar (Freywold Village, Isle of Dorn) 400 Resonance Crystals","","78999","252901","","2815",,,,,"Freywold Bench","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","9180","253022","Dornogal Bookcase","Dornogal Bookcase","Furnishings › Storage","Crafting: Inscription Profession: Khaz Algar Inscription (80)","","","","1259796","",,,,,"Dornogal Bookcase","10","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9181","253023","Rambleshire Resting Platform","Rambleshire Resting Platform","Furnishings › Beds","Rocked to Sleep Garnett (Dornogal) 1000 Resonance Crystals","40504","","252910","","2815",,,,,"Rambleshire Resting Platform","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","9182","253034","Fallside Lantern","Fallside Lantern","Lighting › Small Lights","The Weight of Duty (Isle of Dorn) Garnett (Dornogal) 450 Resonance Crystals","","82895","252910","","2815",,,,,"Fallside Lantern","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","9183","253035","Freywold Seat","Freywold Seat","Furnishings › Seating","Hope, An Anomaly (Isle of Dorn) Cinnabar (Freywold Village, Isle of Dorn) 300 Resonance Crystals","","79703","252901","","2815",,,,,"Freywold Seat","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","9184","253036","Freywold Table","Freywold Table","Furnishings › Tables and Desks","Crafting: Inscription Profession: Khaz Algar Inscription (80)","","","","1259818","",,,,,"Freywold Table","10","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9185","253037","Dornogal Brazier","Dornogal Brazier","Lighting › Large Lights","We're Here All Night Garnett (Dornogal) 600 Resonance Crystals","40859","","252910","","2815",,,,,"Dornogal Brazier","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9186","253038","Dornogal Hanging Lantern","Dornogal Hanging Lantern","Lighting › Ceiling Lights","Garnett (Dornogal) 500 Resonance Crystals","","","252910","","2815",,,,,"Dornogal Hanging Lantern","-3","3","3","1","3"
"acquisition_tww_confirmed","True","True","tww","9187","253039","Dornogal Hanging Sconce","Dornogal Hanging Sconce","Lighting › Wall Lights","Crafting: Enchanting Profession: Khaz Algar Enchanting (80)","","","","1259715","",,,,,"Dornogal Hanging Sconce","10","3","2","1","3"
"acquisition_tww_confirmed","True","True","tww","9188","253040","Coreway Sentinel Lamppost","Coreway Sentinel Lamppost","Structural › Misc Structural","On the Road (The Ringing Deeps) Chert (The Ringing Deeps) 650 Resonance Crystals","","82144","252887","","2815",,,,,"Coreway Sentinel Lamppost","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","9236","253162","Earthen Chain Wall Shelf","Earthen Chain Wall Shelf","Furnishings › Storage","Chert (The Ringing Deeps) 600 Resonance Crystals Waxmonger Squick (Gundargaz, Ringing Deeps) 600 Resonance Crystals","","","252887;221390","","2815",,,,,"Earthen Chain Wall Shelf","-3","3","2","1","3"
"acquisition_tww_confirmed","True","True","tww","9237","253163","Fallside Storage Tent","Fallside Storage Tent","Structural › Large Structures","Professional Algari Master Garnett (Dornogal) 900 Resonance Crystals","19408","","252910","","2815",,,,,"Fallside Storage Tent","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9238","253164","Algari Fence","Algari Fence","Structural › Misc Structural","Crafting: Inscription Profession: Khaz Algar Inscription (80)","","","","1260005","",,,,,"Algari Fence","10","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","9239","253165","Algari Fencepost","Algari Fencepost","Structural › Misc Structural","Crafting: Inscription Profession: Khaz Algar Inscription (80)","","","","1260044","",,,,,"Algari Fencepost","10","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","9240","253166","Freywold Fountain","Freywold Fountain","Structural › Large Structures","To Wake a Giant (Isle of Dorn) Cinnabar (Freywold Village, Isle of Dorn) 1100 Resonance Crystals","","78759","252901","","2815",,,,,"Freywold Fountain","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9241","253167","Forgeground Market Bins","Forgeground Market Bins","Furnishings › Storage","Crafting: Inscription Profession: Khaz Algar Inscription (80)","","","","1259784","",,,,,"Forgeground Market Bins","10","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","9242","253168","Earthen Storage Crate","Earthen Storage Crate","Furnishings › Storage","Auditor Balwurz (Dornogal) 1 Captain Lancy Revshon (Trade District, Stormwind) 95 +2 more sources","","","223728;49877","","",,,,,"Earthen Storage Crate","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","9243","253169","Meadery Storage Chest","Meadery Storage Chest","Furnishings › Storage","Crafting: Inscription Profession: Khaz Algar Inscription (80)","","","","1259805","",,,,,"Meadery Storage Chest","10","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","9244","253170","Earthen Contender's Target","Earthen Contender's Target","Accents › Misc Accents","Deephaul Ravine Victory Joruh (Orgrimmar) 750 Honor +2 more sources","40210","","254606","","1792",,,,,"Earthen Contender's Target","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9245","253171","Replica Awakening Machine Stasis Pod","Replica Awakening Machine Stasis Pod","Accents › Wall Hangings","Crafting: Enchanting Profession: Khaz Algar Enchanting (80)","","","","1259690","",,,,,"Replica Awakening Machine Stasis Pod","10","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9246","253172","Gundargaz Grand Keg","Gundargaz Grand Keg","Furnishings › Storage","Cinderbrew Reserve (The Ringing Deeps) Chert (The Ringing Deeps) 850 Resonance Crystals","","83160","252887","","2815",,,,,"Gundargaz Grand Keg","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9247","253173","Meadery Storage Barrel","Meadery Storage Barrel","Furnishings › Storage","Furniture Favor (Stormwind City, Orgrimmar, Dornogal) Second Chair Pawdo (Dornogal)","","92572","252312","","",,,,,"Meadery Storage Barrel","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9268","253252","Replica Rumbling Wastes Drill Pod","Replica Rumbling Wastes Drill Pod","Miscellaneous › Miscellaneous - All","Crafting: Engineering Profession: Khaz Algar Engineering (80)","","","","1259778","",,,,,"Replica Rumbling Wastes Drill Pod","10","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","9269","253253","Gundargaz Candelabra","Gundargaz Candelabra","Lighting › Large Lights","Crafting: Jewelcrafting Profession: Khaz Algar Jewelcrafting (80)","","","","1260172","",,,,,"Gundargaz Candelabra","10","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","10852","255641","Undermine Mechanic's Hanging Lamp","Undermine Mechanic's Hanging Lamp","Lighting › Ceiling Lights","Lab Assistant Laszly (Undermine) 500 Resonance Crystals","","","231408","","2815",,,,,"Undermine Mechanic's Hanging Lamp","-3","3","3","1","1"
"acquisition_tww_confirmed","True","True","tww","10853","255642","Undermine Alleyway Sconce","Undermine Alleyway Sconce","Lighting › Wall Lights","Boatswain Hardee (Undermine) 475 Resonance Crystals","","","231405","","2815",,,,,"Undermine Alleyway Sconce","-3","3","2","1","3"
"acquisition_tww_confirmed","True","True","tww","10857","255647","Spring-Powered Pointer","Spring-Powered Pointer","Accents › Ornamental","Shredz the Scrapper (Undermine) 650 Resonance Crystals","","","231407","","2815",,,,,"Spring-Powered Pointer","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","10889","255674","Incontinental Table Lamp","Incontinental Table Lamp","Lighting › Small Lights","Rocco Razzboom (Undermine) 450 Resonance Crystals","","","231406","","2815",,,,,"Incontinental Table Lamp","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","10913","255840","Champion Brawler's Gloves","Champion Brawler's Gloves","Accents › Wall Hangings","""Bad Luck"" Symmes (Brawl'gar Arena) 8000 Dershway the Triggered (Deeprun Tram) 8000 +2 more sources","","","145695;151941","","","1259617","EXTERIOR INTERIOR","Brawler's Guild season 5 rank 7 reward; costs 8000 gold","https://housing.wowdb.com/decor/10913/champion-brawlers-gloves-10913/","Champion Brawler's Gloves","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","11127","256327","Open Rust-Plated Storage Crate","Open Rust-Plated Storage Crate","Furnishings › Storage","Sitch Lowdown (Undermine) 450 Resonance Crystals","","","231396","","2815",,,,,"Open Rust-Plated Storage Crate","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","11128","256328","Leftover Undermine Takeout","Leftover Undermine Takeout","Accents › Food and Drink","Street Food Vendor (Undermine) 350 Resonance Crystals","","","239333","","2815",,,,,"Leftover Undermine Takeout","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","11440","257102","Nerubian Alchemist's Retort","Nerubian Alchemist's Retort","Accents › Ornamental","Crafting: Alchemy Profession: Khaz Algar Alchemy (80)","","","","1261878","",,,,,"Nerubian Alchemist's Retort","10","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","11453","257351","Tale of the Penultimate Lich King",,"Accents › Ornamental","Lorewalking: The Lich King Lali the Assistant (Vale of Eternal Blossoms) 2000","42189","","62088","","","1261467","EXTERIOR INTERIOR","Lorewalking: The Lich King was added in TWW patch 11.1.7; the later decor reward follows that acquisition despite the Legion theme tag","https://housing.wowdb.com/decor/11453/tale-of-the-penultimate-lich-king-11453/","Tale of the Penultimate Lich King","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","11455","257353","Drained Dark Heart of Galakrond","Drained Dark Heart of Galakrond","Accents › Misc Accents","Worldsoul-Searching Stacks Topskimmer (Undermine)","61451","","251911","","",,,,,"Drained Dark Heart of Galakrond","-3","3","2","1","1"
"acquisition_tww_confirmed","True","True","tww","11456","257354","Scroll of K'aresh's Fall","Scroll of K'aresh's Fall","Accents › Wall Hangings","Lorewalking: Ethereal Wisdom Lali the Assistant (Vale of Eternal Blossoms) 2000","42187","","62088","","",,,,,"Scroll of K'aresh's Fall","-3","3","2","1","1"
"acquisition_tww_confirmed","True","True","tww","11457","257355","Tome of the Survivor","Tome of the Survivor","Accents › Ornamental","Lorewalking: Blade's Bane Lali the Assistant (Vale of Eternal Blossoms) 2000","42188","","62088","","",,,,,"Tome of the Survivor","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","11930","258262","Kobold Digger's Chair","Kobold Digger's Chair","Furnishings › Seating","The Wickless Candle (The Ringing Deeps) Gabbun (The Ringing Deeps) 350 Resonance Crystals","","79510","256783","","2815",,,,,"Kobold Digger's Chair","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","11931","258264","Kobold Candle Trio","Kobold Candle Trio","Lighting › Small Lights","New Candle, New Hope (The Ringing Deeps) Gabbun (The Ringing Deeps) 200 Resonance Crystals","","78642","256783","","2815",,,,,"Kobold Candle Trio","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","11932","258265","Kobold Wagon","Kobold Wagon","Miscellaneous › Miscellaneous - All","Bump off the Boss (The Ringing Deeps) Gabbun (The Ringing Deeps) 1000 Resonance Crystals","","80516","256783","","2815",,,,,"Kobold Wagon","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","11933","258267","Candle-Festooned Wooden Awning","Candle-Festooned Wooden Awning","Structural › Large Structures","Janky Candles (Isle of Dorn) Gabbun (The Ringing Deeps) 750 Resonance Crystals","","79565","256783","","2815",,,,,"Candle-Festooned Wooden Awning","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","11934","258268","Waxmaster's Candle Rack","Waxmaster's Candle Rack","Structural › Large Structures","Encounter: The Darkness","","","","","",,,,,"Waxmaster's Candle Rack","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","11948","258306","K'areshi Warp Platform","K'areshi Warp Platform","Structural › Large Structures","Om'sirik (K'aresh) 1000 Resonance Crystals","","","235252","","2815",,,,,"K'areshi Warp Platform","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","11952","258320","K'areshi Protectorate Portal",,"Structural › Large Structures","Om'sirik (K'aresh) 1000 Resonance Crystals","","","235252","","2815","1263152","EXTERIOR INTERIOR","K'aresh vendor purchase for 1000 Resonance Crystals; acquisition is TWW despite the Legion theme tag","https://housing.wowdb.com/decor/11952/kareshi-protectorate-portal-11952/","K'areshi Protectorate Portal","-3","2","1","1","5"
"acquisition_tww_confirmed","True","True","tww","12195","258666","Ethereal Pipe Segment","Ethereal Pipe Segment","Structural › Large Structures","Om'sirik (K'aresh) 800 Resonance Crystals","","","235252","","2815",,,,,"Ethereal Pipe Segment","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","12196","258667","Angled Ethereal Pipe Segment","Angled Ethereal Pipe Segment","Structural › Large Structures","Om'sirik (K'aresh) 800 Resonance Crystals","","","235252","","2815",,,,,"Angled Ethereal Pipe Segment","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","12197","258668","Long Ethereal Pipe Segment","Long Ethereal Pipe Segment","Structural › Large Structures","Om'sirik (K'aresh) 800 Resonance Crystals","","","235252","","2815",,,,,"Long Ethereal Pipe Segment","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","12198","258669","Corner Ethereal Pipe Segment","Corner Ethereal Pipe Segment","Structural › Large Structures","Om'sirik (K'aresh) 800 Resonance Crystals","","","235252","","2815",,,,,"Corner Ethereal Pipe Segment","-3","3","1","1","5"
