"status","release_decision","current_exists","toy_id","item_id","name","item_expansion_id","source_type_enum","flags","source_text","inclusion_reason"
"item_expansion_confirmed","include_tww","True","1491","224783","Sovereign's Finery Chest","10","0","0","|cFFFFD200Zone:|r The Azure Span","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1493","225347","Web-Vandal's Spinning Wheel","10","0","0","|cFFFFD200Treasure: |r""Weaving Supplies""|n|cFFFFD200Zone: |rAzj-Kahet","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1495","225547","Toxic Victory","10","1","4","|cFFFFD200Quest: |rZekvir, Hand of the Harbinger
|cFFFFD200Zone: |rDornogal","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1501","225556","Ancient Construct","10","0","4","|cFFFFD200Treasure:|r Sturdy Chest|n|cFFFFD200Delves |r|n","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1496","225641","Illusive Kobyss Lure","10","-1","0","","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1497","225659","Arathi Book Collection","10","0","0","|cFFFFD200Treasure: |rLoremaster's Reward|n|cFFFFD200Zone: |rHallowfall","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1498","225910","Pileus Delight","10","2","4","|cFFFFD200Vendor: |rSir Finley Mrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r500|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1499","225933","Forged Legend's Pennant","10","-1","2","|cFFFFD200Achievement: |rLegend: The War Within Season 1|n|cFFFFD200Category: |rArena","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1500","225969","Forged Flag of Victory","10","-1","0","|cFFFFD200Achievement: |rSparking Battle|n|cFFFFD200Category: |rWorld","tww_item_expansion_confirmed"
"snapshot_candidate","include_tww","True","1502","226191","Web Pet Leash","2","-1","0","","tww_era_event_triage_approved"
"item_expansion_confirmed","include_tww","True","1561","226373","Everlasting Noggenfogger Elixir","10","2","0","|cFFFFD200Vendor: |rLab Assistant Laszly|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1503","226519","General's Expertise","10","-1","0","","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1504","226810","Infiltrator's Shroud","10","0","2","|cFFFFD200Drop:|r Ethereum Infiltrator|n","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1505","227538","Unbound Legend's Pennant","10","-1","2","|cFFFFD200Achievement: |rSolo Shuffle Medic: The War Within|n|cFFFFD200Category: |rArena","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1506","227539","Unbound Strategist's Pennant","10","-1","2","|cFFFFD200Achievement: |rBattleground Blitz Medic: The War Within|n|cFFFFD200Category: |rBattleground","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1508","228413","Lampyridae Lure","10","2","4","|cFFFFD200Vendor: |rSir Finley Mrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r500|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1510","228698","Candleflexer's Dumbbell","10","2","4","|cFFFFD200Vendor: |rWaxmonger Squick|n|cFFFFD200Zone: |rThe Ringing Deeps|n|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1512","228705","Arachnoserum","10","2","4","|cFFFFD200Vendor: |rLady Vinazian|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r1750|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h|n|n|cFFFFD200Vendor: |rY'tekhi|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r1750|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1509","228706","Rockslidomancer's Stone","10","2","4","|cFFFFD200Vendor: |rAuditor Balwurz|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1511","228707","Trial of Burning Light","10","2","4","|cFFFFD200Vendor: |rAuralia Steelstrike|n|cFFFFD200Zone: |rHallowfall|n|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_item_expansion_confirmed"
"snapshot_candidate","include_tww","True","1514","228789","Coldflame Ring","-3","2","0","|cFFFFD200Vendor: |rHistorian Ma'di|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r20|Hcurrency:3100|h|TInterface\ICONS\INV_10_DungeonJewelry_Dragon_Necklace_1_Bronze.BLP:0|t|h","tww_era_event_triage_approved"
"item_expansion_confirmed","include_tww","True","1513","228914","Arachnophile Spectacles","10","2","0","|cFFFFD200Vendor: |rAlvus Valavulu|n|cFFFFD200Zone: |rCity of Threads|n|cFFFFD200Cost: |r1500|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1530","228940","Notorious Thread's Hearthstone","10","2","0","|cFFFFD200Vendor: |rYamas the Provider|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r3000|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h","tww_item_expansion_confirmed"
"snapshot_candidate","include_tww","True","1553","228966","Starry-Eyed Goggles","-3","6","2","|cFFFFD200Holiday:|r WoW's Anniversary","tww_era_event_triage_approved"
"snapshot_candidate","include_tww","True","1516","229828","20th Anniversary Balloon Chest","-3","2","0","|cFFFFD200Vendor: |rHistorian Ma'di|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r20|Hcurrency:3100|h|TInterface\ICONS\INV_10_DungeonJewelry_Dragon_Necklace_1_Bronze.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCarl Goodup|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r20|Hcurrency:3100|h|TInterface\ICONS\INV_10_DungeonJewelry_Dragon_Necklace_1_Bronze.BLP:0|t|h","tww_era_event_triage_approved"
"item_expansion_confirmed","include_tww","True","1515","230727","Explosive Victory","10","1","4","|cFFFFD200World Quest: |rDefeating the Underpin|n|cFFFFD200Zone: |rThe Ringing Deeps","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1521","230850","Delve-O-Bot 7001","10","2","4","|cFFFFD200Vendor: |rReno Jackson|n|cFFFFD200Zone: |rDornogal","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1522","230924","Spotlight Materializer 1000","10","2","4","|cFFFFD200Vendor: |rSir Finley Mrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r500|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1523","231064","Throwaway Gangster Disguise","10","2","4","|cFFFFD200Vendor: |rSir Finley Mrrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r2500|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1534","233202","G.O.L.E.M, Jr.","10","1","0","|cFFFFD200Quest:|r Showdown in the Attic|n|cFFFFD200Zone: |rUndermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1539","233486","Hallowfall Supply Cache","10","2","0","|cFFFFD200Vendor: |rAilenda Hedgemyr|n|cFFFFD200Zone: |rSiren Isle|n|cFFFFD200Cost: |r750|Hcurrency:3090|h|TInterface\ICONS\INV_Siren_Isle_FlameBlessed_Iron.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1543","234473","Soweezi's Comfy Lawn Chair","10","2","0","|cFFFFD200Vendor: |rSoweezi|n|cFFFFD200Zone: |rSiren Isle|n|cFFFFD200Cost: |r750|Hcurrency:3090|h|TInterface\ICONS\INV_Siren_Isle_FlameBlessed_Iron.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1535","234950","Atomic Regoblinator","10","2","0","|cFFFFD200Vendor:|r Sitch Lowdown|n|n|cFFFFD200Zone: |rUndermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1536","234951","Uncracked Cold Ones","10","0","0","|cFFFFD200Treasure:|r Uncracked Cold Ones|n|cFFFFD200Zone:|r Undermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1541","235015","Awakened Supply Crate","10","2","0","|cFFFFD200Vendor: |rHooded Purveyor|n|cFFFFD200Zone: |rSiren Isle|n|cFFFFD200Cost: |r750|Hcurrency:3090|h|TInterface\ICONS\INV_Siren_Isle_FlameBlessed_Iron.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1545","235016","Redeployment Module","10","2","0","|cFFFFD200Vendor: |rSir Finley Mrrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r5000|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h|n","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1538","235017","Glittering Vault Shard","10","0","0","|cFFFFD200Drop: |rSiren Isle","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1537","235041","Cyrce's Circlet","10","-1","0","|cFFFFD200Quest:|r Cyrce Would Be So Proud","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1565","235050","Desk-in-a-Box","10","5","0","|cFFFFD200Achievement: |rRead Between the Lines|n|cFFFFD200Category: |rWar Within","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1540","235220","Fireworks Hat","10","0","0","|cFFFFD200Treasure:|r Fireworks Hat|n|cFFFFD200Zone:|r Undermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1572","235519","Prized Legend's Pennant","10","-1","2","|cFFFFD200Achievement: |rLegend: The War Within Season 2|n|cFFFFD200Category: |rArena","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1550","235669","Steamwheedle Cartel Banner","10","2","0","|cFFFFD200Vendor:|r Lab Assistant Laszly|n|n|cFFFFD200Zone: |rUndermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1548","235670","Bilgewater Cartel Banner","10","2","0","|cFFFFD200Vendor:|r Rocco Razzboom|n|n|cFFFFD200Zone: |rUndermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1549","235671","Blackwater Cartel Banner","10","2","0","|cFFFFD200Vendor:|r Boatswain Hardee|n|n|cFFFFD200Zone: |rUndermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1551","235672","Venture Co. Banner","10","2","0","|cFFFFD200Vendor:|r Shredz the Scrapper|n|n|cFFFFD200Zone: |rUndermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1554","235799","Throwin' Sawblade","10","2","0","|cFFFFD200Vendor:|r Shredz the Scrapper|n|n|cFFFFD200Zone: |rUndermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1555","235801","Personal Fishing Barge","10","2","0","|cFFFFD200Vendor:|r Boatswain Hardee|n|n|cFFFFD200Zone: |rUndermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1556","235807","Storefront-in-a-Box","10","2","0","|cFFFFD200Vendor:|r Rocco Razzboom|n|n|n|cFFFFD200Zone: |rUndermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1559","236687","Explosive Hearthstone","10","0","0","|cFFFFD200Drop:|r Sprocketmonger Lockenstock|n|cFFFFD200Zone:|r Liberation of Undermine","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1558","236749","Take-Home Torq","10","-1","0","","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1557","236751","Take-Home Flarendo","10","-1","0","","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1560","236769","Gallagio Pipeline Rerouter","10","5","0","|cFFFFD200Achievement: |rA Good Day to Dye Hard|n|cFFFFD200Category: |rWar Within Raid","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1569","237345","Limited Edition Rocket Bobber","10","2","0","|cFFFFD200Vendor: |rBlair Bass|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:227673|h|TInterface\ICONS\INV_MISC_FOOD_164_FISH_SEADOG.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1568","237346","Artisan Beverage Goblet Bobber","10","2","0","|cFFFFD200Vendor: |rBlair Bass|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:227673|h|TInterface\ICONS\INV_MISC_FOOD_164_FISH_SEADOG.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1567","237347","Organically-Sourced Wellington Bobber","10","2","0","|cFFFFD200Vendor: |rBlair Bass|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:227673|h|TInterface\ICONS\INV_MISC_FOOD_164_FISH_SEADOG.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1566","237382","Undermine Supply Crate","10","2","0","|cFFFFD200Vendor: |rAngelo Rustbin|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r999|Hcurrency:3218|h|TInterface\ICONS\INV_Potion_132.blp:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1570","238850","Arathi Entertainer's Flame","10","-1","0","|cFFFFD200Vendor: |rLars Bronsmaelt|n|cFFFFD200Zone: |rHallowfall|n|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1571","238852","Flame's Radiance Banner","10","2","0","|cFFFFD200Vendor: |rLars Bronsmaelt|n|cFFFFD200Zone: |rHallowfall|n|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1573","239007","Dastardly Banner","10","6","2","|cFFFFD200Event: |rDastardly Duos","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1578","239693","Radiant Lynx Whistle","10","2","0","|cFFFFD200Vendor: |rLars Bronsmaelt
|cFFFFD200Zone: |rHallowfall
|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1582","242323","Chowdar's Favorite Ribbon","10","0","0","|cFFFFD200Drop:|r ""Chowdar""|n|cFFFFD200Zone:|r K'aresh|n","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1626","242520","Festival Hot Air Balloon","10","1","0","|cFFFFD200World Quest: |rA Tradition|n|cFFFFD200Zone: |rThe Wandering Isle","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1618","242636","Astral Legend's Pennant","10","-1","2","Achievement: Legend: The War Within Season 3|nCategory: Arena","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1584","243056","Delver's Mana-Bound Ethergate","10","2","4","|cFFFFD200Vendor: |rReno Jackson|n|cFFFFD200Zone: |rDornogal","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1599","244470","Etheric Victory","10","1","4","|cFFFFD200Quest:|r Defeating Ky'veza|n|cFFFFD200Zone:|r Dornogal","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1600","244792","Etheric Brannmorpher","10","2","4","|cFFFFD200Vendor: |rReno Jackson|n|cFFFFD200Zone: |rDornogal","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1587","244888","Echo of Xal'atath, Blade of the Black Empire","10","-1","0","","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1593","245567","K'aresh Memory Crystal","10","1","0","|cFFFFD200Quest:|r Veni Vidi Ve'nari|n|cFFFFD200Zone: |rTelogrus Rift|n","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1594","245631","Royal Visage","10","-1","0","","tww_item_expansion_confirmed"
"snapshot_candidate","include_tww","True","1595","245942","Sea-Blessed Shrine","7","2","0","|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r1000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r1000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_era_event_triage_approved"
"snapshot_candidate","include_tww","True","1591","245946","Brewer's Balloon","-3","-1","0","|cFFFFD200Vendor: |rBrewfest Vendors|n|cFFFFD200Cost: |r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t","tww_era_event_triage_approved"
"item_expansion_confirmed","include_tww","True","1592","245970","P.O.S.T. Master's Express Hearthstone","10","0","0","|cFFFFD200Treasure: |rMailroom Distribution|n|cFFFFD200Zone: |rK'aresh","tww_item_expansion_confirmed"
"snapshot_candidate","include_tww","True","1596","246227","Lightning-Blessed Spire","7","2","0","|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r1000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r1000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_era_event_triage_approved"
"item_expansion_confirmed","include_tww","True","1597","246565","Cosmic Hearthstone","10","0","0","|cFFFFD200Drop:|r Dimensius, the All-Devouring|n|cFFFFD200Zone:|r Manaforge Omega","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1603","246903","Guise of the Phase Diver","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1604","246905","Overtuned K'areshi Goggles","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1606","246907","Broker Supply Crate","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1605","246908","K'areshi Supply Crate","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1602","249713","Cartel Transmorpher","10","-1","6","|cFFFFD200Quest: |rSomeone Like Me|n|cFFFFD200Faction: |rManaforge Vandals","tww_item_expansion_confirmed"
"item_expansion_confirmed","include_tww","True","1610","250722","Ethereal Stall","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h","tww_item_expansion_confirmed"
"snapshot_candidate","include_tww","True","1627","256881","Steward's Bauble","8","2","0","|cFFFFD200Vendor: |rCollector Ta'steld|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r750|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_era_event_triage_approved"
"snapshot_candidate","include_tww","True","1628","256893","Wretched Dredger's Brand","8","2","0","|cFFFFD200Vendor: |rCollector Ta'steld|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r750|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_era_event_triage_approved"
