"status","release_decision","current_exists","mount_id","name","source_spell_id","item_ids","item_expansion_ids","source_type_enum","flags","source_text","inclusion_reason"
"guide_confirmed","include_tww","True","2159","Machine Defense Unit 1-11","448188","223269","10","5","0","|cFFFFD200Treasure: |rAwakened Cache|n|cFFFFD200Zone: |rThe Ringing Deeps","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2162","Cyan Glowmite","447176","222989","10","2","0","|cFFFFD200Vendor: |rWaxmonger Squick|n|cFFFFD200Zone: |rThe Ringing Deeps|n|cFFFFD200Cost: |r11375|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2165","Soaring Meaderbee","447151","223153","10","2","0","|cFFFFD200Vendor: |rCendvin|n|cFFFFD200Zone: |rThe Isle of Dorn|n|cFFFFD200Cost: |r900|Hitem:225557|h|TInterface\ICONS\INV_Ability_Honey_Orb.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2167","Raging Cinderbee","447160","223158","10","5","0","|cFFFFD200Achievement: |rRuffious's Bid|n|cFFFFD200Category: |rWorld","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2171","Widow's Undercrawler","448680","223276","10","2","0","|cFFFFD200Vendors: |rYamas the Provider, Bobbin|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r2020|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2172","Heritage Undercrawler","448685","223278","10","2","0","|cFFFFD200Vendors: |rYamas the Provider, Anub'okki, Aspirake Kiipka|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r2020|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2174","Royal Court Undercrawler","448689","223279","10","2","0","|cFFFFD200Vendors: |rYamas the Provider, Tulumun|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r2020|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2176","Alunira","447213","223270","10","0","0","|cFFFFD200Drop: |rAlunira|n|cFFFFD200Zone: |rIsle of Dorn","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2177","Aquamarine Swarmite","447185","223264","10","2","0","|cFFFFD200Vendor: |rLady Vinazian|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r3940|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h|n|n|cFFFFD200Vendor: |rY'tekhi|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r3940|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2178","Nesting Swarmite","447189","223265","10","0","0","|cFFFFD200Zone:|r Vision of Stormwind (Revisited) |n|cFFFFD200Zone:|r Vision of Orgrimmar (Revisited) ","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2180","Shadowed Swarmite","447190","223266","10","5","0","|cFFFFD200Achievement: |rGlory of the Nerub-ar Raider|n|cFFFFD200Category: |rDungeons & Raids","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2181","Swarmite Skyhunter","447195","223267","10","5","0","|cFFFFD200Achievement: |rKhaz Algar Glyph Hunter|n|cFFFFD200Category: |rWar Within","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2184","Ferocious Jawcrawler","447957","223274","10","2","0","|cFFFFD200Vendor: |rLady Vinazian|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r2815|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h|n|n|cFFFFD200Vendor: |rY'tekhi|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r2815|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2190","Shadow of Doubt","448934","223313","","2","0","|cFFFFD200Achievement:|r You Xal Not Pass|n|cFFFFD200Category:|r Exploration","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2191","Shackled Shadow","448939","223314","10","2","0","|cFFFFD200Vendor: |rAuralia Steelstrike|n|cFFFFD200Zone: |rHallowfall|n|cFFFFD200Cost: |r11375|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2192","Beledar's Spawn","448941","223315","10","0","0","|cFFFFD200Drop: |rBeledar's Spawn|n|cFFFFD200Zone: |rHallowfall","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2193","Vermillion Imperial Lynx","448978","223317","10","2","0","|cFFFFD200Vendor: |rAuralia Steelstrike|n|cFFFFD200Zone: |rHallowfall|n|cFFFFD200Cost: |r8125|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2194","Dauntless Imperial Lynx","448979","223318","10","2","0","|cFFFFD200Drop: |rSpreading the Light|n|cFFFFD200Zone: |rHallowfall","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2204","Wick","449264","225548","10","0","0","|cFFFFD200Drop:|r The Darkness|n|cFFFFD200Zone:|r Darkflame Cleft (Mythic)|n|n|cFFFFD200Drop:|r Challenger's Cache|n|cFFFFD200Zone:|r Darkflame Cleft","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2205","Ol' Mole Rufus","449258","223501","10","0","0","|cFFFFD200Drop: |rLurker of the Deeps|n|cFFFFD200Zone: |rThe Ringing Deeps","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2209","Crimson Mudnose","449269","223505","10","2","0","|cFFFFD200Vendor: |rWaxmonger Squick|n|cFFFFD200Zone: |rThe Ringing Deeps|n|cFFFFD200Cost: |r8125|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2211","Vicious Skyflayer","449325","223511","10","2","4","|cFFFFD200PvP:|r The War Within: Season 1|nRated Arena and Rated Battleground Season Reward","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2213","Shale Ramolith","449418","223571","10","2","0","|cFFFFD200Vendor: |rAuditor Balwurz|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r8125|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2214","Slatestone Ramolith","449415","223572","10","5","0","|cFFFFD200Achievement: |rAllied Races: Earthen|n|cFFFFD200Category: |rWar Within","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2218","Forged Gladiator's Fel Bat","449466","223586","10","2","64","|cFFFFD200Achievement:|r Gladiator: The War Within Season 1|n|cFFFFD200Category:|r Player vs. Player","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2219","Sureki Skyrazor","451486","224147","10","0","0","|cFFFFD200Drop: |rQueen Ansurek|n|cFFFFD200Zone: |rNerub-ar Palace","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2222","Siesbarg","451489","224150","10","1","0","|cFFFFD200World Quest: |rConsolation Flies|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Zone: |rCity of Threads","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2223","Ascendant Skyrazor","451491","224151","10","0","0","|cFFFFD200Drop: |rQueen Ansurek|n|cFFFFD200Zone: |rNerub-ar Palace (Mythic)","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2224","Frayfeather Hippogryph","452643","224398","0","2","128","|cFFFFD200Vendor: |rBobadormu|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rGrannadormu|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2225","Amani Hunting Bear","452645","224399","0","2","0","|cFFFFD200Vendor: |rCupri|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2230","Ivory Goliathus","452779","224415","10","5","0","|cFFFFD200Achievement:|r Glory of the Delver|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2233","Earthen Ordinant's Ramolith","453785","","","1","4","|cFFFFD200Paladin|r |n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2240","Plunderlord's Midnight Crocolisk","457656","226042","-3","-1","64","|cFFFFD200Special Event: |rPlunderstorm","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2244","Diamond Mechsuit","458335","226357","10","5","0","|cFFFFD200Achievement: |rThe War Within Keystone Master: Season One|n|cFFFFD200Category: |rDungeons","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2261","Coldflame Tempest","463133","228760","-3","5","64","|cFFFFD200World Event:|r 20th WoW Anniversary","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2272","Crimson Armored Growler","465999","229935","10","2","0","|cFFFFD200Vendor: |rRocco Razzboom|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r8125|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2274","Blackwater Bonecrusher","466001","229937","10","-1","0","|cFFFFD200Drop:|r Blackwater Trove|n|cFFFFD200Zone:|r Undermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2276","Darkfuse Chompactor","466000","229924","10","-1","0","|cFFFFD200Vendor: |rAndo the Gat|n|cFFFFD200Zone: |rLiberation of Undermine|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2277","Violet Armored Growler","466002","229936","10","2","0","|cFFFFD200Vendor: |rSmaks Topskimmer|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r8125|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2278","Flarendo the Furious","466011","229940","10","2","0","|cFFFFD200Vendor:|r Ando the Gat|n|cFFFFD200Zone: |rLiberation of Undermine|n|cFFFFD200Cost:|r 777|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2279","Thunderdrum Misfire","466012","229945","10","-1","0","|cFFFFD200Vendor: |rAndo the Gat|n|cFFFFD200Zone: |rLiberation of Undermine|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2280","The Topskimmer Special","466016","229944","10","2","0","|cFFFFD200Vendor: |rSmaks Topskimmer|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r11375|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2281","Steamwheedle Supplier","466014","229943","","-1","0","|cFFFFD200Drop:|r Steamwheedle Trove|n|cFFFFD200Zone:|r Undermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2283","Innovation Investigator","466017","229941","10","2","0","|cFFFFD200Vendor: |rSkedgit Cinderbangs|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r25|Hitem:234741|h|TInterface\ICONS\INV_Engineering_90_Toolbox_Orange.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2284","Ochre Delivery Rocket","466013","229946","10","2","0","|cFFFFD200Vendor: |rShredz the Scrapper|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r11375|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2286","Blackwater Shredder Deluxe Mk 2","466019","229948","10","2","0","|cFFFFD200Vendor: |rBoatswain Hardee
|cFFFFD200Zone: |rUndermine
|cFFFFD200Cost: |r8125|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"db2_tww_signal","include_tww","True","2287","Darkfuse Demolisher","466018","229950","10","2","0","|cFFFFD200Vendor: |rSitch Lowdown|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r11375|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_db2_signal_triage_approved"
"guide_confirmed","include_tww","True","2288","Personalized Goblin S.C.R.A.P.per","466020","229949","","0","0","|cFFFFD200Drop:|r Sifted Pile of Scrap|n|cFFFFD200Zone:|r Undermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2289","Venture Co-ordinator","466022","229951","10","-1","0","|cFFFFD200Drop:|r Venture Co. Trove|n|cFFFFD200Zone:|r Undermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2290","Asset Advocator","466023","229952","10","2","0","|cFFFFD200Vendor: |rSkedgit Cinderbangs
|cFFFFD200Zone: |rUndermine
|cFFFFD200Cost: |r25|Hitem:234741|h|TInterface\ICONS\INV_Engineering_90_Toolbox_Orange.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2291","Salvaged Goblin Gazillionaire's Flying Machine","466026","229953","10","0","0","|cFFFFD200Drop: |rGallagio Garbage|n|cFFFFD200Zone: |rUndermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2292","Margin Manipulator","466025","229954","10","2","0","|cFFFFD200Vendor: |rSkedgit Cinderbangs|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r25|Hitem:234741|h|TInterface\ICONS\INV_Engineering_90_Toolbox_Orange.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2293","Darkfuse Spy-Eye","466027","229955","10","1","0","|cFFFFD200World Quest: |rDarkfuse Precipitant|n|cFFFFD200Zone: |rUndermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2294","Mean Green Flying Machine","466028","229956","10","2","0","|cFFFFD200Vendor: |rLab Assistant Laszly|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r11375|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2295","Bilgewater Bombardier","466024","229957","10","-1","0","|cFFFFD200Drop:|r Bilgewater Trove|n|cFFFFD200Zone:|r Undermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2296","Delver's Gob-Trotter","466133","229974","10","1","512","|cFFFFD200World Quest: |rI Want My Hat Back|n|cFFFFD200Zone: |rIsle of Dorn|n|cFFFFD200Zone: |rDornogal","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2298","Prized Gladiator's Fel Bat","466144","229987","10","5","64","|cFFFFD200Achievement: |rGladiator: The War Within Season 2|n|cFFFFD200Category: |rPlayer vs. Player","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2299","Vicious Electro Eel","466145","229988","10","-1","4","|cFFFFD200PvP:|r The War Within: Season 2|nRated Arena and Rated Battleground Season Reward","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2300","Vicious Electro Eel","466146","229989","10","-1","4","|cFFFFD200PvP:|r The War Within: Season 2|nRated Arena and Rated Battleground Season Reward","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2303","Violet Goblin Shredder","466021","229947","10","0","0","|cFFFFD200Drop:|r Shipping and Handling|n|cFFFFD200Zone:|r Undermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2313","Junkmaestro's Magnetomech","468068","231173","10","5","0","|cFFFFD200Achievement: |rGlory of the Liberation of Undermine Raider|n|cFFFFD200Category: |rDungeons & Raids","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2317","Enchanted Spellweave Carpet","468353","231374","2","2","1024","|cFFFFD200Vendor: |rAuzin|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2321","Timely Buzzbee","471538","232624","10","-1","0","|cFFFFD200Vendor: |rAny Timewalking Vendor|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2322","Thrayir, Eyes of the Siren","471562","232639","10","-1","0","|cFFFFD200Zone:|r Siren Isle|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2324","Hooktalon","471696","233241","-3","0","64","|cFFFFD200Special Event: |rPlunderstorm","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2326","Astral Gladiator's Fel Bat","472157","232617","10","-1","64","|cFFFFD200Achievement: |rGladiator: The War Within Season 3|n|cFFFFD200Category: |rPlayer vs. Player","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2327","Lunar Launcher","472253","232901","-3","2","0","|cFFFFD200Vendor:|r Lunar Festival","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2328","Love Witch's Sweeper","472479","232926","-3","0","2112","|cFFFFD200World Event:|r Love is in the Air|n|cFFFFD200Drop:|r Apothecary Hummel","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2332","The Breaker's Song","472752","232991","10","-1","0","|cFFFFD200Zone:|r Siren Isle|n|cFFFFD200Achievement:|r Isle Remember You","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2333","Soweezi's Vintage Waveshredder","473137","233058","10","-1","1024","|cFFFFD200Zone:|r Siren Isle|n|cFFFFD200Vendor:|r Soweezi","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2334","Bronze Goblin Waveshredder","473188","233064","10","-1","1024","|cFFFFD200Drop:|r Darkfuse Trove|n|cFFFFD200Zone:|r Undermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2339","Jani's Trashpile","473472","235515","10","-1","2","|cFFFFD200Achievement:|r A Farewell to Arms|n|cFFFFD200Category:|r Expansion Features","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2469","Prismatic Snapdragon","474086","233489","10","-1","0","|cFFFFD200Quest: |rA Loyal Friend|n|cFFFFD200Zone: |rSiren Isle","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2470","Nightfall Skyreaver","1214920","234716","5","2","128","|cFFFFD200Vendor: |rKronnus|n|cFFFFD200Zone: |rWarspear|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rTempra|n|cFFFFD200Zone: |rStormshield|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2471","Ur'zul Fleshripper","1214940","234721","6","2","0","|cFFFFD200Vendor: |rAridormi|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2473","Broodling of Sinestra","1214946","234730","6","2","128","|cFFFFD200Vendor: |rKiatke|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2474","Copper-Maned Quilen","1214974","234740","4","2","0","|cFFFFD200Vendor: |rMistweaver Xia|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2480","Crimson Shreddertank","1217235","235549","10","5","0","|cFFFFD200Achievement: |rThe War Within Keystone Master: Season Two|n|cFFFFD200Category: |rDungeons","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2487","The Big G","1217760","235626","10","3","0","|cFFFFD200Drop: |rChrome King Gallywix|n|cFFFFD200Zone: |rLiberation of Undermine (Mythic)|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2496","Void-Scarred Gryphon","1218229","235700","10","0","0","|cFFFFD200Drop:|r Void-Scarred Gryphon|n|cFFFFD200Zone:|r Vision of Stormwind (Revisited)|n|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2497","Void-Forged Stallion","1218305","235705","10","0","0","|cFFFFD200Drop:|r Void-Forged Stallion|n|cFFFFD200Zone:|r Vision of Stormwind (Revisited)","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2498","Void-Scarred Pack Mother","1218306","235706","10","0","0","|cFFFFD200Drop:|r Void-Scarred Pack Mother|n|cFFFFD200Zone:|r Vision of Orgrimmar (Revisited)","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2499","Void-Scarred Windrider","1218307","235707","10","0","0","|cFFFFD200Drop:|r Void-Scarred Windrider|n|cFFFFD200Zone:|r Vision of Orgrimmar (Revisited)|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2500","Ny'alothan Shadow Worm","1218314","235709","0","5","0","|cFFFFD200Achievement: |rMastering the Visions
|cFFFFD200Category: |rVisions of N'Zoth Revisited","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2501","Corruption of the Aspects","1218316","235711","10","2","128","|cFFFFD200Vendor:|r Torie|n|cFFFFD200Zone:|r Dornogal|n|cFFFFD200Cost: |r40000|Hcurrency:3149|h|TInterface\ICONS\Archaeology_5_0_MoguCoin.blp:0|t|h|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2502","Void-Crystal Panther","1218317","235712","10","3","0","|cFFFFD200Profession:|r Jewelcrafting|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2505","Resplendent K'arroc","1221132","242713","10","1","0","|cFFFFD200World Quest: |rThe Hope of K'aresh|n|cFFFFD200Zone: |rK'aresh","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2507","Prototype A.S.M.R.","1221155","236960","10","0","0","|cFFFFD200Drop: |rChrome King Gallywix|n|cFFFFD200Zone: |rLiberation of Undermine","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2508","Enterprising Shreddertank","1221694","237141","10","5","0","|cFFFFD200Achievement: |rThe War Within Keystone Legend: Season Two|n|cFFFFD200Category: |rDungeons","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2510","Terror of the Wastes","1223187","237484","10","2","0","|cFFFFD200Vendor: |rOm'sirik|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r11375|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2511","Terror of the Night","1223191","237485","10","5","0","|cFFFFD200Achievement: |rVigilante|n|cFFFFD200Category: |rWar Within","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2512","Delver's Mana-Skimmer","1224048","238051","10","1","512","|cFFFFD200Quest:|r Repossessed!|n|cFFFFD200Zone:|r Isle of Dorn|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2518","Chrono Corsair","1226144","238739","10","-1","128","|cFFFFD200Vendor: |rAny Timewalking Vendor|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2519","Radiant Imperial Lynx","1226421","238829","10","2","0","|cFFFFD200Vendor: |rLars Bronsmaelt|n|cFFFFD200Zone: |rHallowfall","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2531","Tyrannotort","1227076","239020","10","5","0","|cFFFFD200Quest: |rAnother Amazing Week!|n|cFFFFD200Event: |rDastardly Duos","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2535","Void-Scarred Lynx","1228865","239563","10","-1","0","|cFFFFD200Drop:|r Confiscated Cultist's Bag","tww_guide_confirmed"
