"status","current_exists","decor_id","item_id","name","catalog_scope","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","acquisition_source_url"
"acquisition_wrath_confirmed","True","11893","258205","Wolvar Postbag","global_acquisition_match","wrath","crafted","1 Wolvar Postbag Functional › Utility Crafting: Leatherworking Profession: Northrend Leatherworking (60)","","","","1263613","","https://housing.wowdb.com/decor/11893/wolvar-postbag-11893/"
"acquisition_wrath_confirmed","True","11894","258206","Gilded Dalaran Banner","wrath_theme","wrath","crafted","3 Gilded Dalaran Banner Accents › Wall Hangings Crafting: Tailoring Profession: Northrend Tailoring (60)","","","","1263620","","https://housing.wowdb.com/decor/11894/gilded-dalaran-banner-11894/"
"acquisition_wrath_confirmed","True","11895","258207","Dalaran Scholar's Bookcase","wrath_theme","wrath","crafted","3 Dalaran Scholar's Bookcase Furnishings › Storage Crafting: Inscription Profession: Northrend Inscription (60)","","","","1263570","","https://housing.wowdb.com/decor/11895/dalaran-scholars-bookcase-11895/"
"acquisition_wrath_confirmed","True","11896","258208","Kirin Tor Sun Chandelier","wrath_theme","wrath","crafted","3 Kirin Tor Sun Chandelier Lighting › Ceiling Lights Crafting: Jewelcrafting Profession: Northrend Jewelcrafting (60)","","","","1263605","","https://housing.wowdb.com/decor/11896/kirin-tor-sun-chandelier-11896/"
"acquisition_wrath_confirmed","True","11897","258209","Kirin Tor Crate","wrath_theme","wrath","crafted","1 Kirin Tor Crate Furnishings › Storage Crafting: Inscription Profession: Northrend Inscription (60)","","","","1263574","","https://housing.wowdb.com/decor/11897/kirin-tor-crate-11897/"
"acquisition_wrath_confirmed","True","11898","258210","Dalaran Street Sign","wrath_theme","wrath","crafted","1 Dalaran Street Sign Accents › Misc Accents Crafting: Inscription Profession: Northrend Inscription (60)","","","","1263564","","https://housing.wowdb.com/decor/11898/dalaran-street-sign-11898/"
"acquisition_wrath_confirmed","True","11899","258211","Kirin Tor Glass Table","global_acquisition_match","wrath","crafted","3 Kirin Tor Glass Table Furnishings › Tables and Desks Crafting: Jewelcrafting Profession: Northrend Jewelcrafting (60)","","","","1263577","","https://housing.wowdb.com/decor/11899/kirin-tor-glass-table-11899/"
"acquisition_wrath_confirmed","True","11900","258212","San'layn Blood Orb","wrath_theme","wrath","crafted","3 San'layn Blood Orb Accents › Ornamental Crafting: Alchemy Profession: Northrend Alchemy (60)","","","","1263558","","https://housing.wowdb.com/decor/11900/sanlayn-blood-orb-11900/"
"acquisition_wrath_confirmed","True","11901","258213","Icecrown Plague Canister","wrath_theme","wrath","crafted","5 Icecrown Plague Canister Furnishings › Storage Crafting: Alchemy Profession: Northrend Alchemy (60)","","","","1263559","","https://housing.wowdb.com/decor/11901/icecrown-plague-canister-11901/"
"acquisition_wrath_confirmed","True","11906","258220","Murloc Driftwood Hut","global_acquisition_match","wrath","quest","5 Murloc Driftwood Hut Structural › Large Structures Surrender... Not! (Borean Tundra) Ahlurglgr (Borean Tundra)","","11566","25206","","","https://housing.wowdb.com/decor/11906/murloc-driftwood-hut-11906/"
"acquisition_wrath_confirmed","True","11941","258298","Kirin Tor Skyline Banner","wrath_theme","wrath","crafted","3 Kirin Tor Skyline Banner Accents › Wall Hangings Crafting: Tailoring Profession: Northrend Tailoring (60)","","","","1263627","","https://housing.wowdb.com/decor/11941/kirin-tor-skyline-banner-11941/"
"acquisition_wrath_confirmed","True","16012","264676","Dalaran Sewer Gate","wrath_theme","wrath","crafted","5 Dalaran Sewer Gate Structural › Doors Crafting: Blacksmithing Profession: Northrend Blacksmithing (60)","","","","1272662","","https://housing.wowdb.com/decor/16012/dalaran-sewer-gate-16012/"
"acquisition_wrath_confirmed","True","16084","264707","Resizable All-Purpose Gear","wrath_theme","wrath","crafted","3 Resizable All-Purpose Gear Accents › Wall Hangings Crafting: Engineering Profession: Northrend Engineering (60)","","","","1272707","","https://housing.wowdb.com/decor/16084/resizable-all-purpose-gear-16084/"
"acquisition_wrath_confirmed","True","16085","264708","Home Defense Gadget","wrath_theme","wrath","crafted","1 Home Defense Gadget Accents › Wall Hangings Crafting: Engineering Profession: Northrend Engineering (60)","","","","1272688","","https://housing.wowdb.com/decor/16085/home-defense-gadget-16085/"
"acquisition_wrath_confirmed","True","16087","264710","Dalaran Sun Sconce","wrath_theme","wrath","crafted","1 Dalaran Sun Sconce Lighting › Wall Lights Crafting: Blacksmithing Profession: Northrend Blacksmithing (60)","","","","1272614","","https://housing.wowdb.com/decor/16087/dalaran-sun-sconce-16087/"
"acquisition_wrath_confirmed","True","16088","264711","Joybuzz's Joyful Wall of Trains","wrath_theme","wrath","crafted","5 Joybuzz's Joyful Wall of Trains Accents › Wall Hangings Crafting: Engineering Profession: Northrend Engineering (60)","","","","1272676","","https://housing.wowdb.com/decor/16088/joybuzzs-joyful-wall-of-trains-16088/"
"acquisition_wrath_confirmed","True","18483","267007","Eye of Acherus","wrath_theme","wrath","drop","5 Eye of Acherus Accents › Ornamental Encounter: Scourgelord Tyrannus (Pit of Saron)","","","","","","https://housing.wowdb.com/decor/18483/eye-of-acherus-18483/"
