"status","release_decision","acquisition_expansion","unavailable","current_exists","official_guide_match","toy_id","item_id","original_item_id","name","source_patch","source_type_enum","flags","source_text"
"wrath_source_confirmed","include_wrath","wrath","False","True","True","244","45013","45013","Thunder Bluff Banner","3.1.0","2","0","|cFFFFD200Vendor: |rDoru Thunderhorn|n|cFFFFD200Zone: |rIcecrown"
"wrath_source_confirmed","include_wrath","wrath","False","True","True","249","45016","45016","Undercity Banner","3.1.0","2","0","|cFFFFD200Vendor: |rEliza Killian|n|cFFFFD200Zone: |rIcecrown"
"wrath_source_confirmed","include_wrath","wrath","False","True","True","250","45984","45984","Unusual Compass","3.1.0","0","0","|cFFFFD200Source: |rBag of Fishing Treasures"
"wrath_source_confirmed","include_wrath","wrath","False","True","False","257","36862","36862","Worn Troll Dice","3.0.3","0","0","|cFFFFD200Drop: |rRogue Pickpocketing"
"wrath_source_confirmed","include_wrath","wrath","False","True","True","432","129938","129938","Will of Northrend","7.0.3","-1","0","|cFFFFD200Vendor: |rAuzin|n|cFFFFD200Zone: |rDalaran"
"wrath_source_confirmed","include_wrath","wrath","False","True","True","433","129952","129952","Hourglass of Eternity","7.0.3","-1","0","|cFFFFD200Vendor: |rAuzin|n|cFFFFD200Zone: |rDalaran|n"
"wrath_source_confirmed","include_wrath","wrath","False","True","False","465","43824","43824","The Schools of Arcane Magic - Mastery","3.0.3","5","0","|cFFFFD200Achievement: |rHigher Learning|n|cFFFFD200Category: |rGeneral"
"wrath_source_confirmed","include_wrath","wrath","False","True","True","472","134020","46349","Chef's Hat","3.1.0","2","0","|cFFFFD200Vendor:|r Derek Odds|n|cFFFFD200Vendor:|r Misensi|n|cFFFFD200Zone:|r Dalaran|n|n|cFFFFD200Vendor:|r Mera Mistrunner|n|cFFFFD200Zone:|r Icecrown|n"
"wrath_source_confirmed","include_wrath","wrath","False","True","False","476","40768","40768","MOLL-E","3.0.3","3","2","|cFFFFD200Profession: |rEngineering(425)"
"wrath_source_confirmed","include_wrath","wrath","False","True","False","477","48933","48933","Wormhole Generator: Northrend","3.2.0","3","2","|cFFFFD200Profession: |rEngineering(435)"
"wrath_source_confirmed","include_wrath","wrath","False","True","True","514","37460","37460","Rope Pet Leash","3.0.3","-1","0","|cFFFFD200Vendor: |rBreanni|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t"
"wrath_source_confirmed","include_wrath","wrath","False","True","True","515","44820","44820","Red Ribbon Pet Leash","3.1.0","-1","0","|cFFFFD200Vendor: |rBreanni|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t"
"wrath_source_confirmed","include_wrath","wrath","False","True","True","607","129965","129965","Grizzlesnout's Fang","7.0.3","2","0","|cFFFFD200Vendor: |rAuzin
|cFFFFD200Zone: |rCrystalsong Forest
|cFFFFD200Cost: |r750|TInterface\Icons\pvecurrency-justice.BLP:0|t"
