"status","release_decision","unavailable","availability_note","current_exists","official_guide_match","mount_id","name","source_spell_id","source_type_enum","flags","source_text","source_patches","original_item_ids","att_nyi","wrath_classic_exists"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","258","Ice Mammoth","59797","2","4","|cFFFFD200Vendor: |rLillehoff|n|cFFFFD200Zone: |rThe Storm Peaks|n|cFFFFD200Faction: |rThe Sons of Hodir - Revered|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","44080","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","259","Ice Mammoth","59799","2","4","|cFFFFD200Vendor: |rLillehoff|n|cFFFFD200Zone: |rThe Storm Peaks|n|cFFFFD200Faction: |rThe Sons of Hodir - Revered|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","43958","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","262","Red Proto-Drake","59961","5","128","|cFFFFD200Achievement: |rGlory of the Hero|n|cFFFFD200Category: |rDungeons & Raids","3.0.3","44160","False","True"
"wrath_boundary_confirmed","include_wrath","True","Removed Wrath raid meta reward","True","False","263","Black Proto-Drake","59976","2","192","|cFFFFD200Legacy|r","3.0.3","44164","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","264","Blue Proto-Drake","59996","0","128","|cFFFFD200Drop: |rSkadi the Ruthless|n|cFFFFD200Zone: |rUtgarde Pinnacle","3.0.3","44151","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","265","Time-Lost Proto-Drake","60002","0","128","|cFFFFD200Drop: |rTime-Lost Proto-Drake|n|cFFFFD200Zone: |rThe Storm Peaks","3.0.3","44168","False","True"
"wrath_boundary_confirmed","include_wrath","True","Removed Wrath raid meta reward","True","False","266","Plagued Proto-Drake","60021","5","192","|cFFFFD200Legacy|r","3.0.3","44175","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","267","Violet Proto-Drake","60024","5","128","|cFFFFD200Achievement: |rWhat a Long, Strange Trip It's Been|n|cFFFFD200Category: |rWorld Events","3.0.3","44177","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","268","Albino Drake","60025","5","128","|cFFFFD200Achievement: |rLeading the Cavalry|n|cFFFFD200Category: |rGeneral","3.0.3","44178","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","269","Armored Brown Bear","60114","2","4","|cFFFFD200Vendor: |rMei Francis|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r750|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","44225","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","270","Armored Brown Bear","60116","2","4","|cFFFFD200Vendor: |rMei Francis|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r750|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","44226","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","271","Black War Bear","60118","5","4","|cFFFFD200Achievement: |rFor The Alliance!|n|cFFFFD200Category: |rPlayer vs. Player","3.0.3","44223","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","272","Black War Bear","60119","5","4","|cFFFFD200Achievement: |rFor The Horde!|n|cFFFFD200Category: |rPlayer vs. Player","3.0.3","44224","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","275","Mekgineer's Chopper","60424","3","4","|cFFFFD200Profession: |rEngineering","3.0.3","44413","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","276","Armored Snowy Gryphon","61229","2","132","|cFFFFD200Vendor: |rMei Francis|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","44689","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","277","Armored Blue Wind Rider","61230","2","132","|cFFFFD200Vendor: |rMei Francis|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","44690","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","278","Green Proto-Drake","61294","0","128","|cFFFFD200Drop:|r Cracked Egg","3.0.3","44707","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","279","Magnificent Flying Carpet","61309","3","1024","|cFFFFD200Profession: |rTailoring","3.0.3","44558","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","280","Traveler's Tundra Mammoth","61425","2","4","|cFFFFD200Vendor: |rMei Francis|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r20000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","44235","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","284","Traveler's Tundra Mammoth","61447","2","4","|cFFFFD200Vendor: |rMei Francis|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r20000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","44234","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","285","Flying Carpet","61451","3","1024","|cFFFFD200Profession: |rTailoring","3.0.3","44554","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","286","Grand Black War Mammoth","61465","0","4","|cFFFFD200Drop: |rBoss Drop|n|cFFFFD200Location: |rVault of Archavon","3.0.3","43959","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","287","Grand Black War Mammoth","61467","0","4","|cFFFFD200Drop: |rBoss Drop|n|cFFFFD200Location: |rVault of Archavon","3.0.3","44083","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","288","Grand Ice Mammoth","61469","2","4","|cFFFFD200Vendor: |rLillehoff|n|cFFFFD200Zone: |rThe Storm Peaks|n|cFFFFD200Faction: |rThe Sons of Hodir - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","44086","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","289","Grand Ice Mammoth","61470","2","4","|cFFFFD200Vendor: |rLillehoff|n|cFFFFD200Zone: |rThe Storm Peaks|n|cFFFFD200Faction: |rThe Sons of Hodir - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.0.3","43961","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","291","Blue Dragonhawk","61996","5","132","|cFFFFD200Achievement: |rMountain o' Mounts|n|cFFFFD200Category: |rGeneral","3.0.8","44843","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","292","Red Dragonhawk","61997","5","132","|cFFFFD200Achievement: |rMountain o' Mounts|n|cFFFFD200Category: |rGeneral","3.0.8","44842","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","294","Stormwind Steed","63232","2","0","|cFFFFD200Vendor: |rCorporal Arthur Flew|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45125","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","295","Darkspear Raptor","63635","2","0","|cFFFFD200Vendor: |rSamamba|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45593","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","296","Ironforge Ram","63636","2","0","|cFFFFD200Vendor: |rDerrick Brindlebeard|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45586","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","297","Darnassian Nightsaber","63637","2","0","|cFFFFD200Vendor: |rRook Hawkfist|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45591","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","298","Gnomeregan Mechanostrider","63638","2","0","|cFFFFD200Vendor: |rRillie Spindlenut|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45589","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","299","Exodar Elekk","63639","2","0","|cFFFFD200Vendor: |rIrisee|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45590","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","300","Orgrimmar Wolf","63640","2","0","|cFFFFD200Vendor: |rFreka Bloodaxe|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45595","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","301","Thunder Bluff Kodo","63641","2","0","|cFFFFD200Vendor: |rDoru Thunderhorn|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45592","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","302","Silvermoon Hawkstrider","63642","2","0","|cFFFFD200Vendor: |rTrellis Morningsun|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45596","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","303","Forsaken Warhorse","63643","2","0","|cFFFFD200Vendor: |rEliza Killian|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","45597","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","304","Mimiron's Head","63796","0","128","|cFFFFD200Drop:|r Yogg-Saron|n|cFFFFD200Location:|r Ulduar","3.1.0","45693","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","305","Argent Hippogryph","63844","2","128","|cFFFFD200Vendor: |rFaction Quartermasters|n|cFFFFD200Location: |rArgent Tournament, Icecrown|n|cFFFFD200Cost: |r150|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h|n","3.2.0","45725","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","306","Ironbound Proto-Drake","63956","5","128","|cFFFFD200Achievement: |rGlory of the Ulduar Raider|n|cFFFFD200Category: |rDungeons & Raids","3.1.0","45801","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","307","Rusted Proto-Drake","63963","5","128","|cFFFFD200Achievement: |rGlory of the Ulduar Raider|n|cFFFFD200Category: |rDungeons & Raids","3.1.0","45802","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","309","White Kodo","64657","2","0","|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.1.0","46100","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","310","Black Wolf","64658","2","0","|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.1.0","46099","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","311","Venomhide Ravasaur","64659","1","4","|cFFFFD200Quest: |rThey Grow Up So Fast|n|cFFFFD200Zone: |rUn'Goro Crater","3.2.0","46102","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","312","Sea Turtle","64731","3","2192","|cFFFFD200Profession:|r Fishing|n","3.1.0","46109","False","True"
"wrath_boundary_confirmed","include_wrath","True","Deadly Gladiator season reward; season ended","True","False","313","Deadly Gladiator's Frost Wyrm","64927","2","192","|cFFFFD200Legacy|r","3.2.0","46708","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","314","Black Skeletal Horse","64977","2","0","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.1.0","46308","False","True"
"wrath_boundary_confirmed","include_wrath","True","Furious Gladiator season reward; season ended","True","False","317","Furious Gladiator's Frost Wyrm","65439","2","192","|cFFFFD200Legacy|r","3.2.0","46171","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","318","Great Red Elekk","65637","2","0","|cFFFFD200Vendor: |rIrisee|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46745;46756","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","319","Swift Moonsaber","65638","2","0","|cFFFFD200Vendor: |rRook Hawkfist|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46744;46759","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","320","Swift Red Hawkstrider","65639","2","0","|cFFFFD200Vendor: |rTrellis Morningsun|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46751;46761","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","321","Swift Gray Steed","65640","2","0","|cFFFFD200Vendor: |rCorporal Arthur Flew|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46752;46758","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","322","Great Golden Kodo","65641","2","4","|cFFFFD200Vendor: |rDoru Thunderhorn|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46750;46755","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","323","Turbostrider","65642","2","0","|cFFFFD200Vendor: |rRillie Spindlenut|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46747;46763","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","324","Swift Violet Ram","65643","2","0","|cFFFFD200Vendor: |rDerrick Brindlebeard|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46748;46762","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","325","Swift Purple Raptor","65644","2","0","|cFFFFD200Vendor: |rSamamba|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46743;46760","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","326","White Skeletal Warhorse","65645","2","0","|cFFFFD200Vendor: |rEliza Killian|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46746;46764","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","327","Swift Burgundy Wolf","65646","2","0","|cFFFFD200Vendor: |rFreka Bloodaxe|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","46749;46757","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","329","Silver Covenant Hippogryph","66087","2","132","|cFFFFD200Vendor: |rHiren Loresong|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Faction: |rThe Silver Covenant - Exalted|n|cFFFFD200Cost: |r150|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","46813","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","330","Sunreaver Dragonhawk","66088","2","132","|cFFFFD200Vendor: |rVasarin Redmorn|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Faction: |rThe Sunreavers - Exalted|n|cFFFFD200Cost: |r150|Hcurrency:241|h|TInterface\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","46814","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","331","Quel'dorei Steed","66090","2","4","|cFFFFD200Vendor: |rHiren Loresong|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Faction: |rThe Silver Covenant - Exalted|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","46815","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","332","Sunreaver Hawkstrider","66091","2","4","|cFFFFD200Vendor: |rVasarin Redmorn|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Faction: |rThe Sunreavers - Exalted|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TInterface\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","46816","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","336","Ochre Skeletal Warhorse","66846","2","0","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","47101","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","337","Striped Dawnsaber","66847","2","0","|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rTeldrassil|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","3.2.0","47100","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","338","Argent Charger","66906","2","0","|cFFFFD200Vendor: |rDame Evniki Kapsalis|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h|n","3.2.0","47179","False","True"
"wrath_boundary_confirmed","include_wrath","True","Relentless Gladiator season reward; season ended","True","False","340","Relentless Gladiator's Frost Wyrm","67336","5","192","|cFFFFD200Legacy|r","3.2.0","47840","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","341","Argent Warhorse","67466","2","0","|cFFFFD200Vendor: |rDame Evniki Kapsalis|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h","3.2.0","47180","False","True"
"wrath_boundary_confirmed","include_wrath","True","Trial of the Crusader tribute reward removed","True","False","342","Swift Horde Wolf","68056","2","68","|cFFFFD200Legacy|r","3.2.0","49046","False","True"
"wrath_boundary_confirmed","include_wrath","True","Trial of the Crusader tribute reward removed","True","False","343","Swift Alliance Steed","68057","2","68","|cFFFFD200Legacy|r","3.2.0","49044","False","True"
"wrath_boundary_confirmed","include_wrath","True","Trial of the Crusader tribute reward removed","True","False","344","Crusader's White Warhorse","68187","5","68","|cFFFFD200Legacy|r","3.2.0","49096","False","True"
"wrath_boundary_confirmed","include_wrath","True","Trial of the Crusader tribute reward removed","True","False","345","Crusader's Black Warhorse","68188","5","68","|cFFFFD200Legacy|r","3.2.0","49098","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","349","Onyxian Drake","69395","0","128","|cFFFFD200Drop: |rOnyxia|n|cFFFFD200Zone: |rOnyxia's Lair","3.2.0","49636","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","352","X-45 Heartbreaker","71342","0","0","|cFFFFD200Drop:|r Heart-Shaped Box|n|cFFFFD200Holiday:|r Love is in the Air","3.3.0","50250","False","True"
"wrath_boundary_confirmed","include_wrath","True","Wrathful Gladiator season reward; season ended","True","False","358","Wrathful Gladiator's Frost Wyrm","71810","5","192","|cFFFFD200Legacy|r","3.3.0","50435","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","363","Invincible","72286","0","0","|cFFFFD200Drop: |rThe Lich King|n|cFFFFD200Zone: |rIcecrown Citadel","3.3.0","50818","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","364","Icebound Frostbrood Vanquisher","72807","5","128","|cFFFFD200Achievement: |rGlory of the Icecrown Raider (25 player)|n|cFFFFD200Category: |rDungeons & Raids","3.3.0","51955","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","365","Bloodbathed Frostbrood Vanquisher","72808","5","128","|cFFFFD200Achievement: |rGlory of the Icecrown Raider (10 player)|n|cFFFFD200Category: |rDungeons & Raids","3.3.0","51954","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","True","366","Crimson Deathcharger","73313","1","0","|cFFFFD200Quest: |rMograine's Reunion|n|cFFFFD200Zone: |rIcecrown Citadel","3.3.3","52200","False","True"
"wrath_boundary_confirmed","include_wrath","False",,"True","False","375","Frosty Flying Carpet","75596","3","1024","|cFFFFD200Profession: |rTailoring","3.3.3","54797","False","True"
