"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","npc_ids","object_ids","entity_mapping","selection_decision"
"13549","Trove Tracker","0/8","79938","","45205","68","326408",,,,"include_bfa"
"13549","Trove Tracker","0/9","79939","","45206","68","326419",,,,"include_bfa"
"13549","Trove Tracker","0/10","79940","","45207","68","326417",,,,"include_bfa"
"13549","Trove Tracker","0/11","79941","","45208","68","326416",,,,"include_bfa"
"13549","Trove Tracker","0/12","79942","","45209","68","326415",,,,"include_bfa"
"13549","Trove Tracker","0/13","79943","","45210","68","326414",,,,"include_bfa"
"13549","Trove Tracker","0/14","79944","","45211","68","326413",,,,"include_bfa"
"13549","Trove Tracker","0/15","79945","","45212","68","326412",,,,"include_bfa"
"13549","Trove Tracker","0/16","79946","","45213","68","326411",,,,"include_bfa"
"13549","Trove Tracker","0/17","79947","","45214","68","326410",,,,"include_bfa"
"13549","Trove Tracker","0/18","79948","","45215","68","326409",,,,"include_bfa"
"13549","Trove Tracker","0/19","79949","","45216","68","326418",,,,"include_bfa"
"13549","Trove Tracker","1/0","79951","","45222","68","326400",,,,"include_bfa"
"13549","Trove Tracker","1/1","79952","","45219","68","326397",,,,"include_bfa"
"13549","Trove Tracker","1/2","79953","","45220","68","326398",,,,"include_bfa"
"13549","Trove Tracker","1/3","79954","","45218","68","326396",,,,"include_bfa"
"13549","Trove Tracker","1/4","79955","","45217","68","326395",,,,"include_bfa"
"13549","Trove Tracker","1/5","79956","","45221","68","326399",,,,"include_bfa"
"13549","Trove Tracker","1/6","81025","","45793","68","329783",,,,"include_bfa"
"13549","Trove Tracker","1/7","81568","","46122","68","332220",,,,"include_bfa"
"13836","Feline Figurines Found","0","81477","Figurine Found","46104","27","56992",,,,"include_bfa"
"13836","Feline Figurines Found","1","81478","Figurine Found","46105","27","56991",,,,"include_bfa"
"13836","Feline Figurines Found","2","81479","Figurine Found","46106","27","56990",,,,"include_bfa"
"13836","Feline Figurines Found","3","81480","Figurine Found","46107","27","56989",,,,"include_bfa"
"13836","Feline Figurines Found","4","81481","Figurine Found","46108","27","56988",,,,"include_bfa"
"13836","Feline Figurines Found","5","81482","Figurine Found","46109","27","56987",,,,"include_bfa"
"13836","Feline Figurines Found","6","81483","Figurine Found","46110","27","56986",,,,"include_bfa"
"13836","Feline Figurines Found","7","81484","Figurine Found","46111","27","56985",,,,"include_bfa"
"13836","Feline Figurines Found","8","81485","Figurine Found","46112","27","56984",,,,"include_bfa"
"13836","Feline Figurines Found","9","81486","Figurine Found","46113","27","56983",,,,"include_bfa"
