"status","map_id","name","parent_map_id","system","type","flags"
"child_map_candidate","1758","Torghast","1543","0","6","2"
"child_map_candidate","1759","Torghast","1543","0","6","2"
"child_map_candidate","1760","Torghast","1543","0","6","2"
"child_map_candidate","1761","Torghast","1543","0","6","2"
"child_map_candidate","1762","Torghast, Tower of the Damned","0","0","6","128"
"child_map_candidate","1763","Torghast","1543","0","6","2"
"child_map_candidate","1764","Torghast","1543","0","6","2"
"child_map_candidate","1765","Torghast","1543","0","6","2"
"child_map_candidate","1766","Torghast","1543","0","6","2"
"child_map_candidate","1767","Torghast","1543","0","6","2"
"child_map_candidate","1768","Torghast","1543","0","6","2"
"child_map_candidate","1769","Torghast","1543","0","6","2"
"child_map_candidate","1770","Torghast","1543","0","6","2"
"child_map_candidate","1771","Torghast","1543","0","6","2"
"child_map_candidate","1772","Torghast","1543","0","6","2"
"child_map_candidate","1773","Torghast","1543","0","6","2"
"child_map_candidate","1774","Torghast","1543","0","6","2"
"child_map_candidate","1776","Torghast","1543","0","6","2"
"child_map_candidate","1777","Torghast","1543","0","6","2"
"child_map_candidate","1778","Torghast","1543","0","6","2"
"child_map_candidate","1779","Torghast","1543","0","6","2"
"child_map_candidate","1780","Torghast","1543","0","6","2"
"child_map_candidate","1781","Torghast","1543","0","6","2"
"child_map_candidate","1782","Torghast","1543","0","6","2"
"child_map_candidate","1783","Torghast","1543","0","6","2"
"child_map_candidate","1784","Torghast","1543","0","6","2"
"child_map_candidate","1785","Torghast","1543","0","6","2"
"child_map_candidate","1786","Torghast","1543","0","6","2"
"child_map_candidate","1787","Torghast","1543","0","6","2"
"child_map_candidate","1788","Torghast","1543","0","6","2"
"child_map_candidate","1789","Torghast","1543","0","6","2"
"child_map_candidate","1791","Torghast","1543","0","6","2"
"child_map_candidate","1792","Torghast","1543","0","6","2"
"child_map_candidate","1793","Torghast","1543","0","6","2"
"child_map_candidate","1794","Torghast","1543","0","6","2"
"child_map_candidate","1795","Torghast","1543","0","6","2"
"child_map_candidate","1796","Torghast","1543","0","6","2"
"child_map_candidate","1797","Torghast","1543","0","6","2"
"child_map_candidate","1798","Torghast","1543","0","6","2"
"child_map_candidate","1799","Torghast","1543","0","6","2"
"child_map_candidate","1800","Torghast","1543","0","6","2"
"child_map_candidate","1801","Torghast","1543","0","6","2"
"child_map_candidate","1802","Torghast","1543","0","6","2"
"child_map_candidate","1803","Torghast","1543","0","6","2"
"child_map_candidate","1804","Torghast","1543","0","6","2"
"child_map_candidate","1805","Torghast","1543","0","6","2"
"child_map_candidate","1806","Torghast","1543","0","6","2"
"child_map_candidate","1807","Torghast","1543","0","6","2"
"child_map_candidate","1808","Torghast","1543","0","6","2"
"child_map_candidate","1809","Torghast","1543","0","6","2"
"child_map_candidate","1810","Torghast","1543","0","6","2"
"child_map_candidate","1811","Torghast","1543","0","6","2"
"child_map_candidate","1812","Torghast","1543","0","6","2"
"child_map_candidate","1813","Bastion","1647","2","6","0"
"child_map_candidate","1814","Maldraxxus","1647","2","6","0"
"child_map_candidate","1816","Claw's Edge","1565","0","5","0"
"child_map_candidate","1818","Tirna Vaal","1565","0","5","0"
"child_map_candidate","1819","Fungal Terminus","1565","0","5","0"
"child_map_candidate","1820","Pit of Anguish","1543","0","5","0"
"child_map_candidate","1821","Pit of Anguish","1543","0","5","0"
"child_map_candidate","1822","Extractor's Sanatorium","1543","0","5","0"
"child_map_candidate","1823","Altar of Domination","1543","0","5","0"
"child_map_candidate","1824","Matriarch's Den","1565","0","5","0"
"child_map_candidate","1825","The Root Cellar","1565","0","5","0"
"child_map_candidate","1826","The Root Cellar","1565","0","5","0"
"child_map_candidate","1827","The Root Cellar","1565","0","5","0"
"child_map_candidate","1829","","1565","0","5","0"
"child_map_candidate","1833","Torghast","1543","3","6","2"
"child_map_candidate","1834","Torghast - Map Floor 24","1543","3","6","2"
"child_map_candidate","1835","Torghast - Map Floor 25","1543","3","6","2"
"child_map_candidate","1836","Torghast - Map Floor 26","1543","3","6","2"
"child_map_candidate","1837","Torghast - Map Floor 27","1543","3","6","2"
"child_map_candidate","1838","Torghast - Map Floor 41","1543","3","6","2"
"child_map_candidate","1839","Torghast - Map Floor 28","1543","3","6","2"
"child_map_candidate","1840","Torghast - Map Floor 40","1543","3","6","2"
"child_map_candidate","1841","Torghast - Map Floor 39","1543","3","6","2"
"child_map_candidate","1842","Torghast - Map Floor 29","1543","3","6","2"
"child_map_candidate","1843","Torghast - Map Floor 38","1543","3","6","2"
"child_map_candidate","1844","Torghast - Map Floor 32","1543","3","6","2"
"child_map_candidate","1845","Torghast - Map Floor 31","1543","3","6","2"
"child_map_candidate","1846","Torghast - Map Floor 33","1543","3","6","2"
"child_map_candidate","1847","Torghast - Map Floor 34","1543","3","6","2"
"child_map_candidate","1848","Torghast - Map Floor 14","1543","3","6","2"
"child_map_candidate","1849","Torghast - Map Floor 16","1543","3","6","2"
"child_map_candidate","1850","Torghast - Map Floor 18","1543","3","6","2"
"child_map_candidate","1851","Torghast - Map Floor 42","1543","3","6","2"
"child_map_candidate","1852","Torghast - Map Floor 44","1543","3","6","2"
"child_map_candidate","1853","Torghast - Map Floor 46","1543","3","6","2"
"child_map_candidate","1854","Torghast - Map Floor 48","1543","3","6","2"
"child_map_candidate","1855","Torghast - Map Floor 49","1543","3","6","2"
"child_map_candidate","1856","Torghast - Map Floor 50","1543","3","6","2"
"child_map_candidate","1857","Torghast - Map Floor 51","1543","3","6","2"
"child_map_candidate","1858","Torghast - Map Floor 52","1543","3","6","2"
"child_map_candidate","1859","Torghast - Map Floor 53","1543","3","6","2"
"child_map_candidate","1860","Torghast - Map Floor 54","1543","3","6","2"
"child_map_candidate","1861","Torghast - Map Floor 57","1543","3","6","2"
"child_map_candidate","1862","Torghast - Map Floor 59","1543","3","6","2"
"child_map_candidate","1863","Torghast - Map Floor 61","1543","3","6","2"
"child_map_candidate","1864","Torghast - Map Floor 63","1543","3","6","2"
"child_map_candidate","1865","Torghast - Map Floor 64","1543","3","6","2"
"child_map_candidate","1867","Torghast - Map Floor 66","1543","3","6","2"
"child_map_candidate","1868","Torghast - Map Floor 67","1543","3","6","2"
"child_map_candidate","1869","Torghast - Map Floor 68","1543","3","6","2"
"child_map_candidate","1870","Torghast - Map Floor 69","1543","3","6","2"
"child_map_candidate","1871","Torghast - Map Floor 70","1543","3","6","2"
"child_map_candidate","1872","Torghast - Map Floor 71","1543","3","6","2"
"child_map_candidate","1873","Torghast - Map Floor 74","1543","3","6","2"
"child_map_candidate","1874","Torghast - Map Floor 75","1543","3","6","2"
"child_map_candidate","1875","Torghast - Map Floor 76","1543","3","6","2"
"child_map_candidate","1876","Torghast - Map Floor 77","1543","3","6","2"
"child_map_candidate","1877","Torghast - Map Floor 78","1543","3","6","2"
"child_map_candidate","1878","Torghast - Map Floor 80","1543","3","6","2"
"child_map_candidate","1879","Torghast - Map Floor 81","1543","3","6","2"
"child_map_candidate","1880","Torghast - Map Floor 83","1543","3","6","2"
"child_map_candidate","1881","Torghast - Map Floor 84","1543","3","6","2"
"child_map_candidate","1882","Torghast - Map Floor 86","1543","3","6","2"
"child_map_candidate","1883","Torghast - Map Floor 87","1543","3","6","2"
"child_map_candidate","1884","Torghast - Map Floor 88","1543","3","6","2"
"child_map_candidate","1885","Torghast - Map Floor 89","1543","3","6","2"
"child_map_candidate","1886","Torghast - Map Floor 92","1543","3","6","2"
"child_map_candidate","1887","Torghast - Map Floor 93","1543","3","6","2"
"child_map_candidate","1888","Torghast - Map Floor 94","1543","3","6","2"
"child_map_candidate","1889","Torghast - Map Floor 95","1543","3","6","2"
"child_map_candidate","1890","Torghast - Map Floor 97","1543","3","6","2"
"child_map_candidate","1891","Torghast - Map Floor 98","1543","3","6","2"
"child_map_candidate","1892","Torghast - Map Floor 99","1543","3","6","2"
"child_map_candidate","1893","Torghast - Map Floor 100","1543","3","6","2"
"child_map_candidate","1894","Torghast - Map Floor 23","1543","3","6","2"
"child_map_candidate","1895","Torghast - Map Floor 35","1543","3","6","2"
"child_map_candidate","1896","Torghast - Map Floor 56","1543","3","6","2"
"child_map_candidate","1897","Torghast - Map Floor 62","1543","3","6","2"
"child_map_candidate","1898","Torghast - Map Floor 82","1543","3","6","2"
"child_map_candidate","1899","Torghast - Map Floor 101","1543","3","6","2"
"child_map_candidate","1900","Torghast - Map Floor 58","1543","3","6","2"
"child_map_candidate","1901","Torghast - Map Floor 73","1543","3","6","2"
"child_map_candidate","1902","Torghast - Map Floor 79","1543","3","6","2"
"child_map_candidate","1903","Torghast - Map Floor 85","1543","3","6","2"
"child_map_candidate","1904","Torghast - Map Floor 90","1543","3","6","2"
"child_map_candidate","1905","Torghast - Map Floor 96","1543","3","6","2"
"child_map_candidate","1907","Torghast - Map Floor 102","1543","3","6","2"
"child_map_candidate","1908","Torghast - Map Floor 60","1543","3","6","2"
"child_map_candidate","1909","Torghast - Map Floor 21","1543","3","6","2"
"child_map_candidate","1910","Torghast - Map Floor 91","1543","3","6","2"
"child_map_candidate","1911","Torghast - Entrance","1543","0","6","0"
"child_map_candidate","1912","The Runecarver's Oubliette","1543","0","6","0"
"child_map_candidate","1913","Torghast","1543","0","6","2"
"child_map_candidate","1914","Torghast","1543","3","6","2"
"child_map_candidate","1917","De Other Side","1565","0","6","0"
"child_map_candidate","1920","Torghast","1543","0","6","2"
"child_map_candidate","1921","Torghast","1543","3","6","2"
"primary_map_candidate","1960","The Maw","1550","0","3","6"
"primary_map_candidate","1961","Korthia","1543","0","3","6"
"child_map_candidate","1962","Torghast","1543","0","6","0"
"child_map_candidate","1963","Torghast","1543","0","6","0"
"child_map_candidate","1964","Torghast","1543","0","6","0"
"child_map_candidate","1965","Torghast","1543","0","6","0"
"child_map_candidate","1966","Torghast","1543","0","6","0"
"child_map_candidate","1967","Torghast","1543","0","6","2"
"child_map_candidate","1968","Torghast","1543","0","6","2"
"child_map_candidate","1969","Torghast","1543","0","6","2"
"primary_map_candidate","1970","Zereth Mortis","1550","0","3","6"
"child_map_candidate","1974","Torghast","1543","0","6","0"
"child_map_candidate","1975","Torghast","1543","0","6","0"
"child_map_candidate","1976","Torghast","1543","0","6","0"
"child_map_candidate","1977","Torghast","1543","0","6","0"
"child_map_candidate","1979","Torghast","1543","0","6","2"
"child_map_candidate","1980","Torghast","1543","0","6","0"
"child_map_candidate","1981","Torghast","1543","0","6","0"
"child_map_candidate","1982","Torghast","1543","0","6","0"
"child_map_candidate","1983","Torghast","1543","0","6","0"
"child_map_candidate","1984","Torghast","1543","0","6","0"
"child_map_candidate","1985","Torghast","1543","0","6","0"
"child_map_candidate","1986","Torghast","1543","0","6","0"
"child_map_candidate","1987","Torghast","1543","0","6","0"
"child_map_candidate","1988","Torghast","1543","0","6","0"
"child_map_candidate","1989","Tazavesh, the Veiled Market","1550","0","4","0"
"child_map_candidate","1990","Tazavesh, the Veiled Market","1550","0","4","0"
"child_map_candidate","1991","Tazavesh, the Veiled Market","1550","0","4","0"
"child_map_candidate","1992","Tazavesh, the Veiled Market","1550","0","4","0"
"child_map_candidate","1993","Tazavesh, the Veiled Market","1550","0","4","0"
"child_map_candidate","1995","Tazavesh, the Veiled Market","1550","0","4","0"
"child_map_candidate","1996","Tazavesh, the Veiled Market","1550","0","4","0"
"child_map_candidate","1998","Sanctum of Domination","1543","0","4","0"
"child_map_candidate","1999","Sanctum of Domination","1543","0","4","0"
"child_map_candidate","2000","Sanctum of Domination","1543","0","4","0"
"child_map_candidate","2001","Sanctum of Domination","1543","0","4","0"
"child_map_candidate","2002","Sanctum of Domination","1543","0","4","0"
"child_map_candidate","2003","Sanctum of Domination","1543","0","4","0"
"child_map_candidate","2004","Sanctum of Domination","1543","0","4","0"
"child_map_candidate","2005","Ardenweald","1550","0","6","4098"
"child_map_candidate","2006","Cavern of Contemplation","1961","0","5","0"
"child_map_candidate","2007","Gromit Hollow","1961","0","5","0"
"child_map_candidate","2008","Chamber of the Sigil","1961","0","5","0"
"child_map_candidate","2009","TG106_Floor_MM","1543","3","6","2"
"child_map_candidate","2010","Torghast","1543","3","6","2"
"child_map_candidate","2011","Torghast","1543","3","6","2"
"child_map_candidate","2012","Torghast","1543","3","6","2"
"child_map_candidate","2016","Tazavesh, the Veiled Market","1550","0","6","4"
"child_map_candidate","2017","Spires of Ascension","1533","0","6","0"
"child_map_candidate","2018","Spires of Ascension","1533","0","6","0"
"child_map_candidate","2019","Torghast","1543","3","6","0"
"child_map_candidate","2027","Blooming Foundry","1970","0","5","0"
"child_map_candidate","2028","Locrian Esper","1970","0","5","0"
"child_map_candidate","2029","Gravid Repose","1970","0","5","0"
"child_map_candidate","2030","Nexus of Actualization","1970","0","5","0"
"child_map_candidate","2031","Crypts of the Eternal","1970","0","5","0"
"child_map_candidate","2046","Zereth Mortis","0","2","2","8196"
"child_map_candidate","2047","Sepulcher of the First Ones","1970","0","4","0"
"child_map_candidate","2048","Sepulcher of the First Ones","1970","0","4","0"
"child_map_candidate","2049","Sepulcher of the First Ones","1970","0","4","0"
"child_map_candidate","2050","Sepulcher of the First Ones","1970","0","4","0"
"child_map_candidate","2051","Sepulcher of the First Ones","1970","0","4","0"
"child_map_candidate","2052","Sepulcher of the First Ones","1970","0","4","0"
"child_map_candidate","2061","Sepulcher of the First Ones","1970","0","4","0"
"child_map_candidate","2066","Catalyst Wards","1970","0","5","0"
