"currency_id","name","description","category_id","faction_id","max_quantity","flags_0","flags_1"
"1859","Reservoir Anima-Kyrian","","245","0","200000","0","0"
"1860","Reservoir Anima-Venthyr","","245","0","200000","0","0"
"1861","Reservoir Anima-Night Fae","","245","0","200000","0","0"
"1862","Reservoir Anima-Necrolord","","245","0","200000","0","0"
"1863","Redeemed Soul-Kyrian","","245","0","0","0","0"
"1864","Redeemed Soul-Venthyr","","245","0","0","0","0"
"1865","Redeemed Soul-Night Fae","","245","0","0","0","0"
"1866","Redeemed Soul-Necrolord","","245","0","0","0","0"
"1867","Sanctum Architect-Kyrian","","245","0","0","0","0"
"1868","Sanctum Architect-Venthyr","","245","0","0","0","0"
"1869","Sanctum Architect-Night Fae","","245","0","0","0","0"
"1870","Sanctum Architect-Necrolord","","245","0","0","0","0"
"1871","Sanctum Anima Weaver-Kyrian","","245","0","0","0","0"
"1872","Sanctum Anima Weaver-Venthyr","","245","0","0","0","0"
"1873","Sanctum Anima Weaver-Night Fae","","245","0","0","0","0"
"1874","Sanctum Anima Weaver-Necrolord","","245","0","0","0","0"
"1877","Bonus Experience","","142","0","0","4210696","0"
"1878","Stitchmasters","Grants reputation with the Stitchmasters.","142","2462","0","8","0"
"1880","Ve'nari","Grants reputation with Ve'nari.","142","2432","0","8","0"
"1883","Soulbind Conduit Energy","Soulbind Conduit Energy","142","0","10","74973184","0"
"1884","The Avowed","Grants reputation with the Avowed.","142","2413","0","8","0"
"1885","Grateful Offering","A gift from the denizens of the Shadowlands, grateful for the return of anima. Acquired from conducting anima to a location and performing activities associated with the inhabitants.","245","0","0","2","0"
"1887","Court of Night","Grants reputation with the Court of Night.","142","2464","0","8","0"
"1888","Marasmius","Grants reputation with Marasmius.","142","2463","0","8","0"
"1889","Adventure Campaign Progress","This challenge leads to additional adventures with greater rewards.","142","0","0","72877056","0"
"1891","Honor from Rated","","142","0","0","67634176","0"
"1902","9.1 - Torghast XP - Prototype - LJS","","142","0","0","33554434","0"
"1903","Invisible Reward","This currency exists to let empty Cover Items work.","142","0","1","74989568","0"
"1904","Tower Knowledge","Manifestation of knowledge gained in Torghast. Used to unlock the power within The Box of Many Things.","245","0","0","33554818","1"
"1906","Soul Cinders","A raw source of power found within only the most dangerous layers of Torghast. Used to fuel the Runecarver's Chamber.","245","0","0","33562626","0"
"1907","Death's Advance","Grants reputation with the Death's Advance.","142","2470","0","10","0"
"1909","Torghast - Scoreboard - Clear Percent","","248","0","0","68682752","0"
"1910","Torghast - Scoreboard - Souls Percent","","248","0","0","68682752","0"
"1911","Torghast - Scoreboard - Urns Percent","","248","0","0","68682752","0"
"1912","Torghast - Scoreboard - Hot Streak Percent","","248","0","0","68682752","0"
"1913","Torghast - Scoreboard - Total Time","","248","0","0","68682752","0"
"1914","Torghast - Scoreboard - Par Time","","248","0","0","68682752","0"
"1915","Torghast - Scoreboard - Deaths Excess Count","","248","0","0","68682752","0"
"1916","Torghast - Scoreboard - Deaths Start Count","","248","0","0","68682752","0"
"1917","Torghast - Scoreboard - Floor Reached","","248","0","0","68682752","0"
"1918","Torghast - Scoreboard - Toast Display - Time Score","","248","0","0","68682752","0"
"1919","Torghast - Scoreboard - Toast Display - Hot Streak Score","","248","0","0","68682752","0"
"1920","Torghast - Scoreboard - Toast Display - Deaths Excess Score","","248","0","0","68682752","0"
"1921","Torghast - Scoreboard - Toast Display - Total Score","","248","0","0","68682752","0"
"1922","Torghast - Scoreboard - Toast Display - Total Rewards","","248","0","0","68682752","0"
"1923","Torghast - Scoreboard - Toast Display - Bonus - Souls Rescued","","248","0","0","68682752","0"
"1924","Torghast - Scoreboard - Toast Display - Bonus - Urns Broken","","248","0","0","68682752","0"
"1925","Torghast - Scoreboard - Toast Display - Deaths Zero","","248","0","0","68682752","0"
"1926","Torghast - Scoreboard - Toast Display - Stars","","248","0","0","68682752","0"
"1931","Cataloged Research","As you bring the Archivist relics he will catalog it which will allow you to start Field Studies to learn more about them or identify relics in his care that you can use in the field.","245","0","0","2","0"
"1932","Torghast - Scoreboard - Toast Display - Boss Killed","","248","0","0","68682752","0"
"1933","Torghast - Scoreboard - Toast Display - Bonus - Chests Opened","","248","0","0","68682752","0"
"1934","Torghast - Scoreboard - Toast Display - Bonus - Escorts Complete","","248","0","0","68682752","0"
"1935","Torghast - Scoreboard - Toast Display - Bonus - No Trap Damage","","248","0","0","68682752","0"
"1936","Torghast - Scoreboard - Toast Display - Bonus - Kill Boss Fast","","248","0","0","68682752","0"
"1937","Torghast - Scoreboard - Toast Display - Bonus - Single Stacks","","248","0","0","68682752","0"
"1938","Torghast - Scoreboard - Toast Display - Bonus - 5 Stacks","","248","0","0","68682752","0"
"1939","Torghast - Scoreboard - Toast Display - Bonus - Broker Killer","","248","0","0","68682752","0"
"1940","Torghast - Scoreboard - Toast Display - Bonus - Elite Slayer","","248","0","0","68682752","0"
"1941","Torghast - Scoreboard - Toast Display - Bonus - 1000 Phantasma","","248","0","0","68682752","0"
"1942","Torghast - Scoreboard - Toast Display - Bonus - 500 Phant Left","","248","0","0","68682752","0"
"1943","Torghast - Scoreboard - Toast Display - Bonus - No Deaths","","248","0","0","68682752","0"
"1944","Torghast - Scoreboard - Toast Display - Bonus - No Epics","","248","0","0","68682752","0"
"1945","Torghast - Scoreboard - Toast Display - Bonus - Elite Unnatural","","248","0","0","68682752","0"
"1946","Torghast - Scoreboard - Toast Display - Total Rewards - AV Bonus","","248","0","0","68682752","0"
"1947","Bonus Valor","Receive Bonus Valor when any player in your group increases their Mythic+ Rating.","142","0","0","4202882","0"
"1948","Torghast - Scoreboard - Toast Display - Bonus - Kill Boss Faster","","248","0","0","68682752","0"
"1949","Torghast - Scoreboard - Toast Display - Bonus - 30+ Count","","248","0","0","68682752","0"
"1950","Torghast - Scoreboard - Toast Display - 1 Star Value","","248","0","0","68682752","0"
"1951","Torghast - Scoreboard - Toast Display - 2 Star Value","","248","0","0","68682752","0"
"1952","Torghast - Scoreboard - Toast Display - 3 Star Value","","248","0","0","68682752","0"
"1953","Torghast - Scoreboard - Toast Display - 4 Star Value","","248","0","0","68682752","0"
"1954","Torghast - Scoreboard - Toast Display - 5 Star Value","","248","0","0","68682752","0"
"1955","Torghast - Scoreboard - Toast Display - Points While Empowered","","248","0","0","68682752","0"
"1956","Torghast - Scoreboard - Toast Display - Points Empowered Score","","248","0","0","68682752","0"
"1957","Torghast - Scoreboard - Floor Clear Percent Floor 1","","248","0","0","68682752","0"
"1958","Torghast - Scoreboard - Floor Clear Percent Floor 2","","248","0","0","68682752","0"
"1959","Torghast - Scoreboard - Floor Clear Percent Floor 3","","248","0","0","68682752","0"
"1960","Torghast - Scoreboard - Floor Clear Percent Floor 4","","248","0","0","68682752","0"
"1961","Torghast - Scoreboard - Floor Empowered Percent Floor 1","","248","0","0","68682752","0"
"1962","Torghast - Scoreboard - Floor Empowered Percent Floor 2","","248","0","0","68682752","0"
"1963","Torghast - Scoreboard - Floor Empowered Percent Floor 3","","248","0","0","68682752","0"
"1964","Torghast - Scoreboard - Floor Empowered Percent Floor 4","","248","0","0","68682752","0"
"1965","Torghast - Scoreboard - Floor Time Floor 1","","248","0","0","68682752","0"
"1966","Torghast - Scoreboard - Floor Time Floor 2","","248","0","0","68682752","0"
"1967","Torghast - Scoreboard - Floor Time Floor 3","","248","0","0","68682752","0"
"1968","Torghast - Scoreboard - Floor Time Floor 4","","248","0","0","68682752","0"
"1969","Torghast - Scoreboard - Floor Par Time Floor 1","","248","0","0","68682752","0"
"1970","Torghast - Scoreboard - Floor Par Time Floor 2","","248","0","0","68682752","0"
"1971","Torghast - Scoreboard - Floor Par Time Floor 3","","248","0","0","68682752","0"
"1972","Torghast - Scoreboard - Floor Par Time Floor 4","","248","0","0","68682752","0"
"1976","Torghast - Scoreboard - Toast Display - Bonus - Phant Left Group","","248","0","0","68682752","0"
"1977","Stygian Ember","Once a brave warrior, now reduced to a sliver of undeath.

Bonesmith Heirmir in Korthia can use these to improve Shards of Domination.","245","0","0","2","0"
"1979","Cyphers of the First Ones","|L290-Echoes of the power used to forge reality itself. Can be deciphered at Firim's Cypher Console in Exile's Hollow.|l","245","0","0","34603010","0"
"1980","Torghast - Scoreboard - Run Layer","","248","0","0","68682752","0"
"1981","Torghast - Scoreboard - Run ID","","248","0","0","68682752","0"
"1982","The Enlightened","Grants reputation with The Enlightened.","142","2478","0","10","0"
"1997","Archivists' Codex","Grants progress with the Archivists' Codex.","142","2472","0","10","0"
"2000","Motes of Fate","","142","0","0","68681728","0"
"2009","Cosmic Flux","Swirling fragments of creation energy that enable transformation, Cosmic Flux can be used to empower equipment at the Creation Catalyst in Zereth Mortis or fuel the Runecarver's Chamber in Torghast.","245","0","0","33554434","0"
"2010","[DNT] Byron Test Currency","A currency used to test currencies.","245","0","1500","2105794","1"
