"status","current_exists","present_final_tww","acquisition_expansion","decor_id","item_id","decor_name","catalog_name","category","source_text","achievement_ids","quest_ids","npc_ids","spell_ids","currency_ids","collection_spell_id","catalog_flags","acquisition_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"snapshot_candidate_needs_source_expansion","True","True",,"481","245368","Stormwind Spice Merchant's Stand",,,,,,,,,,,,,"Stormwind Spice Merchant's Stand","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"482","245357","Gryphon Roost",,,,,,,,,,,,,"Gryphon Roost","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"483","245352","Sturdy Wooden Coffin",,,,,,,,,,,,,"Sturdy Wooden Coffin","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"484","245353","Open Wooden Coffin",,,,,,,,,,,,,"Open Wooden Coffin","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"485","245377","Open-Air Sturdy Tent",,,,,,,,,,,,,"Open-Air Sturdy Tent","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"486","245378","Sturdy Sheltering Tent",,,,,,,,,,,,,"Sturdy Sheltering Tent","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"487","245360","Small Stonework Fountain",,,,,,,,,,,,,"Small Stonework Fountain","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"488","245359","Large Stonework Fountain",,,,,,,,,,,,,"Large Stonework Fountain","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"489","245379","Sturdy Roofed Wagon",,,,,,,,,,,,,"Sturdy Roofed Wagon","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"490","245380","Sturdy Open Wagon",,,,,,,,,,,,,"Sturdy Open Wagon","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"491","245382","Sturdy Covered Wagon",,,,,,,,,,,,,"Sturdy Covered Wagon","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"492","245385","Well-Built Well",,,,,,,,,,,,,"Well-Built Well","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"493","245386","Sturdy Wooden Wheelbarrow",,,,,,,,,,,,,"Sturdy Wooden Wheelbarrow","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"494","235523","Sturdy Wooden Chair",,,,,,,,,,,,,"Sturdy Wooden Chair","-3","259","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"495","245336","Sturdy Wooden Bed",,,,,,,,,,,,,"Sturdy Wooden Bed","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"496","245372","Covered Wooden Table",,,,,,,,,,,,,"Covered Wooden Table","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"497","245374","Sturdy Wooden Table",,,,,,,,,,,,,"Sturdy Wooden Table","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"498","235633","Circular Woolen Rug",,,,,,,,,,,,,"Circular Woolen Rug","-3","3","4","1","3"
"internal_dnt","True","True",,"508","245350","[DNT] Chair for Testing Decor Limits - do not use",,,,,,,,,,,,,,,"192","1","1","2490"
"snapshot_candidate_needs_source_expansion","True","True",,"518","245507","Studded Wooden Chair",,,,,,,,,,,,,,,"128","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"519","245430","Orcish Wooden Bench",,,,,,,,,,,,,,,"131","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"520","245369","Gift of Gilneas",,,,,,,,,,,,,"Gift of Gilneas","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"521","245371","Charming Laurel Tree",,,,,,,,,,,,,"Charming Laurel Tree","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"522","236653","Orgrimmar Interior Narrow Wall",,,,,,,,,,,,,"Orgrimmar Interior Narrow Wall","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"523","236654","Orgrimmar Interior Doorway",,,,,,,,,,,,,"Orgrimmar Interior Doorway","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"524","236655","Orgrimmar Interior Wall",,,,,,,,,,,,,"Orgrimmar Interior Wall","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"525","236666","Orgrimmar Round Interior Pillar",,,,,,,,,,,,,"Orgrimmar Round Interior Pillar","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"526","236667","Orgrimmar Square Interior Pillar",,,,,,,,,,,,,"Orgrimmar Square Interior Pillar","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"527","236675","Stormwind Interior Pillar",,,,,,,,,,,,,"Stormwind Interior Pillar","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"528","236676","Stormwind Interior Narrow Wall",,,,,,,,,,,,,"Stormwind Interior Narrow Wall","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"529","236677","Stormwind Interior Wall",,,,,,,,,,,,,"Stormwind Interior Wall","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"530","236678","Stormwind Interior Doorway",,,,,,,,,,,,,"Stormwind Interior Doorway","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"533","245392","Sturdy Wooden Interior Pillar",,,,,,,,,,,,,"Sturdy Wooden Interior Pillar","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"534","245393","Plain Interior Wall",,,,,,,,,,,,,"Plain Interior Wall","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"535","245394","Plain Interior Doorway",,,,,,,,,,,,,"Plain Interior Doorway","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"536","245395","Plain Interior Narrow Wall",,,,,,,,,,,,,"Plain Interior Narrow Wall","-3","2","1","2","3"
"snapshot_candidate_needs_source_expansion","True","True",,"562","245292","Winter Veil Tree",,,,,,,,,,,,,,,"192","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"582","245298","Wild Violet Bellflowers",,,,,,,,,,,,,"Wild Violet Bellflowers","-3","131","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"584","245299","Reaching Violet Bellflowers",,,,,,,,,,,,,"Reaching Violet Bellflowers","-3","131","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"586","245300","Arched Violet Bellflowers",,,,,,,,,,,,,"Arched Violet Bellflowers","-3","131","1","1","1"
"catalog_hidden_unobtainable","True","True",,"592","245301","Algari Lettuce Plant","Algari Lettuce Plant","Nature › Small Foliage","","","","","","","1238400","EXTERIOR HIDDENINCATALOG INTERIOR","No acquisition source; live item page flags HIDDENINCATALOG","https://housing.wowdb.com/decor/592/algari-lettuce-plant-592/",,,"131","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"673","238857","Moon-Blessed Storage Crate",,,,,,,,,,,,,"Moon-Blessed Storage Crate","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"674","245449","Ancient Elven Highback Chair",,,,,,,,,,,,,"Ancient Elven Highback Chair","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"675","238859","Cenarion Privacy Screen",,,,,,,,,,,,,"Cenarion Privacy Screen","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"676","238860","Deluxe Val'sharah Bed",,,,,,,,,,,,,"Deluxe Val'sharah Bed","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"677","238861","Cenarion Rectangular Rug",,,,,,,,,,,,,"Cenarion Rectangular Rug","-3","3","4","1","5"
"internal_dnt","True","True",,"678","238862","[DNT] Cenarion Round Rug - do not use - new asset",,,,,,,,,,,,,,,"128","4","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"679","238863","Kaldorei Desk",,,,,,,,,,,,,"Kaldorei Desk","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"714","245284","Silvermoon Wooden Chair",,,,,,,,,,,,,"Silvermoon Wooden Chair","-3","131","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"715","245279","Small Silvermoon Bookcase",,,,,,,,,,,,,,,"131","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"716","245285","Reliquary Storage Crate",,,,,,,,,,,,,"Reliquary Storage Crate","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"717","245287","Long Sin'dorei Rug",,,,,,,,,,,,,"Long Sin'dorei Rug","-3","3","4","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"718","245288","Circular Sin'dorei Rug",,,,,,,,,,,,,"Circular Sin'dorei Rug","-3","3","4","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"720","238975","Reliquary Telescope",,,,,,,,,,,,,"Reliquary Telescope","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"721","245400","Ceiling Cobweb",,,,,,,,,,,,,"Ceiling Cobweb","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"722","245401","Tented Cobweb",,,,,,,,,,,,,"Tented Cobweb","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"723","245402","Small Dangling Cobweb",,,,,,,,,,,,,"Small Dangling Cobweb","-3","3","3","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"724","245403","Large Dangling Cobweb",,,,,,,,,,,,,"Large Dangling Cobweb","-3","3","3","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"725","245404","Pillar Cobweb",,,,,,,,,,,,,"Pillar Cobweb","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"726","239075","Wrought Iron Chandelier",,,,,,,,,,,,,"Wrought Iron Chandelier","-3","2","3","1","3"
"internal_dnt","True","True",,"744","245351","[DNT] Chair - do not use",,,,,,,,,,,,,,,"192","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"749","245428","Hungry Human's Platter",,,,,,,,,,,,,"Hungry Human's Platter","5","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"750","245429","Tirisgarde Book Tempest",,,,,,,,,,,,,"Tirisgarde Book Tempest","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"751","239162","Wooden Mug",,,,,,,,,,,,,"Wooden Mug","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"752","245448","""Night on the Jeweled Estate"" Painting",,,,,,,,,,,,,"""Night on the Jeweled Estate"" Painting","-3","2","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"753","245447","""The Final Study"" Painting",,,,,,,,,,,,,,,"130","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"754","245446","""The Fallen Archmage"" Painting",,,,,,,,,,,,,,,"130","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"755","245484","Boralus-Style Lobster Platter",,,,,,,,,,,,,"Boralus-Style Lobster Platter","7","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"756","245501","Venthyr Tome of Unforgiven Sins",,,,,,,,,,,,,"Venthyr Tome of Unforgiven Sins","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"757","245277","""Aspects in the Clouds"" Painting",,,,,,,,,,,,,,,"130","2","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"758","245278","""Water Falls Home"" Painting",,,,,,,,,,,,,,,"130","1","1","1"
"acquisition_tww_confirmed","True","True","tww","759","239170","Dornic Mine and Cheese Platter","Dornic Mine and Cheese Platter","Accents › Food and Drink","Crafting: Cooking Profession: Khaz Algar Cooking (80)","","","","1245993","",,,,,"Dornic Mine and Cheese Platter","10","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","760","245295","Literature of Dornogal","Literature of Dornogal","Accents › Ornamental","Auditor Balwurz (Dornogal) 1000 Resonance Crystals","","","223728","","2815",,,,,"Literature of Dornogal","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","761","245296","Literature of Taelloch","Literature of Taelloch","Accents › Ornamental","Auditor Balwurz (Dornogal) 1000 Resonance Crystals","","","223728","","2815",,,,,"Literature of Taelloch","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","762","245297","Literature of Gundargaz","Literature of Gundargaz","Accents › Ornamental","Auditor Balwurz (Dornogal) 1000 Resonance Crystals","","","223728","","2815",,,,,"Literature of Gundargaz","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","763","245293","Collection of Arathi Scripture","Collection of Arathi Scripture","Accents › Ornamental","Lars Bronsmaelt (Hallowfall) 1200 Resonance Crystals","","","240852","","2815",,,,,"Collection of Arathi Scripture","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","764","245294","Councilward's Jeweled Goblet","Councilward's Jeweled Goblet","Accents › Food and Drink","Drop: Theater Troupe event chest (Isle of Dorn)","","","","","",,,,,"Councilward's Jeweled Goblet","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","765","245326","Kaheti Predator's Assortment","Kaheti Predator's Assortment","Accents › Food and Drink","Crafting: Cooking Profession: Khaz Algar Cooking (80)","","","","1266541","",,,,,"Kaheti Predator's Assortment","10","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"766","239177","Open Tome of Twilight Nihilism",,,,,,,,,,,,,"Open Tome of Twilight Nihilism","-3","3","1","1","1"
"acquisition_tww_confirmed","True","True","tww","767","245332","Tome of Silvermoon Intrigue","Tome of Silvermoon Intrigue","Accents › Ornamental","Lorewalking: The Elves of Quel'Thalas Lali the Assistant (Vale of Eternal Blossoms) 2000","61467","","62088","","",,,,,"Tome of Silvermoon Intrigue","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"768","239179","Tome of Twilight Nihilism",,,,,,,,,,,,,"Tome of Twilight Nihilism","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"769","245331","""Edge of Val'sharah"" Painting",,,,,,,,,,,,,,,"130","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"770","245367","Stormwind Produce Seller's Stand",,,,,,,,,,,,,"Stormwind Produce Seller's Stand","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"771","245329","Small Poppy Cluster",,,,,,,,,,,,,"Small Poppy Cluster","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"772","245327","Creeping Corner Ivy",,,,,,,,,,,,,"Creeping Corner Ivy","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"773","245328","Small Boxwood Bush",,,,,,,,,,,,,"Small Boxwood Bush","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","825","245306","Cozy Four-Pipe Bed","Cozy Four-Pipe Bed","Furnishings › Beds","My Hole in the Wall (Undermine) Stacks Topskimmer (Undermine) 1200 Resonance Crystals","","86408","251911","","2815",,,,,"Cozy Four-Pipe Bed","-3","3","1","1","5"
"internal_dnt","True","True",,"826","245304","[DNT] Relaxing Goblin Beach Chair with Cup Gripper - DO NOT USE - new asset","[DNT] Relaxing Goblin Beach Chair with Cup Gripper - DO NOT USE - new asset","Furnishings › Seating","","","","","","",,,,,,,"192","1","1","3"
"acquisition_tww_confirmed","True","True","tww","827","245303","Rocket-Unpowered Rocket","Rocket-Unpowered Rocket","Miscellaneous › Miscellaneous - All","Right Where We Want Him (Undermine) Stacks Topskimmer (Undermine) 800 Resonance Crystals","","85780","251911","","2815",,,,,"Rocket-Unpowered Rocket","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","828","239213","Well-Lit Incontinental Loveseat","Well-Lit Incontinental Loveseat","Furnishings › Seating","Ando the Gat (Liberation of Undermine)","","","235621","","",,,,,"Well-Lit Incontinental Loveseat","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","829","239214","Well-Lit Incontinental Couch","Well-Lit Incontinental Couch","Furnishings › Seating","Crafting: Leatherworking Profession: Khaz Algar Leatherworking (80)","","","","1270836","",,,,,"Well-Lit Incontinental Couch","10","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"837","245467","Lordaeron Banded Crate",,,,,,,,,,,,,"Lordaeron Banded Crate","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"838","245463","Lordaeron Banded Barrel",,,,,,,,,,,,,"Lordaeron Banded Barrel","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"839","245464","Inert Blight Canister",,,,,,,,,,,,,"Inert Blight Canister","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"840","245462","Banshee Queen's Banner",,,,,,,,,,,,,"Banshee Queen's Banner","-3","2","2","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"854","245502","Brill Coffin",,,,,,,,,,,,,"Brill Coffin","0","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"855","245517","Gilnean Cauldron",,,,,,,,,,,,,"Gilnean Cauldron","3","35","1","1","1"
"internal_dnt","True","True",,"856","245519","[DNT] Gilnean Problem Solver - Do Not Use - Updated Asset Available",,,,,,,,,,,,,,,"192","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"857","245520","Gilnean Celebration Keg",,,,,,,,,,,,,"Gilnean Celebration Keg","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"858","245518","Worgen's Chicken Coop",,,,,,,,,,,,,"Worgen's Chicken Coop","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"859","245516","Gilnean Bench",,,,,,,,,,,,,"Gilnean Bench","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"860","245515","Gilnean Wooden Bed",,,,,,,,,,,,,"Gilnean Wooden Bed","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"861","245468","Open Lordaeron Banded Crate",,,,,,,,,,,,,,,"131","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"862","245473","Forsaken Studded Table",,,,,,,,,,,,,"Forsaken Studded Table","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"863","245465","Tirisfal Wooden Chair",,,,,,,,,,,,,"Tirisfal Wooden Chair","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"864","245466","Forsaken Spiked Chair",,,,,,,,,,,,,"Forsaken Spiked Chair","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"865","239606","Forsaken Round Rug",,,,,,,,,,,,,"Forsaken Round Rug","-3","3","4","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"866","245397","Studious Sin'dorei Desk",,,,,,,,,,,,,,,"131","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"922","245503","Brill Coffin Lid",,,,,,,,,,,,,"Brill Coffin Lid","0","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"923","245504","Lordaeron Fence",,,,,,,,,,,,,"Lordaeron Fence","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"924","245505","Lordaeron Fencepost",,,,,,,,,,,,,"Lordaeron Fencepost","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"925","241043","Elodor Barrel",,,,,,,,,,,,,"Elodor Barrel","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"926","241044","Argussian Crate",,,,,,,,,,,,,"Argussian Crate","-3","3","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"927","245423","Spherical Draenic Topiary",,,,,,,,,,,,,"Spherical Draenic Topiary","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"928","245425","Hanging Draenethyst Light",,,,,,,,,,,,,"Hanging Draenethyst Light","-3","2","3","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"929","245421","Karabor Bed",,,,,,,,,,,,,"Karabor Bed","5","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"930","245422","Draenic Bookcase",,,,,,,,,,,,,"Draenic Bookcase","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"931","245424","Draenic Storage Chest",,,,,,,,,,,,,"Draenic Storage Chest","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"932","245474","Forsaken War Planning Table",,,,,,,,,,,,,"Forsaken War Planning Table","-3","2","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"933","245483","Lordaeron Spiked Weapon Rack",,,,,,,,,,,,,"Lordaeron Spiked Weapon Rack","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"934","245469","Lordaeron Lantern",,,,,,,,,,,,,"Lordaeron Lantern","-3","2","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"935","245475","Forsaken Long Table",,,,,,,,,,,,,"Forsaken Long Table","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"936","245470","Lordaeron Hanging Lantern",,,,,,,,,,,,,"Lordaeron Hanging Lantern","-3","2","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"937","245476","Large Forsaken War Tent",,,,,,,,,,,,,"Large Forsaken War Tent","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"938","245477","Small Forsaken War Tent",,,,,,,,,,,,,"Small Forsaken War Tent","-3","3","1","1","5"
"snapshot_candidate_needs_source_expansion","True","True",,"939","245471","Blightfire Lantern",,,,,,,,,,,,,"Blightfire Lantern","-3","2","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"940","245472","Blightfire Hanging Lantern",,,,,,,,,,,,,"Blightfire Hanging Lantern","-3","2","2","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"941","245478","Lordaeron Sconce",,,,,,,,,,,,,"Lordaeron Sconce","-3","2","2","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"942","245479","Blightfire Sconce",,,,,,,,,,,,,"Blightfire Sconce","-3","2","2","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"943","245482","Undercity Spiked Chest",,,,,,,,,,,,,"Undercity Spiked Chest","-3","3","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"944","241062","Lordaeron Rectangular Rug",,,,,,,,,,,,,"Lordaeron Rectangular Rug","-3","3","4","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"945","245480","Lordaeron Torch",,,,,,,,,,,,,"Lordaeron Torch","-3","2","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"946","245481","Blightfire Torch",,,,,,,,,,,,,"Blightfire Torch","-3","2","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"947","245411","Dark Ship's Lantern",,,,,,,,,,,,,"Dark Ship's Lantern","-3","2","1","1","1"
"snapshot_candidate_needs_source_expansion","True","True",,"948","241066","Forsaken Spiked Brazier",,,,,,,,,,,,,"Forsaken Spiked Brazier","-3","2","1","1","3"
"snapshot_candidate_needs_source_expansion","True","True",,"949","241067","Large Forsaken Spiked Brazier",,,,,,,,,,,,,"Large Forsaken Spiked Brazier","-3","2","1","1","3"
