"status","current_exists","toy_id","item_id","name","item_expansion_id","source_type_enum","flags","source_text"
"item_expansion_confirmed","True","1521","230850","Delve-O-Bot 7001","10","2","4","|cFFFFD200Vendor: |rReno Jackson|n|cFFFFD200Zone: |rDornogal"
"item_expansion_confirmed","True","1522","230924","Spotlight Materializer 1000","10","2","4","|cFFFFD200Vendor: |rSir Finley Mrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r500|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h"
"item_expansion_confirmed","True","1523","231064","Throwaway Gangster Disguise","10","2","4","|cFFFFD200Vendor: |rSir Finley Mrrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r2500|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h"
"item_expansion_confirmed","True","1524","232302","Prized Banner of the Algari","10","7","2","|cFFFFD200WoW Esports:|r The War Within Season 2"
"item_expansion_confirmed","True","1525","232306","Prized Champion's Prestigious Banner","10","7","2","|cFFFFD200WoW Esports:|r The War Within Season 2"
"item_expansion_confirmed","True","1526","232303","Unbound Banner of the Algari","10","7","2","|cFFFFD200WoW Esports:|r The War Within Season 3"
"item_expansion_confirmed","True","1527","232307","Astral Champion's Prestigious Banner","10","7","2","|cFFFFD200WoW Esports:|r The War Within Season 3"
"db2_tww_signal","True","1528","232304",,,"7","2","|cFFFFD200WoW Esports:|r The War Within Season 4"
"db2_tww_signal","True","1529","232308",,,"7","2","|cFFFFD200WoW Esports:|r The War Within Season 4"
"item_expansion_confirmed","True","1530","228940","Notorious Thread's Hearthstone","10","2","0","|cFFFFD200Vendor: |rYamas the Provider|n|cFFFFD200Zone: |rAzj-Kahet|n|cFFFFD200Cost: |r3000|Hcurrency:3056|h|TInterface\ICONS\INV_10_Tailoring_SilkRare_Color3.BLP:0|t|h"
"snapshot_candidate","True","1533","218308","Winter Veil Cracker","-3","-1","2","|cFFFFD200World Event: |rFeast of Winter Veil"
"item_expansion_confirmed","True","1534","233202","G.O.L.E.M, Jr.","10","1","0","|cFFFFD200Quest:|r Showdown in the Attic|n|cFFFFD200Zone: |rUndermine"
"item_expansion_confirmed","True","1535","234950","Atomic Regoblinator","10","2","0","|cFFFFD200Vendor:|r Sitch Lowdown|n|n|cFFFFD200Zone: |rUndermine"
"item_expansion_confirmed","True","1536","234951","Uncracked Cold Ones","10","0","0","|cFFFFD200Treasure:|r Uncracked Cold Ones|n|cFFFFD200Zone:|r Undermine"
"item_expansion_confirmed","True","1537","235041","Cyrce's Circlet","10","-1","0","|cFFFFD200Quest:|r Cyrce Would Be So Proud"
"item_expansion_confirmed","True","1538","235017","Glittering Vault Shard","10","0","0","|cFFFFD200Drop: |rSiren Isle"
"item_expansion_confirmed","True","1539","233486","Hallowfall Supply Cache","10","2","0","|cFFFFD200Vendor: |rAilenda Hedgemyr|n|cFFFFD200Zone: |rSiren Isle|n|cFFFFD200Cost: |r750|Hcurrency:3090|h|TInterface\ICONS\INV_Siren_Isle_FlameBlessed_Iron.BLP:0|t|h"
"item_expansion_confirmed","True","1540","235220","Fireworks Hat","10","0","0","|cFFFFD200Treasure:|r Fireworks Hat|n|cFFFFD200Zone:|r Undermine"
"item_expansion_confirmed","True","1541","235015","Awakened Supply Crate","10","2","0","|cFFFFD200Vendor: |rHooded Purveyor|n|cFFFFD200Zone: |rSiren Isle|n|cFFFFD200Cost: |r750|Hcurrency:3090|h|TInterface\ICONS\INV_Siren_Isle_FlameBlessed_Iron.BLP:0|t|h"
"snapshot_candidate","True","1542","235288","Sha-Warped Tea Set","-3","7","2","|cFFFFD200Promotion:|r Mists of Pandaria Classic"
"item_expansion_confirmed","True","1543","234473","Soweezi's Comfy Lawn Chair","10","2","0","|cFFFFD200Vendor: |rSoweezi|n|cFFFFD200Zone: |rSiren Isle|n|cFFFFD200Cost: |r750|Hcurrency:3090|h|TInterface\ICONS\INV_Siren_Isle_FlameBlessed_Iron.BLP:0|t|h"
"item_expansion_confirmed","True","1545","235016","Redeployment Module","10","2","0","|cFFFFD200Vendor: |rSir Finley Mrrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r5000|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h|n"
"item_expansion_confirmed","True","1548","235670","Bilgewater Cartel Banner","10","2","0","|cFFFFD200Vendor:|r Rocco Razzboom|n|n|cFFFFD200Zone: |rUndermine"
"item_expansion_confirmed","True","1549","235671","Blackwater Cartel Banner","10","2","0","|cFFFFD200Vendor:|r Boatswain Hardee|n|n|cFFFFD200Zone: |rUndermine"
"item_expansion_confirmed","True","1550","235669","Steamwheedle Cartel Banner","10","2","0","|cFFFFD200Vendor:|r Lab Assistant Laszly|n|n|cFFFFD200Zone: |rUndermine"
"item_expansion_confirmed","True","1551","235672","Venture Co. Banner","10","2","0","|cFFFFD200Vendor:|r Shredz the Scrapper|n|n|cFFFFD200Zone: |rUndermine"
"snapshot_candidate","True","1553","228966","Starry-Eyed Goggles","-3","6","2","|cFFFFD200Holiday:|r WoW's Anniversary"
"item_expansion_confirmed","True","1554","235799","Throwin' Sawblade","10","2","0","|cFFFFD200Vendor:|r Shredz the Scrapper|n|n|cFFFFD200Zone: |rUndermine"
"item_expansion_confirmed","True","1555","235801","Personal Fishing Barge","10","2","0","|cFFFFD200Vendor:|r Boatswain Hardee|n|n|cFFFFD200Zone: |rUndermine"
"item_expansion_confirmed","True","1556","235807","Storefront-in-a-Box","10","2","0","|cFFFFD200Vendor:|r Rocco Razzboom|n|n|n|cFFFFD200Zone: |rUndermine"
"item_expansion_confirmed","True","1557","236751","Take-Home Flarendo","10","-1","0",""
"item_expansion_confirmed","True","1558","236749","Take-Home Torq","10","-1","0",""
"item_expansion_confirmed","True","1559","236687","Explosive Hearthstone","10","0","0","|cFFFFD200Drop:|r Sprocketmonger Lockenstock|n|cFFFFD200Zone:|r Liberation of Undermine"
"item_expansion_confirmed","True","1560","236769","Gallagio Pipeline Rerouter","10","5","0","|cFFFFD200Achievement: |rA Good Day to Dye Hard|n|cFFFFD200Category: |rWar Within Raid"
"item_expansion_confirmed","True","1561","226373","Everlasting Noggenfogger Elixir","10","2","0","|cFFFFD200Vendor: |rLab Assistant Laszly|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h"
"item_expansion_confirmed","True","1565","235050","Desk-in-a-Box","10","5","0","|cFFFFD200Achievement: |rRead Between the Lines|n|cFFFFD200Category: |rWar Within"
"item_expansion_confirmed","True","1566","237382","Undermine Supply Crate","10","2","0","|cFFFFD200Vendor: |rAngelo Rustbin|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r999|Hcurrency:3218|h|TInterface\ICONS\INV_Potion_132.blp:0|t|h"
"item_expansion_confirmed","True","1567","237347","Organically-Sourced Wellington Bobber","10","2","0","|cFFFFD200Vendor: |rBlair Bass|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:227673|h|TInterface\ICONS\INV_MISC_FOOD_164_FISH_SEADOG.BLP:0|t|h"
"item_expansion_confirmed","True","1568","237346","Artisan Beverage Goblet Bobber","10","2","0","|cFFFFD200Vendor: |rBlair Bass|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:227673|h|TInterface\ICONS\INV_MISC_FOOD_164_FISH_SEADOG.BLP:0|t|h"
"item_expansion_confirmed","True","1569","237345","Limited Edition Rocket Bobber","10","2","0","|cFFFFD200Vendor: |rBlair Bass|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:227673|h|TInterface\ICONS\INV_MISC_FOOD_164_FISH_SEADOG.BLP:0|t|h"
"item_expansion_confirmed","True","1570","238850","Arathi Entertainer's Flame","10","-1","0","|cFFFFD200Vendor: |rLars Bronsmaelt|n|cFFFFD200Zone: |rHallowfall|n|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h"
"item_expansion_confirmed","True","1571","238852","Flame's Radiance Banner","10","2","0","|cFFFFD200Vendor: |rLars Bronsmaelt|n|cFFFFD200Zone: |rHallowfall|n|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h"
"item_expansion_confirmed","True","1572","235519","Prized Legend's Pennant","10","-1","2","|cFFFFD200Achievement: |rLegend: The War Within Season 2|n|cFFFFD200Category: |rArena"
"item_expansion_confirmed","True","1573","239007","Dastardly Banner","10","6","2","|cFFFFD200Event: |rDastardly Duos"
"item_expansion_confirmed","True","1574","239018","Winner's Podium","10","6","2","|cFFFFD200Event: |rDastardly Duos"
"snapshot_candidate","True","1575","141605","Flight Master's Whistle","0","1","0","|cFFFFD200Quest:|r Uniting the Isles|n|cFFFFD200Zone:|r Dalaran|n|n|cFFFFD200Quest:|r Uniting Kul Tiras|n|cFFFFD200Zone:|r Tiragarde Sound|n|n|cFFFFD200Quest:|r Uniting Zandalar|n|cFFFFD200Zone:|r Zuldazar"
"item_expansion_confirmed","True","1578","239693","Radiant Lynx Whistle","10","2","0","|cFFFFD200Vendor: |rLars Bronsmaelt
|cFFFFD200Zone: |rHallowfall
|cFFFFD200Cost: |r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h"
"snapshot_candidate","True","1579","167698","Secret Fish Goggles","7","2","1","|cFFFFD200Vendor: |rDanielle Anglers|n|cFFFFD200Zone: |rMechagon|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"item_expansion_confirmed","True","1582","242323","Chowdar's Favorite Ribbon","10","0","0","|cFFFFD200Drop:|r ""Chowdar""|n|cFFFFD200Zone:|r K'aresh|n"
"item_expansion_confirmed","True","1583","242534","Azure Sea Skiff","10","7","2","|cFFFFD200Promotion|r"
"item_expansion_confirmed","True","1584","243056","Delver's Mana-Bound Ethergate","10","2","4","|cFFFFD200Vendor: |rReno Jackson|n|cFFFFD200Zone: |rDornogal"
"item_expansion_confirmed","True","1586","243304","Jubilant Snowman Costume","10","-1","2","[DNT]"
"item_expansion_confirmed","True","1587","244888","Echo of Xal'atath, Blade of the Black Empire","10","-1","0",""
"item_expansion_confirmed","True","1588","245580","Rolling Snowball","10","-1","2","[DNT]"
"snapshot_candidate","True","1589","131717","Starlight Beacon","0","1","0","|cFFFFD200Quest: |rA Beacon of Hope|n|cFFFFD200Zone: |rAzsuna|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Zone: |rSuramar"
"snapshot_candidate","True","1590","138111","Stormforged Grapple Launcher","6","1","0","|cFFFFD200Quest: |rStormforged Grapple Launcher|n|cFFFFD200Zone: |rStormheim"
"snapshot_candidate","True","1591","245946","Brewer's Balloon","-3","-1","0","|cFFFFD200Vendor: |rBrewfest Vendors|n|cFFFFD200Cost: |r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t"
"item_expansion_confirmed","True","1592","245970","P.O.S.T. Master's Express Hearthstone","10","0","0","|cFFFFD200Treasure: |rMailroom Distribution|n|cFFFFD200Zone: |rK'aresh"
"item_expansion_confirmed","True","1593","245567","K'aresh Memory Crystal","10","1","0","|cFFFFD200Quest:|r Veni Vidi Ve'nari|n|cFFFFD200Zone: |rTelogrus Rift|n"
"item_expansion_confirmed","True","1594","245631","Royal Visage","10","-1","0",""
"snapshot_candidate","True","1595","245942","Sea-Blessed Shrine","7","2","0","|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r1000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r1000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h"
"snapshot_candidate","True","1596","246227","Lightning-Blessed Spire","7","2","0","|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r1000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r1000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h"
"item_expansion_confirmed","True","1597","246565","Cosmic Hearthstone","10","0","0","|cFFFFD200Drop:|r Dimensius, the All-Devouring|n|cFFFFD200Zone:|r Manaforge Omega"
"item_expansion_confirmed","True","1599","244470","Etheric Victory","10","1","4","|cFFFFD200Quest:|r Defeating Ky'veza|n|cFFFFD200Zone:|r Dornogal"
"item_expansion_confirmed","True","1600","244792","Etheric Brannmorpher","10","2","4","|cFFFFD200Vendor: |rReno Jackson|n|cFFFFD200Zone: |rDornogal"
"item_expansion_confirmed","True","1602","249713","Cartel Transmorpher","10","-1","6","|cFFFFD200Quest: |rSomeone Like Me|n|cFFFFD200Faction: |rManaforge Vandals"
"item_expansion_confirmed","True","1603","246903","Guise of the Phase Diver","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h"
"item_expansion_confirmed","True","1604","246905","Overtuned K'areshi Goggles","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h"
"item_expansion_confirmed","True","1605","246908","K'areshi Supply Crate","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h"
"item_expansion_confirmed","True","1606","246907","Broker Supply Crate","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h"
"item_expansion_confirmed","True","1610","250722","Ethereal Stall","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r3|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h"
"snapshot_candidate","True","1617","254666","Exodar Replica","-3","7","2","|cFFFFD200Promotion:|r The Burning Crusade Classic"
"item_expansion_confirmed","True","1618","242636","Astral Legend's Pennant","10","-1","2","Achievement: Legend: The War Within Season 3|nCategory: Arena"
"item_expansion_confirmed","True","1626","242520","Festival Hot Air Balloon","10","1","0","|cFFFFD200World Quest: |rA Tradition|n|cFFFFD200Zone: |rThe Wandering Isle"
"snapshot_candidate","True","1627","256881","Steward's Bauble","8","2","0","|cFFFFD200Vendor: |rCollector Ta'steld|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r750|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h"
"snapshot_candidate","True","1628","256893","Wretched Dredger's Brand","8","2","0","|cFFFFD200Vendor: |rCollector Ta'steld|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r750|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h"
"snapshot_candidate","True","1644","263489","Naaru's Enfold","-3","7","2","|cFFFFD200Promotion:|r The Burning Crusade Classic"
