"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","npc_ids"
"40840","Adventurer of Azj-Kahet","1","167718","Rhak'ik & Khak'ik","69653","27","81694","216032;221032"
"40840","Adventurer of Azj-Kahet","10","167727","Monstrous Lasharoth","69662","27","81705","216043"
"40840","Adventurer of Azj-Kahet","11","167728","Maddened Siegebomber","69663","27","81706","216044"
"40840","Adventurer of Azj-Kahet","12","167729","Enduring Gutterface","69664","27","81707","216045"
"40840","Adventurer of Azj-Kahet","13","167730","Jix'ak the Crazed","69665","27","82034","216048"
"40840","Adventurer of Azj-Kahet","14","167731","The Oozekhan","69666","27","82035","216049"
"40840","Adventurer of Azj-Kahet","15","167732","Harvester Qixt","69667","27","82036","216050"
"40840","Adventurer of Azj-Kahet","16","167733","Umbraclaw Matra","69668","27","82037","216051"
"40840","Adventurer of Azj-Kahet","17","167734","Deepcrawler Tx'kesh","69669","27","82077","222624"
"40840","Adventurer of Azj-Kahet","18","167735","Skirmisher Sa'zryk","69670","27","82078","216052"
"40840","Adventurer of Azj-Kahet","2","167719","Ahg'zagall","69654","27","78905","214151"
"40840","Adventurer of Azj-Kahet","3","167720","Webspeaker Grik'ik","69655","27","81699","216041"
"40840","Adventurer of Azj-Kahet","4","167721","Vilewing","69656","27","81700","216037"
"40840","Adventurer of Azj-Kahet","5","167722","The Groundskeeper","69657","27","81634","216038"
"40840","Adventurer of Azj-Kahet","6","167723","Xishorr","69658","27","81701","216039"
"40840","Adventurer of Azj-Kahet","7","167724","Kaheti Silk Hauler","69659","27","81702","221327"
"40840","Adventurer of Azj-Kahet","8","167725","The XT-Minecrusher 8700","69660","27","81703","216034"
"40840","Adventurer of Azj-Kahet","9","167726","Cha'tak","69661","27","81704","216042"
"40851","Adventurer of Hallowfall","0","167786","Deepfiend Azellix","69703","27","80011","218458"
"40851","Adventurer of Hallowfall","1","167787","Ixlorb the Spinner","69704","27","80006","218426"
"40851","Adventurer of Hallowfall","10","167797","Sir Alastair Purefire","69714","27","81853","221708"
"40851","Adventurer of Hallowfall","11","167799","Beledar's Spawn","69716","27","81763","207802"
"40851","Adventurer of Hallowfall","12","167796","Strength of Beledar","69713","27","81849","221690"
"40851","Adventurer of Hallowfall","13","167798","Pride of Beledar","69715","27","81882","221786"
"40851","Adventurer of Hallowfall","14","167800","Deathtide","69717","27","81880","221753"
"40851","Adventurer of Hallowfall","15","167802","Moth'ethk","69719","27","82557","206203"
"40851","Adventurer of Hallowfall","16","167803","Crazed Cabbage Smacker","69720","27","82558","206514"
"40851","Adventurer of Hallowfall","17","167804","Deathpetal","69721","27","82559","206184"
"40851","Adventurer of Hallowfall","18","167805","Croakit","69722","27","82560","214757"
"40851","Adventurer of Hallowfall","19","167806","Toadstomper","69723","27","82561","207803"
"40851","Adventurer of Hallowfall","2","167788","Murkshade","69705","27","80010","218452"
"40851","Adventurer of Hallowfall","20","167807","Duskshadow","69724","27","82562","221179"
"40851","Adventurer of Hallowfall","21","167808","Parasidious","69725","27","82563","206977"
"40851","Adventurer of Hallowfall","22","167809","Ravageant","69726","27","82566","207826"
"40851","Adventurer of Hallowfall","23","167810","Finclaw Bloodtide","69727","27","82564","207780"
"40851","Adventurer of Hallowfall","24","167811","Murkspike","69728","27","82565","220771"
"40851","Adventurer of Hallowfall","3","167789","Grimslice","69706","27","81761","221551"
"40851","Adventurer of Hallowfall","4","167790","Funglour","69707","27","81881","221767"
"40851","Adventurer of Hallowfall","5","167791","The Taskmaker","69708","27","80009","218444"
"40851","Adventurer of Hallowfall","6","167792","Sloshmuck","69709","27","79271","215805"
"40851","Adventurer of Hallowfall","7","167793","Lytfang the Lost","69710","27","81756","221534"
"40851","Adventurer of Hallowfall","8","167794","The Perchfather","69711","27","81791","221648"
"40851","Adventurer of Hallowfall","9","167795","Horror of the Shallows","69712","27","81836","221668"
"41046","Clean Up on Isle Siren","0","169570","Nerathor","70791","0","229982","229982"
"41046","Clean Up on Isle Siren","1","169571","Gravesludge","70792","0","228201","228201"
"41046","Clean Up on Isle Siren","10","169580","Coralweaver Calliso","70801","0","229852","229852"
"41046","Clean Up on Isle Siren","11","169581","Siris the Sea Scorpion","70802","0","229853","229853"
"41046","Clean Up on Isle Siren","12","169582","Chef Chum Platter","70803","0","228583","228583"
"41046","Clean Up on Isle Siren","13","169583","Plank-Master Bluebelly","70804","0","228580","228580"
"41046","Clean Up on Isle Siren","14","169584","Ikir the Flotsurge","70805","0","227545","227545"
"41046","Clean Up on Isle Siren","15","169585","Asbjorn the Bloodsoaked","70806","0","230137","230137"
"41046","Clean Up on Isle Siren","2","169572","Stalagnarok","70793","0","229992","229992"
"41046","Clean Up on Isle Siren","3","169573","Bloodbrine","70794","0","228154","228154"
"41046","Clean Up on Isle Siren","4","169574","Shardsong","70795","0","227550","227550"
"41046","Clean Up on Isle Siren","5","169575","Ghostmaker","70796","0","228601","228601"
"41046","Clean Up on Isle Siren","6","169576","Grimgull","70797","0","228155","228155"
"41046","Clean Up on Isle Siren","7","169577","Gunnlod the Sea-Drinker","70798","0","228159","228159"
"41046","Clean Up on Isle Siren","8","169578","Snacker","70799","0","231090","231090"
"41046","Clean Up on Isle Siren","9","169579","Wreckwater","70800","0","228151","228151"
"41216","Adventurer of Undermine","0","205805","Scrapbeak","71591","0","230931","230931"
"41216","Adventurer of Undermine","1","205806","Ratspit","71592","0","230934","230934"
"41216","Adventurer of Undermine","10","205815","Swigs Farsight","71601","0","231288","231288"
"41216","Adventurer of Undermine","11","205816","Ephemeral Agent Lathyd","71602","0","230746","230746"
"41216","Adventurer of Undermine","12","205817","The Junk-Wall","71603","0","230793","230793"
"41216","Adventurer of Undermine","13","205818","Slugger the Smart","71604","0","230800","230800"
"41216","Adventurer of Undermine","14","205819","Chief Foreman Gutso","71605","0","230828","230828"
"41216","Adventurer of Undermine","15","205820","Flyboy Snooty","71606","0","230840","230840"
"41216","Adventurer of Undermine","16","205822","M.A.G.N.O.","71608","0","234480","234480"
"41216","Adventurer of Undermine","17","205823","Giovante","71609","0","234499","234499"
"41216","Adventurer of Undermine","18","205824","Scrapchewer","71610","0","233471","233471"
"41216","Adventurer of Undermine","19","205825","Voltstrike the Charged","71611","0","233472","233472"
"41216","Adventurer of Undermine","2","205807","Tally Doublespeak","71593","0","230940","230940"
"41216","Adventurer of Undermine","20","205826","Darkfuse Precipitant","71612","0","231310","231310"
"41216","Adventurer of Undermine","3","205808","Slimesby","71594","0","230947","230947"
"41216","Adventurer of Undermine","4","205809","V.V. Goosworth","71595","0","230946","230946"
"41216","Adventurer of Undermine","5","205810","Thwack","71596","0","230951","230951"
"41216","Adventurer of Undermine","6","205811","S.A.L.","71597","0","230979","230979"
"41216","Adventurer of Undermine","7","205812","Nitro","71598","0","230995","230995"
"41216","Adventurer of Undermine","8","205813","Candy Stickemup","71599","0","231012","231012"
"41216","Adventurer of Undermine","9","205814","Grimewick","71600","0","231017","231017"
"42761","Remnants of a Shattered World","0","212266","""Chowdar""","106331","0","232098","232098"
"42761","Remnants of a Shattered World","1","212267","Arcana-Monger So'zer","106332","0","241956","241956"
"42761","Remnants of a Shattered World","10","212277","Prototype Mk-V","106341","0","232182","232182"
"42761","Remnants of a Shattered World","11","212278","Revenant of the Wasteland","106342","0","232189","232189"
"42761","Remnants of a Shattered World","12","212279","Sha'ryth the Cursed","106343","0","232006","232006"
"42761","Remnants of a Shattered World","13","212280","Shadowhowl","106344","0","232129","232129"
"42761","Remnants of a Shattered World","14","212281","Stalker of the Wastes","106345","0","232193","232193"
"42761","Remnants of a Shattered World","15","212282","Sthaarbs","106346","0","234845","234845"
"42761","Remnants of a Shattered World","16","212283","The Nightreaver","106347","0","232111","232111"
"42761","Remnants of a Shattered World","17","212284","Urmag","106348","0","232195","232195"
"42761","Remnants of a Shattered World","18","212285","Xarran the Binder","106349","0","232199","232199"
"42761","Remnants of a Shattered World","2","212268","Grubber","106333","0","238540","238540"
"42761","Remnants of a Shattered World","3","212269","Heka'tamos","106334","0","245998","245998"
"42761","Remnants of a Shattered World","4","212270","Ixthar the Unblinking","106245","0","232128","232128"
"42761","Remnants of a Shattered World","5","212271","Korgorath the Ravager","106335","0","232077","232077"
"42761","Remnants of a Shattered World","6","212272","Malek'ta","106336","0","245997","245997"
"42761","Remnants of a Shattered World","7","212273","Maw of the Sands","106337","0","231981","231981"
"42761","Remnants of a Shattered World","8","212274","Morgil the Netherspawn","106338","0","232108","232108"
"42761","Remnants of a Shattered World","9","212275","Orith the Dreadful","106339","0","232127","232127"
