"status","release_decision","unavailable","availability_note","current_exists","mount_id","name","source_spell_id","item_ids","item_expansion_ids","source_type_enum","flags","source_text"
"item_expansion_signal","include_shadowlands","False",,"True","1375","Lurid Bloodtusk","332484","182082","8","2","0","|cFFFFD200Vendor: |rNalcorn Talsen|n|cFFFFD200Zone: |rMaldraxxus|n|cFFFFD200Faction: |rThe Undying Army - Exalted|n|cFFFFD200Cost: |r30000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"item_expansion_signal","include_shadowlands","False",,"True","1376","Silvertip Dredwing","312777","181316","8","2","128","|cFFFFD200Covenant Feature: |rThe Ember Court|n|cFFFFD200Covenant: |rVenthyr|n|n|cFFFFD200Covenant Feature: |rQueen's Conservatory|n|cFFFFD200Covenant: |rNight Fae|n|n|cFFFFD200Covenant Feature: |rPath of Ascension|n|cFFFFD200Covenant: |rKyrian|n|n|cFFFFD200Covenant Feature: |rAbomination Factory|n|cFFFFD200Covenant: |rNecrolord"
"item_expansion_signal","include_shadowlands","False",,"True","1377","Rampart Screecher","332903","182596","8","5","128","|cFFFFD200Achievement: |rGlory of the Nathria Raider
|cFFFFD200Category: |rDungeons & Raids"
"item_expansion_signal","include_shadowlands","False",,"True","1378","Harvester's Dredwing","332904","185996","8","0","0","|cFFFFD200Drop:|r Harvester's War Chest|n|cFFFFD200Zone:|r The Maw "
"item_expansion_signal","include_shadowlands","False",,"True","1379","Endmire Flyer","332905","180582","8","0","128","|cFFFFD200Drop: |rFamu the Infinite|n|cFFFFD200Zone: |rRevendreth"
"item_expansion_signal","include_shadowlands","False",,"True","1382","Inquisition Gargon","332923","182954","8","0","0","|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth"
"item_expansion_signal","include_shadowlands","False",,"True","1384","Sinfall Gargon","332927","183715","8","0","0","|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth"
"item_expansion_signal","include_shadowlands","False",,"True","1385","Crypt Gargon","332932","180945","8","1","0","|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth"
"item_expansion_signal","include_shadowlands","False",,"True","1387","Desire's Battle Gargon","332949","182209","8","0","0","|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth"
"item_expansion_signal","include_shadowlands","False",,"True","1388","Gravestone Battle Gargon","333021","182332","8","0","0","|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth"
"item_expansion_signal","include_shadowlands","False",,"True","1389","Battle Gargon Silessa","333023","183798","8","0","0","|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth"
"item_expansion_signal","include_shadowlands","False",,"True","1391","Loyal Gorger","333027","182589","8","1","0","|cFFFFD200Quest: |rA New Pack"
"item_expansion_signal","include_shadowlands","False",,"True","1392","Pale Acidmaw","334365","180726","8","2","0","|cFFFFD200Covenant Feature: |rThe Ember Court|n|cFFFFD200Covenant: |rVenthyr|n|n|cFFFFD200Covenant Feature: |rQueen's Conservatory|n|cFFFFD200Covenant: |rNight Fae|n|n|cFFFFD200Covenant Feature: |rPath of Ascension|n|cFFFFD200Covenant: |rKyrian|n|n|cFFFFD200Covenant Feature: |rAbomination Factory|n|cFFFFD200Covenant: |rNecrolord"
"item_expansion_signal","include_shadowlands","False",,"True","1393","Wild Glimmerfur Prowler","334366","180730","8","0","0","|cFFFFD200Drop: |rValfir the Unrelenting|n|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald"
"item_expansion_signal","include_shadowlands","False",,"True","1394","Phalynx of Loyalty","334382","180761","8","0","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1395","Phalynx of Humility","334386","180762","8","0","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1396","Phalynx of Courage","334391","180763","8","0","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1397","Wildseed Cradle","334352","180731","8","0","128","|cFFFFD200Treasure: |rCache of the Moon|n|cFFFFD200Zone: |rArdenweald"
"item_expansion_signal","include_shadowlands","False",,"True","1398","Phalynx of Purity","334398","180764","8","0","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1399","Eternal Phalynx of Purity","334403","180765","8","0","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1400","Eternal Phalynx of Courage","334406","180766","8","0","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1401","Eternal Phalynx of Loyalty","334408","180767","8","0","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1402","Eternal Phalynx of Humility","334409","180768","8","0","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1404","Silverwind Larion","334433","180772","8","0","128","|cFFFFD200Treasure: |rGift of the Silver Wind|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","True","Shadowlands Keystone Master season reward; season ended","True","1405","Restoration Deathwalker","334482","192557","8","5","0","|cFFFFD200Achievement: |rShadowlands Keystone Master: Season Four|n|cFFFFD200Category: |rDungeons"
"item_expansion_signal","include_shadowlands","False",,"True","1406","Marrowfang","336036","181819","8","0","128","|cFFFFD200Drop:|r Nalthor the Rimebinder|n|cFFFFD200Zone: |rThe Necrotic Wake (Mythic)|n|n|cFFFFD200Drop:|r Challenger's Cache|n|cFFFFD200Zone: |rThe Necrotic Wake"
"item_expansion_signal","include_shadowlands","False",,"True","1407","Callow Flayedwing","336038","181818","8","0","128","|cFFFFD200Zone: |rMaldraxxus"
"item_expansion_signal","include_shadowlands","False",,"True","1408","Gruesome Flayedwing","336039","181300","8","2","128","|cFFFFD200Covenant Feature: |rThe Ember Court|n|cFFFFD200Covenant: |rVenthyr|n|n|cFFFFD200Covenant Feature: |rQueen's Conservatory|n|cFFFFD200Covenant: |rNight Fae|n|n|cFFFFD200Covenant Feature: |rPath of Ascension|n|cFFFFD200Covenant: |rKyrian|n|n|cFFFFD200Covenant Feature: |rAbomination Factory|n|cFFFFD200Covenant: |rNecrolord"
"item_expansion_signal","include_shadowlands","False",,"True","1409","Bonesewn Fleshroc","336041","182078","8","3","128","|cFFFFD200Profession:|r Abominable Stitching|n|cFFFFD200Zone:|r Maldraxxus"
"item_expansion_signal","include_shadowlands","False",,"True","1410","Hulking Deathroc","336042","182079","8","0","128","|cFFFFD200Drop: |rViolet Mistake|n|cFFFFD200Zone: |rMaldraxxus"
"item_expansion_signal","include_shadowlands","False",,"True","1411","Predatory Plagueroc","336045","182080","8","-1","128","|cFFFFD200Drop: |rGieger|n|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Zone: |rMaldraxxus"
"item_expansion_signal","include_shadowlands","False",,"True","1413","Dauntless Duskrunner","336064","181317","8","2","0","|cFFFFD200Covenant Feature: |rThe Ember Court|n|cFFFFD200Covenant: |rVenthyr|n|n|cFFFFD200Covenant Feature: |rQueen's Conservatory|n|cFFFFD200Covenant: |rNight Fae|n|n|cFFFFD200Covenant Feature: |rPath of Ascension|n|cFFFFD200Covenant: |rKyrian|n|n|cFFFFD200Covenant Feature: |rAbomination Factory|n|cFFFFD200Covenant: |rNecrolord"
"item_expansion_signal","include_shadowlands","False",,"True","1414","Sinrunner Blanchy","339588","182614","8","0","0","|cFFFFD200NPC:|r Dead Blanchy |n|cFFFFD200Location:|r Revendreth|n |n"
"item_expansion_signal","include_shadowlands","False",,"True","1415","Arboreal Gulper","339632","182650","8","0","0","|cFFFFD200Drop: |rHumon'gozz|n|cFFFFD200Zone: |rArdenweald"
"item_expansion_signal","include_shadowlands","False",,"True","1416","Mawsworn Charger","339956","186655","8","-1","0","|cFFFFD200Achievement:|r Flawless Master|n|cFFFFD200Zone:|r Torghast, Tower of the Damned"
"item_expansion_signal","include_shadowlands","False",,"True","1417","Hand of Hrestimorak","339957","186653","8","0","0","|cFFFFD200Achievement:|r Glory of the Dominant Raider|n|cFFFFD200Zone:|r Sanctum of Domination"
"item_expansion_signal","include_shadowlands","True","Shadowlands Keystone Master season reward; season ended","True","1419","Sintouched Deathwalker","340068","182717","8","5","0","|cFFFFD200Achievement: |rShadowlands Keystone Master: Season One|n|cFFFFD200Category: |rDungeons"
"item_expansion_signal","include_shadowlands","False",,"True","1420","Umbral Scythehorn","340503","183053","8","2","0","|cFFFFD200Vendor: |rSpindlenose|n|cFFFFD200Zone: |rArdenweald|n"
"item_expansion_signal","include_shadowlands","False",,"True","1421","Court Sinrunner","341639","183518","8","2","0","|cFFFFD200Vendor: |rMistress Mihaela|n|cFFFFD200Zone: |rRevendreth|n|cFFFFD200Faction: |rCourt of Harvesters - Exalted|n|cFFFFD200Cost: |r30000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"item_expansion_signal","include_shadowlands","False",,"True","1422","Warstitched Darkhound","341766","183615","8","0","0","|cFFFFD200Adventures:|r Shadowlands"
"item_expansion_signal","include_shadowlands","False",,"True","1423","Highwind Darkmane","341776","183618","8","0","128","|cFFFFD200Adventures:|r Shadowlands"
"item_expansion_signal","include_shadowlands","False",,"True","1425","Gilded Prowler","342334","183740","8","2","128","|cFFFFD200Vendor: |rAdjutant Nikos|n|cFFFFD200Zone: |rBastion|n|cFFFFD200Cost: |r30000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"item_expansion_signal","include_shadowlands","False",,"True","1426","Ascended Skymane","342335","183741","8","0","0","|cFFFFD200Treasure: |rCache of the Ascended|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1428","Amber Ardenmoth","342666","183800","8","0","128","|cFFFFD200Drop:|r Wild Hunt Supplies|n|cFFFFD200Zone:|r Ardenweald|n"
"item_expansion_signal","include_shadowlands","False",,"True","1429","Vibrant Flutterwing","342667","183801","8","2","128","|cFFFFD200Vendor: |rCortinarius|n|cFFFFD200Zone: |rArdenweald"
"item_expansion_signal","include_shadowlands","False",,"True","1430","Desertwing Hunter","342668","187666","8","3","0","|cFFFFD200Profession: |rProtoform Synthesis"
"item_expansion_signal","include_shadowlands","False",,"True","1431","Pale Regal Cervid","342671","187639","8","3","0","|cFFFFD200Profession: |rProtoform Synthesis"
"item_expansion_signal","include_shadowlands","False",,"True","1433","Vespoid Flutterer","342678","187660","8","3","128","|cFFFFD200Profession: |rProtoform Synthesis"
"item_expansion_signal","include_shadowlands","False",,"True","1434","Deepstar Aurelid","342680","187676","8","-1","2192","|cFFFFD200Drop:|r Hirukon|n|cFFFFD200Zone:|r Zereth Mortis"
"item_expansion_signal","include_shadowlands","False",,"True","1436","Battle-Hardened Aquilon","343550","186480","8","2","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Vendor: |rDuchess Mynx|n|cFFFFD200Zone: |rKorthia|n|cFFFFD200Cost: |r1000|Hcurrency:1767|h|TInterface\ICONS\INV_Stygia.BLP:0|t|h|n|cFFFFD200Achievement: |rOn the Offensive"
"item_expansion_signal","include_shadowlands","False",,"True","1437","Battle-Bound Warhound","344228","184062","8","0","0","|cFFFFD200Drop: |rTheater of Pain|n|cFFFFD200Zone: |rMaldraxxus"
"item_expansion_signal","include_shadowlands","False",,"True","1438","Bulbous Necroray","344574","184160","8","0","128","|cFFFFD200Drop:|r Oozing Necroray Egg|n"
"item_expansion_signal","include_shadowlands","False",,"True","1439","Infested Necroray","344576","184161","8","0","128","|cFFFFD200Drop:|r Oozing Necroray Egg|n"
"item_expansion_signal","include_shadowlands","False",,"True","1440","Pestilent Necroray","344575","184162","8","0","128","|cFFFFD200Drop:|r Oozing Necroray Egg|n"
"item_expansion_signal","include_shadowlands","False",,"True","1441","Bound Shadehound","344577","184168","8","1","0","|cFFFFD200Quest:|r Feral Shadehound|n|cFFFFD200Zone: |rThe Maw"
"item_expansion_signal","include_shadowlands","False",,"True","1442","Corridor Creeper","344578","184166","8","5","0","|cFFFFD200Achievement: |rTwisting Corridors: Layer 8|n|cFFFFD200Category: |rTorghast"
"item_expansion_signal","include_shadowlands","False",,"True","1443","Voracious Gorger","344659","184183","8","5","0","|cFFFFD200Achievement: |rGlory of the Shadowlands Hero|n|cFFFFD200Category: |rDungeons & Raids"
"snapshot_candidate","include_shadowlands","False",,"True","1445","Slime Serpent","346141","","","-1","128","|cFFFFD200Drop: |rSlime Serpent|n|cFFFFD200Zone: |rPlaguefall"
"item_expansion_signal","include_shadowlands","False",,"True","1446","Tazavesh Gearglider","346554","186637","8","5","1024","|cFFFFD200Achievement: |rFake It 'Til You Make It|n|cFFFFD200Category: |rShadowlands Dungeon"
"item_expansion_signal","include_shadowlands","False",,"True","1448","Serenade","346719","187669","8","3","0","|cFFFFD200Profession: |rProtoform Synthesis"
"item_expansion_signal","include_shadowlands","False",,"True","1449","Lord of the Corpseflies","347250","186489","8","0","128","|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Drop:|r Fleshwing|n|cFFFFD200Zone:|r Korthia "
"item_expansion_signal","include_shadowlands","False",,"True","1450","Soaring Razorwing","347251","186648","8","-1","0","|cFFFFD200Vendor: |rArchivist Roh-Suir|n|cFFFFD200Zone: |rKorthia|n|cFFFFD200Faction: |rThe Archivists' Codex - Tier 6|n|cFFFFD200Cost: |r5000|Hcurrency:1931|h|TInterface\ICONS\INV_Misc_PaperBundle04a.BLP:0|t|h"
"item_expansion_signal","include_shadowlands","False",,"True","1451","Vicious War Croaker","347255","187680","8","0","4","|cFFFFD200PvP:|r Shadowlands: Season 3|nRated Arena and Rated Battleground Season Reward"
"item_expansion_signal","include_shadowlands","False",,"True","1452","Vicious War Croaker","347256","187681","8","0","4","|cFFFFD200PvP:|r Shadowlands: Season 3|nRated Arena and Rated Battleground Season Reward"
"item_expansion_signal","include_shadowlands","False",,"True","1454","Tamed Mauler","347536","186641","8","-1","0","|cFFFFD200Drop:|r Supplies of the Archivist's Codex|n|cFFFFD200Zone:|r Korthia |n"
"item_expansion_signal","include_shadowlands","False",,"True","1455","Beryl Shardhide","347810","186644","8","-1","0","|cFFFFD200Drop:|r Death's Advance Supplies|n|cFFFFD200Zone:|r Korthia"
"item_expansion_signal","include_shadowlands","False",,"True","1459","Vicious War Gorm","348769","186179","8","5","4","|cFFFFD200PvP:|r Shadowlands: Season 2|nRated Arena and Rated Battleground Season Reward"
"item_expansion_signal","include_shadowlands","False",,"True","1460","Vicious War Gorm","348770","186178","8","5","4","|cFFFFD200PvP:|r Shadowlands: Season 2|nRated Arena and Rated Battleground Season Reward"
"item_expansion_signal","include_shadowlands","False",,"True","1465","Vicious Warstalker","349824","187644","8","0","4","|cFFFFD200PvP:|r Shadowlands: Season 4|nRated Arena and Rated Battleground Season Reward"
"item_expansion_signal","include_shadowlands","False",,"True","1466","Vicious Warstalker","349823","187642","8","0","4","|cFFFFD200PvP:|r Shadowlands: Season 4|nRated Arena and Rated Battleground Season Reward"
"item_expansion_signal","include_shadowlands","False",,"True","1471","Vengeance","351195","186642","8","6","128","|cFFFFD200Drop:|r Lady Sylvanas Windrunner|n|cFFFFD200Zone:|r Sanctum of Domination|n|cFFFFD200Difficulty:|r Mythic"
"item_expansion_signal","include_shadowlands","False",,"True","1475","Hand of Bahmethra","352309","185973","8","0","0","|cFFFFD200Drop:|r Tormentors of Torghast|n|cFFFFD200Zone:|r The Maw|n"
"item_expansion_signal","include_shadowlands","False",,"True","1476","Wild Hunt Legsplitter","352441","186000","8","0","0","|cFFFFD200Drop:|r War Chest of the Wild Hunt|n|cFFFFD200Zone:|r The Maw"
"item_expansion_signal","include_shadowlands","False",,"True","1477","Undying Darkhound","352742","186103","8","0","0","|cFFFFD200Drop:|r War Chest of the Undying Army|n|cFFFFD200Zone:|r The Maw "
"item_expansion_signal","include_shadowlands","True","Shadowlands Gladiator season reward; season ended","True","1480","Unchained Gladiator's Soul Eater","353036","186177","8","5","192","|cFFFFD200Achievement: |rGladiator: Shadowlands Season 2|n|cFFFFD200Category: |rPlayer vs. Player"
"item_expansion_signal","include_shadowlands","False",,"True","1481","Cartel Master's Gearglider","353263","186638","8","0","1024","|cFFFFD200Drop:|r So'leah|n|cFFFFD200Zone:|r Tazavesh, the Veiled Market|n"
"item_expansion_signal","include_shadowlands","False",,"True","1484","Ardenweald Wilderling","353856","186493","8","-1","128","|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Zone: |rArdenweald"
"item_expansion_signal","include_shadowlands","False",,"True","1485","Autumnal Wilderling","353857","186494","8","-1","128","|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Vendor: |rElwyn|n|cFFFFD200Zone: |rArdenweald|n|cFFFFD200Cost: |r7500|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h"
"item_expansion_signal","include_shadowlands","False",,"True","1486","Winter Wilderling","353858","186495","8","-1","128","|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Vendor: |rDuchess Mynx|n|cFFFFD200Zone: |rKorthia|n|cFFFFD200Cost: |r1000|Hcurrency:1767|h|TInterface\ICONS\INV_Stygia.BLP:0|t|h|n|cFFFFD200Achievement: |rOn the Offensive"
"item_expansion_signal","include_shadowlands","False",,"True","1487","Summer Wilderling","353859","186492","8","0","128","|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Drop:|r Escaped Wilderling|n|cFFFFD200Zone:|r Korthia |n"
"item_expansion_signal","include_shadowlands","False",,"True","1489","Obsidian Gravewing","353866","186478","8","-1","0","|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Vendor: |rChachi the Artiste|n|cFFFFD200Zone: |rRevendreth|n|cFFFFD200Cost: |r7500|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h"
"item_expansion_signal","include_shadowlands","False",,"True","1490","Sinfall Gravewing","353872","186476","8","-1","0","|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth"
"item_expansion_signal","include_shadowlands","False",,"True","1491","Pale Gravewing","353873","186477","8","2","0","|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Vendor: |rDuchess Mynx|n|cFFFFD200Zone: |rKorthia|n|cFFFFD200Cost: |r1000|Hcurrency:1767|h|TInterface\ICONS\INV_Stygia.BLP:0|t|h|n|cFFFFD200Achievement: |rOn the Offensive"
"item_expansion_signal","include_shadowlands","False",,"True","1492","Elysian Aquilon","353875","186482","8","-1","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion"
"item_expansion_signal","include_shadowlands","False",,"True","1493","Forsworn Aquilon","353877","186483","8","0","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Drop:|r Wild Worldcracker|n|cFFFFD200Zone:|r Korthia |n"
"item_expansion_signal","include_shadowlands","False",,"True","1494","Ascendant's Aquilon","353880","186485","8","-1","0","|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Vendor: |rAdjutant Galos|n|cFFFFD200Zone: |rBastion|n|cFFFFD200Cost: |r7500|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h"
"item_expansion_signal","include_shadowlands","False",,"True","1495","Maldraxxian Corpsefly","353883","186487","8","-1","128","|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Zone: |rMaldraxxus"
"item_expansion_signal","include_shadowlands","False",,"True","1496","Regal Corpsefly","353884","186488","8","-1","128","|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Vendor: |rSu Zettai|n|cFFFFD200Zone: |rMaldraxxus|n|cFFFFD200Cost: |r7500|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h"
