"achievement_id","achievement","order_path","tree_id","criterion","criteria_id","criteria_type","criteria_asset","identity_key","duplicate_identity_count","selection_decision","npc_ids"
"14307","Adventurer of Bastion","20","86642","Bookkeeper Mnemis","50612","27","59022","text:bookkeeper mnemis","1","include_shadowlands","171189"
"14307","Adventurer of Bastion","21","86643","Aspirant Eolis","50613","27","61083","text:aspirant eolis","1","include_shadowlands","171211"
"14307","Adventurer of Bastion","22","86644","Echo of Aella","50614","27","61082","text:echo of aella","1","include_shadowlands","171255"
"14307","Adventurer of Bastion","23","86645","Corrupted Clawguard","50615","27","60999","text:corrupted clawguard","1","include_shadowlands","171010"
"14307","Adventurer of Bastion","24","86646","Reekmonger","50616","27","61108","text:reekmonger","1","include_shadowlands","171327"
"14307","Adventurer of Bastion","25","89116","Aethon","50617","27","58526","text:aethon","1","include_shadowlands","161528"
"14307","Adventurer of Bastion","26","89125","Vesper Repair: Sophia's Overture","50593","27","58320","text:vesper repair: sophia's overture","1","include_shadowlands","160985"
"14307","Adventurer of Bastion","27","89123","Orstus and Sotiros","50618","27","61634","text:orstus and sotiros","1","include_shadowlands","156340"
"14307","Adventurer of Bastion","28","89119","The Ascended Council","50619","27","60933","text:the ascended council","1","include_shadowlands","170899"
"14308","Adventurer of Maldraxxus","0","86671","Corpsecutter Moroc","48872","0","157058","asset:157058","1","include_shadowlands","157058"
"14308","Adventurer of Maldraxxus","1","86656","Scunner","48857","0","158406","asset:158406","1","include_shadowlands","158406"
"14308","Adventurer of Maldraxxus","2","86663","Zargox the Reborn","48864","0","157125","asset:157125","1","include_shadowlands","157125"
"14308","Adventurer of Maldraxxus","3","86665","Collector Kash","48866","0","159105","asset:159105","1","include_shadowlands","159105"
"14308","Adventurer of Maldraxxus","4","86664","Ravenomous","48865","0","159753","asset:159753","1","include_shadowlands","159753"
"14308","Adventurer of Maldraxxus","5","86672","Sister Chelicerae","48873","0","159886","asset:159886","1","include_shadowlands","159886"
"14308","Adventurer of Maldraxxus","6","86666","Taskmaster Xox","48867","0","160059","asset:160059","1","include_shadowlands","160059"
"14308","Adventurer of Maldraxxus","7","86647","Indomitable Schmitd","48848","0","161105","asset:161105","1","include_shadowlands","161105"
"14308","Adventurer of Maldraxxus","8","86667","Nirvaska the Summoner","48868","0","161857","asset:161857","1","include_shadowlands","161857"
"14308","Adventurer of Maldraxxus","9","86669","Thread Mistress Leeda","48870","0","162180","asset:162180","1","include_shadowlands","162180"
"14308","Adventurer of Maldraxxus","10","86668","Smorgas The Feaster","48869","0","162528","asset:162528","1","include_shadowlands","162528"
"14308","Adventurer of Maldraxxus","11","86649","Tahonta","48850","0","162586","asset:162586","1","include_shadowlands","162586"
"14308","Adventurer of Maldraxxus","12","86673","Sabreil the Bonecleaver","48874","0","168147","asset:168147","1","include_shadowlands","168147"
"14308","Adventurer of Maldraxxus","13","86652","Gristlebeak","48853","0","162588","asset:162588","1","include_shadowlands","162588"
"14308","Adventurer of Maldraxxus","14","86654","Devour'us","48855","0","162669","asset:162669","1","include_shadowlands","162669"
"14308","Adventurer of Maldraxxus","15","87968","Nerissa Heartless","49723","0","162690","asset:162690","1","include_shadowlands","162690"
"14308","Adventurer of Maldraxxus","16","86650","Deadly Dapperling","48851","0","162711","asset:162711","1","include_shadowlands","162711"
"14308","Adventurer of Maldraxxus","17","86675","Bubbleblood","48876","0","162727","asset:162727","1","include_shadowlands","162727"
"14308","Adventurer of Maldraxxus","18","86648","Pesticide","48849","0","162767","asset:162767","1","include_shadowlands","162767"
"14308","Adventurer of Maldraxxus","19","86651","Deepscar","48852","0","162797","asset:162797","1","include_shadowlands","162797"
"14308","Adventurer of Maldraxxus","20","86674","Warbringer Mal'Korak","48875","0","162819","asset:162819","1","include_shadowlands","162819"
"14308","Adventurer of Maldraxxus","21","87969","Necromantic Anomaly","49724","0","174108","asset:174108","1","include_shadowlands","174108"
"14309","Adventurer of Ardenweald","0","86456","Deathbinder Hroth","48714","0","164477","asset:164477","1","include_shadowlands","164477"
"14309","Adventurer of Ardenweald","1","86457","Mystic Rainbowhorn","48715","0","164547","asset:164547","1","include_shadowlands","164547"
"14309","Adventurer of Ardenweald","2","86572","Macabre","48780","0","164093","asset:164093","1","include_shadowlands","164093"
"14309","Adventurer of Ardenweald","3","86573","Gormtamer Tizo","48781","0","164107","asset:164107","1","include_shadowlands","164107"
"14309","Adventurer of Ardenweald","4","86574","Humon'gozz","48782","0","164112","asset:164112","1","include_shadowlands","164112"
"14309","Adventurer of Ardenweald","5","86575","Wrigglemortis","48783","0","164147","asset:164147","1","include_shadowlands","164147"
"14309","Adventurer of Ardenweald","6","86576","Deifir the Untamed","48784","0","164238","asset:164238","1","include_shadowlands","164238"
"14309","Adventurer of Ardenweald","7","86577","Old Ardeite","48785","0","164391","asset:164391","1","include_shadowlands","164391"
"14309","Adventurer of Ardenweald","8","86578","Skuld Vit","48786","0","164415","asset:164415","1","include_shadowlands","164415"
"14309","Adventurer of Ardenweald","9","86579","Hunter Vivanna","48787","0","160448","asset:160448","1","include_shadowlands","160448"
"14309","Adventurer of Ardenweald","10","86580","Mymaen","48788","0","165053","asset:165053","1","include_shadowlands","165053"
"14309","Adventurer of Ardenweald","11","86588","Rotbriar Changeling","48789","0","167724","asset:167724","1","include_shadowlands","167724"
"14309","Adventurer of Ardenweald","12","86589","Egg-Tender Leh'go","48790","0","167851","asset:167851","1","include_shadowlands","167851"
"14309","Adventurer of Ardenweald","13","86590","Rootwrithe","48791","0","167726","asset:167726","1","include_shadowlands","167726"
"14309","Adventurer of Ardenweald","14","86591","The Slumbering Emperor","48792","0","167721","asset:167721","1","include_shadowlands","167721"
"14309","Adventurer of Ardenweald","15","86592","Night Mare","48793","0","168135","asset:168135","1","include_shadowlands","168135"
"14309","Adventurer of Ardenweald","16","86593","Dustbrawl","48794","0","163229","asset:163229","1","include_shadowlands","163229"
"14309","Adventurer of Ardenweald","17","86594","Gormbore","48795","0","163370","asset:163370","1","include_shadowlands","163370"
"14309","Adventurer of Ardenweald","18","86595","Valfir the Unrelenting","48796","0","168647","asset:168647","1","include_shadowlands","168647"
"14309","Adventurer of Ardenweald","19","86596","Soultwister Cero","48797","0","171451","asset:171451","1","include_shadowlands","171451"
"14309","Adventurer of Ardenweald","20","86597","Faeflayer","48798","0","171688","asset:171688","1","include_shadowlands","171688"
"14310","Adventurer of Revendreth","0","86598","Soulstalker Doina","48799","0","160392","asset:160392","1","include_shadowlands","160392"
"14310","Adventurer of Revendreth","1","86599","Scrivener Lenua","48800","0","160675","asset:160675","1","include_shadowlands","160675"
"14310","Adventurer of Revendreth","2","86600","Innervus","48801","0","160640","asset:160640","1","include_shadowlands","160640"
"14310","Adventurer of Revendreth","3","86601","Tomb Burster","48802","0","155779","asset:155779","1","include_shadowlands","155779"
"14310","Adventurer of Revendreth","4","86602","Stonefist","48803","0","159503","asset:159503","1","include_shadowlands","159503"
"14310","Adventurer of Revendreth","5","86604","Worldedge Gorger","48805","0","160821","asset:160821","1","include_shadowlands","160821"
"14310","Adventurer of Revendreth","6","86605","Sire Ladinas","48806","0","160857","asset:160857","1","include_shadowlands","160857"
"14310","Adventurer of Revendreth","7","86606","Executioner Adrastia","48807","0","161310","asset:161310","1","include_shadowlands","161310"
"14310","Adventurer of Revendreth","8","86607","Lord Mortegore","48808","0","161891","asset:161891","1","include_shadowlands","161891"
"14310","Adventurer of Revendreth","9","86608","Leeched Soul","48809","0","165152","asset:165152","1","include_shadowlands","165152"
"14310","Adventurer of Revendreth","10","86609","Endlurker","48810","0","165206","asset:165206","1","include_shadowlands","165206"
"14310","Adventurer of Revendreth","11","86610","Amalgamation of Light","48811","0","164388","asset:164388","1","include_shadowlands","164388"
"14310","Adventurer of Revendreth","12","86615","Tollkeeper Varaboss","48812","0","165253","asset:165253","1","include_shadowlands","165253"
"14310","Adventurer of Revendreth","13","86612","Amalgamation of Filth","48814","0","166393","asset:166393","1","include_shadowlands","166393"
"14310","Adventurer of Revendreth","14","86613","Famu the Infinite","48815","0","166521","asset:166521","1","include_shadowlands","166521"
"14310","Adventurer of Revendreth","15","86614","Azgar","48816","0","166576","asset:166576","1","include_shadowlands","166576"
"14310","Adventurer of Revendreth","16","86616","Hopecrusher","48817","0","166679","asset:166679","1","include_shadowlands","166679"
"14310","Adventurer of Revendreth","17","86617","Bog Beast","48818","0","166292","asset:166292","1","include_shadowlands","166292"
"14310","Adventurer of Revendreth","18","86618","Executioner Aatron","48819","0","166710","asset:166710","1","include_shadowlands","166710"
"14310","Adventurer of Revendreth","19","86619","Huntmaster Petrus","48820","0","166993","asset:166993","1","include_shadowlands","166993"
"14310","Adventurer of Revendreth","20","86620","Grand Arcanist Dimitri","48821","0","167464","asset:167464","1","include_shadowlands","167464"
"14310","Adventurer of Revendreth","21","86621","Manifestation of Wrath","48822","0","170048","asset:170048","1","include_shadowlands","170048"
"14310","Adventurer of Revendreth","22","88387","Amalgamation of Sin","50029","0","170434","asset:170434","1","include_shadowlands","170434"
"14310","Adventurer of Revendreth","23","88388","Sinstone Hoarder","50030","0","162481","asset:162481","1","include_shadowlands","162481"
"14660","It's About Sending a Message","0","87625","Drifting Sorrow","49475","0","158314","asset:158314","1","include_shadowlands","158314"
"14660","It's About Sending a Message","1","87626","Dartanos","49476","0","162452","asset:162452","1","include_shadowlands","162452"
"14660","It's About Sending a Message","2","87627","Razkazzar","49479","0","162829","asset:162829","1","include_shadowlands","162829"
"14660","It's About Sending a Message","3","87628","Orrholyn","49480","0","162845","asset:162845","1","include_shadowlands","162845"
"14660","It's About Sending a Message","4","87629","Huwerath","49481","0","162965","asset:162965","1","include_shadowlands","162965"
"14660","It's About Sending a Message","5","87630","Soulsmith Yol-Mattar","49482","0","165047","asset:165047","1","include_shadowlands","165047"
"14660","It's About Sending a Message","6","87632","Cyrixia","49484","0","168693","asset:168693","1","include_shadowlands","168693"
"14660","It's About Sending a Message","7","87633","Agonix","49485","0","169102","asset:169102","1","include_shadowlands","169102"
"14660","It's About Sending a Message","8","87634","Krala","49486","0","170692","asset:170692","1","include_shadowlands","170692"
"14660","It's About Sending a Message","9","87635","Akros","49487","0","170787","asset:170787","1","include_shadowlands","170787"
"14660","It's About Sending a Message","10","87636","Malevolent Stygia","49488","0","171316","asset:171316","1","include_shadowlands","171316"
"14660","It's About Sending a Message","11","87637","Sanngror the Torturer","49489","0","172521","asset:172521","1","include_shadowlands","172521"
"14660","It's About Sending a Message","12","87638","Houndmaster Vasanok","49490","0","172523","asset:172523","1","include_shadowlands","172523"
"14660","It's About Sending a Message","13","87639","Skittering Broodmother","49491","0","172524","asset:172524","1","include_shadowlands","172524"
"14660","It's About Sending a Message","14","87640","Valis the Cruel","49492","0","173086","asset:173086","1","include_shadowlands","173086"
"14660","It's About Sending a Message","15","88935","Odalrik","50408","0","172207","asset:172207","1","include_shadowlands","172207"
"14660","It's About Sending a Message","16","88936","Stygian Incinerator","50409","0","156203","asset:156203","1","include_shadowlands","156203"
"14660","It's About Sending a Message","17","88937","Dath Rezara","50410","0","162844","asset:162844","1","include_shadowlands","162844"
"14660","It's About Sending a Message","18","90044","Ratgusher","51058","0","175821","asset:175821","1","include_shadowlands","175821"
"14744","Better to Be Lucky Than Dead","0","88130","Adjutant Dekaris","49841","0","157964","asset:157964","1","include_shadowlands","157964"
"14744","Better to Be Lucky Than Dead","1","88131","Apholeias, Herald of Loss","49842","0","170301","asset:170301","1","include_shadowlands","170301"
"14744","Better to Be Lucky Than Dead","2","88132","Borr-Geth","49843","0","157833","asset:157833","1","include_shadowlands","157833"
"14744","Better to Be Lucky Than Dead","3","88133","Conjured Death","49844","0","171317","asset:171317","1","include_shadowlands","171317"
"14744","Better to Be Lucky Than Dead","4","88134","Darithis the Bleak","49845","0","160770","asset:160770","1","include_shadowlands","160770"
"14744","Better to Be Lucky Than Dead","5","88135","Darklord Taraxis","49846","0","158025","asset:158025","1","include_shadowlands","158025"
"14744","Better to Be Lucky Than Dead","6","88136","Dolos","49847","0","170711","asset:170711","1","include_shadowlands","170711"
"14744","Better to Be Lucky Than Dead","7","88137","Eketra","49848","0","170774","asset:170774","1","include_shadowlands","170774"
"14744","Better to Be Lucky Than Dead","8","88138","Ekphoras, Herald of Grief","49849","0","169827","asset:169827","1","include_shadowlands","169827"
"14744","Better to Be Lucky Than Dead","9","88139","Eternas the Tormentor","49850","0","154330","asset:154330","1","include_shadowlands","154330"
"14744","Better to Be Lucky Than Dead","10","88140","Exos, Herald of Domination","49851","0","170303","asset:170303","1","include_shadowlands","170303"
"14744","Better to Be Lucky Than Dead","11","88141","Morguliax","49852","0","162849","asset:162849","1","include_shadowlands","162849"
"14744","Better to Be Lucky Than Dead","12","88142","Nascent Devourer","49853","0","158278","asset:158278","1","include_shadowlands","158278"
"14744","Better to Be Lucky Than Dead","13","88143","Obolos","49854","0","164064","asset:164064","1","include_shadowlands","164064"
"14744","Better to Be Lucky Than Dead","14","88144","Orophea","49855","0","172577","asset:172577","1","include_shadowlands","172577"
"14744","Better to Be Lucky Than Dead","15","88145","Shadeweaver Zeris","49856","0","170634","asset:170634","1","include_shadowlands","170634"
"14744","Better to Be Lucky Than Dead","16","88146","Soulforger Rhovus","49857","0","166398","asset:166398","1","include_shadowlands","166398"
"14744","Better to Be Lucky Than Dead","17","88147","Talaporas, Herald of Pain","49858","0","170302","asset:170302","1","include_shadowlands","170302"
"14744","Better to Be Lucky Than Dead","18","88148","Thanassos","49859","0","170731","asset:170731","1","include_shadowlands","170731"
"14744","Better to Be Lucky Than Dead","19","88149","Yero the Skittish","49860","0","172862","asset:172862","1","include_shadowlands","172862"
"14744","Better to Be Lucky Than Dead","20","89258","Ikras the Devourer","50621","0","175012","asset:175012","1","include_shadowlands","175012"
"15054","Minions of the Cold Dark","0","91686","Versya the Damned","51655","0","177981","asset:177981","1","include_shadowlands","177981"
"15054","Minions of the Cold Dark","1","91687","Gralebboih","51654","0","177979","asset:177979","1","include_shadowlands","177979"
"15054","Minions of the Cold Dark","2","91688","Promathiz","51644","0","177330","asset:177330","1","include_shadowlands","177330"
"15054","Minions of the Cold Dark","3","91689","Sentinel Pyrophus","51643","0","177331","asset:177331","1","include_shadowlands","177331"
"15054","Minions of the Cold Dark","4","91690","Gruukuuek the Elder","51653","0","177980","asset:177980","1","include_shadowlands","177980"
"15054","Minions of the Cold Dark","5","91691","Zul'gath the Flayer","52101","0","178886","asset:178886","1","include_shadowlands","178886"
"15054","Minions of the Cold Dark","6","91692","Mugrem the Soul Devourer","51660","0","178002","asset:178002","1","include_shadowlands","178002"
"15054","Minions of the Cold Dark","7","91693","The Mass of Souls","51639","0","177427","asset:177427","1","include_shadowlands","177427"
"15054","Minions of the Cold Dark","8","91694","Algel the Haunter","52102","0","178897","asset:178897","1","include_shadowlands","178897"
"15054","Minions of the Cold Dark","9","91695","Sentinel Shakorzeth","52103","0","178883","asset:178883","1","include_shadowlands","178883"
"15054","Minions of the Cold Dark","10","91696","Kazj the Sentinel","52104","0","178882","asset:178882","1","include_shadowlands","178882"
"15054","Minions of the Cold Dark","11","91697","Intercessor Razzra","51661","0","178004","asset:178004","1","include_shadowlands","178004"
"15054","Minions of the Cold Dark","12","91698","Malleus Grakizz","51648","0","177972","asset:177972","1","include_shadowlands","177972"
"15054","Minions of the Cold Dark","13","91699","Manifestation of Pain","52105","0","178899","asset:178899","1","include_shadowlands","178899"
"15054","Minions of the Cold Dark","14","91700","Golmak the Monstrosity","52106","0","178898","asset:178898","1","include_shadowlands","178898"
"15107","Conquering Korthia","0","91955","Blinding Shadow","52297","0","179853","asset:179853","1","include_shadowlands","179853"
"15107","Conquering Korthia","1","91948","Carriage Crusher","52290","0","180246","asset:180246","1","include_shadowlands","180246"
"15107","Conquering Korthia","2","91942","Consumption","52285","0","180132","asset:180132","1","include_shadowlands","180132"
"15107","Conquering Korthia","3","91931","Deadsoul Hatcher","52275","0","179913","asset:179913","1","include_shadowlands","179913"
"15107","Conquering Korthia","4","91943","Deomen the Vortex","52286","0","179779","asset:179779","1","include_shadowlands","179779"
"15107","Conquering Korthia","5","91933","Dominated Protector","52277","0","177903","asset:177903","1","include_shadowlands","177903"
"15107","Conquering Korthia","6","91956","Escaped Wilderling","52298","0","180014","asset:180014","1","include_shadowlands","180014"
"15107","Conquering Korthia","7","91950","Fallen Charger","52292","0","179460","asset:179460","1","include_shadowlands","179460"
"15107","Conquering Korthia","8","91957","Fleshwing","52299","0","180042","asset:180042","1","include_shadowlands","180042"
"15107","Conquering Korthia","9","91951","Guard Orguluus","52293","0","179851","asset:179851","1","include_shadowlands","179851"
"15107","Conquering Korthia","10","91935","Konthrogz the Obliterator","52303","0","179472","asset:179472","1","include_shadowlands","179472"
"15107","Conquering Korthia","11","91960","Kroke the Tormented","52304","0","179108","asset:179108","1","include_shadowlands","179108"
"15107","Conquering Korthia","12","91940","Malbog","52283","0","179684","asset:179684","1","include_shadowlands","179684"
"15107","Conquering Korthia","13","91952","Observer Yorik","52294","0","179914","asset:179914","1","include_shadowlands","179914"
"15107","Conquering Korthia","14","91949","Relic Breaker Krelva","52291","0","179931","asset:179931","1","include_shadowlands","179931"
"15107","Conquering Korthia","15","91980","Reliwik the Defiant","52318","0","180160","asset:180160","1","include_shadowlands","180160"
"15107","Conquering Korthia","16","91929","Screaming Shade","52273","0","179608","asset:179608","1","include_shadowlands","179608"
"15107","Conquering Korthia","17","91930","Silent Soulstalker","52274","0","179911","asset:179911","1","include_shadowlands","179911"
"15107","Conquering Korthia","18","91932","Stygian Stonecrusher","52276","0","179985","asset:179985","1","include_shadowlands","179985"
"15107","Conquering Korthia","19","91941","Torglluun, Lord of Shades","52284","0","179735","asset:179735","1","include_shadowlands","179735"
"15107","Conquering Korthia","20","91934","Towering Exterminator","52302","0","179760","asset:179760","1","include_shadowlands","179760"
"15107","Conquering Korthia","21","91947","Traitor Balthier","52289","0","179805","asset:179805","1","include_shadowlands","179805"
"15107","Conquering Korthia","22","91981","Ve'rayn","52319","0","180162","asset:180162","1","include_shadowlands","180162"
"15107","Conquering Korthia","23","91958","Wild Worldcracker","52300","0","180032","asset:180032","1","include_shadowlands","180032"
"15107","Conquering Korthia","24","91954","Xyraxz the Unknowable","52296","0","179859","asset:179859","1","include_shadowlands","179859"
"15107","Conquering Korthia","25","91953","Yarxhov the Pillager","52295","0","179802","asset:179802","1","include_shadowlands","179802"
"15107","Conquering Korthia","26","91944","Ylva, Mate of Guarm","52287","0","177444","asset:177444","1","include_shadowlands","177444"
"15107","Conquering Korthia","27","91959","Zelnithop","52301","0","177336","asset:177336","1","include_shadowlands","177336"
"15391","Adventurer of Zereth Mortis","0","94515","Gluttonous Overgrowth","52971","0","178778","asset:178778","2","include_shadowlands","178778"
"15391","Adventurer of Zereth Mortis","1","94516","Otiosen","52972","0","183746","asset:183746","2","include_shadowlands","183746"
"15391","Adventurer of Zereth Mortis","2","94517","Feasting","52973","0","178229","asset:178229","2","include_shadowlands","178229"
"15391","Adventurer of Zereth Mortis","3","94518","Destabilized Core","52974","0","180917","asset:180917","2","include_shadowlands","180917"
"15391","Adventurer of Zereth Mortis","4","94519","Sand Matriarch Ileus","52975","0","183927","asset:183927","2","include_shadowlands","183927"
"15391","Adventurer of Zereth Mortis","5","94520","Xy'rath the Covetous","52976","0","183737","asset:183737","2","include_shadowlands","183737"
"15391","Adventurer of Zereth Mortis","6","94521","Akkaris","52977","0","179006","asset:179006","2","include_shadowlands","179006"
"15391","Adventurer of Zereth Mortis","7","94522","Chitali the Eldest","52978","0","183596","asset:183596","2","include_shadowlands","183596"
"15391","Adventurer of Zereth Mortis","8","94523","Tahkwitz","52979","0","183925","asset:183925","2","include_shadowlands","183925"
"15391","Adventurer of Zereth Mortis","9","94524","Sorranos","52980","0","183722","asset:183722","2","include_shadowlands","183722"
"15391","Adventurer of Zereth Mortis","10","94525","Orixal","52981","0","179043","asset:179043","2","include_shadowlands","179043"
"15391","Adventurer of Zereth Mortis","11","94526","Euv'ouk","52982","0","184409","asset:184409","2","include_shadowlands","184409"
"15391","Adventurer of Zereth Mortis","12","94527","Vitiane","52983","0","183747","asset:183747","2","include_shadowlands","183747"
"15391","Adventurer of Zereth Mortis","13","94528","Hadeon the Stonebreaker","52984","0","178563","asset:178563","2","include_shadowlands","178563"
"15391","Adventurer of Zereth Mortis","14","94529","General Zarathura","52985","0","182318","asset:182318","2","include_shadowlands","182318"
"15391","Adventurer of Zereth Mortis","15","94530","Gorkek","52986","0","178963","asset:178963","2","include_shadowlands","178963"
"15391","Adventurer of Zereth Mortis","16","94531","Tethos","52987","0","181249","asset:181249","2","include_shadowlands","181249"
"15391","Adventurer of Zereth Mortis","17","94532","Shifting Stargorger","52988","0","184413","asset:184413","2","include_shadowlands","184413"
"15391","Adventurer of Zereth Mortis","18","94533","Protector of the First Ones","52989","0","180746","asset:180746","2","include_shadowlands","180746"
"15391","Adventurer of Zereth Mortis","19","94574","Mother Phestis","53020","0","178508","asset:178508","2","include_shadowlands","178508"
"15391","Adventurer of Zereth Mortis","20","94582","Garudeon","53025","0","180924","asset:180924","2","include_shadowlands","180924"
"15391","Adventurer of Zereth Mortis","21","94601","Furidian","53031","0","183646","asset:183646","2","include_shadowlands","183646"
"15391","Adventurer of Zereth Mortis","22","94605","Hirukon","52990","0","180978","asset:180978","2","include_shadowlands","180978"
"15391","Adventurer of Zereth Mortis","23","94606","Zatojin","53044","0","183764","asset:183764","2","include_shadowlands","183764"
"15391","Adventurer of Zereth Mortis","24","94608","Otaris the Provoked","53046","0","183814","asset:183814","2","include_shadowlands","183814"
"15391","Adventurer of Zereth Mortis","25","94609","Corrupted Architect","53047","0","183953","asset:183953","2","include_shadowlands","183953"
"15391","Adventurer of Zereth Mortis","26","94610","Helmix","53048","0","183748","asset:183748","2","include_shadowlands","183748"
"15391","Adventurer of Zereth Mortis","27","94611","Vexis","53049","0","181360","asset:181360","2","include_shadowlands","181360"
"15391","Adventurer of Zereth Mortis","28","94612","The Engulfer","53050","0","183516","asset:183516","2","include_shadowlands","183516"
"15392","Dune Dominance","0","94537","Iska, Outrider of Ruin","52992","0","182114","asset:182114","1","include_shadowlands","182114"
"15392","Dune Dominance","1","94538","High Reaver Damaris","52993","0","182155","asset:182155","1","include_shadowlands","182155"
"15392","Dune Dominance","2","94539","Reanimatrox Marzan","52994","0","182158","asset:182158","1","include_shadowlands","182158"
