module,expansion,achievement_id,criterion_index,criteria_id,criteria_type,asset_id,name,decision,source_keys,group_map,candidate_points,sources,note
rares,shadowlands,15054,12,51661,0,178004,Intercessor Razzra,defer_dynamic_event_marker,npc:178004;npc:178004,1543,"[[1543,0.8537,0.5524]]",HandyNotes_Shadowlands:85375524,"HandyNotes Tormentor node at 85.37/55.24 is an event display anchor, not a verified boss spawn."
rares,shadowlands,15054,13,51648,0,177972,Malleus Grakizz,defer_dynamic_event_marker,npc:177972;npc:177972,1543,"[[1543,0.8537,0.5524]]",HandyNotes_Shadowlands:85375524,"HandyNotes Tormentor node at 85.37/55.24 is an event display anchor, not a verified boss spawn."
rares,shadowlands,15054,14,52105,0,178899,Manifestation of Pain,defer_dynamic_event_marker,npc:178899;npc:178899,1543,"[[1543,0.8537,0.5524]]",HandyNotes_Shadowlands:85375524,"HandyNotes Tormentor node at 85.37/55.24 is an event display anchor, not a verified boss spawn."
rares,shadowlands,15054,15,52106,0,178898,Golmak the Monstrosity,defer_dynamic_event_marker,npc:178898;npc:178898,1543,"[[1543,0.8537,0.5524]]",HandyNotes_Shadowlands:85375524,"HandyNotes Tormentor node at 85.37/55.24 is an event display anchor, not a verified boss spawn."
rares,shadowlands,15107,3,52285,0,180132,Consumption,source_backed_pin_candidate,npc:180132;npc:180132,1961,"[[1961,0.511,0.417]]",ATT/Zones.lua:crit:52285@n:179769,Criterion asset is a credit identity. ATT explicitly maps it to physical NPC 179769.
rares,df,16676,5,56037,0,199645,Helmet Missingway,source_backed_pin_candidate,npc:199645;npc:199645,2022,"[[2022,0.434,0.736]]",ATT/Zones.lua:crit:56037@n:193263,Criterion asset is a credit identity. ATT explicitly maps it to physical NPC 193263.
rares,df,16677,34,56095,0,196334,The Great Enla,defer_mobile_event_marker,npc:196334;npc:196334,2023,"[[2023,0.586,0.494]]",HandyNotes_Dragonflight:58604940,Defend Clan Aylaag event marker; camp and event move.
rares,df,16677,35,56096,0,196350,Old Stormhide,defer_mobile_event_marker,npc:196350;npc:196350,2023,"[[2023,0.586,0.494]]",HandyNotes_Dragonflight:58604940,Defend Clan Aylaag event marker; camp and event move.
rares,df,16678,21,56118,0,193710,"Seereel, the Spring",shared_spawn_pool_needs_context,npc:193710;npc:193710,2024,"[[2022,0.6561,0.741],[2023,0.8144,0.7834]]",HandyNotes_Dragonflight:65617410;HandyNotes_DragonflightTreasures:81447834,Shared or multi-zone spawn pool; preserve spawn requirements and do not promise a specific active spawn.
rares,df,16678,22,56119,0,193735,Moth'go Deeploom,shared_spawn_pool_needs_context,npc:193735;npc:193735,2024,"[[2022,0.6561,0.741]]",HandyNotes_Dragonflight:65617410,Shared or multi-zone spawn pool; preserve spawn requirements and do not promise a specific active spawn.
rares,df,16678,23,56120,0,193634,Swog'ranka,shared_spawn_pool_needs_context,npc:193634;npc:193634,2024,"[[2022,0.6561,0.741]]",HandyNotes_Dragonflight:65617410,Shared or multi-zone spawn pool; preserve spawn requirements and do not promise a specific active spawn.
rares,df,16678,32,56130,0,197411,Astray Splasher,shared_spawn_pool_needs_context,npc:197411;npc:197411,2024,"[[2023,0.8081,0.777],[2023,0.812,0.778],[2025,0.5736,0.654]]",HandyNotes_Dragonflight:57366540;HandyNotes_Dragonflight:80817770;HandyNotes_DragonflightTreasures:81207780,Shared or multi-zone spawn pool; preserve spawn requirements and do not promise a specific active spawn.
rares,df,16679,3,56136,0,193128,Blightpaw the Depraved,source_backed_pin_candidate,npc:193128;npc:193128,2025,"[[2023,0.902,0.402]]",ATT/Zones.lua:crit:56136@n:193128;ATT/Zones.lua:npc:193128,ATT and HandyNotes core agree on map 2023 near 90.2/40.2; reject conflicting handler map 2025 at 31.1/71.2.
treasures,mop,8784,1,24006,68,222796,Cloudstrike Family Helm,shared_spawn_pool_needs_context,object:222796,554,"[[554,0.224,0.387],[554,0.25,0.719],[554,0.32,0.615],[554,0.326,0.328],[554,0.338,0.545],[554,0.377,0.411],[554,0.396,0.778],[554,0.428,0.554],[554,0.473,0.808],[554,0.48,0.512],[554,0.504,0.717],[554,0.522,0.626],[554,0.551,0.729],[554,0.553,0.503],[554,0.556,0.593],[554,0.631,0.453],[554,0.645,0.723],[554,0.654,0.517],[554,0.684,0.604]]",HandyNotes_MistsOfPandaria:22403870;HandyNotes_MistsOfPandaria:25007190;HandyNotes_MistsOfPandaria:32006150;HandyNotes_MistsOfPandaria:32603280;HandyNotes_MistsOfPandaria:33805450;HandyNotes_MistsOfPandaria:37704110;HandyNotes_MistsOfPandaria:39607780;HandyNotes_MistsOfPandaria:42805540;HandyNotes_MistsOfPandaria:47308080;HandyNotes_MistsOfPandaria:48005120;HandyNotes_MistsOfPandaria:50407170;HandyNotes_MistsOfPandaria:52206260;HandyNotes_MistsOfPandaria:55107290;HandyNotes_MistsOfPandaria:55305030;HandyNotes_MistsOfPandaria:55605930;HandyNotes_MistsOfPandaria:63104530;HandyNotes_MistsOfPandaria:64507230;HandyNotes_MistsOfPandaria:65405170;HandyNotes_MistsOfPandaria:68406040,Shared or multi-zone spawn pool; preserve spawn requirements and do not promise a specific active spawn.
treasures,mop,8784,2,24140,68,223537,Flameheart Shawl,shared_spawn_pool_needs_context,object:223537,554,"[[554,0.224,0.387],[554,0.25,0.719],[554,0.32,0.615],[554,0.326,0.328],[554,0.338,0.545],[554,0.377,0.411],[554,0.396,0.778],[554,0.428,0.554],[554,0.473,0.808],[554,0.48,0.512],[554,0.504,0.717],[554,0.522,0.626],[554,0.551,0.729],[554,0.553,0.503],[554,0.556,0.593],[554,0.631,0.453],[554,0.645,0.723],[554,0.654,0.517],[554,0.684,0.604]]",HandyNotes_MistsOfPandaria:22403870;HandyNotes_MistsOfPandaria:25007190;HandyNotes_MistsOfPandaria:32006150;HandyNotes_MistsOfPandaria:32603280;HandyNotes_MistsOfPandaria:33805450;HandyNotes_MistsOfPandaria:37704110;HandyNotes_MistsOfPandaria:39607780;HandyNotes_MistsOfPandaria:42805540;HandyNotes_MistsOfPandaria:47308080;HandyNotes_MistsOfPandaria:48005120;HandyNotes_MistsOfPandaria:50407170;HandyNotes_MistsOfPandaria:52206260;HandyNotes_MistsOfPandaria:55107290;HandyNotes_MistsOfPandaria:55305030;HandyNotes_MistsOfPandaria:55605930;HandyNotes_MistsOfPandaria:63104530;HandyNotes_MistsOfPandaria:64507230;HandyNotes_MistsOfPandaria:65405170;HandyNotes_MistsOfPandaria:68406040,Shared or multi-zone spawn pool; preserve spawn requirements and do not promise a specific active spawn.
treasures,mop,8784,3,24141,68,223538,Riverspeaker's Trident,shared_spawn_pool_needs_context,object:223538,554,"[[554,0.224,0.387],[554,0.25,0.719],[554,0.32,0.615],[554,0.326,0.328],[554,0.338,0.545],[554,0.377,0.411],[554,0.396,0.778],[554,0.428,0.554],[554,0.473,0.808],[554,0.48,0.512],[554,0.504,0.717],[554,0.522,0.626],[554,0.551,0.729],[554,0.553,0.503],[554,0.556,0.593],[554,0.631,0.453],[554,0.645,0.723],[554,0.654,0.517],[554,0.684,0.604]]",HandyNotes_MistsOfPandaria:22403870;HandyNotes_MistsOfPandaria:25007190;HandyNotes_MistsOfPandaria:32006150;HandyNotes_MistsOfPandaria:32603280;HandyNotes_MistsOfPandaria:33805450;HandyNotes_MistsOfPandaria:37704110;HandyNotes_MistsOfPandaria:39607780;HandyNotes_MistsOfPandaria:42805540;HandyNotes_MistsOfPandaria:47308080;HandyNotes_MistsOfPandaria:48005120;HandyNotes_MistsOfPandaria:50407170;HandyNotes_MistsOfPandaria:52206260;HandyNotes_MistsOfPandaria:55107290;HandyNotes_MistsOfPandaria:55305030;HandyNotes_MistsOfPandaria:55605930;HandyNotes_MistsOfPandaria:63104530;HandyNotes_MistsOfPandaria:64507230;HandyNotes_MistsOfPandaria:65405170;HandyNotes_MistsOfPandaria:68406040,Shared or multi-zone spawn pool; preserve spawn requirements and do not promise a specific active spawn.
treasures,mop,8784,4,24142,68,223539,Snowdrift Tiger Talons,shared_spawn_pool_needs_context,object:223539,554,"[[554,0.224,0.387],[554,0.25,0.719],[554,0.32,0.615],[554,0.326,0.328],[554,0.338,0.545],[554,0.377,0.411],[554,0.396,0.778],[554,0.428,0.554],[554,0.473,0.808],[554,0.48,0.512],[554,0.504,0.717],[554,0.522,0.626],[554,0.551,0.729],[554,0.553,0.503],[554,0.556,0.593],[554,0.631,0.453],[554,0.645,0.723],[554,0.654,0.517],[554,0.684,0.604]]",HandyNotes_MistsOfPandaria:22403870;HandyNotes_MistsOfPandaria:25007190;HandyNotes_MistsOfPandaria:32006150;HandyNotes_MistsOfPandaria:32603280;HandyNotes_MistsOfPandaria:33805450;HandyNotes_MistsOfPandaria:37704110;HandyNotes_MistsOfPandaria:39607780;HandyNotes_MistsOfPandaria:42805540;HandyNotes_MistsOfPandaria:47308080;HandyNotes_MistsOfPandaria:48005120;HandyNotes_MistsOfPandaria:50407170;HandyNotes_MistsOfPandaria:52206260;HandyNotes_MistsOfPandaria:55107290;HandyNotes_MistsOfPandaria:55305030;HandyNotes_MistsOfPandaria:55605930;HandyNotes_MistsOfPandaria:63104530;HandyNotes_MistsOfPandaria:64507230;HandyNotes_MistsOfPandaria:65405170;HandyNotes_MistsOfPandaria:68406040,Shared or multi-zone spawn pool; preserve spawn requirements and do not promise a specific active spawn.
treasures,wod,9548,1,26145,27,37130,Garrosh's Shackles,source_backed_pin_candidate,quest:37130,550,"[[550,0.417,0.375]]",ATT/Zones.lua:crit:26145@n:87522;ATT/Zones.lua:npc:87522,
treasures,wod,9548,2,26146,27,37132,Warsong Relics,source_backed_pin_candidate,quest:37132,550,"[[550,0.455,0.368]]",ATT/Zones.lua:crit:26146@n:87524;ATT/Zones.lua:npc:87524,
treasures,wod,9548,3,26147,27,37133,Warsong Remains,source_backed_pin_candidate,quest:37133,550,"[[550,0.427,0.376],[550,0.43,0.356],[550,0.433,0.366],[550,0.436,0.388]]",ATT/Zones.lua:crit:26147@n:87525;ATT/Zones.lua:npc:87525,
treasures,wod,9548,4,26148,27,37134,Stolen Draenei Tome,source_backed_pin_candidate,quest:37134,550,"[[550,0.42,0.34],[550,0.451,0.382],[550,0.453,0.338]]",ATT/Zones.lua:crit:26148@n:87526;ATT/Zones.lua:npc:87526,
treasures,wod,9548,5,26149,27,37135,Wolf Pup Remains,source_backed_pin_candidate,quest:37135,550,"[[550,0.427,0.376],[550,0.43,0.356],[550,0.433,0.366],[550,0.436,0.388]]",ATT/Zones.lua:crit:26149@n:87527;ATT/Zones.lua:npc:87527,
treasures,wod,9548,6,26150,27,37136,Gnarled Bone,source_backed_pin_candidate,quest:37136,550,"[[550,0.427,0.376],[550,0.43,0.356],[550,0.433,0.366],[550,0.436,0.388]]",ATT/Zones.lua:crit:26150@n:87528;ATT/Zones.lua:npc:87528,
treasures,wod,9728,3,26802,27,33016,,unresolved_in_snapshot,quest:33016,572,[],,
treasures,wod,9728,9,26808,27,33930,,unresolved_in_snapshot,quest:33930,572,[],,
treasures,wod,9728,15,26814,27,33949,,unresolved_in_snapshot,quest:33949,572,[],,
treasures,wod,9728,16,26815,27,33989,,unresolved_in_snapshot,quest:33989,572,[],,
treasures,wod,9728,17,26816,27,33991,,unresolved_in_snapshot,quest:33991,572,[],,
treasures,wod,9728,18,26817,27,33996,,unresolved_in_snapshot,quest:33996,572,[],,
treasures,wod,9728,19,26818,27,33998,,unresolved_in_snapshot,quest:33998,572,[],,
treasures,wod,9728,28,26829,27,34652,,unresolved_in_snapshot,quest:34652,572,[],,
treasures,wod,9728,29,26830,27,34713,,unresolved_in_snapshot,quest:34713,572,[],,
treasures,wod,9728,66,26867,27,35279,,source_backed_pin_candidate,quest:35279,572,"[[539,0.288,0.072]]",ATT/Zones.lua:crit:26867@o:232066;ATT/Zones.lua:object:232066,
treasures,wod,9728,104,26931,27,36363,,unresolved_in_snapshot,quest:36363,572,[],,
treasures,wod,9728,140,26967,27,36459,,unresolved_in_snapshot,quest:36459,572,[],,
treasures,wod,9728,215,27072,27,36052,,unresolved_in_snapshot,quest:36052,572,[],,
treasures,wod,9728,232,25576,27,35701,,source_backed_pin_candidate,quest:35701,572,"[[543,0.534,0.468]]",ATT/Zones.lua:crit:25576@o:236267;ATT/Zones.lua:object:236267,
treasures,wod,9728,234,25577,27,35952,,source_backed_pin_candidate,quest:35952,572,"[[543,0.491,0.484]]",ATT/Zones.lua:crit:25577@o:236399;ATT/Zones.lua:object:236399,
treasures,wod,9728,235,25578,27,35965,,source_backed_pin_candidate,quest:35965,572,"[[543,0.568,0.573]]",ATT/Zones.lua:crit:25578@o:233558;ATT/Zones.lua:object:233558,
treasures,wod,9728,236,25579,27,35966,,source_backed_pin_candidate,quest:35966,572,"[[543,0.518,0.615]]",ATT/Zones.lua:crit:25579@o:233504;ATT/Zones.lua:object:233504,
treasures,wod,9728,237,25580,27,35967,,source_backed_pin_candidate,quest:35967,572,"[[543,0.472,0.518]]",ATT/Zones.lua:crit:25580@o:236266;ATT/Zones.lua:object:236266,
treasures,wod,9728,238,25581,27,35968,,source_backed_pin_candidate,quest:35968,572,"[[543,0.497,0.789]]",ATT/Zones.lua:crit:25581@o:233507;ATT/Zones.lua:object:233507,
treasures,wod,9728,239,25582,27,35971,,source_backed_pin_candidate,quest:35971,572,"[[543,0.47,0.691]]",ATT/Zones.lua:crit:25582@o:233513;ATT/Zones.lua:object:233513,
treasures,wod,9728,240,25583,27,35975,,source_backed_pin_candidate,quest:35975,572,"[[543,0.459,0.936]]",ATT/Zones.lua:crit:25583@o:233520;ATT/Zones.lua:object:233520,
treasures,wod,9728,241,25584,27,35979,,source_backed_pin_candidate,quest:35979,572,"[[543,0.409,0.673]]",ATT/Zones.lua:crit:25584@o:236282;ATT/Zones.lua:object:236282,
treasures,wod,9728,242,25585,27,35980,,source_backed_pin_candidate,quest:35980,572,"[[543,0.411,0.773]]",ATT/Zones.lua:crit:25585@o:233523;ATT/Zones.lua:object:233523,
treasures,wod,9728,243,25586,27,35981,,source_backed_pin_candidate,quest:35981,572,"[[543,0.453,0.819]]",ATT/Zones.lua:crit:25586@o:233524;ATT/Zones.lua:object:233524,
treasures,wod,9728,244,25587,27,35982,,source_backed_pin_candidate,quest:35982,572,"[[543,0.42,0.815]]",ATT/Zones.lua:crit:25587@o:233525;ATT/Zones.lua:object:233525,
treasures,wod,9728,245,25588,27,35984,,source_backed_pin_candidate,quest:35984,572,"[[543,0.502,0.537]]",ATT/Zones.lua:crit:25588@o:233526;ATT/Zones.lua:object:233526,
treasures,wod,9728,246,25589,27,36001,,source_backed_pin_candidate,quest:36001,572,"[[543,0.429,0.435]]",ATT/Zones.lua:crit:25589@o:233550;ATT/Zones.lua:object:233550,
treasures,wod,9728,247,25590,27,36003,,source_backed_pin_candidate,quest:36003,572,"[[543,0.424,0.548]]",ATT/Zones.lua:crit:25590@o:236350;ATT/Zones.lua:object:236350,
treasures,wod,9728,248,25591,27,36015,,source_backed_pin_candidate,quest:36015,572,"[[543,0.477,0.768]]",ATT/Zones.lua:crit:25591@o:236259;ATT/Zones.lua:object:236259,
treasures,wod,9728,249,25592,27,36019,,source_backed_pin_candidate,quest:36019,572,"[[543,0.394,0.563]]",ATT/Zones.lua:crit:25592@o:236264;ATT/Zones.lua:object:236264,
treasures,wod,9728,253,25593,27,36430,,source_backed_pin_candidate,quest:36430,572,"[[543,0.568,0.573]]",ATT/Zones.lua:crit:25593@o:233501;ATT/Zones.lua:object:233501,
treasures,wod,9728,269,27108,27,36710,,source_backed_pin_candidate,quest:36710,572,"[[543,0.495,0.508]]",ATT/Zones.lua:crit:27108@o:236402;ATT/Zones.lua:object:236402,
treasures,wod,9728,270,27109,27,36713,,source_backed_pin_candidate,quest:36713,572,"[[543,0.514,0.776],[543,0.516,0.722]]",ATT/Zones.lua:crit:27109@o:233505;ATT/Zones.lua:object:233505,
treasures,wod,9728,271,27110,27,36714,,source_backed_pin_candidate,quest:36714,572,"[[543,0.517,0.691]]",ATT/Zones.lua:crit:27110@o:236260;ATT/Zones.lua:object:236260,
treasures,wod,9728,272,27111,27,36715,,source_backed_pin_candidate,quest:36715,572,"[[543,0.632,0.572]]",ATT/Zones.lua:crit:27111@o:235127;ATT/Zones.lua:object:235127,
treasures,wod,9728,273,27112,27,36716,,source_backed_pin_candidate,quest:36716,572,"[[543,0.458,0.894]]",ATT/Zones.lua:crit:27112@o:233559;ATT/Zones.lua:object:233559,
treasures,wod,9728,274,27113,27,36717,,source_backed_pin_candidate,quest:36717,572,"[[543,0.475,0.436]]",ATT/Zones.lua:crit:27113@o:236404;ATT/Zones.lua:object:236404,
treasures,wod,9728,275,27114,27,36718,,source_backed_pin_candidate,quest:36718,572,"[[543,0.472,0.518]]",ATT/Zones.lua:crit:27114@o:236258;ATT/Zones.lua:object:236258,
treasures,wod,9728,276,27115,27,36720,,source_backed_pin_candidate,quest:36720,572,"[[543,0.533,0.469]]",ATT/Zones.lua:crit:27115@o:233139;ATT/Zones.lua:object:233139,
treasures,wod,9728,277,27116,27,36721,,source_backed_pin_candidate,quest:36721,572,"[[543,0.482,0.464]]",ATT/Zones.lua:crit:27116@o:236269;ATT/Zones.lua:object:236269,
treasures,wod,9728,278,27117,27,36722,,source_backed_pin_candidate,quest:36722,572,"[[543,0.457,0.493]]",ATT/Zones.lua:crit:27117@o:236270;ATT/Zones.lua:object:236270,
treasures,wod,9728,279,27118,27,36723,,source_backed_pin_candidate,quest:36723,572,"[[543,0.475,0.437]]",ATT/Zones.lua:crit:27118@o:236265;ATT/Zones.lua:object:236265,
treasures,wod,9728,280,27119,27,36726,,source_backed_pin_candidate,quest:36726,572,"[[543,0.424,0.548]]",ATT/Zones.lua:crit:27119@o:233552;ATT/Zones.lua:object:233552,
treasures,wod,9728,281,27120,27,36727,,source_backed_pin_candidate,quest:36727,572,"[[543,0.422,0.52]]",ATT/Zones.lua:crit:27120@o:236349;ATT/Zones.lua:object:236349,
treasures,wod,9728,282,27121,27,36728,,source_backed_pin_candidate,quest:36728,572,"[[543,0.418,0.59]]",ATT/Zones.lua:crit:27121@o:236276;ATT/Zones.lua:object:236276,
treasures,wod,9728,283,27122,27,36729,,source_backed_pin_candidate,quest:36729,572,"[[543,0.421,0.643]]",ATT/Zones.lua:crit:27122@o:236278;ATT/Zones.lua:object:236278,
treasures,wod,9728,284,27123,27,36730,,source_backed_pin_candidate,quest:36730,572,"[[543,0.481,0.552]]",ATT/Zones.lua:crit:27123@o:236274;ATT/Zones.lua:object:236274,
treasures,wod,9728,285,27124,27,36731,,source_backed_pin_candidate,quest:36731,572,"[[543,0.433,0.517]]",ATT/Zones.lua:crit:27124@o:236275;ATT/Zones.lua:object:236275,
treasures,wod,9728,286,27125,27,36732,,source_backed_pin_candidate,quest:36732,572,"[[543,0.409,0.673]]",ATT/Zones.lua:crit:27125@o:233522;ATT/Zones.lua:object:233522,
treasures,wod,9728,287,27126,27,36733,,source_backed_pin_candidate,quest:36733,572,"[[543,0.455,0.43]]",ATT/Zones.lua:crit:27126@o:236406;ATT/Zones.lua:object:236406,
treasures,wod,9728,288,27127,27,36734,,source_backed_pin_candidate,quest:36734,572,"[[543,0.491,0.484]]",ATT/Zones.lua:crit:27127@o:233455;ATT/Zones.lua:object:233455,
treasures,wod,9728,289,27128,27,36735,,source_backed_pin_candidate,quest:36735,572,"[[543,0.48,0.399]]",ATT/Zones.lua:crit:27128@o:236288;ATT/Zones.lua:object:236288,
treasures,wod,9728,290,27129,27,36736,,source_backed_pin_candidate,quest:36736,572,"[[543,0.46,0.631]]",ATT/Zones.lua:crit:27129@o:236271;ATT/Zones.lua:object:236271,
treasures,wod,9728,291,27130,27,36737,,source_backed_pin_candidate,quest:36737,572,"[[543,0.45,0.699]]",ATT/Zones.lua:crit:27130@o:236400;ATT/Zones.lua:object:236400,
treasures,wod,9728,292,27131,27,36738,,source_backed_pin_candidate,quest:36738,572,"[[543,0.504,0.666]]",ATT/Zones.lua:crit:27131@o:236280;ATT/Zones.lua:object:236280,
treasures,wod,9728,293,27132,27,36739,,source_backed_pin_candidate,quest:36739,572,"[[543,0.582,0.515]]",ATT/Zones.lua:crit:27132@o:236279;ATT/Zones.lua:object:236279,
treasures,wod,9728,294,27133,27,36740,,source_backed_pin_candidate,quest:36740,572,"[[543,0.45,0.699]]",ATT/Zones.lua:crit:27133@o:236348;ATT/Zones.lua:object:236348,
treasures,wod,9728,295,27134,27,36781,,source_backed_pin_candidate,quest:36781,572,"[[543,0.596,0.727]]",ATT/Zones.lua:crit:27134@o:236285;ATT/Zones.lua:object:236285,
treasures,wod,9728,296,27135,27,36782,,source_backed_pin_candidate,quest:36782,572,"[[543,0.542,0.731]]",ATT/Zones.lua:crit:27135@o:236284;ATT/Zones.lua:object:236284,
treasures,wod,9728,297,27136,27,36783,,source_backed_pin_candidate,quest:36783,572,"[[543,0.491,0.824]]",ATT/Zones.lua:crit:27136@o:236257;ATT/Zones.lua:object:236257,
treasures,wod,9728,298,27137,27,36784,,source_backed_pin_candidate,quest:36784,572,"[[543,0.458,0.882]]",ATT/Zones.lua:crit:27137@o:236289;ATT/Zones.lua:object:236289,
treasures,wod,9728,299,27138,27,36787,,source_backed_pin_candidate,quest:36787,572,"[[543,0.422,0.93]]",ATT/Zones.lua:crit:27138@o:236407;ATT/Zones.lua:object:236407,
treasures,wod,9728,300,27139,27,36789,,source_backed_pin_candidate,quest:36789,572,"[[543,0.415,0.865]]",ATT/Zones.lua:crit:27139@o:236351;ATT/Zones.lua:object:236351,
treasures,legion,11256,5,33203,27,37826,,unresolved_in_snapshot,quest:37826,630,[],,
treasures,legion,11256,7,33205,27,37827,,unresolved_in_snapshot,quest:37827,630,[],,
treasures,legion,11256,12,33210,27,37833,,unresolved_in_snapshot,quest:37833,630,[],,
treasures,legion,11256,49,33247,68,256790,,unresolved_in_snapshot,object:256790,630,[],,
treasures,legion,11258,2,33378,27,38392,,unresolved_in_snapshot,quest:38392,641,[],,
treasures,legion,11258,12,33387,27,39110,,unresolved_in_snapshot,quest:39110,641,[],,
treasures,legion,11258,17,33392,27,39100,,unresolved_in_snapshot,quest:39100,641,[],,
treasures,legion,11258,18,33393,27,44135,,source_backed_pin_candidate,quest:44135,641,"[[641,0.738,0.544]]",ATT/Zones.lua:crit:33393@o:254126;ATT/Zones.lua:object:254126,
treasures,legion,11258,22,33397,27,39111,,unresolved_in_snapshot,quest:39111,641,[],,
treasures,legion,11258,24,33399,27,39112,,unresolved_in_snapshot,quest:39112,641,[],,
treasures,legion,11258,25,33400,27,39114,,unresolved_in_snapshot,quest:39114,641,[],,
treasures,legion,11258,26,33401,27,38895,,unresolved_in_snapshot,quest:38895,641,[],,
