"collectible_type","source_id_type","source_id","mapped_id","guide_name","mapping","source_text","source_url","guide_url"
"mount","item","77069","444","Life-Binder’s Handmaiden","item_effect","Life-Binder’s Handmaiden Alexstrasza, the former dragon Aspect of Life, is known to be a kind and patient mentor. Under her tutelage, only the most dedicated pupils acquire the title of “Life-Binder’s Handmaiden.” Drop: Elementium Fragment Dragon Soul --","https://www.wowhead.com/item=77069/life-binders-handmaiden&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","item","63042","393","Phosphorescent Stone Drake","item_effect","Phosphorescent Stone Drake The Stonemother has shown little concern for the rebellious Aeonaxx, even allowing his spawn to be taken from her realm. Drop: Aeonaxx Deepholm --","https://www.wowhead.com/item=63042/reins-of-the-phosphorescent-stone-drake&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","spell","97493","415","Pureblood Fire Hawk","source_spell","Pureblood Fire Hawk Legends state that the Pureblood line may be traced back to the very creation of the Firelands. Drop: Ragnaros Firelands --","https://www.wowhead.com/spell=97493/pureblood-fire-hawk&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","spell","93326","407","Sandstone Drake","source_spell","Sandstone Drake Sandstone Drakes were studied in great detail long ago by the famed alchemist Walley sprysprocket. It has even been said that Walley developed potions to mimic the drakes’ physiology. Profession: Archeology/Alchemy -- --","https://www.wowhead.com/spell=93326/sandstone-drake&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","spell","98718","420","Subdued Seahorse","source_spell","Subdued Seahorse “One has not truly lived until they have felt the tidal current rushing through their hair while atop a majestic seahorse.” said no one. Ever. Drop: Poseidus Vash’jir --","https://www.wowhead.com/spell=98718/subdued-seahorse&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","item","68824","411","Swift Zulian Panther","item_effect","Swift Zulian Panther The jungle trolls have long coveted panther fangs, using them for rituals or as ingredients in mojos. Drop: High Priestess Kilnara -- --","https://www.wowhead.com/item=68824/swift-zulian-panther&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","spell","88749","399","Tan Riding Camel","source_spell","Tan Riding Camel Fennimore Quigley is credited with milking the first camel and breaking the record for “longest unintentional flight.” all in the same afternoon. Vendor: Blacksmith Abasi Uldum Faction: Ramkahen – Exalted 100 Gold","https://www.wowhead.com/spell=88749/tan-riding-camel&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","spell","75207","373","Vashj’ir Seahorse","source_spell","Vashj’ir Seahorse Stubborn until broken, these underwater mounts provide the swiftest means of travel around the depths of Vash’jir.. Quest: The Abyssal Ride Kelp’thar Forest --","https://www.wowhead.com/spell=75207/vashjir-seahorse&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","item","77068","443","Twilight Harbinger","item_effect","Twilight Harbinger Whatever dark magic once compelled the Twilight Harbinger is now broken…or is it? Achievement: Glory of the Dragon Soul Raider -- --","https://www.wowhead.com/item=77068/reins-of-the-twilight-harbinger&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","item","63043","397","Vitreous Stone Drake","item_effect","Vitreous Stone Drake Those would be perfect in a pendant, and that would make a fantastic ring. Let me know if this thing sheds or molts or whatever.- Kalindra Drop: Slabhide The Stonecore --","https://www.wowhead.com/item=63043/reins-of-the-vitreous-stone-drake&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"mount","item","62900","391","Volcanic Stone Drake","item_effect","Volcanic Stone Drake Fire can transform stone in exciting ways, but never let the Stonemother know I said that. – Earthcaller Yevaa Achievement: Glory of the Cataclysm Hero -- --","https://www.wowhead.com/item=62900/reins-of-the-volcanic-stone-drake&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62182","838","Amethyst Shale Hatchling","creature","Amethyst Shale Hatchling “Adult amethyst shale spiders prefer to create their nests against the outer walls of Deepholm.” Pet Battle Deepholm, Desolace --","https://www.wowhead.com/npc=62182/amethyst-shale-hatchling&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","spell","253916","2086","Blazehound","summon_spell","Blazehound “Some say it’s the pup of Riplimb and Rageface, others say, ‘I don’t want to think about that.’” Drop: Shannox Firelands --","https://www.wowhead.com/spell=253916/blazehound&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","42177","259","Blue Mini Jouster","creature","Blue Mini Jouster ""Known to flourish in the rainy season, this insect is drawn to “Unlike its gold counterpart, the blue mini jouster takes a leisurely pace when jabbing its opponent’s eyeballs.” Quest: Egg Wave Mount Hyjal --","https://www.wowhead.com/npc=42177/blue-mini-jouster&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","127858","2082","Bound Stream","creature","Bound Stream “Amongst the rudest of the Twilight’s Hammer’s corrupting activities was binding the elements of small streams and brooks.” Drop: Elementium Monstrosity The Bastion of Twilight --","https://www.wowhead.com/npc=127858/bound-stream&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","spell","253918","2087","Cinderweb Recluse","summon_spell","Cinderweb Recluse ""The glow emanating from these is both calming and eerie at the same time when in total darkness."" Drop: Beth’tilac Firelands --","https://www.wowhead.com/spell=253918/cinderweb-recluse&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","item","64372","277","Clockwork Gnome","item_effect","Clockwork Gnome “Thought to be an original construct of the titans, the Clockwork gnome has some gears smaller than the eye can see.” Profession: Archeology -- --","https://www.wowhead.com/item=64372/clockwork-gnome&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","item","60847","264","Crawling Claw","item_effect","Crawling Claw “This appears to be nothing more than the paw of a small primate. A closer inspection shows that the hand has been dried by centuries of exposure to the sands of Uldum.” Profession: Archeology -- --","https://www.wowhead.com/item=60847/crawling-claw&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62927","559","Crimson Geode","creature","Crimson Geode “Therazane wore these spunky crimson elementals as jewelry before the azure craze swept through Deepholm.” Pet Battle Deepholm --","https://www.wowhead.com/npc=62927/crimson-geode&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62922","554","Crimson Shale Hatchling","creature","Crimson Shale Hatchling “Through experimentation, the mages of Dalaran have discovered that the powered remains of a crimson shale spider will greatly increase the conflagration of their fire spells.” Pet Battle Deepholm --","https://www.wowhead.com/npc=62922/crimson-shale-hatchling&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62925","556","Crystal Beetle","creature","Crystal Beetle “A cousin to the Twilight Beetle, this insect has learned to feed on crystals which resonate with ancient energies.” Pet Battle Deepholm --","https://www.wowhead.com/npc=62925/crystal-beetle&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","43916","262","De-Weaponized Mechanical Companion","creature","De-Weaponized Mechanical Companion “The gold standard for sturdy gnomish design, this mechanical critter is the perfect companion for the lonely engineer on the go.” Profession: Engineering -- --","https://www.wowhead.com/npc=43916/de-weaponized-mechanical-companion&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62924","555","Deepholm Cockroach","creature","Deepholm Cockroach “The cockroaches of Deepholm can burrow into stone itself to make their nests.” Pet Battle Deepholm --","https://www.wowhead.com/npc=62924/deepholm-cockroach&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","127852","2079","Discarded Experiment","creature","Discarded Experiment “Maloriak was nothing if not resourceful, not letting even small scraps of flesh go to waste.” Drop: Maloriak Blackwing Descent --","https://www.wowhead.com/npc=127852/discarded-experiment&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","127863","2085","Drafty","creature","Drafty “If you feel a slight gust that made you shiver, that was probably Drafty.” Drop: Nezir Throne of the Four Winds --","https://www.wowhead.com/npc=127863/drafty&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","spell","93838","293","Elementium Geode","summon_spell","Elementium Geode “Often confused by miners as a rare gem, the geode initially makes its presence known by emitting melodic reverberations.” Drop: Elementium Vein, Rich Elementium Vein (Mining) Deepholm, Twilight Highlands, Uldum --","https://www.wowhead.com/spell=93838/elementium-geode&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62915","837","Emerald Shale Hatchling","creature","Emerald Shale Hatchling “Adventurers have reported rare sightings of a monstrous sized emerald shale spider, which the denizens of Deepholm have come to call the Jadefang.” Pet Battle Deepholm --","https://www.wowhead.com/npc=62915/emerald-shale-hatchling&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","item","67274","267","Enchanted Lantern","item_effect","Enchanted Lantern “Reduces the likelihood of being eaten by monsters when you enter pitch-black places.” Profession: Cataclysm Enchanting -- --","https://www.wowhead.com/item=67274/enchanted-lantern&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","127952","2090","Faceless Mindlasher","creature","Faceless Mindlasher “It has no eyes, but it always seems to be staring at you.” Drop: Cho’gall The Bastion of Twilight --","https://www.wowhead.com/npc=127952/faceless-mindlasher&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","127859","2083","Faceless Minion","creature","Faceless Minion ""Hedgehogs are not all fond of croquet nor flamingos."" Pet Battles Dread Wastes --","https://www.wowhead.com/npc=127859/faceless-minion&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","item","60955","266","Fossilized Hatchling","item_effect","Fossilized Hatchling “You stare at her, and she just stares right back. So clever; sometimes it seems as if she’s figuring out how to open doors.” Profession: Archeology -- --","https://www.wowhead.com/item=60955/fossilized-hatchling&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","item","64403","278","Fox Kit","item_effect","Fox Kit “The fighting in Tol Barad has made it difficult to find these kits, and numerous would-be owners have decimated the fox population there as a result.” Drop: Baradin Fox Tol Barad Peninsula --","https://www.wowhead.com/item=64403/fox-kit&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62916","756","Fungal Moth","creature","Fungal Moth “Prefers to dwell in dark caves and feed on Heartblossom nectar.” Pet Battle Deepholm --","https://www.wowhead.com/npc=62916/fungal-moth&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","42183","260","Gold Mini Jouster","creature","Gold Mini Jouster “This critter is infamous for its ability to unleash a fast and furious eyeball jabbing.” Quest: Egg Wave Mount Hyjal --","https://www.wowhead.com/npc=42183/gold-mini-jouster&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62905","550","Highlands Mouse","creature","Highlands Mouse ""The mice of the highlands, perhaps twisted by the Twilight’s Hammer are aggressive and fight for dominance between each other.” Pet Battle Twilight Highlands --","https://www.wowhead.com/npc=62905/highlands-mouse&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62907","823","Highlands Skunk","creature","Highlands Skunk “This ferocious skunk can spray and attacker from thirty yards away, temporarily blinding them. Handle with caution!” Pet Battle Twilight Highlands --","https://www.wowhead.com/npc=62907/highlands-skunk&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62906","645","Highlands Turkey","creature","Highlands Turkey “Capable of flying, unlike domesticated types.” Pet Battle Twilight Highlands --","https://www.wowhead.com/npc=62906/highlands-turkey&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62894","851","Horned Lizard","creature","Horned Lizard ""Not only is it quick, it’s loud too!” Pet Battle Uldum --","https://www.wowhead.com/npc=62894/horned-lizard&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","53658","317","Hyjal Bear Cub","creature","Hyjal Bear Cub “The cubs of Hyjal suffered much during the Cataclysm. On the bright side, the devastation also led to their newfound love of heights and daredevil stunts.” Vendor: Varlan Highbough Molten Front 1,500 Gold","https://www.wowhead.com/npc=53658/hyjal-bear-cub&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","127951","2089","Infernal Pyreclaw","creature","Infernal Pyreclaw “During his time in the Firelands Fandral would often grow bored and work shaping magic on the local flora and fauna.” Drop: Majordomo Staghelm Firelands --","https://www.wowhead.com/npc=127951/infernal-pyreclaw&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62896","545","Leopard Scorpid","creature","Leopard Scorpid “Loves to rest inside footwear of unsuspecting travelers during the night.” Pet Battle Uldum --","https://www.wowhead.com/npc=62896/leopard-scorpid&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62893","543","Locust","creature","Locust “When the locusts swarm, you can hear nothing but the sound of their wings.” Pet Battle Uldum --","https://www.wowhead.com/npc=62893/locust&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62892","542","Mac Frog","creature","Mac Frog “Flamboyantly colored and more exuberant than most frogs.” Pet Battle Uldum --","https://www.wowhead.com/npc=62892/mac-frog&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","item","67275","292","Magic Lamp","item_effect","Magic Lamp “Higitus figi-hockity pocki-abracadab-prestidig—oh, pinfeathers!” Profession: Enchanting -- --","https://www.wowhead.com/item=67275/magic-lamp&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62895","544","Oasis Moth","creature","Oasis Moth “Prefers to dwell along desert streams, wells or watering holes and feed on Whiptail nectar.” Pet Battle Uldum --","https://www.wowhead.com/npc=62895/oasis-moth&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","item","60869","265","Pebble","item_effect","Pebble “An adventurous little elemental, Pebble escaped hungry gyreworms in the Crumbling Depths, braved the emptiness of the Twisting Nether, and ultimately found himself rescued from a mailbox.” Achievement: Rock Lover Deepholm --","https://www.wowhead.com/item=60869/pebble&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","43800","261","Personal World Destroyer","creature","Personal World Destroyer “Goblin engineering at its finest, Blueprints based on the massive fel reaver in Hellfire Penninsula.” Profession: Engineering -- --","https://www.wowhead.com/npc=43800/personal-world-destroyer&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","48107","271","Rustberg Gull","creature","Rustberg Gull “This bird is a salty veteran of the endless naval battles surrounding Tol Barad—a veteran whose grown plump from picking through the leftovers, that is.” Vendor: Quartermaster Brazie Tol Barad Peninsula Faction: Baradin’s Warden’s-Honored/ Hellscream’s Reach- Honored 50 Tol Barad Commendations","https://www.wowhead.com/npc=48107/rustberg-gull&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","item","64494","279","Tiny Shale Spider","item_effect","Tiny Shale Spider “The elemental shale spider is no true arachnid, but it has durability and ferocity that make it feared even in Deepholm.” Drop: Jadefang Deepholm --","https://www.wowhead.com/item=64494/tiny-shale-spider&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","127850","2078","Tinytron","creature","Tinytron “Carrion feeders often found in large numbers within ancient unearthed tombs; they can survive long periods of time without feeding.” Pet Battle Uldum --","https://www.wowhead.com/npc=127850/tinytron&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"pet","npc","62899","546","Tol’vir Scarab","creature","Tol’vir Scarab “Carrion feeders often found in large numbers within ancient unearthed tombs; they can survive long periods of time without feeding.” Pet Battle Uldum --","https://www.wowhead.com/npc=62899/tolvir-scarab&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"toy","item","122304","365","Fandral’s","item_id","Fandral’s Seed Pouch Harness the essence of Fire granted to the Druids of the Flame. “The seeds inside have been charred black by the blazing heat of the Firelands.” Drop: Majordomo Staghelm Firelands --","https://www.wowhead.com/item=122304/fandrals-seed-pouch&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"toy","item","133511","444","Gurboggle’s Gleaming Bauble","item_id","Gurboggle’s Gleaming Bauble Examine this Fin-omenon of nature retrieved from the depths of Vashj’ir. Vendor: Kiarke Orgrimmar/Stormwind City 1,500 Timewarped Badges","https://www.wowhead.com/item=133511/gurboggles-gleaming-bauble&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"toy","item","71259","222","Leyara’s Locket","item_id","Leyara’s Locket Release the memories contained within the locket. Quest: The Rest is History Moonglade --","https://www.wowhead.com/item=71259/leyaras-locket&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"toy","item","63269","223","Loaded Gnomish Dice","item_id","Loaded Gnomish Dice Rolls a pair of dice. You know you’ll get lucky! Drop: World Drop (Rogue Pickpocket) -- --","https://www.wowhead.com/item=63269/loaded-gnomish-dice&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"toy","item","70161","17","Mushroom Chair","item_id","Mushroom Chair Set up a mushroom chair. Vendor: Ayla Shadowstorm Molten Front 500 Gold","https://www.wowhead.com/item=70161/mushroom-chair&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"toy","item","104329","225","Mylune’s Call","name_override_bad_guide_link","Mylune’s Call Mylune’s Call. Vendor: Varlan Highbough Molten Front 3,500 Gold","https://www.wowhead.com/item=104329/ash-covered-horn&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"toy","item","63141","245","Tol Barad Searchlight","faction_override_bad_guide_link","Tol Barad Searchlight Set down your Tol Barad Searchlight. Vendor: Pogg (Horde Only) Tol Barad Peninsula Faction: Hellscream’s Reach - Honored 250 Gold","https://www.wowhead.com/item=63141/tol-barad-searchlight&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"toy","item","86565","246","Tol Barad Searchlight","faction_override_bad_guide_link","Tol Barad Searchlight Set down your Tol Barad SearchlightOrdos. Vendor: Quartermaster Brazie (Alliance Only) Tol Barad Peninsula Faction: Baradin’s Wardens – Honored 250 Gold","https://www.wowhead.com/item=86565/battle-horn&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"toy","item","133542","445","Tosselwrench’s Mega-Accurate Simulation Viewfinder","item_id","Tosselwrench’s Mega-Accurate Simulation Viewfinder Witness the wrath of Deathwing firsthand. Vendor: Kiatke Ogrimmar/Stormwind City 3,000 Timewalking Badges","https://www.wowhead.com/item=133542/tosselwrenchs-mega-accurate-simulation-viewfinder&brl","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
