"status","release_decision","acquisition_expansion","unavailable","availability_note","current_exists","official_guide_match","mount_id","name","source_spell_id","source_type_enum","flags","source_text","source_patches","original_item_ids","att_nyi"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","130","Ebon Gryphon","32239","2","132","|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25471","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","131","Snowy Gryphon","32240","2","132","|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25472","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","132","Swift Blue Gryphon","32242","2","132","|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25473","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","133","Tawny Wind Rider","32243","2","132","|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25474","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","134","Blue Wind Rider","32244","2","132","|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25475","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","135","Green Wind Rider","32245","0","132","|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","25476","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","136","Swift Red Wind Rider","32246","2","132","|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25477","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","137","Swift Red Gryphon","32289","2","132","|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25527","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","138","Swift Green Gryphon","32290","2","132","|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25528","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","139","Swift Purple Gryphon","32292","2","132","|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25529","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","140","Swift Green Wind Rider","32295","2","132","|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25531","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","141","Swift Yellow Wind Rider","32296","2","132","|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25532","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","142","Swift Purple Wind Rider","32297","2","196","|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","25533","False"
"exclude_unobtainable_or_internal","exclude_unobtainable_or_internal","","False",,"True","False","145","Blue Mechanostrider","33630","2","64","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","0","True"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","146","Swift Pink Hawkstrider","33660","2","0","|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods (Burning Crusade)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","28936","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","147","Brown Elekk","34406","2","0","|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","28481","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","149","Thalassian Charger","34767","1","4","|cFFFFD200Paladin|r","2.0.1","0","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","150","Thalassian Warhorse","34769","1","4","|cFFFFD200Paladin|r","2.0.1","0","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","151","Dark War Talbuk","34790","2","0","|cFFFFD200Vendor: |rAldraan (Alliance)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r100|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h20|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCoreiel (Horde)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r100|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h20|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h","2.0.5","29228","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","152","Red Hawkstrider","34795","2","0","|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods (Burning Crusade)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","28927","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","153","Cobalt War Talbuk","34896","2","0","|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","29102;29227","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","154","White War Talbuk","34897","2","0","|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","29103;29231","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","155","Silver War Talbuk","34898","2","0","|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","29104;29229","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","156","Tan War Talbuk","34899","2","0","|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","29105;29230","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","157","Purple Hawkstrider","35018","2","0","|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods (Burning Crusade)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29222","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","158","Blue Hawkstrider","35020","2","0","|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods (Burning Crusade)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29220","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","159","Black Hawkstrider","35022","2","0","|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods (Burning Crusade)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29221","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","160","Swift Green Hawkstrider","35025","2","0","|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods (Burning Crusade)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29223","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","161","Swift Purple Hawkstrider","35027","2","0","|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods (Burning Crusade)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29224","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","162","Swift Warstrider","35028","2","0","|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h","2.3.0","34129","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","163","Gray Elekk","35710","2","0","|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29744","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","164","Purple Elekk","35711","2","0","|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29743","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","165","Great Green Elekk","35712","2","0","|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29746","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","166","Great Blue Elekk","35713","2","0","|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29745","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","167","Great Purple Elekk","35714","2","0","|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.1","29747","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","168","Fiery Warhorse","36702","0","0","|cFFFFD200Drop: |rAttumen the Huntsman|n|cFFFFD200Location:|r Karazhan","2.0.5","30480","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","True","Gladiator season reward; season ended","True","False","169","Swift Nether Drake","37015","5","192","|cFFFFD200Legacy|r","2.1.2","30609","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","170","Cobalt Riding Talbuk","39315","2","0","|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","31829;31830","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","171","Dark Riding Talbuk","39316","2","0","|cFFFFD200Vendor: |rAldraan (Alliance)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r70|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h15|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCoreiel (Horde)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r70|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h15|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h","2.0.5","28915","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","172","Silver Riding Talbuk","39317","2","0","|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","31831;31832","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","173","Tan Riding Talbuk","39318","2","0","|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","31833;31834","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","174","White Riding Talbuk","39319","2","0","|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.0.5","31835;31836","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","176","Green Riding Nether Ray","39798","2","0","|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.1.0","32314","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","177","Red Riding Nether Ray","39800","2","0","|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.1.0","32317","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","178","Purple Riding Nether Ray","39801","2","0","|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.1.0","32316","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","179","Silver Riding Nether Ray","39802","2","0","|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.1.0","32318","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","180","Blue Riding Nether Ray","39803","2","128","|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.1.0","32319","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","183","Ashes of Al'ar","40192","0","128","|cFFFFD200Drop: |rKael'thas Sunstrider|n|cFFFFD200Location: |rThe Eye, Tempest Keep","2.1.1","32458","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","185","Raven Lord","41252","0","0","|cFFFFD200Drop:|r Anzu|n|cFFFFD200Zone: |rSethekk Halls (Heroic)","2.1.0","32768","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","186","Onyx Netherwing Drake","41513","1","128","|cFFFFD200Quest: |rOnyxien the Onyx Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","2.1.0","32857","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","187","Azure Netherwing Drake","41514","1","128","|cFFFFD200Quest: |rSuraku the Azure Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","2.1.0","32858","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","188","Cobalt Netherwing Drake","41515","1","128","|cFFFFD200Quest: |rJorus the Cobalt Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","2.1.0","32859","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","189","Purple Netherwing Drake","41516","1","128","|cFFFFD200Quest: |rMalfas the Purple Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","2.1.0","32860","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","190","Veridian Netherwing Drake","41517","1","128","|cFFFFD200Quest: |rZoya the Veridian Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","2.1.0","32861","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","191","Violet Netherwing Drake","41518","1","128","|cFFFFD200Quest: |rVoranaku the Violet Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","2.1.0","32862","False"
"exclude_policy_external","exclude_policy_external","","False",,"True","False","196","Spectral Tiger","42776","8","64","|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay","2.1.3","33224","False"
"exclude_policy_external","exclude_policy_external","","False",,"True","False","197","Swift Spectral Tiger","42777","8","64","|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay","2.1.3","33225","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","True","Original Zul'Aman timed-run reward removed","True","False","199","Amani War Bear","43688","0","64","|cFFFFD200Legacy|r","2.3.0","33809","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","True","Original Brewfest Ram reward removed","True","False","201","Brewfest Ram","43899","6","64","|cFFFFD200Legacy|r","2.1.3","33976","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","202","Swift Brewfest Ram","43900","0","0","|cFFFFD200Drop:|r Keg-Shaped Treasure Chest|n|cFFFFD200Holiday:|r Brewfest","2.1.3","33977","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","203","Cenarion War Hippogryph","43927","2","128","|cFFFFD200Vendor: |rFedryen Swiftspear|n|cFFFFD200Zone: |rZangarmarsh, Outland|n|cFFFFD200Faction: |rCenarion Expedition - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","2.3.0","33999","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","204","Turbo-Charged Flying Machine","44151","3","128","|cFFFFD200Profession: |rEngineering","2.3.0","34061","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","205","Flying Machine","44153","3","128","|cFFFFD200Profession: |rEngineering","2.3.0","34060","False"
"exclude_unobtainable_or_internal","exclude_unobtainable_or_internal","","False",,"True","False","206","Merciless Nether Drake","44317","5","192","|cFFFFD200Legacy|r","2.4.3","0","True"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","True","Gladiator season reward; season ended","True","False","207","Merciless Nether Drake","44744","5","192","|cFFFFD200Legacy|r","2.3.0","34092","False"
"exclude_policy_external","exclude_policy_external","","False",,"True","False","211","X-51 Nether-Rocket","46197","8","64","|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay","2.4.0","35225","False"
"exclude_policy_external","exclude_policy_external","","False",,"True","False","212","X-51 Nether-Rocket X-TREME","46199","8","64","|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay","2.4.0","35226","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","True","213","Swift White Hawkstrider","46628","0","0","|cFFFFD200Drop: |rKael'thas Sunstrider|n|cFFFFD200Zone: |rMagisters' Terrace","2.4.0","35513","False"
