"status","release_decision","unavailable","current_exists","species_id","name","creature_id","summon_spell_id","pet_type_enum","flags","source_type_enum","source_text","guide_url"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","317","Hyjal Bear Cub","53658","99663","7","2","2","Hyjal Bear Cub “The cubs of Hyjal suffered much during the Cataclysm. On the bright side, the devastation also led to their newfound love of heights and daredevil stunts.” Vendor: Varlan Highbough Molten Front 1,500 Gold","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","542","Mac Frog","62892","0","8","26","4","Mac Frog “Flamboyantly colored and more exuberant than most frogs.” Pet Battle Uldum --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","543","Locust","62893","0","4","26","4","Locust “When the locusts swarm, you can hear nothing but the sound of their wings.” Pet Battle Uldum --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","544","Oasis Moth","62895","0","2","26","4","Oasis Moth “Prefers to dwell along desert streams, wells or watering holes and feed on Whiptail nectar.” Pet Battle Uldum --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","545","Leopard Scorpid","62896","0","7","24","4","Leopard Scorpid “Loves to rest inside footwear of unsuspecting travelers during the night.” Pet Battle Uldum --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","546","Tol'vir Scarab","62899","0","4","26","4","Tol’vir Scarab “Carrion feeders often found in large numbers within ancient unearthed tombs; they can survive long periods of time without feeding.” Pet Battle Uldum --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","550","Highlands Mouse","62905","0","4","26","4","Highlands Mouse ""The mice of the highlands, perhaps twisted by the Twilight’s Hammer are aggressive and fight for dominance between each other.” Pet Battle Twilight Highlands --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","554","Crimson Shale Hatchling","62922","0","6","26","4","Crimson Shale Hatchling “Through experimentation, the mages of Dalaran have discovered that the powered remains of a crimson shale spider will greatly increase the conflagration of their fire spells.” Pet Battle Deepholm --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","555","Deepholm Cockroach","62924","0","4","26","4","Deepholm Cockroach “The cockroaches of Deepholm can burrow into stone itself to make their nests.” Pet Battle Deepholm --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","556","Crystal Beetle","62925","0","4","26","4","Crystal Beetle “A cousin to the Twilight Beetle, this insect has learned to feed on crystals which resonate with ancient energies.” Pet Battle Deepholm --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","559","Crimson Geode","62927","0","6","26","4","Crimson Geode “Therazane wore these spunky crimson elementals as jewelry before the azure craze swept through Deepholm.” Pet Battle Deepholm --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","645","Highlands Turkey","62906","0","2","26","4","Highlands Turkey “Capable of flying, unlike domesticated types.” Pet Battle Twilight Highlands --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","756","Fungal Moth","62916","0","2","26","4","Fungal Moth “Prefers to dwell in dark caves and feed on Heartblossom nectar.” Pet Battle Deepholm --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","823","Highlands Skunk","62907","0","4","26","4","Highlands Skunk “This ferocious skunk can spray and attacker from thirty yards away, temporarily blinding them. Handle with caution!” Pet Battle Twilight Highlands --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","837","Emerald Shale Hatchling","62915","0","6","26","4","Emerald Shale Hatchling “Adventurers have reported rare sightings of a monstrous sized emerald shale spider, which the denizens of Deepholm have come to call the Jadefang.” Pet Battle Deepholm --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","838","Amethyst Shale Hatchling","62182","0","6","26","4","Amethyst Shale Hatchling “Adult amethyst shale spiders prefer to create their nests against the outer walls of Deepholm.” Pet Battle Deepholm, Desolace --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","851","Horned Lizard","62894","0","7","26","4","Horned Lizard ""Not only is it quick, it’s loud too!” Pet Battle Uldum --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","2078","Tinytron","127850","253788","9","2050","0","Tinytron “Carrion feeders often found in large numbers within ancient unearthed tombs; they can survive long periods of time without feeding.” Pet Battle Uldum --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","2079","Discarded Experiment","127852","253790","1","2","0","Discarded Experiment “Maloriak was nothing if not resourceful, not letting even small scraps of flesh go to waste.” Drop: Maloriak Blackwing Descent --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","2082","Bound Stream","127858","253809","6","2","0","Bound Stream “Amongst the rudest of the Twilight’s Hammer’s corrupting activities was binding the elements of small streams and brooks.” Drop: Elementium Monstrosity The Bastion of Twilight --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","2083","Faceless Minion","127859","253813","5","2","0","Faceless Minion ""Hedgehogs are not all fond of croquet nor flamingos."" Pet Battles Dread Wastes --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","2085","Drafty","127863","253818","6","2","0","Drafty “If you feel a slight gust that made you shiver, that was probably Drafty.” Drop: Nezir Throne of the Four Winds --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","2086","Blazehound","127947","253916","6","2","0","Blazehound “Some say it’s the pup of Riplimb and Rageface, others say, ‘I don’t want to think about that.’” Drop: Shannox Firelands --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","2087","Cinderweb Recluse","127948","253918","6","2","0","Cinderweb Recluse ""The glow emanating from these is both calming and eerie at the same time when in total darkness."" Drop: Beth’tilac Firelands --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","2089","Infernal Pyreclaw","127951","253925","7","2","0","Infernal Pyreclaw “During his time in the Firelands Fandral would often grow bored and work shaping magic on the local flora and fauna.” Drop: Majordomo Staghelm Firelands --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
"blizzard_cataclysm_acquisition_confirmed","include_cataclysm","False","True","2090","Faceless Mindlasher","127952","253926","5","2","0","Faceless Mindlasher “It has no eyes, but it always seems to be staring at you.” Drop: Cho’gall The Bastion of Twilight --","https://news.blizzard.com/en-us/article/23492555/cataclysm-mounts-pets-and-more"
