"status","release_decision","unavailable","availability_note","current_exists","official_guide_match","mount_id","name","source_spell_id","item_ids","item_expansion_ids","source_type_enum","flags","source_text"
"wod_boundary_confirmed","include_wod","False",,"True","True","620","Rocktusk Battleboar","171628","116667","0","2","0","|cFFFFD200Vendor: |rTrader Araanda|n|cFFFFD200Zone: |rLunarfall|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Darakk|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","True","621","Armored Frostboar","171629","116668","0","5","0","|cFFFFD200Achievement:|r Advanced Husbandry|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","622","Armored Razorback","171630","116669","0","0","0","|cFFFFD200Drop:|r Vengeance, Deathtalon, Terrorfist, Doomroller|n|cFFFFD200Zone:|r Tanaan Jungle|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","623","Frostplains Battleboar","171632","116670","0","5","0","|cFFFFD200Achievement:|r Glory of the Draenor Hero"
"wod_boundary_confirmed","include_wod","False",,"True","True","624","Wild Goretusk","171633","116671","0","2","0","|cFFFFD200Vendor: |rZ'tenga the Walker|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rThe Saberstalkers - Honored|n|cFFFFD200Cost: |r1000|TInterface\ICONS\INV_misc_blacksaberonfang.blp:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","True","625","Domesticated Razorback","171634","116672","0","2","0","|cFFFFD200Vendor:|r Gazrix Gearlock / Mimi Wizzlebub|n|cFFFFD200Faction:|r Steamwheedle ""Preservation"" Society - Exalted|n|cFFFFD200Location:|r Stormshield / Warspear|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","626","Giant Coldsnout","171635","116673","0","0","0","|cFFFFD200Drop:|r Invader's Forgotten Treasure"
"wod_boundary_confirmed","include_wod","False",,"True","True","627","Great Greytusk","171636","116674","0","0","0","|cFFFFD200Drop:|r Gorok|n|cFFFFD200Zone:|r Frostfire Ridge|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","628","Trained Rocktusk","171637","116675","0","1","0","|cFFFFD200Quest:|r Garrison Stables"
"wod_boundary_confirmed","include_wod","False",,"True","True","629","Trained Riverwallow","171638","116676","0","1","0","|cFFFFD200Quest:|r Garrison Stables"
"wod_boundary_confirmed","include_wod","False",,"True","True","630","Sapphire Riverbeast","171824","116767","0","0","0","|cFFFFD200Drop:|r Silthide|n|cFFFFD200Zone:|r Talador"
"wod_boundary_confirmed","include_wod","False",,"True","True","631","Mudback Riverbeast","171826","116769","0","1","0","|cFFFFD200Garrison Mission:|r It's a Boat, It's a Plane, It's... Just a Riverbeast.|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","632","Mosshide Riverwallow","171825","116768","0","2","0","|cFFFFD200Vendor:|r Dawn-Seeker Krek / Dawn-Seeker Alkset|n|cFFFFD200Location:|r Stormshield / Warspear|n|cFFFFD200Cost:|r 50,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","True","634","Solar Spirehawk","171828","116771","0","0","0","|cFFFFD200Drop:|r Rukhmar|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","635","Shadowmane Charger","171829","116772","0","2","0","|cFFFFD200Vendor:|r Ravenspeaker Skeega / Shadow-Sage Brakoss|n|cFFFFD200Faction:|r Arakkoa Outcasts - Exalted|n|cFFFFD200Location:|r Stormshield / Warspear|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","636","Swift Breezestrider","171830","116773","0","0","0","|cFFFFD200Drop:|r Pathrunner|n|cFFFFD200Zone:|r Shadowmoon Valley|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","637","Trained Silverpelt","171831","116774","0","1","0","|cFFFFD200Location:|r Garrison Stables"
"wod_boundary_confirmed","include_wod","False",,"True","False","638","Breezestrider Stallion","171832","116775","0","2","0","|cFFFFD200Vendor:|r Dazzerian|n|cFFFFD200Faction:|r Vol'jin's Spear - Exalted|n|cFFFFD200Location:|r Warspear|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","639","Pale Thorngrazer","171833","116776","0","2","0","|cFFFFD200Vendor:|r Crafticus Mindbender|n|cFFFFD200Faction:|r Wrynn's Vanguard - Exalted|n|cFFFFD200Location:|r Stormshield|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","False","640","Vicious War Ram","171834","116777","0","2","4","|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","False","641","Vicious War Raptor","171835","116778","0","2","4","|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","True","642","Garn Steelmaw","171836","116779","0","0","0","|cFFFFD200Drop:|r Invader's Forgotten Treasure"
"wod_boundary_confirmed","include_wod","False",,"True","True","643","Warsong Direfang","171837","116780","0","0","0","|cFFFFD200Drop:|r Vengeance, Deathtalon, Terrorfist, Doomroller|n|cFFFFD200Zone:|r Tanaan Jungle|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","644","Armored Frostwolf","171838","116781","0","5","0","|cFFFFD200Achievement:|r The Stable Master|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","645","Ironside Warwolf","171839","116782","0","2","4","|cFFFFD200Vendor:|r Kil'rip|n|cFFFFD200Faction:|r Laughing Skull - Exalted|n|cFFFFD200Location:|r Horde Garrison Trading Post|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","True","647","Trained Snarler","171841","116784","0","1","0","|cFFFFD200Quest:|r Garrison Stables"
"wod_boundary_confirmed","include_wod","False",,"True","True","648","Swift Frostwolf","171842","116785","0","2","4","|cFFFFD200Vendor:|r Beska Redtusk|n|cFFFFD200Faction:|r Frostwolf Orcs - Exalted|n|cFFFFD200Location:|r Warspear|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","True","649","Smoky Direwolf","171843","116786","0","0","0","|cFFFFD200Drop:|r Invader's Forgotten Treasure"
"wod_boundary_confirmed","include_wod","False",,"True","False","650","Dustmane Direwolf","171844","108883","0","3","0","|cFFFFD200Profession:|r Leatherworking|n"
"wod_boundary_confirmed","include_wod","True","Azeroth Choppers login qualification ended September 30, 2014","True","False","651","Warlord's Deathwheel","171845","116788","0","5","0","|cFFFFD200Achievement:|r Warlord's Deathwheel|n|cFFFFD200Category:|r Feats of Strength"
"wod_boundary_confirmed","include_wod","False",,"True","False","652","Champion's Treadblade","171846","116789","0","2","0","|cFFFFD200Vendor:|r Paulie|n|cFFFFD200Zone:|r Stormwind, Old Town|n|cFFFFD200Cost: |r100000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"wod_boundary_confirmed","include_wod","True","Warlords Challenge Mode reward; Challenge Modes ended in the Legion pre-patch","True","False","654","Challenger's War Yeti","171848","116791","0","5","0","|cFFFFD200Achievement:|r Challenge Warlord: Silver|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","655","Sunhide Gronnling","171849","116792","0","0","0","|cFFFFD200Drop:|r Poundfist|n|cFFFFD200Zone:|r Gorgrond"
"wod_boundary_confirmed","include_wod","False",,"True","True","657","Garn Nighthowl","171851","116794","0","0","0","|cFFFFD200Drop:|r Nok-Karosh|n|cFFFFD200Location:|r Frostfire Ridge"
"wod_boundary_confirmed","include_wod","False",,"True","False","664","Emerald Drake","175700","118676","0","5","128","|cFFFFD200Achievement:|r Drake Collector|n|cFFFFD200Category:|r Mounts"
"wod_boundary_confirmed","include_wod","False",,"True","False","678","Chauffeured Mechano-Hog","179244","122703","0","5","4","|cFFFFD200Achievement:|r Heirloom Hoarder|n"
"wod_boundary_confirmed","include_wod","False",,"True","False","679","Chauffeured Mekgineer's Chopper","179245","120968","0","5","4","|cFFFFD200Achievement:|r Heirloom Hoarder"
"wod_boundary_confirmed","include_wod","False",,"True","True","682","Voidtalon of the Dark Star","179478","121815","0","0","0","|cFFFFD200Drop: |rVoidtalon Egg"
"policy_external_candidate","exclude_policy_external","False",,"True","False","741","Mystic Runesaber","180545","122469","0","9","0","|cFFFFD200In-Game Shop|r"
"wod_boundary_confirmed","include_wod","False",,"True","True","751","Felsteel Annihilator","182912","123890","0","0","0","|cFFFFD200Drop: |rArchimonde|n|cFFFFD200Location:|r Hellfire Citadel|n|cFFFFD200Difficulty:|r Mythic|n"
"wod_boundary_confirmed","include_wod","False",,"True","True","753","Corrupted Dreadwing","183117","123974","0","2","0","|cFFFFD200Vendor: |rDawn-Seeker Krisek|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rOrder of the Awakened - Friendly|n|cFFFFD200Cost:|r 150,000|Tinterface\icons\inv_apexis_draenor.blp:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","False","755","Vicious War Mechanostrider","183889","124089","0","-1","4","|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","False","756","Vicious War Kodo","185052","124540","0","2","4","|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","True","758","Infernal Direwolf","186305","127140","0","5","0","|cFFFFD200Achievement:|r Glory of the Hellfire Raider"
"wod_boundary_confirmed","include_wod","True","Warlords PvP Season 1 Gladiator reward; season ended","True","False","759","Primal Gladiator's Felblood Gronnling","186828","128277","0","5","64","|cFFFFD200Achievement: |rGladiator: Warlords Season 1|n|cFFFFD200Category: |rFeats of Strength"
"wod_boundary_confirmed","include_wod","True","Warlords PvP Season 2 Gladiator reward; season ended","True","False","760","Wild Gladiator's Felblood Gronnling","189043","128281","0","5","64","|cFFFFD200Achievement: |rGladiator: Warlords Season 2|n|cFFFFD200Category: |rFeats of Strength"
"wod_boundary_confirmed","include_wod","True","Warlords PvP Season 3 Gladiator reward; season ended","True","False","761","Warmongering Gladiator's Felblood Gronnling","189044","128282","0","5","64","|cFFFFD200Achievement: |rGladiator: Warlords Season 3|n|cFFFFD200Category: |rFeats of Strength"
"wod_boundary_confirmed","include_wod","False",,"True","True","762","Coalfist Gronnling","189364","128311","0","0","0","|cFFFFD200Garrison Mission:|r Breaker Two"
"wod_boundary_confirmed","include_wod","True","Grove Warden reward; no longer obtainable after the Legion launch","True","False","764","Grove Warden","189999","128422","0","1","0","|cFFFFD200Quest: |rDark Waters|n|cFFFFD200Zone: |rMoonglade"
"wod_boundary_confirmed","include_wod","False",,"True","True","765","Bristling Hellboar","190690","128480;128481","0","2","0","|cFFFFD200Vendor: |rZ'tenga the Walker|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rThe Saberstalkers - Exalted|n|cFFFFD200Cost: |r5000|TInterface\ICONS\INV_misc_blacksaberonfang.blp:0|t"
"wod_boundary_confirmed","include_wod","False",,"True","True","768","Deathtusk Felboar","190977","128526;128527","0","2","0","|cFFFFD200Vendor: |rShadow Hunter Denjai|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rVol'jin's Headhunters - Exalted|n|n|cFFFFD200Vendor: |rVindicator Krethos|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rHand of the Prophet - Exalted"
"wod_boundary_confirmed","include_wod","False",,"True","False","769","Minion of Grumpus","191314","128671","0","6","0","|cFFFFD200World Event:|r Feast of Winter Veil"
"wod_boundary_confirmed","include_wod","False",,"True","True","772","Soaring Skyterror","191633","128706","0","5","128","|cFFFFD200Achievement:|r Draenor Pathfinder"
"wod_boundary_confirmed","include_wod","False",,"True","False","778","Eclipse Dragonhawk","194464","129923","0","6","128","|cFFFFD200World Event:|r Timewalking|n|cFFFFD200Vendor:|r Cupri|n|cFFFFD200Location:|r Shattrath|n"
"wod_boundary_confirmed","include_wod","False",,"True","False","781","Infinite Timereaver","201098","133543","0","6","128","|cFFFFD200World Event:|r Timewalking Dungeons"
