"decision","decision_basis","acquisition_expansion","first_trading_post_patch","first_patch_value","kind","collectible_id","att_source_id","name","item_id","occurrence_count","source_type_enum","source_text"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.0.5","100005","mount","1577","366962","Ash'adar, Harbinger of Dawn","190231","2","11","|cFFFFD200Trading Post / Shop|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.0","100100","mount","1582","367826","Savage Green Battle Turtle","190613","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.0","100200","mount","1586","368126","Armored Golden Pterrordax","190767","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.5","100105","mount","1742","411565","Felcrystal Scorpion","206027","2","11","|cFFFFD200Trading Post|r"
"already_tracked","att_trading_post_entry_already_exists_in_collectionist_runtime","dragonflight","10.1.5","100105","mount","1744","412088","Grotto Netherwing Drake","206156","1","1","|cFFFFD200Quest:|r Dragon Keeping|n|cFFFFD200Zone: |rEmerald Dream"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.0","100100","mount","1784","414986","Royal Swarmer","206976","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.5","100105","mount","1785","417245","Ancestral Clefthoof","207821","2","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.7","100107","mount","1799","419345","Eve's Ghastly Rider","208598","1","2","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.5","110105","mount","1824","424601","Brown-Furred Spiky Bakar","210141","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.0","100200","mount","1841","427435","Crimson Glimmerfur","210919","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.0","100200","mount","1942","428005","Jeweled Copper Scarab","211074","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.5","110205","mount","1945","428062","Jeweled Sapphire Scarab","211085","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.7","120007","mount","1947","428067","Hateforged Blazecycle","211087","1","7","|cFFFFD200Promotion|r |n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.5","100205","mount","1956","431357","Fur-endship Fox","212227","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.5","110205","mount","1957","431359","Soaring Sky Fox","212228","1","9","|cFFFFD200In-Game Shop|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.5","110005","mount","1958","431360","Twilight Sky Prowler","212229","3","-1",""
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.5","100205","mount","2035","432558","Majestic Azure Peafowl","212630","2","11","|cFFFFD200Trading Post|r |n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.7","110007","mount","2036","432562","Brilliant Sunburst Peafowl","212631","2","11","|cFFFFD200Trading Post|r 
"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.6","100206","mount","2039","433281","Savage Blue Battle Turtle","212920","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.7","100207","mount","2152","447413","Pearlescent Goblin Wave Shredder","221814","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.7","100207","mount","2189","448851","Underlight Corrupted Behemoth","223285","2","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.0","110000","mount","2198","449126","Kor'kron Warsaber","223449","3","11","Trading Post"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.0","110000","mount","2201","449140","Sentinel War Wolf","223469","3","11","Trading Post"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.2","110002","mount","2238","457650","Plunderlord's Golden Crocolisk","226040","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.2","110002","mount","2239","457654","Keg Leg's Radiant Crocolisk","226041","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.2","110002","mount","2249","459193","Hand of Reshkigaal","226506","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.7","110007","mount","2329","472487","Silvermoon Sweeper","233023","2","11","|cFFFFD200Trading Post|r "
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.7","110007","mount","2347","473861","Savage Alabaster Battle Turtle","233354","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.0","110100","mount","2482","1217341","Lively Darkmoon Charger","235555","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.0","110100","mount","2483","1217342","Violet Darkmoon Charger","235556","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.0","110100","mount","2488","1217965","Shimmermist Free Runner","235646","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.0","110100","mount","2489","1217994","Pearlescent Butterfly","235650","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.0","110100","mount","2491","1218012","Ruby Butterfly","235657","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.0","110100","mount","2495","1218069","Emerald Snail","235662","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.5","110105","mount","2504","1219705","Spotted Black Riding Goat","236415","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.5","110105","mount","2520","1226511","Spring Harvesthog","238897","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.5","110105","mount","2524","1226740","Coldflame Cormaera","238941","2","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.5","110105","mount","2527","1226855","Molten Cormaera","238967","1","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.7","110107","mount","2575","1235756","Grandmaster's Prophetic Board","243572","1","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.7","110107","mount","2577","1235803","Grandmaster's Royal Board","243591","2","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.7","110107","mount","2579","1235817","Forsaken's Grotesque Charger","243594","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.7","110107","mount","2580","1235819","Wailing Banshee's Charger","243596","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.7","110107","mount","2600","1240003","Unarmored Deathtusk Felboar","245936","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.0","110200","mount","2621","1244261","Legion-Forged Elekk","246921","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.0","110200","mount","2625","1245205","The Headless Horseman's Hallowed Charger","247723","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.0","110200","mount","2627","1245358","High Shaman's Aerie Gryphon","247792","1","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.0","110200","mount","2628","1245359","Cinder-Plumed Highland Gryphon","247793","1","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.0","110200","mount","2630","1245370","Ornery Breezestrider","247795","1","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.5","110205","mount","2645","1248309","Kalu'ak Crest-Horn","248994","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.5","110205","mount","2696","1251680","Highlands Gobbler","250926","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.5","110205","mount","2699","1251690","Prized Turkey","250929","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.7","110207","mount","2823","1266248","Savage Crimson Battle Turtle","260409","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.0","120000","mount","2825","1266579","Cloudborn Razorwing","260580","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.1","120001","mount","2833","1266993","Arboreal Pseudoshell","260893","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.1","120001","mount","2845","1269273","Vicious Snapvine","262705","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.1","120001","mount","2852","1270522","Comfy Bel'ameth Flying Quilt","263451","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.1","120001","mount","2853","1270523","Comfy Silvermoon Flying Quilt","263452","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.5","120005","mount","2928","1282275","Pyrewood Rebel's Rouncey","268363","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.5","120005","mount","2929","1282276","Gilneas Loyalist's Rouncey","268364","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.5","120005","mount","2940","1283908","Dusk-Painted Sun Roc","268877","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.5","120005","mount","2941","1283910","Flame-Painted Sun Roc","268876","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.7","120007","mount","2973","1292102","Blackwater X-TREME Firework Rocket","273317","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.7","120007","mount","2975","1292344","Bilgewater X-TREME Firework Rocket","273651","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.7","120007","mount","2994","1294767","Badlands Buzzard","274681","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.5","110105","pet","168","168","Rocket Chicken","34492","1","8","|cFFFFD200Trading Card Game:|r March of the Legion"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.5","100105","pet","179","179","Spirit of Competition","207962","1","11","|cFFFFD200Promotion:|r Battleground Event|n|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.5","100105","pet","242","242","Spectral Tiger Cub","49343","2","8","|cFFFFD200Trading Card Game:|r Scourgewar"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.0.5","100005","pet","248","248","Pandaren Monk","49665","1","9","|cFFFFD200In-Game Shop|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.7","100107","pet","249","249","Lil' K.T.","49693","1","9","|cFFFFD200In-Game Shop|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.5","120005","pet","665","665","Sand Scarab","72153","1","8","|cFFFFD200Trading Card Game: |rTomb of the Forgotten|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.0","100100","pet","3243","3243","Pippin","190175","1","2","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.0","100200","pet","3244","3244","Drazka'zet the Wrathful","190176","2","2","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.0.5","100005","pet","3250","3250","Egbob","190603","2","2","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.0","100100","pet","3251","3251","Buzzworth","190604","3","2","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.0.5","100005","pet","3252","3252","Garrlok","190607","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.0","100200","pet","3255","3255","Buttercup","190925","2","2","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.0","100200","pet","3297","3297","Time-Lost Salamanther","193429","3","7","|cFFFFD200Trading Post|r "
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.2","110002","pet","3542","3542","Soot-Stained Shalewing","205148","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.7","100207","pet","3582","3582","Blub","206174","3","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.7","100107","pet","4253","4253","Slyvy","208045","2","7","|cFFFFD200Trading Post|r |n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.6","100206","pet","4286","4286","Aura","210409","2","7","|cFFFFD200Trading Post|r |n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.0","100200","pet","4311","4311","Mitzy","210870","2","7","|cFFFFD200Trading Post|r "
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.5","100205","pet","4402","4402","Teele","211432","2","7","|cFFFFD200Trading Post|r "
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.5","100205","pet","4407","4407","Nelle","212700","2","7","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.5","100205","pet","4408","4408","Buggsy","212722","2","7","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.6","100206","pet","4436","4436","Pokee","217043","2","7","|cFFFFD200Trading Post|r |n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.7","100207","pet","4548","4548","Marrlok","223145","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.7","100207","pet","4565","4565","Trishi","223339","2","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.0","110000","pet","4566","4566","Worgli the Apprehensive","223474","3","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.5","120005","pet","4595","4595","Lil' Flameo","224576","1","7","|cFFFFD200Promotion:|r Steelseries x World of Warcraft|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.2","110002","pet","4602","4602","Claudius","226104","3","11","|cFFFFD200Trading Post|r |n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.5","120005","pet","4615","4615","Parrlok","228758","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.7","120007","pet","4617","4617","Thrillbot 9000","228790","1","7","|cFFFFD200Promotion|r |n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","midnight","12.0.7","120007","pet","4618","4618","Chillbot 9000","228793","1","7","|cFFFFD200Promotion|r |n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.5","110005","pet","4669","4669","Bluedoo","229993","2","7","|cFFFFD200Trading Post|r |n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.7","110007","pet","4718","4718","Wind-Up Wuffi","233361","2","2","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.7","110007","pet","4719","4719","Wind-Up Woofer","233366","1","2","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.7","110007","pet","4728","4728","Teatuft Tamer","234396","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.7","110007","pet","4729","4729","Fullbelly Rollingpaw","234397","2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.5","110105","pet","4757","4757","Frumpy Softpaw","236409","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.1.5","110105","pet","4793","4793","Weechi","238942","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.0","110200","pet","4853","4853","Rustyroot Fel Snooter","246337","1","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.2.5","110205","pet","4900","4900","Bundled-Up Bob","252200","1","11","|cFFFFD200Trading Post|r"
"already_tracked","att_trading_post_entry_already_exists_in_collectionist_runtime","midnight","12.0.1","120001","pet","4963","4963","Grumpy Mandrake","262762","1","11","|cFFFFD200Trading Post|r"
"already_tracked","att_trading_post_entry_already_exists_in_collectionist_runtime","dragonflight","10.1.7","100107","toy","32542","32542","Imp in a Ball",,"2","2","|cFFFFD200Black Market Auction House|r"
"already_tracked","att_trading_post_entry_already_exists_in_collectionist_runtime","dragonflight","10.2.0","100200","toy","45063","45063","Foam Sword Rack",,"2","2","|cFFFFD200Black Market Auction House|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","tww","11.0.7","110007","toy","112324","112324","Nightmarish Hitching Post",,"1","7","|cFFFFD200Blizzard Store|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.1.5","100105","toy","206268","206268","Ethereal Transmogrifier",,"3","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.5","100205","toy","206347","206347","Mannequin Charm",,"2","11","|cFFFFD200Trading Post|r"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.6","100206","toy","212500","212500","Delicate Silk Parasol",,"4","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.5","100205","toy","212523","212523","Delicate Jade Parasol",,"3","11","|cFFFFD200Trading Post|r|n"
"confirmed_policy_gap","att_trading_post_acquisition_confirmed_but_current_policy_excludes_rotating_source","dragonflight","10.2.7","100207","toy","212524","212524","Delicate Crimson Parasol",,"2","11","|cFFFFD200Trading Post|r|n"
