"decision","decision_basis","category_expansion_hint","placement_status","recipe_spell_id","name","profession","profession_id","trade_category_id","trade_category_path","acquire_method","skill_line_ability_id","att_source_files"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25323","Wicked Moonstone Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13212","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25339","Amulet of the Moon","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13209","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25490","Solid Bronze Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13291","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25493","Braided Copper Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","1","13290","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25498","Barbaric Iron Collar","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13292","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25610","Pendant of the Agate Shield","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13323","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25612","Heavy Iron Knuckles","Jewelcrafting","755","165","Classic Designs - Header > Jewelcrafting Designs > Fist Weapons","0","13325","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25613","Golden Dragon Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13326","Zones.lua"
"exclude_att_never_implemented_only","audit_filter","tbc","not_applicable","25614","Silver Rose Pendant","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13327","NeverImplemented.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25615","Mithril Filigree","Jewelcrafting","755","168","Classic Designs - Header > Jewelcrafting Designs > Materials","0","13328","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25617","Blazing Citrine Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13330","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25618","Jade Pendant of Blasting","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13331","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25619","The Jade Eye","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13332","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25620","Engraved Truesilver Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13333","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25621","Citrine Ring of Rapid Healing","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13334","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","25622","Citrine Pendant of Golden Healing","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13335","WorldDrops.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","classic","not_applicable","26790","Tailoring","Tailoring","197","84","Classic Patterns - Header > Tailoring Patterns > Other","0","13541","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26872","Figurine - Jade Owl","Jewelcrafting","755","180","Classic Designs - Header > Jewelcrafting Designs > Trinkets","0","13503","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26873","Figurine - Golden Hare","Jewelcrafting","755","180","Classic Designs - Header > Jewelcrafting Designs > Trinkets","0","13504","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26874","Aquamarine Signet","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13505","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26875","Figurine - Black Pearl Panther","Jewelcrafting","755","180","Classic Designs - Header > Jewelcrafting Designs > Trinkets","0","13506","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26876","Aquamarine Pendant of the Warrior","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13507","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26878","Ruby Crown of Restoration","Jewelcrafting","755","167","Classic Designs - Header > Jewelcrafting Designs > Crowns & Accessories","0","13509","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26880","Thorium Setting","Jewelcrafting","755","168","Classic Designs - Header > Jewelcrafting Designs > Materials","0","13510","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26881","Figurine - Truesilver Crab","Jewelcrafting","755","180","Classic Designs - Header > Jewelcrafting Designs > Trinkets","0","13511","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26882","Figurine - Truesilver Boar","Jewelcrafting","755","180","Classic Designs - Header > Jewelcrafting Designs > Trinkets","0","13512","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26883","Ruby Pendant of Fire","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13513","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26885","Truesilver Healing Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13514","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26887","The Aquamarine Ward","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13515","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26896","Gem Studded Band","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13516","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26897","Opal Necklace of Impact","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13519","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26900","Figurine - Ruby Serpent","Jewelcrafting","755","180","Classic Designs - Header > Jewelcrafting Designs > Trinkets","0","13520","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26902","Simple Opal Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13521","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26903","Sapphire Signet","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13522","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26906","Emerald Crown of Destruction","Jewelcrafting","755","167","Classic Designs - Header > Jewelcrafting Designs > Crowns & Accessories","0","13525","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26907","Onslaught Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13526","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26908","Sapphire Pendant of Winter Night","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13527","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26909","Figurine - Emerald Owl","Jewelcrafting","755","180","Classic Designs - Header > Jewelcrafting Designs > Trinkets","0","13528","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26910","Ring of Bitter Shadows","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13529","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26911","Living Emerald Pendant","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13530","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26912","Figurine - Black Diamond Crab","Jewelcrafting","755","180","Classic Designs - Header > Jewelcrafting Designs > Trinkets","0","13531","Instances.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26914","Figurine - Dark Iron Scorpid","Jewelcrafting","755","180","Classic Designs - Header > Jewelcrafting Designs > Trinkets","0","13532","Instances.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26915","Necklace of the Diamond Tower","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13533","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26925","Woven Copper Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","1","13537","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26926","Heavy Copper Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","13538","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26927","Thick Bronze Necklace","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13539","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","26928","Ornate Tigerseye Necklace","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","13540","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","28267","Crunchy Spider Surprise","Cooking","185","1023","Classic Cooking - Header > Old World Recipes > Everyday Cooking","0","13924","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","32178","Malachite Pendant","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","14791","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","32179","Tigerseye Band","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","14792","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","32259","Rough Stone Statue","Jewelcrafting","755","178","Classic Designs - Header > Jewelcrafting Designs > Statues","1","14814","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","32801","Coarse Stone Statue","Jewelcrafting","755","178","Classic Designs - Header > Jewelcrafting Designs > Statues","0","14917","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","32807","Heavy Stone Statue","Jewelcrafting","755","178","Classic Designs - Header > Jewelcrafting Designs > Statues","0","14919","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","32808","Solid Stone Statue","Jewelcrafting","755","178","Classic Designs - Header > Jewelcrafting Designs > Statues","0","14920","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","32809","Dense Stone Statue","Jewelcrafting","755","178","Classic Designs - Header > Jewelcrafting Designs > Statues","0","14921","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","33276","Lynx Steak","Cooking","185","1023","Classic Cooking - Header > Old World Recipes > Everyday Cooking","0","15000","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","33277","Roasted Moongraze Tenderloin","Cooking","185","1023","Classic Cooking - Header > Old World Recipes > Everyday Cooking","0","15001","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","33278","Bat Bites","Cooking","185","1023","Classic Cooking - Header > Old World Recipes > Everyday Cooking","0","15002","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","34955","Golden Ring of Power","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","15345","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","34959","Truesilver Commander's Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","15346","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","34960","Glowing Thorium Band","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","15343","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","34961","Emerald Lion Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","15344","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","36074","Blackstorm Leggings","Leatherworking","165","257","Classic Patterns - Header > Leatherworking Patterns > Pants","0","15612","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","36075","Wildfeather Leggings","Leatherworking","165","257","Classic Patterns - Header > Leatherworking Patterns > Pants","0","15614","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","36076","Dragonstrike Leggings","Leatherworking","165","257","Classic Patterns - Header > Leatherworking Patterns > Pants","0","15613","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","36125","Light Earthforged Blade","Blacksmithing","164","227","Classic Plans - Header > Blacksmithing Plans > Weapons","0","15619","Instances.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","36523","Brilliant Necklace","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","15683","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","36524","Heavy Jade Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","15684","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","36525","Red Ring of Destruction","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","15685","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","36526","Diamond Focus Ring","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","15686","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","37818","Bronze Band of Force","Jewelcrafting","755","176","Classic Designs - Header > Jewelcrafting Designs > Rings","0","15706","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","37836","Spice Bread","Cooking","185","1023","Classic Cooking - Header > Old World Recipes > Everyday Cooking","0","15707","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","38175","Bronze Torc","Jewelcrafting","755","171","Classic Designs - Header > Jewelcrafting Designs > Necklaces","0","15715","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","39895","Fused Wiring","Engineering","202","183","Classic Engineering - Header > Engineering > Parts","0","15808","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","43549","Heavy Copper Longsword","Blacksmithing","164","227","Classic Plans - Header > Blacksmithing Plans > Weapons","0","16001","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","43779","Delicious Chocolate Cake","Cooking","185","1023","Classic Cooking - Header > Old World Recipes > Everyday Cooking","0","16007","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","44950","Green Winter Clothes","Tailoring","197","236","Classic Patterns - Header > Tailoring Patterns > Robes & Tunics","0","16155","Holidays.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","44953","Winter Boots","Leatherworking","165","258","Classic Patterns - Header > Leatherworking Patterns > Boots","0","16156","Holidays.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","44958","Red Winter Clothes","Tailoring","197","236","Classic Patterns - Header > Tailoring Patterns > Robes & Tunics","0","16154","Holidays.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","45022","Hot Apple Cider","Cooking","185","58","Classic Cooking - Header > Old World Recipes > Holiday Cooking","0","16157","Holidays.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","45382","Scroll of Stamina","Inscription","773","107","Classic Inscription - Header > Classic Inscription > Scrolls","1","16195","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","45695","Captain Rumsey's Lager","Cooking","185","70","Classic Cooking - Header > Old World Recipes > Unusual Delights","0","16228","ExpansionFeatures.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","46684","Charred Bear Kabobs","Cooking","185","1023","Classic Cooking - Header > Old World Recipes > Everyday Cooking","0","16292","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","46688","Juicy Bear Burger","Cooking","185","1023","Classic Cooking - Header > Old World Recipes > Everyday Cooking","0","16293","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","48114","Scroll of Intellect","Inscription","773","107","Classic Inscription - Header > Classic Inscription > Scrolls","1","16542","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","48116","Scroll of Versatility","Inscription","773","107","Classic Inscription - Header > Classic Inscription > Scrolls","1","16543","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","48247","Mysterious Tarot","Inscription","773","106","Classic Inscription - Header > Classic Inscription > Card","0","16602","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","48248","Scroll of Recall","Inscription","773","107","Classic Inscription - Header > Classic Inscription > Scrolls","0","17957","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","49677","Dress Shoes","Tailoring","197","241","Classic Patterns - Header > Tailoring Patterns > Boots","0","17153","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","50598","Scroll of Intellect II","Inscription","773","107","Classic Inscription - Header > Classic Inscription > Scrolls","0","17493","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","50599","Scroll of Intellect III","Inscription","773","107","Classic Inscription - Header > Classic Inscription > Scrolls","0","17494","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","50600","Scroll of Intellect IV","Inscription","773","107","Classic Inscription - Header > Classic Inscription > Scrolls","0","17495","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","50601","Scroll of Intellect V","Inscription","773","107","Classic Inscription - Header > Classic Inscription > Scrolls","0","17496","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","50602","Scroll of Intellect VI","Inscription","773","802","Outland Inscription - Header > Outland Inscription > Scrolls & Research","0","17497","Professions.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","50605","Scroll of Versatility II","Inscription","773","107","Classic Inscription - Header > Classic Inscription > Scrolls","0","17500","Professions.lua;Zones.lua"
