module,natural_id,name,map_id,x,y,label,publishers,spawns,confidence
pets,416,Scorpling,17,0.598,0.604,Scorpling,1,1,medium
pets,422,Moccasin,51,0.38,0.446,Moccasin,1,1,medium
pets,423,Lava Crab,32,0.5,0.526,Lava Crab,1,1,medium
pets,427,Ash Spiderling,32,0.324,0.452,Ash Spiderling,1,1,medium
pets,428,Molten Hatchling,32,0.494,0.514,Molten Hatchling,1,1,medium
pets,429,Lava Beetle,36,0.548,0.316,Lava Beetle,1,1,medium
pets,437,Little Black Ram,48,0.244,0.5,Little Black Ram,1,1,medium
pets,438,King Snake,15,0.41,0.278,King Snake,1,1,medium
pets,439,Restless Shadeling,42,0.46,0.714,Restless Shadeling,1,1,medium
pets,442,Irradiated Roach,27,0.272,0.36,Irradiated Roach,1,1,medium
pets,443,Grasslands Cottontail,14,0.376,0.45,Grasslands Cottontail,1,1,high
pets,445,Tiny Twister,14,0.46,0.494,Tiny Twister,1,1,high
pets,446,Jade Oozeling,26,0.572,0.44,Jade Oozeling,1,1,medium
pets,447,Fawn,37,0.37,0.56,Fawn,1,1,medium
pets,449,Brown Marmot,26,0.338,0.672,Brown Marmot,1,1,medium
pets,453,Infested Bear Cub,25,0.344,0.674,Infested Bear Cub,1,1,medium
pets,454,Undercity Rat,90,0.566,0.286,Undercity Rat,1,1,medium
pets,455,Blighted Squirrel,21,0.52,0.448,Blighted Squirrel,1,1,medium
pets,457,Festering Maggot,23,0.588,0.45,Festering Maggot,1,1,medium
pets,458,Lost of Lordaeron,18,0.592,0.478,Lost of Lordaeron,1,1,medium
pets,460,Ruby Sapling,94,0.458,0.516,Ruby Sapling,1,1,medium
pets,461,Larva,95,0.44,0.386,Larva,1,1,medium
pets,463,Spirit Crab,95,0.146,0.464,Spirit Crab,1,1,medium
pets,465,Ravager Hatchling,106,0.494,0.556,Ravager Hatchling,1,1,medium
pets,468,Creepy Crawly,1,0.482,0.268,Creepy Crawly,1,1,medium
pets,473,Turquoise Turtle,76,0.422,0.494,Turquoise Turtle,1,1,medium
pets,475,Giraffe Calf,199,0.456,0.422,Giraffe Calf,1,1,medium
pets,477,Gazelle Fawn,7,0.454,0.444,Gazelle Fawn,1,1,medium
pets,483,Horny Toad,66,0.508,0.636,Horny Toad,1,1,medium
pets,485,Stone Armadillo,66,0.678,0.734,Stone Armadillo,1,1,medium
pets,488,Coral Snake,65,0.622,0.528,Coral Snake,1,1,medium
pets,489,Spawn of Onyxia,70,0.52,0.744,Spawn of Onyxia,1,1,medium
pets,491,Sand Kitten,71,0.5,0.264,Sand Kitten,1,1,medium
pets,492,Stinkbug,71,0.484,0.516,Stinkbug,1,1,medium
pets,493,Shimmershell Snail,62,0.384,0.766,Shimmershell Snail,1,1,high
pets,494,Silithid Hatchling,71,0.35,0.444,Silithid Hatchling,1,1,medium
pets,495,Frog,63,0.692,0.628,Frog,1,1,medium
pets,496,Rusty Snail,63,0.122,0.142,Rusty Snail,1,1,medium
pets,498,Tainted Moth,77,0.436,0.666,Tainted Moth,1,1,medium
pets,499,Tainted Rat,77,0.398,0.376,Tainted Rat,1,1,medium
pets,500,Minfernal,77,0.434,0.38,Minfernal,1,1,medium
pets,502,Spotted Bell Frog,78,0.686,0.47,Spotted Bell Frog,1,1,medium
pets,504,Diemetradon Hatchling,78,0.366,0.63,Diemetradon Hatchling,1,1,medium
pets,505,Twilight Iguana,64,0.558,0.616,Twilight Iguana,1,1,medium
pets,506,Venomspitter Hatchling,65,0.566,0.746,Venomspitter Hatchling,1,1,medium
pets,508,Darkshore Cub,62,0.41,0.778,Darkshore Cub,1,1,high
pets,509,Tiny Bog Beast,56,0.54,0.252,Tiny Bog Beast,1,1,medium
pets,513,Qiraji Guardling,81,0.352,0.77,Qiraji Guardling,1,1,medium
pets,515,Sporeling Sprout,102,0.192,0.504,Sporeling Sprout,1,1,high
pets,517,Warpstalker Hatchling,108,0.418,0.246,Warpstalker Hatchling,1,1,high
pets,518,Clefthoof Runt,107,0.654,0.476,Clefthoof Runt,1,1,high
pets,519,Fel Flame,104,0.466,0.458,Fel Flame,1,1,high
pets,521,Fledgling Nether Ray,109,0.484,0.782,Fledgling Nether Ray,1,1,high
pets,523,Devouring Maggot,117,0.57,0.564,Devouring Maggot,1,1,high
pets,525,Turkey,117,0.438,0.438,Turkey,1,1,medium
pets,528,Scalded Basilisk Hatchling,105,0.72,0.18,Scalded Basilisk Hatchling,1,1,high
pets,529,Fjord Worg Pup,117,0.306,0.57,Fjord Worg Pup,1,1,high
pets,530,Oily Slimeling,114,0.596,0.394,Oily Slimeling,1,1,medium
pets,532,Stunted Shardhorn,119,0.286,0.514,Stunted Shardhorn,1,1,medium
pets,534,Imperial Eagle Chick,116,0.568,0.356,Imperial Eagle Chick,1,1,high
pets,535,Water Waveling,121,0.418,0.822,Water Waveling,1,1,medium
pets,537,Dragonbone Hatchling,115,0.574,0.584,Dragonbone Hatchling,1,1,high
pets,538,Scourged Whelpling,118,0.728,0.434,Scourged Whelpling,1,1,medium
pets,540,Carrion Rat,198,0.782,0.49,Carrion Rat,1,1,high
pets,541,Fire-Proof Roach,198,0.54,0.528,Fire-Proof Roach,1,1,high
pets,542,Mac Frog,249,0.608,0.8,Mac Frog,1,1,medium
pets,543,Locust,249,0.58,0.33,Locust,1,1,medium
pets,544,Oasis Moth,249,0.468,0.336,Oasis Moth,1,1,medium
pets,545,Leopard Scorpid,249,0.514,0.222,Leopard Scorpid,1,1,medium
pets,546,Tol'vir Scarab,249,0.456,0.174,Tol'vir Scarab,1,1,medium
pets,547,Nordrassil Wisp,198,0.634,0.276,Nordrassil Wisp,1,1,high
pets,548,Wildhammer Gryphon Hatchling,241,0.558,0.14,Wildhammer Gryphon Hatchling,1,1,high
pets,549,Yellow-Bellied Marmot,241,0.534,0.716,Yellow-Bellied Marmot,1,1,high
pets,550,Highlands Mouse,241,0.206,0.146,Highlands Mouse,1,1,medium
pets,552,Twilight Fiendling,241,0.578,0.526,Twilight Fiendling,1,1,high
pets,557,Nether Faerie Dragon,69,0.61,0.316,Nether Faerie Dragon,1,1,medium
pets,558,Arctic Fox Kit,120,0.41,0.812,Arctic Fox Kit,1,1,medium
pets,560,Sea Gull,71,0.548,0.398,Sea Gull,1,1,medium
pets,634,Crystal Spider,83,0.506,0.546,Crystal Spider,1,1,medium
pets,637,Skittering Cavern Crawler,105,0.51,0.822,Skittering Cavern Crawler,1,1,high
pets,638,Nether Roach,109,0.35,0.648,Nether Roach,1,1,high
pets,639,Borean Marmot,114,0.506,0.218,Borean Marmot,1,1,high
pets,640,Snowshoe Hare,25,0.512,0.224,Snowshoe Hare,1,1,medium
pets,644,Fjord Rat,117,0.688,0.258,Fjord Rat,1,1,high
pets,645,Highlands Turkey,241,0.302,0.284,Highlands Turkey,1,1,medium
pets,649,Biletoad,119,0.46,0.532,Biletoad,1,1,high
pets,755,Death's Head Cockroach,198,0.306,0.39,Death's Head Cockroach,1,1,high
pets,823,Highlands Skunk,241,0.696,0.686,Highlands Skunk,1,1,medium
pets,834,Grinder,422,0.718,0.376,Grinder,1,1,medium
pets,836,Aqua Strider,422,0.642,0.5848,Aqua Strider,1,1,medium
pets,851,Horned Lizard,249,0.702,0.58,Horned Lizard,1,1,medium
pets,1073,Terky,114,0.5462,0.8937,Terky,1,1,medium
pets,1162,Fluxfire Feline,469,0.456,0.528,Fluxfire Feline,1,1,medium
pets,1178,Sunreaver Micro-Sentry,504,0.4909,0.8962,Sunreaver Micro-Sentry,1,1,medium
pets,1201,Spawn of G'nathus,388,0.204,0.074,Spawn of G'nathus,1,1,medium
pets,1323,Ashleaf Spriteling,554,0.6725,0.4421,Ashleaf Spriteling,1,1,medium
pets,1328,Ruby Droplet,554,0.64,0.27,Ruby Droplet,1,1,medium
pets,1329,Dandelion Frolicker,554,0.4617,0.7088,Dandelion Frolicker,1,1,medium
pets,1330,Death Adder Hatchling,554,0.2876,0.4361,Death Adder Hatchling,1,1,medium
pets,1336,Skunky Alemental,554,0.3779,0.7773,Skunky Alemental,1,1,medium
pets,1337,Spineclaw Crab,554,0.1803,0.6202,Spineclaw Crab,1,1,medium
pets,1338,Gulp Froglet,554,0.6209,0.7715,Gulp Froglet,1,1,medium
pets,1343,Bonkers,554,0.5916,0.404,Bonkers,1,1,medium
pets,1345,Gu'chi Swarmling,554,0.4238,0.7523,Gu'chi Swarmling,1,1,medium
pets,1348,Jadefire Spirit,555,0.4811,0.6069,Jadefire Spirit,1,1,medium
pets,1471,Fruit Hunter,525,0.6438,0.6583,Fruit Hunter,1,1,high
pets,1515,Stonegrinder,535,0.54,0.276,Stonegrinder,1,1,medium
pets,1524,"Netherspawn, Spawn of Netherspawn",550,0.4758,0.7036,"Netherspawn, Spawn of Netherspawn",1,1,high
pets,1537,Crimson Spore,543,0.571,0.653,Crimson Spore,1,1,high
pets,1538,Umbrafen Spore,539,0.5582,0.1998,Umbrafen Spore,1,1,high
pets,1540,Brilliant Spore,542,0.3832,0.2797,Brilliant Spore,1,1,high
pets,1541,Hydraling,542,0.2944,0.4162,Hydraling,1,1,high
pets,1564,Doom Bloom,543,0.506,0.532,Doom Bloom,1,1,medium
pets,1576,Eye of Observation,535,0.314,0.476,Eye of Observation,1,1,high
pets,1601,Servant of Demidos,539,0.4602,0.7164,Servant of Demidos,1,1,high
pets,1660,Fel Pup,534,0.309,0.68,Fel Pup,1,1,high
pets,1690,Shard of Cyrukh,534,0.633,0.281,Shard of Cyrukh,1,1,high
pets,1716,Fledgling Warden Owl,630,0.482,0.738,Fledgling Warden Owl,1,1,high
pets,1764,Energized Manafiend,550,0.2597,0.3472,Energized Manafiend,1,1,high
pets,1765,Empyreal Manafiend,550,0.2378,0.3861,Empyreal Manafiend,1,1,high
pets,1766,Empowered Manafiend,550,0.2816,0.2964,Empowered Manafiend,1,1,high
pets,1890,Corgi Pup,75,0.507,0.411,Corgi Pup,1,1,medium
pets,2198,Taptaf,896,0.6492,0.8327,Taptaf,1,1,high
pets,2372,Shadowback Crawler,942,0.704,0.318,Shadowback Crawler,1,1,high
pets,2373,River Frog,942,0.634,0.332,River Frog,1,1,high
pets,2374,Freshwater Crawler,942,0.654,0.674,Freshwater Crawler,1,1,high
pets,2375,Vale Marmot,942,0.494,0.36,Vale Marmot,1,1,high
pets,2376,Valley Chicken,942,0.456,0.646,Valley Chicken,1,1,high
pets,2379,Honey Bee,942,0.734,0.678,Honey Bee,1,1,high
pets,2380,Parasitic Boarfly,895,0.566,0.156,Parasitic Boarfly,1,1,high
pets,2383,Giant Woodworm,895,0.776,0.858,Giant Woodworm,1,1,high
pets,2384,Shore Butterfly,862,0.598,0.792,Shore Butterfly,1,1,high
pets,2386,Coastal Scuttler,896,0.274,0.722,Coastal Scuttler,1,1,high
pets,2387,Golden Beetle,862,0.404,0.35,Golden Beetle,1,1,high
pets,2388,Bloodfever Tarantula,863,0.352,0.612,Bloodfever Tarantula,1,1,high
pets,2389,Elusive Skimmer,863,0.426,0.806,Elusive Skimmer,1,1,high
pets,2390,Leafy Flutterwing,862,0.706,0.302,Leafy Flutterwing,1,1,high
pets,2392,Young Sand Sifter,863,0.772,0.524,Young Sand Sifter,1,1,high
pets,2393,Sticky Oozeling,863,0.236,0.584,Sticky Oozeling,1,1,high
pets,2394,Returned Hatchling,863,0.332,0.562,Returned Hatchling,1,1,high
pets,2395,Glutted Bleeder,863,0.504,0.664,Glutted Bleeder,1,1,high
pets,2397,Spectral Raven,863,0.378,0.22,Spectral Raven,1,1,high
pets,2398,Boghopper,863,0.318,0.396,Boghopper,1,1,high
pets,2432,Fuzzy Creepling,14,0.5694,0.533,Fuzzy Creepling,1,1,high
pets,2433,Aldrusian Sproutling,14,0.2175,0.2217,Aldrusian Sproutling,1,1,high
pets,2435,Teeny Titan Orb,14,0.5707,0.3472,Teeny Titan Orb,1,1,high
pets,2436,Scabby,14,0.1327,0.3534,Scabby,1,1,high
pets,2438,Foulfeather,14,0.356,0.6435,Foulfeather,1,1,high
pets,2440,Fozling,14,0.5981,0.2809,Fozling,1,1,high
pets,2441,Squawkling,14,0.5219,0.7487,Squawkling,1,1,high
pets,2442,Bumbles,942,0.711,0.6917,Bumbles,1,1,medium
pets,2525,Redridge Tarantula,49,0.25,0.694,Redridge Tarantula,1,1,medium
pets,2538,Dasher,862,0.6956,0.3691,Dasher,1,1,high
pets,2544,Darkshore Sentinel,62,0.416,0.764,Darkshore Sentinel,1,2,low
pets,2545,Gust of Cyclarus,62,0.4376,0.5348,Gust of Cyclarus,1,1,high
pets,2546,Detective Ray,62,0.3932,0.6213,Detective Ray,1,1,high
pets,2547,Hydrath Droplet,62,0.5242,0.3217,Hydrath Droplet,1,1,high
pets,2549,Void Jelly,62,0.4054,0.8527,Void Jelly,1,1,high
pets,2550,Zur'aj the Depleted,62,0.4061,0.8267,Zur'aj the Depleted,1,1,high
pets,2645,Sandclaw Pincher,1355,0.348,0.302,Sandclaw Pincher,1,1,high
pets,2646,Sandclaw Sunshell,1355,0.768,0.506,Sandclaw Sunshell,1,1,high
pets,2647,Glimmershell Scuttler,1355,0.514,0.524,Glimmershell Scuttler,1,1,high
pets,2648,Chitterspine Skitterling,1355,0.5,0.306,Chitterspine Skitterling,1,1,high
pets,2649,Hissing Chitterspine,1355,0.42,0.069,Hissing Chitterspine,1,1,high
pets,2650,Great Sea Albatross,1355,0.444,0.508,Great Sea Albatross,1,1,high
