domain,id_kind,natural_id,label,publishers,publisher_count,families,map_ids,coords,quest_ids,loot_item_ids,achievement_ids,criteria_ids,rewards,node_classes,spawn_count
achievement_criteria,achievement_id,7230,,HandyNotes_MistsOfPandariaTreasures,1,handler,371;379;418,"371:0.3730,0.3012;379:0.4470,0.5237;418:0.8143,0.1145",,,7230,1;2;3,,,3
achievement_criteria,achievement_id,7317,{zone:395},HandyNotes_MistsOfPandariaTreasures,1,handler,390,"390:0.2460,0.2670",,,7317,20525;20526;20529,,ns.path,1
achievement_criteria,achievement_id,8049,,HandyNotes_MistsOfPandariaTreasures,1,handler,504,"504:0.3510,0.7010;504:0.3630,0.7040;504:0.5260,0.4140;504:0.6610,0.4460",,,8049,1;2;3;4,,,4
achievement_criteria,achievement_id,8050,,HandyNotes_MistsOfPandariaTreasures,1,handler,504,"504:0.3490,0.6560;504:0.4020,0.4060;504:0.4700,0.5990;504:0.6070,0.6880",,,8050,1;2;3;4,,,4
achievement_criteria,achievement_id,8051,,HandyNotes_MistsOfPandariaTreasures,1,handler,504,"504:0.3580,0.5470;504:0.4990,0.2040;504:0.5920,0.2630;504:0.6250,0.3770",,,8051,1;2;3;4,,,4
achievement_criteria,achievement_id,8108,/bow to each stage of {npc:69907:Kroshik}; not all up at the same time,HandyNotes_MistsOfPandariaTreasures,1,handler,504,"504:0.5120,0.7120;504:0.5140,0.7400;504:0.5200,0.8240;504:0.5500,0.8780",,,8108,22832;22833;22834;22835,,,4
achievement_criteria,achievement_id,8119,The priests will bless {npc:69336} 30 seconds after they're engaged. To engage without killing them at max level use {item:137663}.,HandyNotes_MistsOfPandariaTreasures,1,handler,504,"504:0.6060,0.5400",,,8119,,,,1
achievement_criteria,achievement_id,8784,{achievement:8784},HandyNotes_MistsOfPandariaTreasures,1,handler,554,"554:0.2240,0.3870;554:0.2500,0.7190;554:0.3200,0.6150;554:0.3260,0.3280;554:0.3380,0.5450;554:0.3770,0.4110;554:0.3960,0.7780;554:0.4280,0.5540;554:0.4730,0.8080;554:0.4800,0.5120;554:0.5040,0.7170;554:0.5220,0.6260;554:0.5510,0.7290;554:0.5530,0.5030;554:0.5560,0.5930;554:0.6310,0.4530;554:0.6450,0.7230;554:0.6540,0.5170;554:0.6840,0.6040",,,8784,,,,19
achievement_criteria,achievement_id,11175,"Portal @ 58.72, 14.17",HandyNotes_LegionTreasures,1,handler,630,"630:0.3337,0.1118;630:0.5314,0.2199;630:0.5525,0.7153;630:0.5567,0.4820;630:0.5835,0.1229;630:0.6111,0.4626;630:0.6811,0.5116",,,11175,32196;32197;32198;32199;32200;32201;32202,,,7
achievement_criteria,achievement_id,12088,,HandyNotes_LegionTreasures,1,handler,830;882;885,"830:0.2960,0.5800;830:0.3960,0.6640;830:0.4300,0.5200;830:0.5160,0.6380;830:0.5820,0.2980;830:0.6660,0.7240;882:0.3180,0.3140;882:0.3580,0.5400;882:0.6000,0.7100;882:0.6760,0.4400;882:0.6980,0.5200;882:0.7440,0.3620;885:0.5160,0.4140;885:0.5600,0.2860;885:0.5660,0.5420;885:0.5980,0.4000;885:0.6400,0.6580;885:0.7660,0.7380",,,12088,37719;37720;37721;37722;37723;37724;37725;37726;37727;37728;37729;37730;37731;37732;37733;37734;37735;37736,,,18
achievement_criteria,achievement_id,13024,,HandyNotes_BattleForAzerothTreasures,1,handler,863,"863:0.4256,0.5711;863:0.4336,0.4810;863:0.5126,0.8511;863:0.5635,0.5727",,,13024,41860;41861;41862;42116,,,4
achievement_criteria,achievement_id,13036,,HandyNotes_BattleForAzerothTreasures,1,handler,862;863;864;1165,"1165:0.5323,0.0940;862:0.4374,0.7674;862:0.4784,0.2884;862:0.4854,0.5460;862:0.4900,0.4129;862:0.5169,0.2825;862:0.5770,0.3170;862:0.6728,0.1762;862:0.7550,0.6760;863:0.3912,0.3865;863:0.3957,0.5467;863:0.5892,0.4865;863:0.7285,0.0760;864:0.2770,0.6212;864:0.4222,0.6211;864:0.4957,0.2457",,,13036,41564;41565;41566;41567;41568;41569;41570;41571;41572;41573;41574;41576;41577;41579;41581,,,16
achievement_criteria,achievement_id,13051,,HandyNotes_BattleForAzerothTreasures,1,handler,942,"942:0.3195,0.7291;942:0.3381,0.3323;942:0.4418,0.3660;942:0.4951,0.8090;942:0.5602,0.3853;942:0.5902,0.5954;942:0.6208,0.3022;942:0.7507,0.3113",,,13051,41425;41426;41427;41428;41429;41430;41431;41432,,,8
achievement_criteria,achievement_id,13064,,HandyNotes_BattleForAzerothTreasures,1,handler,896,"896:0.1906,0.5787;896:0.2735,0.4833;896:0.2760,0.5760;896:0.3712,0.6380;896:0.4458,0.4566;896:0.4645,0.3723;896:0.5014,0.4232;896:0.5077,0.7371;896:0.5655,0.8583;896:0.5939,0.6668",,,13064,41436;41437;41438;41439;41441;41442;41443;41445;41446;41449,,,10
achievement_criteria,achievement_id,13489,These can be fished anywhere on the coast,HandyNotes_BattleForAzerothTreasures,1,handler,1462,"1462:0.2610,0.7570;1462:0.3500,0.4650;1462:0.4740,0.3600;1462:0.5580,0.3190;1462:0.5910,0.2280;1462:0.6550,0.5220;1462:0.7670,0.4920;1462:0.8370,0.7300",,55299;55305;55306;55307;55308;55309;55310;55311;55312;55313;167654;167655;167656;167657;167658;167659;167660;167661;167662;167663,13489,44737;44738;44739;44740;44741;44742;44743;44744;44745;44746,,,8
achievement_criteria,achievement_id,14303,,HandyNotes_ShadowlandsTreasures,1,handler,1533,"1533:0.2759,0.2836;1533:0.3800,0.5919;1533:0.4584,0.7954;1533:0.4691,0.6346;1533:0.4988,0.5752;1533:0.5079,0.2101;1533:0.5141,0.4947;1533:0.5490,0.8232;1533:0.5828,0.2882;1533:0.6122,0.4387;1533:0.6215,0.7360",,,14303,48532;48533;48534;48535;48536;48537;48538;48539;48540;48541;48542,,,11
achievement_criteria,achievement_id,14304,,HandyNotes_ShadowlandsTreasures,1,handler,1565,"1565:0.2494,0.6095;1565:0.3100,0.3443;1565:0.3554,0.6643;1565:0.3661,0.2949;1565:0.4798,0.5136;1565:0.5119,0.3372;1565:0.5236,0.5972;1565:0.5351,0.7442;1565:0.6023,0.5340;1565:0.6126,0.3441;1565:0.6481,0.1983;1565:0.6637,0.5570;1565:0.7283,0.2756",,,14304,48543;48544;48545;48546;48547;48548;48549;48550;48551;48552;48553;48554;48555,,,13
achievement_criteria,achievement_id,14305,,HandyNotes_ShadowlandsTreasures,1,handler,1536,"1536:0.2799,0.3688;1536:0.2969,0.5934;1536:0.3002,0.2836;1536:0.3454,0.7728;1536:0.3916,0.5540;1536:0.4331,0.2904;1536:0.4977,0.4613;1536:0.5046,0.6782;1536:0.5461,0.1638;1536:0.5467,0.3240;1536:0.5968,0.7193;1536:0.6361,0.3619;1536:0.6504,0.4842",,,14305,50085;50086;50087;50088;50089;50091;50092;50093;50094;50095;50096;50097;50098,,,13
achievement_criteria,achievement_id,14306,,HandyNotes_ShadowlandsTreasures,1,handler,1525,"1525:0.2160,0.5517;1525:0.2599,0.2886;1525:0.2917,0.5002;1525:0.4094,0.8022;1525:0.4302,0.7136;1525:0.4354,0.3423;1525:0.4520,0.4559;1525:0.4587,0.5086;1525:0.4657,0.5951;1525:0.4929,0.5058;1525:0.5108,0.7841;1525:0.5508,0.3633;1525:0.6113,0.3879;1525:0.6123,0.7429;1525:0.6595,0.3242;1525:0.6698,0.5880;1525:0.7289,0.6582;1525:0.7526,0.3741",,,14306,48556;48557;48558;48559;48560;48561;48562;48563;48564;48565;48566;48567;48568;48569;48570;48571;48572;48573,,,18
achievement_criteria,achievement_id,14634,Pet all nine cats to get {item:184449},HandyNotes_ShadowlandsTreasures,1,handler,1536;1697,"1536:0.3202,0.5705;1536:0.3434,0.5315;1536:0.4755,0.3376;1536:0.4949,0.1763;1536:0.5024,0.6021;1536:0.5108,0.2759;1536:0.6485,0.2241;1536:0.6521,0.5060;1697:0.4525,0.3680",,184449,14634,49425;49426;49427;49428;49429;49430;49431;49432;49433,,,9
achievement_criteria,achievement_id,14663,,HandyNotes_ShadowlandsTreasures,1,handler,1543,"1543:0.1691,0.4943;1543:0.2315,0.6838;1543:0.2385,0.3667;1543:0.3137,0.3372;1543:0.3288,0.6654;1543:0.3324,0.2161;1543:0.3878,0.4131;1543:0.4286,0.4312;1543:0.4700,0.8086;1543:0.4957,0.6330;1543:0.5519,0.6209;1543:0.6250,0.6685",,,14663,49501;49502;49503;49504;49505;49506;49507;49508;49509;49510;49511;49512,,,12
achievement_criteria,achievement_id,14734,,HandyNotes_ShadowlandsTreasures,1,handler,1533,"1533:0.3215,0.1775;1533:0.3330,0.5980;1533:0.3915,0.2040;1533:0.6430,0.6980;1533:0.7195,0.3895",,,14734,49815;49816;49817;49818;49819,,,5
achievement_criteria,achievement_id,14768,,HandyNotes_ShadowlandsTreasures,1,handler,1533,"1533:0.3190,0.5460;1533:0.3250,0.5770;1533:0.3410,0.5850;1533:0.3540,0.5560;1533:0.3920,0.5610;1533:0.3940,0.2380;1533:0.4030,0.5880;1533:0.4170,0.2420;1533:0.4220,0.2370;1533:0.4250,0.2560;1533:0.4290,0.2730;1533:0.4318,0.2810;1533:0.5790,0.7910;1533:0.6110,0.7610;1533:0.6300,0.4290;1533:0.6360,0.7370;1533:0.6390,0.7350;1533:0.6450,0.4640;1533:0.6610,0.4080;1533:0.6870,0.4340;1533:0.6930,0.4110",,,14768,49947;49948;49949;49950,,,21
achievement_criteria,achievement_id,14770,{npc:174032},HandyNotes_ShadowlandsTreasures,1,handler,1525,"1525:0.3945,0.4455;1525:0.4015,0.3775;1525:0.4130,0.4730;1525:0.4405,0.5640;1525:0.4885,0.6885;1525:0.5355,0.5530;1525:0.5490,0.6235;1525:0.5525,0.6220;1525:0.6035,0.6270;1525:0.6965,0.5800;1525:0.7160,0.4105;1525:0.7635,0.5370;1525:0.7740,0.4880",,,14770,50174;50175;50176;50177,,,13
achievement_criteria,achievement_id,14771,,HandyNotes_ShadowlandsTreasures,1,handler,1525,"1525:0.4360,0.5940;1525:0.4570,0.3800;1525:0.4930,0.5210;1525:0.5640,0.3720;1525:0.6160,0.6950;1525:0.6830,0.6640;1525:0.6840,0.8060;1525:0.7300,0.6850",,,14771,50168;50169;50170;50171;50172;50173,,,8
achievement_criteria,achievement_id,14788,{npc:165867},HandyNotes_ShadowlandsTreasures,1,handler,1565,"1565:0.2475,0.5197;1565:0.3000,0.4480;1565:0.3260,0.3160;1565:0.3360,0.5740;1565:0.3560,0.2680;1565:0.3610,0.4870;1565:0.3790,0.4005;1565:0.3980,0.6560;1565:0.4000,0.4460;1565:0.4010,0.4170;1565:0.4060,0.2760;1565:0.4095,0.4230;1565:0.4965,0.4015;1565:0.5015,0.4185;1565:0.5020,0.2500;1565:0.5100,0.5480;1565:0.5140,0.5040;1565:0.5460,0.4300;1565:0.5500,0.2100;1565:0.6360,0.2275",,62619;62620;62621;62622;62623;183877;183878;183879;183880;183881,14788,50012;50013;50014;50015;50016,,,20
achievement_criteria,achievement_id,14802,,HandyNotes_ShadowlandsTreasures,1,handler,1536,"1536:0.5035,0.4730",,1437;184062,14802,48874;50397;50398;50399;50400;50402;50403,,,1
achievement_criteria,achievement_id,15053,,HandyNotes_ShadowlandsTreasures,1,handler,1961,"1961:0.3021,0.5507;1961:0.3505,0.3494;1961:0.4011,0.5298;1961:0.4966,0.6462;1961:0.5351,0.3101;1961:0.5496,0.5391;1961:0.5727,0.2249;1961:0.6081,0.2408;1961:0.6184,0.3097",,,15053,52092;52093;52094;52095;52096;52097;52098;52099;52100,,,9
achievement_criteria,achievement_id,15224,,HandyNotes_ShadowlandsTreasures,1,handler,1970,"1970:0.2700,0.5300;1970:0.3400,0.6800;1970:0.3600,0.4300;1970:0.3800,0.6300;1970:0.4000,0.4100;1970:0.4000,0.7200;1970:0.4100,0.3100;1970:0.4400,0.8700;1970:0.4600,0.6400;1970:0.5100,0.2900;1970:0.5200,0.7200;1970:0.5400,0.4700;1970:0.5600,0.8400;1970:0.5730,0.3150;1970:0.5900,0.2200;1970:0.5900,0.5100;1970:0.6600,0.3600",,,15224,52588;52854;52855;52856;52857;52858;52859;52860;52861;52862;52863;52864;52865;52866;52867;52868;52869,,,17
achievement_criteria,achievement_id,15411,{npc:184172},HandyNotes_ShadowlandsTreasures,1,handler,1970,"1970:0.6180,0.5895;1970:0.6870,0.3005",,,15411,,,,2
achievement_criteria,achievement_id,15502,In the Dormant Alcove; teleport here from the Inner Locus. Use {item:189863:Spatial Opener} from various treasures to loot the piles of sand. The loot from the Misshapen pile varies based on your class/spec.,HandyNotes_ShadowlandsTreasures,1,handler,1970,"1970:0.4440,0.3680",,65494;65495;65496;65497;65498;65499;188044;188045;188053;188055;188106;190374;190389;190390;190582;190597;190602;190726,15502,,,,1
achievement_criteria,achievement_id,15509,,HandyNotes_ShadowlandsTreasures,1,handler,1970,"1970:0.3575,0.5546;1970:0.3754,0.4601;1970:0.3903,0.3109;1970:0.4179,0.6247;1970:0.4982,0.7656;1970:0.6483,0.3364;1970:0.6742,0.2518",,,15509,53299;53300;53301;53302;53303;53304;53305,,,7
achievement_criteria,achievement_id,16446,Use the {item:122674} and take a picture of this bird,HandyNotes_DragonflightTreasures,1,handler,2022;2023;2024;2025;2080,"2022:0.3311,0.7630;2022:0.4261,0.6941;2022:0.4981,0.6961;2022:0.5141,0.1822;2022:0.5141,0.1841;2022:0.5141,0.1842;2023:0.3145,0.6392;2023:0.5759,0.3191;2023:0.5901,0.7520;2023:0.6264,0.5507;2023:0.7581,0.4061;2024:0.1641,0.2781;2024:0.3681,0.3660;2024:0.6656,0.1339;2025:0.3661,0.7301;2025:0.4362,0.7201;2025:0.4840,0.5200;2025:0.5323,0.5342;2080:0.5230,0.7090",,,16446,55383;55384;55385;55386;55387;55388;55389;55390;55391;55392;55393;55394;55395;55397;55398;55399;55400;55401;55402,,,19
achievement_criteria,achievement_id,16575,,HandyNotes_DragonflightTreasures,1,handler,2022,"2022:0.2176,0.5140;2022:0.4095,0.7193;2022:0.4640,0.5214;2022:0.5260,0.1721;2022:0.5446,0.7421;2022:0.5770,0.5491;2022:0.5809,0.7858;2022:0.6927,0.4623;2022:0.7308,0.2051;2022:0.7434,0.5754;2022:0.7487,0.3733;2022:0.7500,0.5700",,,16575,55782;55783;55784;55785;55786;55787;55788;55789;55790;55791;56131;56132,,,12
achievement_criteria,achievement_id,16576,,HandyNotes_DragonflightTreasures,1,handler,2022;2023,"2022:0.4882,0.8664;2023:0.2954,0.7543;2023:0.3015,0.6156;2023:0.3039,0.3607;2023:0.4473,0.6457;2023:0.4732,0.7216;2023:0.5713,0.8010;2023:0.5779,0.3081;2023:0.6137,0.6423;2023:0.7842,0.2117;2023:0.8000,0.1300;2023:0.8407,0.7727;2023:0.8654,0.3932",,,16576,55792;55793;55794;55795;55796;55797;55798;55799;55800;55801;56134;56139,,,13
achievement_criteria,achievement_id,16577,,HandyNotes_DragonflightTreasures,1,handler,2023;2024,"2023:0.7011,0.8660;2024:0.1039,0.3582;2024:0.2673,0.3168;2024:0.3655,0.2815;2024:0.3920,0.6301;2024:0.4577,0.2569;2024:0.5297,0.4904;2024:0.5681,0.1603;2024:0.6062,0.6999;2024:0.6764,0.2911;2024:0.6865,0.6035;2024:0.7058,0.4626;2024:0.7259,0.3986",,,16577,55802;55803;55804;55805;55806;55807;55808;55809;55810;55811;56143;56145,,,13
achievement_criteria,achievement_id,16578,,HandyNotes_DragonflightTreasures,1,handler,2025;2112,"2025:0.3556,0.8556;2025:0.4126,0.5827;2025:0.4609,0.7388;2025:0.4985,0.4023;2025:0.5265,0.6743;2025:0.5576,0.7233;2025:0.6157,0.5661;2025:0.6241,0.4046;2025:0.6601,0.8234;2025:0.6709,0.1176;2025:0.7240,0.5171;2025:0.7296,0.6914;2112:0.5918,0.3784",,,16578,55812;55813;55814;55815;55816;55817;55818;55819;55820;55821;56159;56160,,,13
achievement_criteria,achievement_id,16634,Use the {item:122674} and take a picture while standing in the purple glowing area only visible through the camera,HandyNotes_DragonflightTreasures,1,handler,2025;2112,"2025:0.3898,0.7042;2025:0.3941,0.4688;2025:0.4694,0.5949;2025:0.4827,0.6683;2025:0.5025,0.4027;2025:0.5573,0.7321;2025:0.5719,0.5871;2025:0.6343,0.1348;2025:0.6824,0.5834;2112:0.5624,0.4442;2112:0.5665,0.4315",,,16634,55994;55995;55996;55997;55998;55999;56000;56001;56002;56003;56004,,,11
achievement_criteria,achievement_id,17411,,HandyNotes_DragonflightTreasures,1,handler,2151,"2151:0.1838,0.1320;2151:0.2056,0.9140;2151:0.3769,0.3069;2151:0.4851,0.6897;2151:0.5905,0.6508;2151:0.6254,0.3238;2151:0.7729,0.5510;2151:0.7955,0.3264",,,17411,58238;58239;58240;58241;58242;58243;58244;58245,,,8
achievement_criteria,achievement_id,17530,,HandyNotes_DragonflightTreasures,1,handler,2151,"2151:0.3493,0.0891;2151:0.4819,0.7366;2151:0.5745,0.6342;2151:0.6155,0.3378;2151:0.6478,0.3441;2151:0.7104,0.6733",,204316;204317;204321;204328;204335;204338,17530,58501;58502;58503;58504;58505;58506,,,6
achievement_criteria,achievement_id,17561,,HandyNotes_DragonflightTreasures,1,handler,2022,"2022:0.2423,0.5338;2022:0.2615,0.5637;2022:0.5162,0.2006;2022:0.6071,0.6695;2022:0.7415,0.5722",,,17561,58804;58805;58806;58807;58808,,,5
achievement_criteria,achievement_id,17562,,HandyNotes_DragonflightTreasures,1,handler,2023,"2023:0.2475,0.6593;2023:0.3224,0.5138;2023:0.3862,0.6671;2023:0.4352,0.5652;2023:0.6700,0.4366",,,17562,58809;58810;58811;58812;58813,,,5
achievement_criteria,achievement_id,17563,,HandyNotes_DragonflightTreasures,1,handler,2024,"2024:0.0799,0.4563;2024:0.5673,0.7034;2024:0.6034,0.4973;2024:0.6640,0.6103;2024:0.7740,0.3112",,,17563,58814;58815;58816;58817;58818,,,5
achievement_criteria,achievement_id,17564,,HandyNotes_DragonflightTreasures,1,handler,2025;2112,"2025:0.4275,0.7040;2025:0.5235,0.3875;2025:0.5818,0.5805;2025:0.5840,0.6773;2025:0.6006,0.8498;2025:0.6240,0.1592;2112:0.5714,0.8136",,,17564,58819;58820;58821;58822;58823;58824;58825,,,7
achievement_criteria,achievement_id,17567,,HandyNotes_DragonflightTreasures,1,handler,2133,"2133:0.4328,0.2372;2133:0.4738,0.4855;2133:0.6125,0.7181",,,17567,58826;58827;58828,,,3
achievement_criteria,achievement_id,18150,,HandyNotes_DragonflightTreasures,1,handler,2133,"2133:0.3040,0.4520;2133:0.4160,0.8030;2133:0.4650,0.3620;2133:0.4800,0.0440;2133:0.5470,0.5480;2133:0.5520,0.2780;2133:0.6270,0.7030;2133:0.7200,0.4830",,,18150,59544;59545;59546;59547;59548;59549;59550;59551,,,8
achievement_criteria,achievement_id,19306,,HandyNotes_DragonflightTreasures,1,handler,2200,"2200:0.2120,0.2670;2200:0.2990,0.2120;2200:0.3170,0.8070;2200:0.3370,0.4560;2200:0.4550,0.4580;2200:0.4990,0.6430;2200:0.6030,0.3010;2200:0.6160,0.7540",,,19306,62823;62824;62825;62826;62827;62828;62829;62830,,,8
achievement_criteria,achievement_id,40151,{achievement:40151:Mereldar Menace},HandyNotes_WarWithin,1,handler,2215,"2215:0.4132,0.5296;2215:0.4184,0.5564;2215:0.4189,0.5552;2215:0.4226,0.5254;2215:0.4229,0.5439;2215:0.4235,0.5491;2215:0.4245,0.5439;2215:0.4254,0.5551;2215:0.4297,0.5268;2215:0.4302,0.5235;2215:0.4350,0.5078;2215:0.4424,0.5123;2215:0.4468,0.5177",,,40151,67121;67122;67123;67124;67125;67126;67127;67128;67129;67130,,,13
achievement_criteria,achievement_id,40166,Collect all the glyphs for the {item:223267:Swarmite Skyhunter},HandyNotes_WarWithin,1,handler,2248,"2248:0.2305,0.5860;2248:0.3785,0.4094;2248:0.4451,0.7973;2248:0.4776,0.2674;2248:0.5619,0.1779;2248:0.6210,0.4486;2248:0.6828,0.7183;2248:0.7191,0.4719;2248:0.7572,0.2213;2248:0.7823,0.4264",,,40166,67178;69237;69238;69239;69240;69241;69242;69243;69244;69245,,,10
achievement_criteria,achievement_id,40475,"EMOTE152_CMD1
Coords are approximate, these are critters that spawn in this general area",HandyNotes_WarWithin,1,handler,2214,"2214:0.3844,0.1500;2214:0.3944,0.1220;2214:0.3984,0.2880;2214:0.4084,0.3100;2214:0.4444,0.1740;2214:0.4444,0.1760;2214:0.4464,0.1560;2214:0.4744,0.1660;2214:0.4764,0.1120;2214:0.4844,0.5340;2214:0.4944,0.3220;2214:0.5024,0.5080;2214:0.5084,0.6960;2214:0.5124,0.3560;2214:0.5184,0.6940;2214:0.5324,0.5080;2214:0.5364,0.2440;2214:0.5444,0.6920;2214:0.5664,0.6960;2214:0.5704,0.8580;2214:0.5724,0.7520;2214:0.5744,0.7300;2214:0.5764,0.3960;2214:0.5844,0.4140;2214:0.5904,0.5120;2214:0.5964,0.5010;2214:0.6044,0.3380;2214:0.6064,0.3300;2214:0.6164,0.3920;2214:0.6744,0.4200",,,40475,68670;68673;68674;68675;68676;68677;68729;68730;68731;68732;68733;68734;68747;68748;68749;68750;68751;69805,,,30
achievement_criteria,achievement_id,40504,Up on the ledge,HandyNotes_WarWithin,1,handler,2214,"2214:0.3898,0.4087;2214:0.4019,0.1354;2214:0.4437,0.7065;2214:0.4442,0.3178;2214:0.4522,0.4904;2214:0.5088,0.3023;2214:0.5504,0.9371;2214:0.5870,0.3637;2214:0.5990,0.5573;2214:0.6125,0.8379",,,40504,68682;68684;68685;68686;68687;68688;68689;68690;68691;68692,,,10
achievement_criteria,achievement_id,40542,Inside the building,HandyNotes_WarWithin,1,handler,2213;2255,"2213:0.2364,0.5109;2213:0.2769,0.5460;2213:0.3711,0.3274;2213:0.3819,0.3902;2213:0.3826,0.3554;2213:0.3841,0.3225;2213:0.3855,0.3772;2213:0.7798,0.4104;2255:0.4325,0.2557;2255:0.4886,0.2399;2255:0.6297,0.3119;2255:0.6669,0.3128",,,40542,68818;68971;68980;68981;68982;68984;68985;68986;68987;68988;69446;69447,,,12
achievement_criteria,achievement_id,40622,By the shore,HandyNotes_WarWithin,1,handler,2215,"2215:0.4390,0.4997;2215:0.5658,0.6518;2215:0.5781,0.5182;2215:0.5980,0.2203;2215:0.6418,0.2812;2215:0.6868,0.4159;2215:0.6934,0.4394;2215:0.7022,0.5684",,225203;225204;225205;225206;225207;225208;225215;225217,40622,68955;68957;68958;68960;68963;68965;68967;68968,,,8
achievement_criteria,achievement_id,40624,,HandyNotes_WarWithin,1,handler,2255,"2255:0.5565,0.4395",,,40624,68973,,,1
achievement_criteria,achievement_id,40625,Light the blooming keyflame,HandyNotes_WarWithin,1,handler,2215,"2215:0.4225,0.5378;2215:0.4269,0.5387;2215:0.6119,0.3054;2215:0.6192,0.2081;2215:0.6326,0.2811;2215:0.6330,0.2940;2215:0.6379,0.2962;2215:0.6444,0.1857;2215:0.6927,0.4372",,,40625,7;8;9;10;11;12;13;68998;68999;69000;69001;69002;69010,,,9
achievement_criteria,achievement_id,40628,Up on the arch,HandyNotes_WarWithin,1,handler,2214,"2214:0.3573,0.2099;2214:0.4173,0.2880;2214:0.4477,0.2593;2214:0.4691,0.1448;2214:0.5954,0.5878;2214:0.6094,0.7955",,,40628,68991;68992;68993;68994;68995;68996,,,6
achievement_criteria,achievement_id,40629,Drink {item:225784:Potion of Polymorphic Translation Nerubian} first,HandyNotes_WarWithin,1,handler,2255,"2255:0.3910,0.4259;2255:0.3979,0.4050;2255:0.4010,0.3980",,,40629,68983;68989;68990,,,3
achievement_criteria,achievement_id,40703,Collect all the glyphs for the {item:223267:Swarmite Skyhunter},HandyNotes_WarWithin,1,handler,2214,"2214:0.4227,0.5157;2214:0.4269,0.1019;2214:0.4486,0.3161;2214:0.4517,0.6613;2214:0.5210,0.5607;2214:0.5310,0.3159;2214:0.5873,0.6610;2214:0.5974,0.9493;2214:0.6526,0.3445",,,40703,69246;69247;69248;69249;69250;69251;69252;69253;69254,,,9
achievement_criteria,achievement_id,40704,Collect all the glyphs for the {item:223267:Swarmite Skyhunter},HandyNotes_WarWithin,1,handler,2215,"2215:0.3079,0.5156;2215:0.3540,0.3385;2215:0.4332,0.5275;2215:0.4569,0.1230;2215:0.5717,0.3259;2215:0.5768,0.6460;2215:0.6276,0.0721;2215:0.6296,0.5184;2215:0.6365,0.6535;2215:0.6994,0.4420",,,40704,69255;69256;69257;69258;69259;69260;69261;69262;69263;69264,,,10
