id_kind,asset_id,name,map_id,x,y,sources
npc,32386,Vigdis the War Maiden,117,0.6940,0.5820,HandyNotes_WrathOfTheLichKing
npc,32386,Vigdis the War Maiden,117,0.7340,0.3980,HandyNotes_WrathOfTheLichKing
npc,32386,Vigdis the War Maiden,117,0.7400,0.4500,HandyNotes_WrathOfTheLichKing
npc,32386,Vigdis the War Maiden,117,0.7400,0.5240,HandyNotes_WrathOfTheLichKing
npc,32386,Vigdis the War Maiden,117,0.7440,0.6060,HandyNotes_WrathOfTheLichKing
npc,32398,King Ping,117,0.2600,0.6400,HandyNotes_WrathOfTheLichKing
npc,32398,King Ping,117,0.3080,0.7120,HandyNotes_WrathOfTheLichKing
npc,32398,King Ping,117,0.3120,0.5680,HandyNotes_WrathOfTheLichKing
npc,32398,King Ping,117,0.3220,0.7540,HandyNotes_WrathOfTheLichKing
npc,32398,King Ping,117,0.3320,0.8020,HandyNotes_WrathOfTheLichKing
npc,32398,King Ping,117,0.2600,0.6380,HandyNotes_WrathOfTheLichKing
npc,32398,King Ping,117,0.3120,0.5660,HandyNotes_WrathOfTheLichKing
npc,32400,Tukemuth,115,0.5380,0.5920,HandyNotes_WrathOfTheLichKing
npc,32400,Tukemuth,115,0.5350,0.5920,HandyNotes_WrathOfTheLichKing
npc,32400,Tukemuth,115,0.5950,0.2740,HandyNotes_WrathOfTheLichKing
npc,32400,Tukemuth,115,0.6880,0.5780,HandyNotes_WrathOfTheLichKing
npc,32409,Crazed Indu'le Survivor,115,0.2400,0.5400,HandyNotes_WrathOfTheLichKing
npc,32409,Crazed Indu'le Survivor,115,0.1560,0.4560,HandyNotes_WrathOfTheLichKing
npc,32409,Crazed Indu'le Survivor,115,0.1640,0.5820,HandyNotes_WrathOfTheLichKing
npc,32409,Crazed Indu'le Survivor,115,0.2060,0.5520,HandyNotes_WrathOfTheLichKing
npc,32409,Crazed Indu'le Survivor,115,0.2360,0.5310,HandyNotes_WrathOfTheLichKing
npc,32409,Crazed Indu'le Survivor,115,0.2670,0.5860,HandyNotes_WrathOfTheLichKing
npc,32409,Crazed Indu'le Survivor,115,0.2840,0.6140,HandyNotes_WrathOfTheLichKing
npc,32409,Crazed Indu'le Survivor,115,0.3080,0.5860,HandyNotes_WrathOfTheLichKing
npc,32409,Crazed Indu'le Survivor,115,0.3320,0.5580,HandyNotes_WrathOfTheLichKing
npc,32417,Scarlet Highlord Daion,115,0.7200,0.7400,HandyNotes_WrathOfTheLichKing
npc,32417,Scarlet Highlord Daion,115,0.7220,0.2560,HandyNotes_WrathOfTheLichKing
npc,32417,Scarlet Highlord Daion,115,0.8600,0.3640,HandyNotes_WrathOfTheLichKing
npc,32417,Scarlet Highlord Daion,115,0.6920,0.7480,HandyNotes_WrathOfTheLichKing
npc,32417,Scarlet Highlord Daion,115,0.7270,0.2590,HandyNotes_WrathOfTheLichKing
npc,32417,Scarlet Highlord Daion,115,0.8580,0.3660,HandyNotes_WrathOfTheLichKing
npc,32422,Grocklar,116,0.2020,0.5620,HandyNotes_WrathOfTheLichKing
npc,32422,Grocklar,116,0.1060,0.3920,HandyNotes_WrathOfTheLichKing
npc,32422,Grocklar,116,0.1120,0.7100,HandyNotes_WrathOfTheLichKing
npc,32422,Grocklar,116,0.1200,0.5560,HandyNotes_WrathOfTheLichKing
npc,32422,Grocklar,116,0.2240,0.5590,HandyNotes_WrathOfTheLichKing
npc,32422,Grocklar,116,0.2800,0.4180,HandyNotes_WrathOfTheLichKing
npc,32429,Seething Hate,116,0.2710,0.4605,HandyNotes_WrathOfTheLichKing
npc,32429,Seething Hate,116,0.3420,0.4945,HandyNotes_WrathOfTheLichKing
npc,32429,Seething Hate,116,0.3945,0.4965,HandyNotes_WrathOfTheLichKing
npc,32429,Seething Hate,116,0.2800,0.4540,HandyNotes_WrathOfTheLichKing
npc,32429,Seething Hate,116,0.3400,0.4920,HandyNotes_WrathOfTheLichKing
npc,32429,Seething Hate,116,0.3960,0.5060,HandyNotes_WrathOfTheLichKing
npc,32438,Syreian the Bonecarver,116,0.6500,0.3000,HandyNotes_WrathOfTheLichKing
npc,32438,Syreian the Bonecarver,116,0.6150,0.3600,HandyNotes_WrathOfTheLichKing
npc,32438,Syreian the Bonecarver,116,0.6640,0.4120,HandyNotes_WrathOfTheLichKing
npc,32438,Syreian the Bonecarver,116,0.6780,0.2680,HandyNotes_WrathOfTheLichKing
npc,32438,Syreian the Bonecarver,116,0.7420,0.4240,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.4025,0.5237,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.2120,0.8260,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.2620,0.8280,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.2880,0.7220,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.4040,0.5460,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.4040,0.6000,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.4260,0.7060,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.4580,0.6040,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.4580,0.7580,HandyNotes_WrathOfTheLichKing
npc,32447,Zul'drak Sentinel,121,0.4980,0.8240,HandyNotes_WrathOfTheLichKing
npc,32471,Griegen,121,0.2200,0.7060,HandyNotes_WrathOfTheLichKing
npc,32471,Griegen,121,0.1440,0.5620,HandyNotes_WrathOfTheLichKing
npc,32471,Griegen,121,0.1740,0.7020,HandyNotes_WrathOfTheLichKing
npc,32471,Griegen,121,0.2080,0.7880,HandyNotes_WrathOfTheLichKing
npc,32471,Griegen,121,0.2240,0.6180,HandyNotes_WrathOfTheLichKing
npc,32471,Griegen,121,0.2620,0.5560,HandyNotes_WrathOfTheLichKing
npc,32471,Griegen,121,0.2660,0.7100,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.5245,0.3210,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.6090,0.3620,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.7130,0.2905,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.7180,0.2355,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.7720,0.4300,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.8125,0.3540,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.5320,0.3140,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.6120,0.3640,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.7140,0.2320,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.7440,0.6640,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.7720,0.4220,HandyNotes_WrathOfTheLichKing
npc,32475,Terror Spinner,121,0.8140,0.3440,HandyNotes_WrathOfTheLichKing
npc,32481,Aotona,119,0.4680,0.5500,HandyNotes_WrathOfTheLichKing
npc,32481,Aotona,119,0.4020,0.5900,HandyNotes_WrathOfTheLichKing
npc,32481,Aotona,119,0.4120,0.6840,HandyNotes_WrathOfTheLichKing
npc,32481,Aotona,119,0.4200,0.7380,HandyNotes_WrathOfTheLichKing
npc,32481,Aotona,119,0.4220,0.5180,HandyNotes_WrathOfTheLichKing
npc,32481,Aotona,119,0.5240,0.7240,HandyNotes_WrathOfTheLichKing
npc,32481,Aotona,119,0.5440,0.5180,HandyNotes_WrathOfTheLichKing
npc,32481,Aotona,119,0.5640,0.6520,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.3895,0.2976,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.2580,0.4880,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.2920,0.4220,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.3260,0.3540,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.3620,0.2960,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.4700,0.4340,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.5080,0.8140,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.5220,0.4240,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.5880,0.8180,HandyNotes_WrathOfTheLichKing
npc,32485,King Krush,119,0.6380,0.8280,HandyNotes_WrathOfTheLichKing
npc,32487,Putridus the Ancient,118,0.6100,0.4180,HandyNotes_WrathOfTheLichKing
npc,32487,Putridus the Ancient,118,0.6840,0.6420,HandyNotes_WrathOfTheLichKing
npc,32495,Hildana Deathstealer,118,0.2852,0.4547,HandyNotes_WrathOfTheLichKing
npc,32495,Hildana Deathstealer,118,0.5910,0.5330,HandyNotes_WrathOfTheLichKing
npc,32495,Hildana Deathstealer,118,0.3770,0.2410,HandyNotes_WrathOfTheLichKing
npc,32495,Hildana Deathstealer,118,0.5260,0.5610,HandyNotes_WrathOfTheLichKing
npc,32500,Dirkee,120,0.3780,0.5860,HandyNotes_WrathOfTheLichKing
npc,32500,Dirkee,120,0.4100,0.5160,HandyNotes_WrathOfTheLichKing
npc,32500,Dirkee,120,0.4160,0.4060,HandyNotes_WrathOfTheLichKing
npc,32500,Dirkee,120,0.6490,0.4100,HandyNotes_WrathOfTheLichKing
npc,32500,Dirkee,120,0.6820,0.4760,HandyNotes_WrathOfTheLichKing
npc,32500,Dirkee,120,0.3780,0.5840,HandyNotes_WrathOfTheLichKing
npc,32500,Dirkee,120,0.4100,0.5180,HandyNotes_WrathOfTheLichKing
npc,32500,Dirkee,120,0.4140,0.4020,HandyNotes_WrathOfTheLichKing
npc,32500,Dirkee,120,0.6800,0.4760,HandyNotes_WrathOfTheLichKing
npc,32501,High Thane Jorfus,118,0.3200,0.6980,HandyNotes_WrathOfTheLichKing
npc,32501,High Thane Jorfus,118,0.4960,0.8520,HandyNotes_WrathOfTheLichKing
npc,32501,High Thane Jorfus,118,0.7177,0.3707,HandyNotes_WrathOfTheLichKing
npc,32501,High Thane Jorfus,118,0.3120,0.6220,HandyNotes_WrathOfTheLichKing
npc,32501,High Thane Jorfus,118,0.3360,0.7060,HandyNotes_WrathOfTheLichKing
npc,32501,High Thane Jorfus,118,0.4740,0.7820,HandyNotes_WrathOfTheLichKing
npc,32501,High Thane Jorfus,118,0.4840,0.8500,HandyNotes_WrathOfTheLichKing
npc,32501,High Thane Jorfus,118,0.6760,0.3860,HandyNotes_WrathOfTheLichKing
npc,32501,High Thane Jorfus,118,0.7280,0.3500,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.2180,0.6880,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.3120,0.6600,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.3600,0.3000,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.5120,0.8140,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.5860,0.2220,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.6700,0.7880,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.7140,0.7160,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.2060,0.7000,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.3080,0.6640,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.3540,0.2960,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.5080,0.8120,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.5840,0.2140,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.6600,0.7900,HandyNotes_WrathOfTheLichKing
npc,32517,Loque'nahak,119,0.7080,0.7120,HandyNotes_WrathOfTheLichKing
npc,32630,Vyragosa,120,0.3240,0.6780,HandyNotes_WrathOfTheLichKing
npc,32630,Vyragosa,120,0.3560,0.7390,HandyNotes_WrathOfTheLichKing
npc,32630,Vyragosa,120,0.5000,0.3310,HandyNotes_WrathOfTheLichKing
npc,32630,Vyragosa,120,0.5040,0.7200,HandyNotes_WrathOfTheLichKing
npc,50331,Go-Kan,418,0.3940,0.2893,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50332,Korda Torros,379,0.5000,0.8060,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50332,Korda Torros,379,0.4750,0.8123,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50333,Lon the Bull,388,0.6660,0.5220,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50333,Lon the Bull,388,0.6400,0.4940,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50334,Dak the Breaker,422,0.2510,0.2840,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50334,Dak the Breaker,422,0.2500,0.2860,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50336,Yorik Sharpeye,390,0.8808,0.4433,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50338,Kor'nas Nightsavage,371,0.4400,0.7400,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50338,Kor'nas Nightsavage,371,0.4340,0.7640,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50339,Sulik'shor,376,0.3700,0.2560,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50339,Sulik'shor,376,0.3680,0.2540,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50340,Gaarn the Toxic,418,0.5620,0.3520,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50340,Gaarn the Toxic,418,0.5340,0.3860,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50341,Borginn Darkfist,379,0.5606,0.4320,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50341,Borginn Darkfist,379,0.5540,0.4340,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50344,Norlaxx,388,0.5400,0.6340,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50344,Norlaxx,388,0.5380,0.6340,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50347,Karr the Darkener,422,0.7180,0.3760,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50347,Karr the Darkener,422,0.7180,0.3740,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50349,Kang the Soul Thief,390,0.1523,0.3522,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50349,Kang the Soul Thief,390,0.1500,0.3540,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50350,Morgrinn Crackfang,371,0.4660,0.1680,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50350,Morgrinn Crackfang,371,0.4080,0.1520,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50351,Jonn-Dar,376,0.1860,0.7760,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50351,Jonn-Dar,376,0.1840,0.7740,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50352,Qu'nas,418,0.6720,0.2300,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50354,Havak,379,0.5760,0.7500,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50354,Havak,379,0.5935,0.7376,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50355,Kah'tir,388,0.6300,0.3560,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50355,Kah'tir,388,0.6280,0.3540,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50356,Krol the Blade,422,0.7297,0.2205,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50358,Haywire Sunreaver Construct,504,0.4909,0.8962,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50358,Haywire Sunreaver Construct,504,0.4859,0.8768,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50359,Urgolax,390,0.3957,0.2514,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50363,Krax'ik,371,0.3952,0.6260,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50363,Krax'ik,371,0.3940,0.6240,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50364,Nal'lak the Ripper,376,0.0980,0.5380,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50364,Nal'lak the Ripper,376,0.0800,0.5920,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50388,Torik-Ethis,418,0.1524,0.3489,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50388,Torik-Ethis,418,0.1440,0.3540,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50733,Ski'thik,379,0.3666,0.7984,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50734,Lith'ik the Stalker,388,0.4640,0.7440,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50734,Lith'ik the Stalker,388,0.4180,0.7860,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50739,Gar'lok,422,0.3780,0.2960,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50739,Gar'lok,422,0.3560,0.3060,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50749,Kal'tik the Blight,390,0.1400,0.5860,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50749,Kal'tik the Blight,390,0.1400,0.5820,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50750,Aethis,371,0.3355,0.5078,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50766,Sele'na,376,0.6020,0.3920,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50766,Sele'na,376,0.5240,0.2820,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50768,Cournith Waterstrider,418,0.3060,0.3820,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50769,Zai the Outcast,379,0.7414,0.7879,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50769,Zai the Outcast,379,0.7300,0.7660,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50772,Eshelon,388,0.6640,0.8680,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50772,Eshelon,388,0.6540,0.8740,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50776,Nalash Verdantis,422,0.6420,0.5848,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50776,Nalash Verdantis,422,0.6400,0.5860,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50780,Sahn Tidehunter,390,0.6940,0.3065,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50780,Sahn Tidehunter,390,0.6920,0.3020,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50782,Sarnak,371,0.6443,0.7409,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50783,Salyin Warscout,376,0.7060,0.5260,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50783,Salyin Warscout,376,0.6740,0.5940,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50787,Arness the Scale,418,0.5620,0.4680,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50789,Nessos the Oracle,379,0.6380,0.1380,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50791,Siltriss the Sharpener,388,0.5934,0.8536,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50805,Omnis Grinlok,422,0.3600,0.6260,HandyNotes_MistsOfPandariaTreasures
npc,50806,Moldo One-Eye,390,0.3860,0.5500,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50806,Moldo One-Eye,390,0.3753,0.5721,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50808,Urobi the Walker,371,0.5737,0.7169,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50811,Nasra Spothide,376,0.8860,0.1800,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50811,Nasra Spothide,371,0.3220,0.6500,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50811,Nasra Spothide,376,0.8840,0.1800,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50816,Ruun Ghostpaw,418,0.3933,0.5532,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50817,Ahone the Wanderer,379,0.4081,0.4263,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50817,Ahone the Wanderer,379,0.4060,0.4280,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50820,Yul Wildpaw,388,0.3200,0.6180,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50821,Ai-Li Skymirror,422,0.3471,0.2321,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50821,Ai-Li Skymirror,422,0.3480,0.2300,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50822,Ai-Ran the Shifting Cloud,390,0.4282,0.6924,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
npc,50823,Mister Ferocious,371,0.4254,0.3885,HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures
