"decision","decision_basis","expansion","npc_id","name","node_count","source_addons","source_files","coordinates","quest_ids","criteria_ids"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50354","Havak","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","59357376","","21079"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50355","Kah'tir","1","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","62803540","","21080"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50356","Krol the Blade","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","73002220","","21081"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50358","Haywire Sunreaver Construct","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","48598768","","22820"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50359","Urgolax","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","39582515","","21082"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50363","Krax'ik","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","39406240","","21062"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50388","Torik-Ethis","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","14403540","","21064"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50733","Ski'thik","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","36667984","","21065"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50734","Lith'ik the Stalker +2","1","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","41807860","","21066"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50739","Gar'lok +2","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","35603060","","21067"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50749","Kal'tik the Blight","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","14005820","","21068"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50750","Aethis","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","33405080","","21055"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50766","Sele'na +3","1","HandyNotes_MistsOfPandariaTreasures","ValleyOfTheFourWinds.lua","52402820","","21056"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50768","Cournith Waterstrider","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","30603820","","21057"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50769","Zai the Outcast","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","73007660","","21058"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50772","Eshelon","1","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","65408740","","21059"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50776","Nalash Verdantis","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","64005860","","21060"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50780","Sahn Tidehunter","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","69203020","","21061"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50782","Sarnak","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","64407400","","21090"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50783","Salyin Warscout +3","1","HandyNotes_MistsOfPandariaTreasures","ValleyOfTheFourWinds.lua","67405940","","21091"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50787","Arness the Scale","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","56204680","","21092"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50789","Nessos the Oracle","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","63801380","","21093"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50791","Siltriss the Sharpener","1","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","59208540","","21094"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50805","Omnis Grinlok","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","36006260","","21095"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50806","Moldo One-Eye +2","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","37535721","","21096"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50808","Urobi the Walker","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","57207160","","21083"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50811","Nasra Spothide","2","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua;ValleyOfTheFourWinds.lua","32206500;88401800","","21084"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50816","Ruun Ghostpaw","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","39405520","","21085"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50817","Ahone the Wanderer","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","40604280","","21086"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50820","Yul Wildpaw","1","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","32006180","","21087"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50821","Ai-Li Skymirror","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","34802300","","21088"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50822","Ai-Ran the Shifting Cloud","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","42846925","","21089"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50823","Mister Ferocious","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","42403880","","21048"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50828","Bonobos +2","1","HandyNotes_MistsOfPandariaTreasures","ValleyOfTheFourWinds.lua","13803860","","21049"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50830","Spriggin","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","51808900","","21050"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50831","Scritch","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","44806380","","21051"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50832","The Yowler","1","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","67607420","","21052"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50836","Ik-Ik the Nimble","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","55206380","","21053"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","50840","Major Nanners","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","30809151","","21054"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","51059","Blackhoof +2","1","HandyNotes_MistsOfPandariaTreasures","ValleyOfTheFourWinds.lua","32806240","","21098"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","51078","Ferdinand","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","52004460","","21097"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","58474","Bloodtip","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","75804758","","20526"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","58768","Cracklefang","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","46455934","","20517"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","58769","Vicejaw","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","37385090","","20518"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","58771","Quid","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","66203900","","20522"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","58778","Aetha","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","35038997","","20521"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","58817","Spirit of Lao-Fe","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","47406620","","20523"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","58949","Bai-Jin the Butcher","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","16404780","","20530"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","60491","Sha of Anger","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","53606460","32099",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","62346","Galleon (actually 71606440 but)","1","HandyNotes_MistsOfPandariaTreasures","ValleyOfTheFourWinds.lua","69706190","32098",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","62880","Gochao the Ironfist","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","27001340","","20528"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","62881","Gaohun the Soul-Severer","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","53395910","","20525"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","63101","General Temuja +2","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","30365802","","20519"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","63240","Shadowmaster Sydow","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","30597837","","20520"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","63510","Wulon","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","45347624","","20527"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","63691","Huo-Shuang","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","64041911","","20529"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","63695","Baolai the Immolator","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","28404300","","20524"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","64004","Ancient Pandaren Fishing Charm","1","HandyNotes_MistsOfPandariaTreasures","ValleyOfTheFourWinds.lua","46802460","31284",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","64191","Ancient Pandaren Craftsman","1","HandyNotes_MistsOfPandariaTreasures","ValleyOfTheFourWinds.lua","45403820","31292",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","64227","Kafa Press (Frozen Trail Packer)","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","35207640","31304",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","64272","Jade Infused Blade","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","39264665","31307",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","64403","Alani +38","1","HandyNotes_MistsOfPandariaTreasures","ValeOfEternalBlossoms.lua","16603400","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","65552","Manipulator's Talisman on a Glinting Rapana Whelk (65552)","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","42206360","31432",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","66900","Huggalon the Heart Watcher","1","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","37205760","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","66932","Akkalou","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","59203660","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","66933","Kishak","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","54202160","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","66934","Damlak","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","40008860","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","66935","Clamstok","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","27006900","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","66936","Clawlord Krilmandar","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","12608200","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","66937","Akkalar","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","59809580","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","66938","Odd'nirok","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","42609260","",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","68317","Mavis Harms","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","84403100","","2"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","68318","Dalan Nightbreaker","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","84802720","","1"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","68319","Disha Fearwarden","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","87402920","","3"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","68320","Ubunti the Shade","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","13006660","","2"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","68321","Kar Warmaker","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","13605700","","1"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","68322","Muerta","1","HandyNotes_MistsOfPandariaTreasures","KrasarangWilds.lua","10605660","","3"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69099","Nalak","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","60503730","32518",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69161","Oondasta","1","HandyNotes_MistsOfPandariaTreasures","IsleOfGiants.lua","50005700","32519",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69218","Kroshik Adult (around this area)","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","52008240","","22834"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69339","Electromancer Ju'le","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","44506100","","23205"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69341","Echo of Kros","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","55208770","","22812"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69347","Incomplete Drakkari Colossus","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","49902070","","23206"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69396","Cera","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","57907920","","22813"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69471","Spirit of Warlord Teng","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","35706380","","22814"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69633","Kor'dok and Tinzo the Emberkeeper","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","30705860","","22815"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","69664","Mumta","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","35006220","","22821"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69749","Qi'nor","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","48002600","","22763"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69767","Ancient Mogu Guardian","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","55304790","","22817"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69768","Zandalari Warscout +4","5","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua;JadeForest.lua;KrasarangWilds.lua;KunLaiSummit.lua;TownlongSteppes.lua","20004060;37004820;48808460;50803680;64606400","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69800","Haquin of the Hundred Spears","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","38905930","","22836"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69809","Forgemaster Deng","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","38705810","","22837"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69841","Zandalari Warbringer","5","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua;JadeForest.lua;KrasarangWilds.lua;KunLaiSummit.lua;TownlongSteppes.lua","36408540;39866578;47206140;52401880;75006740","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69907","Kroshik Egg","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","51207120","","22832"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69908","Baby Kroshik (around this area)","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","51407400","","22833"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","69961","Sparkmaster Vu","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","38505480","","22838"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","69996","Ku'lai the Skyclaw +2","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","37738285","","22822"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","69997","Progenitus","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","51307118","","22823"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","69998","Goda","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","53805323","","22824"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","69999","God-Hulk Ramuk","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","61494959","","22825"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","70000","Al'tabim the All-Seeing","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","44603000","","22826"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","70001","Backbreaker Uru +5","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","33802760","","22827"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","70002","Lu-Ban","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","54343551","","22828"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","70003","Molthor","2","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","36003250;63444916","","22829"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","70080","Windweaver Akil'amon","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","68903930","","22759"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","70096","War-God Dokah","1","HandyNotes_MistsOfPandariaTreasures","IsleOfGiants.lua","77608220","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","70126","Willy Wilder +3","1","HandyNotes_MistsOfPandariaTreasures","VeiledStair.lua","62407460","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","70226","Sacrificed Kroshik","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","55008780","","22835"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","70323","Krakkanon +2","4","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua;KrasarangWilds.lua;KunLaiSummit.lua;TownlongSteppes.lua","32403420;35205120;51002080;73008540","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","70530","Ra'sha","1","HandyNotes_MistsOfPandariaTreasures","IsleOfThunder.lua","39438159","",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","71665","Giant-Slayer Kul","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","54602220","32918",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","71721","Canyon Icemother","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","34002320","32941",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","71864","Spelurk","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","58004860","32960","23975"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","71919","Zhu-Gon the Sour","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","37207700","32959","23972"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","72045","Chelon","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","25203540","32966","23974"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","72048","Rattleskew","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","60208740","","23977"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","72049","Cranegnasher","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","43606940","32967","23976"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","mists_of_pandaria","72057","Ordos","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","55001810","33118",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","72156","Borrok the Devourer","2","HandyNotes_TreasureHunter","FrostfireRidge.lua","61804250;62604220","33511",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","72193","Karkanos","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","33608540","33292","23973"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","mists_of_pandaria","72245","Zesqua","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","47008740","33316","23971"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","72294","Cindermaw","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","40404700","33014",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","72362","Ku'targ the Voidseer","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","32203500","33039",""
