"decision","decision_basis","achievement_id","title","description","root_category","category_id","category_path","points","flags","criteria_tree_id","reward_item_id","att_source_files"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","44","Outland Explorer","Explore the regions of Outland.","Exploration","97","Exploration","25","131072","3340","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","45","Northrend Explorer","Explore the regions of Northrend.","Exploration","97","Exploration","25","131072","12064","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","46","Universal Explorer","Explore Eastern Kingdoms, Kalimdor, Outland, Northrend, the areas revealed by the Cataclysm, Pandaria, Draenor, the Broken Isles, Kul Tiras, and Zandalar.","Exploration","97","Exploration","50","131072","3257","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","116","Professional Journeyman","Obtain 150 skill points in a ""Classic"" category of a primary profession.","Professions","169","Professions","10","0","65946","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","121","Journeyman Cook","Obtain 150 skill points in the ""Classic"" category of cooking.","Professions","170","Professions > Cooking","10","0","5281","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","122","Expert Cook","Obtain 225 skill points in the ""Classic"" category of cooking.","Professions","170","Professions > Cooking","10","0","2377","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","123","Classic Cook","Obtain 300 skill points in the ""Classic"" category of cooking.","Professions","170","Professions > Cooking","10","0","4033","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","124","Outland Cook","Obtain 75 skill points in the ""Outland"" category of cooking.","Professions","170","Professions > Cooking","10","0","2432","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","125","Northrend Cook","Obtain 75 skill points in the ""Northrend"" category of cooking.","Professions","170","Professions > Cooking","10","0","1578","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","126","Journeyman Fisherman","Obtain 150 skill points in the ""Classic"" category of fishing.","Professions","171","Professions > Fishing","10","0","1738","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","127","Expert Fisherman","Obtain 225 skill points in the ""Classic"" category of fishing.","Professions","171","Professions > Fishing","10","0","3071","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","128","Artisan Fisherman","Obtain 300 skill points in the ""Classic"" category of fishing.","Professions","171","Professions > Fishing","10","0","2467","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","129","Outland Fisherman","Obtain 75 skill points in the ""Outland"" category of fishing.","Professions","171","Professions > Fishing","10","0","3667","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","130","Northrend Fisherman","Obtain 75 skill points in the ""Northrend"" category of fishing.","Professions","171","Professions > Fishing","10","0","2380","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","131","Journeyman Medic","Obtain 150 skill points in first aid.","Legacy","172","Legacy > Professions","0","2099200","2435","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","132","Expert Medic","Obtain 225 skill points in first aid.","Legacy","172","Legacy > Professions","0","2099200","149","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","133","Artisan Medic","Obtain 300 skill points in first aid.","Legacy","172","Legacy > Professions","0","2048","1620","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","134","Master Medic","Obtain 375 skill points in first aid.","Legacy","172","Legacy > Professions","0","2048","3355","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","135","Grand Master Medic","Obtain 450 skill points in first aid.","Legacy","172","Legacy > Professions","0","2048","2792","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","137","Stocking Up","Create 500 Heavy Frostweave Bandages.","Professions","15496","Professions > Tailoring","5","131072","2804","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","141","Ultimate Triage","Use a Heavy Frostweave Bandage, or any Embersilk or Windwool Bandage, to heal a player who has less than 5% health.","Professions","15496","Professions > Tailoring","5","0","6753","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","144","The Lurker Above","Fish up The Lurker Below in Serpentshrine Cavern.","Professions","171","Professions > Fishing","10","0","2813","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","150","The Fishing Diplomat","Fish something up in Orgrimmar and Stormwind.","Professions","171","Professions > Fishing","10","131072","1281","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","153","The Old Gnome and the Sea","Successfully fish from a school.","Professions","171","Professions > Fishing","10","0","609","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","227","Damage Control","Do 300,000 damage or healing in a single battle in any battleground. The damage or healing must be done to a player.","Player vs. Player","95","Player vs. Player","10","0","990","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","229","The Grim Reaper","Get 30 Honorable Kills in a single battle in any battleground.","Player vs. Player","95","Player vs. Player","10","132096","914","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","230","Battlemaster","Complete the battleground achievements listed below.","Player vs. Player","95","Player vs. Player","50","143360","4965","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","231","Wrecking Ball","Get 20 killing blows without dying in a single battle in any battleground.","Player vs. Player","95","Player vs. Player","10","132096","3855","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","238","An Honorable Kill","Achieve an honorable kill.","Player vs. Player","95","Player vs. Player","10","0","5218","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","239","25000 Honorable Kills","Get 25000 honorable kills.","Player vs. Player","95","Player vs. Player","10","135168","5221","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","245","That Takes Class","Get an honorable, killing blow on one of each class.","Player vs. Player","95","Player vs. Player","10","131072","6934","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","246","Know Thy Enemy","Get an honorable, killing blow against all Horde races.","Player vs. Player","95","Player vs. Player","10","131072","6264","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","247","Make Love, Not Warcraft","Emote /hug on a dead enemy before they release corpse.","Player vs. Player","95","Player vs. Player","10","0","8295","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","248","Sunday's Finest","Discover the White Tuxedo Shirt and Black Tuxedo Pants by opening Brightly Colored Eggs during the Noblegarden celebration.","World Events","159","World Events > Noblegarden","10","0","8291","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","249","Dressed for the Occasion","Discover an Elegant Dress by opening Brightly Colored Eggs during the Noblegarden celebration.","World Events","159","World Events > Noblegarden","10","0","4669","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","252","With a Little Helper from My Friends","Earn 50 honorable kills as a Little Helper from the Winter Wondervolt machine.","World Events","156","World Events > Winter Veil","10","131200","4724","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","255","Bring Me The Head of... Oh Wait","Killed the Headless Horseman prior to the 2023 holiday refresh.","Feats of Strength","15274","Feats of Strength > Events","0","2048","1673","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","259","Scrooge","Throw a snowball at Baine Bloodhoof during the Feast of Winter Veil.","World Events","156","World Events > Winter Veil","10","0","20082","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","260","Charming","Created 12 Lovely Charm Bracelets.","Feats of Strength","15274","Feats of Strength > Events","0","133120","2103","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","263","Ice the Frost Lord","Slay Ahune in the Slave Pens.","World Events","161","World Events > Midsummer","10","0","5612","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","271","Burning Hot Pole Dance","Dance at the ribbon pole for 60 seconds while wearing completed Midsummer set.","World Events","161","World Events > Midsummer","10","0","7608","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","272","Torch Juggler","Juggle 40 torches in 15 seconds in Dalaran.","World Events","161","World Events > Midsummer","10","0","2097","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","273","On Metzen!","Save Metzen the Reindeer.","World Events","156","World Events > Winter Veil","10","0","5556","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","275","Veteran Nanny","Acquire Egbert's Egg, Sleepy Willy, and Elekk Training Collar.","World Events","163","World Events > Children's Week","50","131072","3662","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","277","'Tis the Season","During the Feast of Winter Veil, wear 3 pieces of winter clothing and eat Graccu's Mince Meat Fruitcake.","World Events","156","World Events > Winter Veil","10","0","4076","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","279","Simply Abominable","Complete the quest to retrieve Smokywood Pastures' stolen treats and receive a Smokywood Pastures' Thank You.","World Events","156","World Events > Winter Veil","10","0","14224","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","283","The Masquerade","Get transformed by the Hallowed Wands listed below.","World Events","158","World Events > Hallow's End","10","131072","4423","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","284","A Mask for All Occasions","Collect the 24 unique Masks listed below.","World Events","158","World Events > Hallow's End","20","131072","3964","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","288","Out With It","Eat so many Tricky Treats that you get an upset tummy.","World Events","158","World Events > Hallow's End","10","0","9018","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","289","The Savior of Hallow's End","Complete one of the quests to save a village from the Headless Horseman.","World Events","158","World Events > Hallow's End","10","0","3849","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","291","Check Your Head","Use Weighted Jack-o'-Lanterns to put pumpkin heads on each of the races listed below.","World Events","158","World Events > Hallow's End","10","131072","8","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","292","Sinister Calling","Obtain a Sinister Squashling pet and Hallowed Helm through looting or Tricky Treats from the Hallow's end world events.","World Events","158","World Events > Hallow's End","10","131072","5513","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","293","Disturbing the Peace","While wearing 3 pieces of Brewfest clothing, get completely smashed and dance in Dalaran.","World Events","162","World Events > Brewfest","10","0","448","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","295","Direbrewfest","Kill Coren Direbrew.","World Events","162","World Events > Brewfest","10","0","3232","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","303","Have Keg, Will Travel","Obtain a Brewfest mount, or transform yours into one using Brewfest Hops.","World Events","162","World Events > Brewfest","10","131072","842","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","306","Master Angler of Azeroth","Win the Booty Bay fishing contest.","Professions","171","Professions > Fishing","20","0","4432","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","388","City Defender","Kill 50 enemy players in any of your home cities.","Player vs. Player","95","Player vs. Player","10","131200","4372","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","389","Gurubashi Arena Master","Loot the Arena Master trinket from the Gurubashi Arena.","Player vs. Player","95","Player vs. Player","10","0","8047","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","396","Gurubashi Arena Grand Master","Complete Short John Mithril's quest to obtain the Arena Grand Master trinket.","Player vs. Player","95","Player vs. Player","10","0","7014","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","397","Step Into The Arena","Win a ranked arena match.","Player vs. Player","165","Player vs. Player > Arena","10","0","2671","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","398","Mercilessly Dedicated","Win 100 ranked arena matches.","Player vs. Player","165","Player vs. Player > Arena","10","131072","2674","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","399","Just the Two of Us: 1550","Earn a 1550 personal rating in the 2v2 bracket of the arena.","Player vs. Player","165","Player vs. Player > Arena","10","0","3229","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","400","Just the Two of Us: 1750","Earn a 1750 personal rating in the 2v2 bracket of the arena.","Player vs. Player","165","Player vs. Player > Arena","10","0","3251","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","401","Just the Two of Us: 2000","Earn a 2000 personal rating in the 2v2 bracket of the arena.","Player vs. Player","165","Player vs. Player > Arena","10","0","3744","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","402","Three's Company: 1550","Earn a 1550 personal rating in the 3v3 bracket of the arena.","Player vs. Player","165","Player vs. Player > Arena","10","0","2080","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","403","Three's Company: 1750","Earn a 1750 personal rating in the 3v3 bracket of the arena.","Player vs. Player","165","Player vs. Player > Arena","10","0","5747","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","404","High Five: 2000","Earn a 2000 personal rating in the 5v5 bracket of the arena.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","2048","3349","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","405","Three's Company: 2000","Earn a 2000 personal rating in the 3v3 bracket of the arena.","Player vs. Player","165","Player vs. Player > Arena","10","0","7093","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","406","High Five: 1550","Earn a 1550 personal rating in the 5v5 bracket of the arena.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","2048","5297","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","407","High Five: 1750","Earn a 1750 personal rating in the 5v5 bracket of the arena.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","2048","2464","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","408","Hot Streak","Win ten ranked matches in a row.","Player vs. Player","165","Player vs. Player > Arena","10","0","10115","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","409","Last Man Standing","Be the sole survivor at the end of a ranked 5v5 match.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","2048","2071","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","411","Murky","Proud owner of Murky from the 2005 BlizzCon in Anaheim, California.","Feats of Strength","15268","Feats of Strength > Promotions","0","133120","4398","0","Promotions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","412","Murloc Costume","Proud owner of the Murloc Costume from the 2007 BlizzCon in Anaheim, California.","Feats of Strength","15268","Feats of Strength > Promotions","0","133120","4046","0","Promotions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","414","Tyrael's Hilt","Proud owner of Tyrael's Hilt from the 2008 World Wide Invitational in Paris, France.","Feats of Strength","15268","Feats of Strength > Promotions","0","133120","1119","0","Promotions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","415","Big Blizzard Bear","Proud owner of the Big Blizzard Bear from the 2008 BlizzCon.","Feats of Strength","15268","Feats of Strength > Promotions","0","133120","1043","0","Promotions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","416","Scarab Lord","Opened the gates of Ahn'Qiraj.","Feats of Strength","15269","Feats of Strength > Mounts","0","264192","1735","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","418","Merciless Gladiator","Achieved Merciless Gladiator title.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","2048","2936","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","419","Vengeful Gladiator","Achieved Vengeful Gladiator title.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","2048","189","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","420","Brutal Gladiator","Achieved Brutal Gladiator title.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","2048","4217","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","424","Why? Because It's Red","Obtain a Red Qiraji Resonating Crystal.","Feats of Strength","15269","Feats of Strength > Mounts","0","133120","3753","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","425","Atiesh, Greatstaff of the Guardian","Wielder of Atiesh, Greatstaff of the Guardian.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","3394","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","426","Warglaives of Azzinoth","Wielder of a set of Warglaives of Azzinoth.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","1875","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","428","Thunderfury, Blessed Blade of the Windseeker","Wielder of Thunderfury, Blessed Blade of the Windseeker.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","3756","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","429","Sulfuras, Hand of Ragnaros","Wielder of Sulfuras, Hand of Ragnaros.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","522","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","430","Amani War Bear","Owner of Amani War Bear.","Feats of Strength","15269","Feats of Strength > Mounts","0","133120","3254","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","431","Hand of A'dal","Earned the title, ""Hand of A'dal"".","Legacy","15278","Legacy > Raids","0","2048","2243","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","432","Champion of the Naaru","Earned the title, ""Champion of the Naaru"".","Legacy","15278","Legacy > Raids","0","2048","6551","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","433","Grand Marshal","Earned the title, ""Grand Marshal"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","80","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","434","Field Marshal","Earned the title, ""Field Marshal"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","5517","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","435","Commander","Earned the title, ""Commander"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","3142","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","436","Lieutenant Commander","Earned the title, ""Lieutenant Commander"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","83","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","437","Knight-Champion","Earned the title, ""Knight-Champion"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","6353","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","438","Knight-Captain","Earned the title, ""Knight-Captain"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","2477","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","439","Knight","Earned the title, ""Knight"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","86","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","440","Sergeant Major","Earned the title, ""Sergeant Major"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","2226","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","441","Master Sergeant","Earned the title, ""Master Sergeant"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","3699","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","442","Private","Earned the title, ""Private"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","6659","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","443","High Warlord","Earned the title, ""High Warlord"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","2229","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","444","Lieutenant General","Earned the title, ""Lieutenant General"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","5649","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","445","Warlord","Earned the title, ""Warlord"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","279","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","446","General","Earned the title, ""General"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","282","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","447","Champion","Earned the title, ""Champion"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","6350","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","448","Centurion","Earned the title, ""Centurion"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","2232","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","449","Blood Guard","Earned the title, ""Blood Guard"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","7413","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","450","Senior Sergeant","Earned the title, ""Senior Sergeant"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","4630","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","451","Stone Guard","Earned the title, ""Stone Guard"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","3108","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","452","First Sergeant","Earned the title, ""First Sergeant"" at level 60.","Legacy","15279","Legacy > Player vs. Player","0","2048","1449","0","PVP.lua"
