"decision","decision_basis","acquisition_expansion","decor_id","item_id","name","item_name","item_expansion_id","att_occurrences","att_source_ancestry"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","389","245356","Goldshire Window","Goldshire Window","-3","2","custom_header:-682>custom_header:-22>decor:389;custom_header:-682>map:2352>header:92969>quest:92963>decor:389"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","390","245376","Tall Sturdy Wooden Bookcase","Tall Sturdy Wooden Bookcase","-3","2","custom_header:-682>custom_header:-22>decor:390;custom_header:-682>map:2352>header:92969>quest:92964>decor:390"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","478","245354","Wooden Coffin Lid","Wooden Coffin Lid","-3","1","custom_header:-682>custom_header:-22>decor:478"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","479","245365","Empty Stormwind Market Stand","Empty Stormwind Market Stand","-3","1","custom_header:-682>custom_header:-22>decor:479"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","480","245366","Stormwind Bean Seller's Stand","Stormwind Bean Seller's Stand","-3","1","custom_header:-682>custom_header:-22>decor:480"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","481","245368","Stormwind Spice Merchant's Stand","Stormwind Spice Merchant's Stand","-3","1","custom_header:-682>custom_header:-22>decor:481"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","482","245357","Gryphon Roost","Gryphon Roost","-3","1","custom_header:-682>custom_header:-22>decor:482"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","483","245352","Sturdy Wooden Coffin","Sturdy Wooden Coffin","-3","1","custom_header:-682>custom_header:-22>decor:483"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","484","245353","Open Wooden Coffin","Open Wooden Coffin","-3","1","custom_header:-682>custom_header:-22>decor:484"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","485","245377","Open-Air Sturdy Tent","Open-Air Sturdy Tent","-3","1","custom_header:-682>custom_header:-22>decor:485"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","486","245378","Sturdy Sheltering Tent","Sturdy Sheltering Tent","-3","1","custom_header:-682>custom_header:-22>decor:486"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","487","245360","Small Stonework Fountain","Small Stonework Fountain","-3","1","custom_header:-682>custom_header:-22>decor:487"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","488","245359","Large Stonework Fountain","Large Stonework Fountain","-3","1","custom_header:-682>custom_header:-22>decor:488"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","489","245379","Sturdy Roofed Wagon","Sturdy Roofed Wagon","-3","1","custom_header:-682>custom_header:-22>decor:489"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","490","245380","Sturdy Open Wagon","Sturdy Open Wagon","-3","1","custom_header:-682>custom_header:-22>decor:490"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","491","245382","Sturdy Covered Wagon","Sturdy Covered Wagon","-3","1","custom_header:-682>custom_header:-22>decor:491"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","492","245385","Well-Built Well","Well-Built Well","-3","1","custom_header:-682>custom_header:-22>decor:492"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","493","245386","Sturdy Wooden Wheelbarrow","Sturdy Wooden Wheelbarrow","-3","1","custom_header:-682>custom_header:-22>decor:493"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","494","235523","Sturdy Wooden Chair","Sturdy Wooden Chair","-3","2","custom_header:-682>custom_header:-22>decor:494;custom_header:-682>map:2352>header:92969>quest:92965>decor:494"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","495","245336","Sturdy Wooden Bed","Sturdy Wooden Bed","-3","2","custom_header:-682>custom_header:-22>decor:495;custom_header:-682>map:2352>header:92969>quest:92984>decor:495"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","496","245372","Covered Wooden Table","Covered Wooden Table","-3","2","custom_header:-682>custom_header:-22>decor:496;custom_header:-682>map:2352>header:92969>quest:92983>decor:496"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","497","245374","Sturdy Wooden Table","Sturdy Wooden Table","-3","1","custom_header:-682>custom_header:-22>decor:497"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","498","235633","Circular Woolen Rug","Circular Woolen Rug","-3","1","custom_header:-682>custom_header:-22>decor:498"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","520","245369","Gift of Gilneas","Gift of Gilneas","-3","1","custom_header:-682>custom_header:-22>decor:520"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","521","245371","Charming Laurel Tree","Charming Laurel Tree","-3","1","custom_header:-682>custom_header:-22>decor:521"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","522","236653","Orgrimmar Interior Narrow Wall","Orgrimmar Interior Narrow Wall","-3","1","custom_header:-682>custom_header:-22>decor:522"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","523","236654","Orgrimmar Interior Doorway","Orgrimmar Interior Doorway","-3","2","custom_header:-682>custom_header:-22>decor:523;custom_header:-682>map:2351>header:93109>quest:93073>decor:523"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","524","236655","Orgrimmar Interior Wall","Orgrimmar Interior Wall","-3","2","custom_header:-682>custom_header:-22>decor:524;custom_header:-682>map:2351>header:93109>quest:93074>decor:524"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","525","236666","Orgrimmar Round Interior Pillar","Orgrimmar Round Interior Pillar","-3","2","custom_header:-682>custom_header:-22>decor:525;custom_header:-682>map:2351>header:93109>quest:93075>decor:525"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","526","236667","Orgrimmar Square Interior Pillar","Orgrimmar Square Interior Pillar","-3","1","custom_header:-682>custom_header:-22>decor:526"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","527","236675","Stormwind Interior Pillar","Stormwind Interior Pillar","-3","1","custom_header:-682>custom_header:-22>decor:527"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","528","236676","Stormwind Interior Narrow Wall","Stormwind Interior Narrow Wall","-3","2","custom_header:-682>custom_header:-22>decor:528;custom_header:-682>map:2352>header:92969>quest:92966>decor:528"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","529","236677","Stormwind Interior Wall","Stormwind Interior Wall","-3","2","custom_header:-682>custom_header:-22>decor:529;custom_header:-682>map:2352>header:92969>quest:92968>decor:529"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","530","236678","Stormwind Interior Doorway","Stormwind Interior Doorway","-3","2","custom_header:-682>custom_header:-22>decor:530;custom_header:-682>map:2352>header:92969>quest:92967>decor:530"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","533","245392","Sturdy Wooden Interior Pillar","Sturdy Wooden Interior Pillar","-3","1","custom_header:-682>custom_header:-22>decor:533"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","534","245393","Plain Interior Wall","Plain Interior Wall","-3","1","custom_header:-682>custom_header:-22>decor:534"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","535","245394","Plain Interior Doorway","Plain Interior Doorway","-3","1","custom_header:-682>custom_header:-22>decor:535"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","536","245395","Plain Interior Narrow Wall","Plain Interior Narrow Wall","-3","1","custom_header:-682>custom_header:-22>decor:536"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","721","245400","Ceiling Cobweb","Ceiling Cobweb","-3","1","custom_header:-682>custom_header:-22>decor:721"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","722","245401","Tented Cobweb","Tented Cobweb","-3","1","custom_header:-682>custom_header:-22>decor:722"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","723","245402","Small Dangling Cobweb","Small Dangling Cobweb","-3","1","custom_header:-682>custom_header:-22>decor:723"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","724","245403","Large Dangling Cobweb","Large Dangling Cobweb","-3","1","custom_header:-682>custom_header:-22>decor:724"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","725","245404","Pillar Cobweb","Pillar Cobweb","-3","1","custom_header:-682>custom_header:-22>decor:725"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","726","239075","Wrought Iron Chandelier","Wrought Iron Chandelier","-3","2","custom_header:-682>custom_header:-22>decor:726;custom_header:-682>map:2352>header:92969>quest:92986>decor:726"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","766","239177","Open Tome of Twilight Nihilism","Open Tome of Twilight Nihilism","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","768","239179","Tome of Twilight Nihilism","Tome of Twilight Nihilism","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","770","245367","Stormwind Produce Seller's Stand","Stormwind Produce Seller's Stand","-3","1","custom_header:-682>custom_header:-22>decor:770"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","771","245329","Small Poppy Cluster","Small Poppy Cluster","-3","1","custom_header:-682>custom_header:-22>decor:771"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","772","245327","Creeping Corner Ivy","Creeping Corner Ivy","-3","1","custom_header:-682>custom_header:-22>decor:772"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","773","245328","Small Boxwood Bush","Small Boxwood Bush","-3","1","custom_header:-682>custom_header:-22>decor:773"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","984","241617","Elegant Padded Chair","Elegant Padded Chair","-3","2","custom_header:-682>custom_header:-22>decor:984;custom_header:-682>map:2351>header:93109>quest:93143>decor:984"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","985","241618","Elegant Padded Footstool","Elegant Padded Footstool","-3","2","custom_header:-682>custom_header:-22>decor:985;custom_header:-682>map:2352>header:92969>quest:93000>decor:985"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","986","253437","Elegant Covered Bench","Elegant Covered Bench","-3","1","custom_header:-682>custom_header:-22>decor:986"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","987","241620","Elegant Wooden Dresser","Elegant Wooden Dresser","-3","2","custom_header:-682>custom_header:-22>decor:987;custom_header:-682>map:2351>header:93109>quest:93150>decor:987"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","988","241621","Small Elegant End Table","Small Elegant End Table","-3","2","custom_header:-682>custom_header:-22>decor:988;custom_header:-682>map:2351>header:93109>quest:93152>decor:988"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","989","241622","Ornate Weapon Rack","Ornate Weapon Rack","-3","1","custom_header:-682>custom_header:-22>decor:989"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","990","241623","Elegant Elven Barrel","Elegant Elven Barrel","-3","1","custom_header:-682>custom_header:-22>decor:990"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","991","253439","Elegant Carved Bench","Elegant Carved Bench","-3","1","custom_header:-682>custom_header:-22>decor:991"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","994","253441","Grand Elven Bookcase","Grand Elven Bookcase","-3","2","custom_header:-682>custom_header:-22>decor:994;custom_header:-682>map:2352>header:92969>quest:93005>decor:994"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1044","242255","Stormwind Hall Rug","Stormwind Hall Rug","-3","1","custom_header:-682>custom_header:-22>decor:1044"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1083","245370","Secretive Bookcase Wall","Secretive Bookcase Wall","-3","1","custom_header:-682>custom_header:-22>decor:1083"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1120","245291","Replica Dark Iron Mole Machine","Replica Dark Iron Mole Machine","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1122","242951","Sturdy Wooden Bench","Sturdy Wooden Bench","-3","2","custom_header:-682>custom_header:-22>decor:1122;custom_header:-682>map:2352>header:92969>quest:92969>decor:1122"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1123","245334","Wicker Basket","Wicker Basket","-3","2","custom_header:-682>custom_header:-22>decor:1123;custom_header:-682>map:2352>header:92969>quest:92979>decor:1123"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1153","253479","Small Elegant Padded Chair","Small Elegant Padded Chair","-3","2","custom_header:-682>custom_header:-22>decor:1153;custom_header:-682>map:2352>header:92969>quest:93006>decor:1153"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1154","253481","Masterful Sin'dorei Gravestone","Masterful Sin'dorei Gravestone","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1155","243088","Standing Ornate Weapon Rack","Standing Ornate Weapon Rack","-3","1","custom_header:-682>custom_header:-22>decor:1155"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1162","253490","Elegant Elven Desk","Elegant Elven Desk","-3","2","custom_header:-682>custom_header:-22>decor:1162;custom_header:-682>map:2352>header:92969>quest:93002>decor:1162"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1163","253493","Carved Elven Bookcase","Carved Elven Bookcase","-3","2","custom_header:-682>custom_header:-22>decor:1163;custom_header:-682>map:2351>header:93109>quest:93147>decor:1163"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1165","253495","Grand Elven Bench","Grand Elven Bench","-3","1","custom_header:-682>custom_header:-22>decor:1165"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1198","245290","Long Silvermoon Table","Long Silvermoon Table","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1216","245426","Dark Iron Brazier","Dark Iron Brazier","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1244","245335","Empty Wicker Basket","Empty Wicker Basket","-3","1","custom_header:-682>custom_header:-22>decor:1244"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1245","243242","Circular Elven Floor Rug","Circular Elven Floor Rug","-3","1","custom_header:-682>custom_header:-22>decor:1245"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1246","243243","Rectangular Elven Floor Rug","Rectangular Elven Floor Rug","-3","1","custom_header:-682>custom_header:-22>decor:1246"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1280","243334","Reinforced Wooden Chest","Reinforced Wooden Chest","-3","2","custom_header:-682>custom_header:-22>decor:1280;custom_header:-682>map:2352>header:92969>quest:92978>decor:1280"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1329","243495","Elegant Padded Divan","Elegant Padded Divan","-3","2","custom_header:-682>custom_header:-22>decor:1329;custom_header:-682>map:2351>header:93109>quest:93149>decor:1329"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1350","244118","Rectangular Elegant Table","Rectangular Elegant Table","-3","1","custom_header:-682>custom_header:-22>decor:1350"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1356","244169","Elegant Almond Table","Elegant Almond Table","-3","2","custom_header:-682>custom_header:-22>decor:1356;custom_header:-682>map:2351>header:93109>quest:93148>decor:1356"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1427","244344","Griftah's Mystical Polter-Urn","Griftah's Mystical Polter-Urn","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1430","244347","Purified Troll Urn","Purified Troll Urn","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1434","244530","Sturdy Wall Rack","Sturdy Wall Rack","-3","1","custom_header:-682>custom_header:-22>decor:1434"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1435","244531","Sturdy Fireplace","Sturdy Fireplace","-3","2","custom_header:-682>custom_header:-22>decor:1435;custom_header:-682>map:2352>header:92969>quest:92982>decor:1435"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1436","244532","Rugged Stool","Rugged Stool","-3","2","custom_header:-682>custom_header:-22>decor:1436;custom_header:-682>map:2351>header:93109>quest:93077>decor:1436"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1437","244533","Iron Chain Chandelier","Iron Chain Chandelier","-3","2","custom_header:-682>custom_header:-22>decor:1437;custom_header:-682>map:2351>header:93109>quest:93078>decor:1437"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1438","244534","Iron-Reinforced Door","Iron-Reinforced Door","-3","2","custom_header:-682>custom_header:-22>decor:1438;custom_header:-682>map:2351>header:93109>quest:93079>decor:1438"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1439","244535","Tusked Gazebo","Tusked Gazebo","-3","1","custom_header:-682>custom_header:-22>decor:1439"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1451","244661","Tied-Left Leather Curtains","Tied-Left Leather Curtains","-3","1","custom_header:-682>custom_header:-22>decor:1451"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1452","244662","Closed Leather Curtains","Closed Leather Curtains","-3","1","custom_header:-682>custom_header:-22>decor:1452"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1453","244663","Leather Valance","Leather Valance","-3","1","custom_header:-682>custom_header:-22>decor:1453"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1454","244664","Tied-Open Folk Curtains","Tied-Open Folk Curtains","-3","1","custom_header:-682>custom_header:-22>decor:1454"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1455","244665","Closed Folk Curtains","Closed Folk Curtains","-3","1","custom_header:-682>custom_header:-22>decor:1455"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1456","244666","Durable Folk Valance","Durable Folk Valance","-3","1","custom_header:-682>custom_header:-22>decor:1456"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1457","244667","Restful Wooden Bench","Restful Wooden Bench","-3","1","custom_header:-682>custom_header:-22>decor:1457"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1458","244668","Light-Infused Fountain","Light-Infused Fountain","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1482","244778","Sethraliss Priest's Pillow","Sethraliss Priest's Pillow","-3","1","custom_header:-682>map:2351>custom_header:-58>npc:255325>decor:1482"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1486","244780","Circular Elven Table","Circular Elven Table","-3","2","custom_header:-682>custom_header:-22>decor:1486;custom_header:-682>map:2352>header:92969>quest:93004>decor:1486"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1487","244781","Elegant Wall Drape","Elegant Wall Drape","-3","1","custom_header:-682>custom_header:-22>decor:1487"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1488","244782","Elven Floral Window","Elven Floral Window","-3","2","custom_header:-682>custom_header:-22>decor:1488;custom_header:-682>map:2352>header:92969>quest:93001>decor:1488"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1698","245264","Round Stitched Cushion","Round Stitched Cushion","-3","1","custom_header:-682>custom_header:-22>decor:1698"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1699","245265","Stitched Pillow Roll","Stitched Pillow Roll","-3","1","custom_header:-682>custom_header:-22>decor:1699"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1700","245266","Iron-Studded Wooden Window","Iron-Studded Wooden Window","-3","2","custom_header:-682>custom_header:-22>decor:1700;custom_header:-682>map:2351>header:93109>quest:93080>decor:1700"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1701","245267","Charming Seat Cushion","Charming Seat Cushion","-3","1","custom_header:-682>custom_header:-22>decor:1701"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1702","245268","Checkered Charming Seat Cushion","Checkered Charming Seat Cushion","-3","1","custom_header:-682>custom_header:-22>decor:1702"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1723","245532","Orgrimmar Chair","Orgrimmar Chair","-3","2","custom_header:-682>custom_header:-22>decor:1723;custom_header:-682>map:2351>header:93109>quest:93081>decor:1723"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1724","245533","Rugged Brazier","Rugged Brazier","-3","2","custom_header:-682>custom_header:-22>decor:1724;custom_header:-682>map:2351>header:93109>quest:93082>decor:1724"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1730","245539","Elegant Enchanted Vanity","Elegant Enchanted Vanity","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1736","245545","Orgrimmar Nightstand","Orgrimmar Nightstand","-3","2","custom_header:-682>custom_header:-22>decor:1736;custom_header:-682>map:2351>header:93109>quest:93083>decor:1736"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1737","245546","Durable Wooden Chest","Durable Wooden Chest","-3","2","custom_header:-682>custom_header:-22>decor:1737;custom_header:-682>map:2351>header:93109>quest:93084>decor:1737"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1738","245547","Wide Charming Couch","Wide Charming Couch","-3","2","custom_header:-682>custom_header:-22>decor:1738;custom_header:-682>map:2352>header:92969>quest:92981>decor:1738"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1739","245548","Iron-Reinforced Cupboard","Iron-Reinforced Cupboard","-3","2","custom_header:-682>custom_header:-22>decor:1739;custom_header:-682>map:2352>header:92969>quest:92977>decor:1739"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1742","245551","Worker's Wooden Desk","Worker's Wooden Desk","-3","1","custom_header:-682>custom_header:-22>decor:1742"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1744","245555","Orgrimmar Tusked Bed","Orgrimmar Tusked Bed","-3","2","custom_header:-682>custom_header:-22>decor:1744;custom_header:-682>map:2351>header:93109>quest:93111>decor:1744"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1745","245556","Iron-Reinforced Standing Mirror","Iron-Reinforced Standing Mirror","-3","2","custom_header:-682>custom_header:-22>decor:1745;custom_header:-682>map:2352>header:92969>quest:92980>decor:1745"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1770","245575","Bel'ameth Interior Wall","Bel'ameth Interior Wall","-3","2","custom_header:-682>custom_header:-22>decor:1770;custom_header:-682>map:2352>header:92969>quest:92994>decor:1770"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1771","245576","Bel'ameth Round Interior Pillar","Bel'ameth Round Interior Pillar","-3","2","custom_header:-682>custom_header:-22>decor:1771;custom_header:-682>map:2352>header:92969>quest:92993>decor:1771"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1772","245578","Bel'ameth Interior Doorway","Bel'ameth Interior Doorway","-3","2","custom_header:-682>custom_header:-22>decor:1772;custom_header:-682>map:2352>header:92969>quest:92992>decor:1772"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1773","245579","Bel'ameth Interior Narrow Wall","Bel'ameth Interior Narrow Wall","-3","1","custom_header:-682>custom_header:-22>decor:1773"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1774","245581","Silvermoon Round Interior Pillar","Silvermoon Round Interior Pillar","-3","2","custom_header:-682>custom_header:-22>decor:1774;custom_header:-682>map:2351>header:93109>quest:93135>decor:1774"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1775","245582","Silvermoon Interior Narrow Wall","Silvermoon Interior Narrow Wall","-3","1","custom_header:-682>custom_header:-22>decor:1775"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1776","245583","Silvermoon Interior Wall","Silvermoon Interior Wall","-3","2","custom_header:-682>custom_header:-22>decor:1776;custom_header:-682>map:2351>header:93109>quest:93136>decor:1776"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1844","245649","Silvermoon Interior Doorway","Silvermoon Interior Doorway","-3","2","custom_header:-682>custom_header:-22>decor:1844;custom_header:-682>map:2351>header:93109>quest:93137>decor:1844"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1862","245656","Wooden Gazebo","Wooden Gazebo","-3","1","custom_header:-682>custom_header:-22>decor:1862"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1863","245657","Stonework Fountain","Stonework Fountain","-3","1","custom_header:-682>custom_header:-22>decor:1863"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1864","245658","Elwynn Cobblestone Round","Elwynn Cobblestone Round","-3","1","custom_header:-682>custom_header:-22>decor:1864"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1865","245659","Elwynn Cobblestone","Elwynn Cobblestone","-3","1","custom_header:-682>custom_header:-22>decor:1865"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1866","245660","Elwynn Cobblestone Pair","Elwynn Cobblestone Pair","-3","1","custom_header:-682>custom_header:-22>decor:1866"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1867","245661","Elwynn Cobblestone Cluster","Elwynn Cobblestone Cluster","-3","1","custom_header:-682>custom_header:-22>decor:1867"
